,group,variable,month,17.24 COVID 2DA DOSIS DENTRO,17.24 COVID 2DA DOSIS DENTRO,17.24 COVID 2DA DOSIS FUERA,17.24 COVID 2DA DOSIS FUERA,TOTALES,TOTALES,TOTALES
GUAYARAMERIN,otras vacunaciones,covid 2da dosis,2021-11-01,50,51,5,9,55,60,115
GUTIERREZ,otras vacunaciones,covid 2da dosis,2021-11-01,57,70,0,0,57,70,127
HUACARETA,otras vacunaciones,covid 2da dosis,2021-11-01,32,36,5,1,37,37,74
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,covid 2da dosis,2021-11-01,0,2,0,1,0,3,3
HUACHACALLA,otras vacunaciones,covid 2da dosis,2021-11-01,1,1,0,0,1,1,2
HUANUNI,otras vacunaciones,covid 2da dosis,2021-11-01,49,87,3,3,52,90,142
HUARACAJE,otras vacunaciones,covid 2da dosis,2021-11-01,32,19,0,0,32,19,51
HUARINA,otras vacunaciones,covid 2da dosis,2021-11-01,5,8,5,7,10,15,25
HUATAJATA,otras vacunaciones,covid 2da dosis,2021-11-01,9,11,1,0,10,11,21
HUAYLLAMARCA,otras vacunaciones,covid 2da dosis,2021-11-01,18,21,4,2,22,23,45
HUMANATA,otras vacunaciones,covid 2da dosis,2021-11-01,1,9,1,1,2,10,12
ICHOCA,otras vacunaciones,covid 2da dosis,2021-11-01,1,1,8,6,9,7,16
ICLA,otras vacunaciones,covid 2da dosis,2021-11-01,12,19,8,14,20,33,53
INCAHUASI,otras vacunaciones,covid 2da dosis,2021-11-01,20,37,16,20,36,57,93
INGAVI (HUMAITA),otras vacunaciones,covid 2da dosis,2021-11-01,7,5,17,13,24,18,42
INQUISIVI,otras vacunaciones,covid 2da dosis,2021-11-01,17,14,30,29,47,43,90
IRUPANA (VILLA DE LANZA),otras vacunaciones,covid 2da dosis,2021-11-01,16,13,3,5,19,18,37
IXIAMAS,otras vacunaciones,covid 2da dosis,2021-11-01,5,8,1,0,6,8,14
JESUS DE MACHACA,otras vacunaciones,covid 2da dosis,2021-11-01,13,15,50,45,63,60,123
LA ASUNTA,otras vacunaciones,covid 2da dosis,2021-11-01,73,89,8,20,81,109,190
LA GUARDIA,otras vacunaciones,covid 2da dosis,2021-11-01,950,1153,44,61,994,1214,2208
LA PAZ,otras vacunaciones,covid 2da dosis,2021-11-01,8853,10158,2081,2124,10934,12282,23216
LA RIVERA,otras vacunaciones,covid 2da dosis,2021-11-01,4,0,0,0,4,0,4
LAGUNILLAS,otras vacunaciones,covid 2da dosis,2021-11-01,21,25,14,12,35,37,72
LAJA,otras vacunaciones,covid 2da dosis,2021-11-01,11,16,38,32,49,48,97
LAS CARRERAS,otras vacunaciones,covid 2da dosis,2021-11-01,10,11,0,0,10,11,21
LICOMA PAMPA,otras vacunaciones,covid 2da dosis,2021-11-01,2,9,2,1,4,10,14
LLALLAGUA,otras vacunaciones,covid 2da dosis,2021-11-01,140,167,11,13,151,180,331
LLICA,otras vacunaciones,covid 2da dosis,2021-11-01,12,23,0,5,12,28,40
LORETO,otras vacunaciones,covid 2da dosis,2021-11-01,18,18,10,0,28,18,46
LURIBAY,otras vacunaciones,covid 2da dosis,2021-11-01,11,11,50,58,61,69,130
MACHACAMARCA,otras vacunaciones,covid 2da dosis,2021-11-01,10,13,0,0,10,13,23
MACHARETI,otras vacunaciones,covid 2da dosis,2021-11-01,46,26,0,2,46,28,74
MAGDALENA,otras vacunaciones,covid 2da dosis,2021-11-01,48,63,12,8,60,71,131
MAIRANA,otras vacunaciones,covid 2da dosis,2021-11-01,36,56,26,50,62,106,168
MALLA,otras vacunaciones,covid 2da dosis,2021-11-01,0,0,28,18,28,18,46
MAPIRI,otras vacunaciones,covid 2da dosis,2021-11-01,14,14,1,1,15,15,30
MINEROS,otras vacunaciones,covid 2da dosis,2021-11-01,337,444,1,1,338,445,783
MIZQUE,otras vacunaciones,covid 2da dosis,2021-11-01,55,51,128,210,183,261,444
MOCOMOCO,otras vacunaciones,covid 2da dosis,2021-11-01,16,30,36,46,52,76,128
MOJINETE,otras vacunaciones,covid 2da dosis,2021-11-01,0,2,0,0,0,2,2
MOJOCOYA,otras vacunaciones,covid 2da dosis,2021-11-01,71,81,3,6,74,87,161
MONTEAGUDO,otras vacunaciones,covid 2da dosis,2021-11-01,86,116,1,3,87,119,206
MONTERO,otras vacunaciones,covid 2da dosis,2021-11-01,1429,1779,0,0,1429,1779,3208
MORO MORO,otras vacunaciones,covid 2da dosis,2021-11-01,26,30,11,16,37,46,83
MOROCHATA,otras vacunaciones,covid 2da dosis,2021-11-01,18,19,28,39,46,58,104
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,covid 2da dosis,2021-11-01,8,5,11,15,19,20,39
NAZACARA DE PACAJES,otras vacunaciones,covid 2da dosis,2021-11-01,3,3,0,0,3,3,6
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,covid 2da dosis,2021-11-01,0,0,2,1,2,1,3
OCURI,otras vacunaciones,covid 2da dosis,2021-11-01,4,7,3,3,7,10,17
OMEREQUE,otras vacunaciones,covid 2da dosis,2021-11-01,5,7,96,86,101,93,194
ORURO,otras vacunaciones,covid 2da dosis,2021-11-01,5330,6241,127,235,5457,6476,11933
PADCAYA,otras vacunaciones,covid 2da dosis,2021-11-01,48,42,0,0,48,42,90
PADILLA,otras vacunaciones,covid 2da dosis,2021-11-01,65,103,0,0,65,103,168
PAILON,otras vacunaciones,covid 2da dosis,2021-11-01,560,641,0,0,560,641,1201
PALOS BLANCOS,otras vacunaciones,covid 2da dosis,2021-11-01,34,39,50,43,84,82,166
PAMPA AULLAGAS,otras vacunaciones,covid 2da dosis,2021-11-01,23,28,0,0,23,28,51
PAMPA GRANDE,otras vacunaciones,covid 2da dosis,2021-11-01,126,122,4,6,130,128,258
PAPEL PAMPA,otras vacunaciones,covid 2da dosis,2021-11-01,11,18,5,6,16,24,40
PASORAPA,otras vacunaciones,covid 2da dosis,2021-11-01,31,36,0,0,31,36,67
PATACAMAYA,otras vacunaciones,covid 2da dosis,2021-11-01,22,29,8,4,30,33,63
PAZÑA,otras vacunaciones,covid 2da dosis,2021-11-01,16,33,17,18,33,51,84
PELECHUCO,otras vacunaciones,covid 2da dosis,2021-11-01,13,15,19,23,32,38,70
POCOATA,otras vacunaciones,covid 2da dosis,2021-11-01,14,13,27,41,41,54,95
POCONA,otras vacunaciones,covid 2da dosis,2021-11-01,126,116,78,93,204,209,413
POJO (CBBA),otras vacunaciones,covid 2da dosis,2021-11-01,77,90,34,46,111,136,247
POOPO,otras vacunaciones,covid 2da dosis,2021-11-01,18,38,0,0,18,38,56
PORCO,otras vacunaciones,covid 2da dosis,2021-11-01,20,20,1,1,21,21,42
POROMA,otras vacunaciones,covid 2da dosis,2021-11-01,140,163,111,134,251,297,548
PORONGO,otras vacunaciones,covid 2da dosis,2021-11-01,93,112,0,0,93,112,205
PORTACHUELO,otras vacunaciones,covid 2da dosis,2021-11-01,60,63,0,0,60,63,123
PORVENIR,otras vacunaciones,covid 2da dosis,2021-11-01,43,28,29,28,72,56,128
POSTRER VALLE,otras vacunaciones,covid 2da dosis,2021-11-01,14,15,2,2,16,17,33
POTOSI,otras vacunaciones,covid 2da dosis,2021-11-01,979,1335,566,325,1545,1660,3205
PRESTO,otras vacunaciones,covid 2da dosis,2021-11-01,17,17,27,20,44,37,81
PUCARA,otras vacunaciones,covid 2da dosis,2021-11-01,40,25,0,0,40,25,65
PUCARANI,otras vacunaciones,covid 2da dosis,2021-11-01,33,27,6,6,39,33,72
PUERTO ACOSTA,otras vacunaciones,covid 2da dosis,2021-11-01,41,44,10,19,51,63,114
PUERTO CARABUCO,otras vacunaciones,covid 2da dosis,2021-11-01,3,3,5,10,8,13,21
PUERTO GONZALO MORENO,otras vacunaciones,covid 2da dosis,2021-11-01,9,17,15,9,24,26,50
PUERTO PEREZ,otras vacunaciones,covid 2da dosis,2021-11-01,1,0,24,27,25,27,52
PUERTO RICO,otras vacunaciones,covid 2da dosis,2021-11-01,6,7,95,100,101,107,208
PUERTO SILES,otras vacunaciones,covid 2da dosis,2021-11-01,0,0,12,15,12,15,27
PUERTO VILLARROEL,otras vacunaciones,covid 2da dosis,2021-11-01,667,787,0,0,667,787,1454
PUNA,otras vacunaciones,covid 2da dosis,2021-11-01,19,33,22,17,41,50,91
PUNATA,otras vacunaciones,covid 2da dosis,2021-11-01,192,314,229,362,421,676,1097
QUILLACOLLO,otras vacunaciones,covid 2da dosis,2021-11-01,2397,3239,50,72,2447,3311,5758
QUIME,otras vacunaciones,covid 2da dosis,2021-11-01,18,27,3,5,21,32,53
QUIRUSILLAS,otras vacunaciones,covid 2da dosis,2021-11-01,16,17,0,0,16,17,33
RAQAYPAMPA(ETA),otras vacunaciones,covid 2da dosis,2021-11-01,10,7,28,35,38,42,80
RAVELO,otras vacunaciones,covid 2da dosis,2021-11-01,13,19,29,38,42,57,99
REYES,otras vacunaciones,covid 2da dosis,2021-11-01,44,57,0,0,44,57,101
RIBERALTA,otras vacunaciones,covid 2da dosis,2021-11-01,289,325,3,0,292,325,617
ROBORE,otras vacunaciones,covid 2da dosis,2021-11-01,626,407,3,1,629,408,1037
RURRENABAQUE,otras vacunaciones,covid 2da dosis,2021-11-01,39,50,4,0,43,50,93
SABAYA,otras vacunaciones,covid 2da dosis,2021-11-01,19,13,0,0,19,13,32
SACABA,otras vacunaciones,covid 2da dosis,2021-11-01,1723,2233,203,262,1926,2495,4421
SACABAMBA,otras vacunaciones,covid 2da dosis,2021-11-01,23,24,83,102,106,126,232
SACACA,otras vacunaciones,covid 2da dosis,2021-11-01,35,53,34,57,69,110,179
SAIPINA,otras vacunaciones,covid 2da dosis,2021-11-01,23,23,0,0,23,23,46
SALINAS DE GARCI MENDOZA,otras vacunaciones,covid 2da dosis,2021-11-01,52,61,57,93,109,154,263
SAMAIPATA,otras vacunaciones,covid 2da dosis,2021-11-01,15,5,38,44,53,49,102
SAN AGUSTIN,otras vacunaciones,covid 2da dosis,2021-11-01,7,2,0,0,7,2,9
SAN ANDRES,otras vacunaciones,covid 2da dosis,2021-11-01,32,28,3,16,35,44,79
SAN ANDRES DE MACHACA,otras vacunaciones,covid 2da dosis,2021-11-01,4,18,35,37,39,55,94
SAN ANTONIO DE ESMORUCO,otras vacunaciones,covid 2da dosis,2021-11-01,3,6,0,2,3,8,11
SAN ANTONIO DE LOMERIO,otras vacunaciones,covid 2da dosis,2021-11-01,37,30,17,14,54,44,98
SAN BENITO,otras vacunaciones,covid 2da dosis,2021-11-01,165,194,2,4,167,198,365
SAN BORJA,otras vacunaciones,covid 2da dosis,2021-11-01,70,108,34,45,104,153,257
SAN BUENA VENTURA,otras vacunaciones,covid 2da dosis,2021-11-01,10,15,30,39,40,54,94
SAN CARLOS,otras vacunaciones,covid 2da dosis,2021-11-01,114,127,0,0,114,127,241
SAN IGNACIO,otras vacunaciones,covid 2da dosis,2021-11-01,48,90,47,61,95,151,246
SAN IGNACIO DE VELASCO,otras vacunaciones,covid 2da dosis,2021-11-01,187,198,26,37,213,235,448
SAN JAVIER(BNI),otras vacunaciones,covid 2da dosis,2021-11-01,4,11,1,3,5,14,19
SAN JAVIER(STC),otras vacunaciones,covid 2da dosis,2021-11-01,223,209,0,0,223,209,432
SAN JOAQUIN,otras vacunaciones,covid 2da dosis,2021-11-01,69,111,0,0,69,111,180
SAN JOSE DE CHIQUITOS,otras vacunaciones,covid 2da dosis,2021-11-01,125,215,5,0,130,215,345
SAN JUAN DE YAPACANI,otras vacunaciones,covid 2da dosis,2021-11-01,40,87,5,2,45,89,134
SAN JULIAN,otras vacunaciones,covid 2da dosis,2021-11-01,149,176,4,3,153,179,332
SAN LORENZO(PND),otras vacunaciones,covid 2da dosis,2021-11-01,12,16,25,23,37,39,76
SAN LORENZO(TJA),otras vacunaciones,covid 2da dosis,2021-11-01,126,181,0,0,126,181,307
SAN LUCAS,otras vacunaciones,covid 2da dosis,2021-11-01,83,109,21,15,104,124,228
SAN MATIAS,otras vacunaciones,covid 2da dosis,2021-11-01,14,25,0,0,14,25,39
SAN MIGUEL DE VELASCO,otras vacunaciones,covid 2da dosis,2021-11-01,66,45,24,22,90,67,157
SAN PABLO DE LIPEZ,otras vacunaciones,covid 2da dosis,2021-11-01,8,9,0,0,8,9,17
SAN PEDRO,otras vacunaciones,covid 2da dosis,2021-11-01,152,155,29,31,181,186,367
SAN PEDRO DE BUENA VISTA,otras vacunaciones,covid 2da dosis,2021-11-01,56,42,23,18,79,60,139
SAN PEDRO DE MACHA,otras vacunaciones,covid 2da dosis,2021-11-01,10,12,2,4,12,16,28
SAN PEDRO DE QUEMES,otras vacunaciones,covid 2da dosis,2021-11-01,2,2,2,0,4,2,6
SAN PEDRO DE TIQUINA,otras vacunaciones,covid 2da dosis,2021-11-01,11,10,12,10,23,20,43
SAN PEDRO(PND),otras vacunaciones,covid 2da dosis,2021-11-01,0,0,23,16,23,16,39
SAN RAFAEL,otras vacunaciones,covid 2da dosis,2021-11-01,58,46,0,0,58,46,104
SAN RAMON BENI,otras vacunaciones,covid 2da dosis,2021-11-01,61,60,0,0,61,60,121
SAN RAMON SCZ,otras vacunaciones,covid 2da dosis,2021-11-01,66,60,0,0,66,60,126
SANTA ANA,otras vacunaciones,covid 2da dosis,2021-11-01,45,54,0,0,45,54,99
SANTA CRUZ DE LA SIERRA,otras vacunaciones,covid 2da dosis,2021-11-01,12094,13644,5601,6248,17695,19892,37587
SANTA ROSA,otras vacunaciones,covid 2da dosis,2021-11-01,23,35,0,0,23,35,58
SANTA ROSA DEL SARA,otras vacunaciones,covid 2da dosis,2021-11-01,53,51,36,39,89,90,179
SANTIAGO DE CALLAPA,otras vacunaciones,covid 2da dosis,2021-11-01,18,28,1,1,19,29,48
SANTIAGO DE HUARI,otras vacunaciones,covid 2da dosis,2021-11-01,32,29,30,28,62,57,119
SANTIAGO DE HUATA,otras vacunaciones,covid 2da dosis,2021-11-01,3,3,0,3,3,6,9
SANTIAGO DE MACHACA,otras vacunaciones,covid 2da dosis,2021-11-01,5,11,6,7,11,18,29
SANTIVAÑES,otras vacunaciones,covid 2da dosis,2021-11-01,161,162,0,0,161,162,323
SANTUARIO DE QUILLACAS,otras vacunaciones,covid 2da dosis,2021-11-01,13,17,1,3,14,20,34
SAPAHAQUI,otras vacunaciones,covid 2da dosis,2021-11-01,15,18,7,5,22,23,45
SENA,otras vacunaciones,covid 2da dosis,2021-11-01,0,0,65,68,65,68,133
SHINAOTA,otras vacunaciones,covid 2da dosis,2021-11-01,472,612,0,0,472,612,1084
SICA SICA (VILLA AROMA),otras vacunaciones,covid 2da dosis,2021-11-01,5,5,7,15,12,20,32
SICAYA,otras vacunaciones,covid 2da dosis,2021-11-01,19,20,13,11,32,31,63
SIPE SIPE,otras vacunaciones,covid 2da dosis,2021-11-01,295,479,490,692,785,1171,1956
SOPACHUY,otras vacunaciones,covid 2da dosis,2021-11-01,36,56,5,16,41,72,113
SORACACHI,otras vacunaciones,covid 2da dosis,2021-11-01,50,51,0,0,50,51,101
SORATA,otras vacunaciones,covid 2da dosis,2021-11-01,8,12,17,22,25,34,59
SUCRE,otras vacunaciones,covid 2da dosis,2021-11-01,4624,5398,610,711,5234,6109,11343
TACACHI,otras vacunaciones,covid 2da dosis,2021-11-01,11,14,0,0,11,14,25
TACACOMA,otras vacunaciones,covid 2da dosis,2021-11-01,3,4,2,2,5,6,11
TACOBAMBA,otras vacunaciones,covid 2da dosis,2021-11-01,11,6,20,28,31,34,65
TACOPAYA,otras vacunaciones,covid 2da dosis,2021-11-01,36,37,110,110,146,147,293
TAHUA,otras vacunaciones,covid 2da dosis,2021-11-01,2,3,0,0,2,3,5
TAPACARI,otras vacunaciones,covid 2da dosis,2021-11-01,147,174,0,0,147,174,321
TARABUCO,otras vacunaciones,covid 2da dosis,2021-11-01,38,39,15,10,53,49,102
TARACO,otras vacunaciones,covid 2da dosis,2021-11-01,12,12,2,4,14,16,30
TARATA,otras vacunaciones,covid 2da dosis,2021-11-01,260,245,23,34,283,279,562
TARIJA,otras vacunaciones,covid 2da dosis,2021-11-01,2328,2760,269,324,2597,3084,5681
TARVITA,otras vacunaciones,covid 2da dosis,2021-11-01,21,34,39,66,60,100,160
TEOPONTE,otras vacunaciones,covid 2da dosis,2021-11-01,27,12,6,3,33,15,48
TIAHUANACU,otras vacunaciones,covid 2da dosis,2021-11-01,13,21,5,5,18,26,44
TINGUIPAYA,otras vacunaciones,covid 2da dosis,2021-11-01,3,5,19,22,22,27,49
TIPUANI,otras vacunaciones,covid 2da dosis,2021-11-01,4,6,10,5,14,11,25
TIQUIPAYA,otras vacunaciones,covid 2da dosis,2021-11-01,884,1100,156,154,1040,1254,2294
TIRAQUE (CBBA),otras vacunaciones,covid 2da dosis,2021-11-01,62,82,82,102,144,184,328
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,covid 2da dosis,2021-11-01,3,4,3,1,6,5,11
TOCO,otras vacunaciones,covid 2da dosis,2021-11-01,59,100,72,60,131,160,291
TODOS SANTOS,otras vacunaciones,covid 2da dosis,2021-11-01,0,1,3,5,3,6,9
TOLATA,otras vacunaciones,covid 2da dosis,2021-11-01,45,66,76,64,121,130,251
TOLEDO,otras vacunaciones,covid 2da dosis,2021-11-01,49,46,0,0,49,46,95
TOMAVE,otras vacunaciones,covid 2da dosis,2021-11-01,18,12,8,12,26,24,50
TOMINA,otras vacunaciones,covid 2da dosis,2021-11-01,80,89,32,29,112,118,230
TORO TORO,otras vacunaciones,covid 2da dosis,2021-11-01,24,34,11,16,35,50,85
TOTORA(CBBA),otras vacunaciones,covid 2da dosis,2021-11-01,43,45,72,71,115,116,231
TOTORA(ORR),otras vacunaciones,covid 2da dosis,2021-11-01,20,16,14,12,34,28,62
TRIGAL,otras vacunaciones,covid 2da dosis,2021-11-01,6,16,23,26,29,42,71
TRINIDAD,otras vacunaciones,covid 2da dosis,2021-11-01,909,969,59,61,968,1030,1998
TUPIZA,otras vacunaciones,covid 2da dosis,2021-11-01,95,126,36,43,131,169,300
TURCO,otras vacunaciones,covid 2da dosis,2021-11-01,40,47,0,0,40,47,87
UMALA,otras vacunaciones,covid 2da dosis,2021-11-01,17,15,4,7,21,22,43
UNCIA,otras vacunaciones,covid 2da dosis,2021-11-01,22,40,24,45,46,85,131
URIONDO (A. CONCEPCION),otras vacunaciones,covid 2da dosis,2021-11-01,17,27,0,0,17,27,44
URUBICHA,otras vacunaciones,covid 2da dosis,2021-11-01,16,18,62,145,78,163,241
UYUNI,otras vacunaciones,covid 2da dosis,2021-11-01,74,88,12,10,86,98,184
VACAS,otras vacunaciones,covid 2da dosis,2021-11-01,112,130,5,14,117,144,261
VALLEGRANDE,otras vacunaciones,covid 2da dosis,2021-11-01,358,428,5,9,363,437,800
VIACHA,otras vacunaciones,covid 2da dosis,2021-11-01,233,79,1,0,234,79,313
VILA VILA,otras vacunaciones,covid 2da dosis,2021-11-01,5,11,43,53,48,64,112
VILLA CHARCAS,otras vacunaciones,covid 2da dosis,2021-11-01,4,8,14,15,18,23,41
VILLA MONTES,otras vacunaciones,covid 2da dosis,2021-11-01,258,307,7,5,265,312,577
VILLA NUEVA (LOMA ALTA),otras vacunaciones,covid 2da dosis,2021-11-01,0,0,26,23,26,23,49
VILLA RIVERO,otras vacunaciones,covid 2da dosis,2021-11-01,81,135,22,26,103,161,264
VILLA SERRANO,otras vacunaciones,covid 2da dosis,2021-11-01,132,114,22,28,154,142,296
VILLA TUNARI,otras vacunaciones,covid 2da dosis,2021-11-01,1481,1901,425,445,1906,2346,4252
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,covid 2da dosis,2021-11-01,31,38,5,2,36,40,76
VILLAZON,otras vacunaciones,covid 2da dosis,2021-11-01,332,410,18,34,350,444,794
VINTO,otras vacunaciones,covid 2da dosis,2021-11-01,526,954,399,740,925,1694,2619
VITICHI,otras vacunaciones,covid 2da dosis,2021-11-01,22,26,10,9,32,35,67
WALDO BALLIVIAN,otras vacunaciones,covid 2da dosis,2021-11-01,2,1,0,0,2,1,3
WARNES,otras vacunaciones,covid 2da dosis,2021-11-01,269,335,0,0,269,335,604
YACO,otras vacunaciones,covid 2da dosis,2021-11-01,12,10,49,34,61,44,105
YACUIBA,otras vacunaciones,covid 2da dosis,2021-11-01,535,661,169,221,704,882,1586
YAMPARAEZ,otras vacunaciones,covid 2da dosis,2021-11-01,24,41,13,20,37,61,98
YANACACHI,otras vacunaciones,covid 2da dosis,2021-11-01,6,7,3,0,9,7,16
YAPACANI,otras vacunaciones,covid 2da dosis,2021-11-01,196,212,0,0,196,212,408
YOCALLA,otras vacunaciones,covid 2da dosis,2021-11-01,52,47,3,10,55,57,112
YOTALA,otras vacunaciones,covid 2da dosis,2021-11-01,54,30,52,75,106,105,211
YUNCHARA,otras vacunaciones,covid 2da dosis,2021-11-01,3,7,16,20,19,27,46
YUNGUYO DE LITORAL,otras vacunaciones,covid 2da dosis,2021-11-01,2,2,0,0,2,2,4
ZUDAÑEZ,otras vacunaciones,covid 2da dosis,2021-11-01,33,38,19,24,52,62,114
ACACIO,otras vacunaciones,covid 2da dosis,2021-12-01,8,8,2,3,10,11,21
ACHACACHI,otras vacunaciones,covid 2da dosis,2021-12-01,48,38,73,80,121,118,239
AIQUILE,otras vacunaciones,covid 2da dosis,2021-12-01,349,350,311,372,660,722,1382
ALALAY,otras vacunaciones,covid 2da dosis,2021-12-01,10,11,0,0,10,11,21
ALCALA,otras vacunaciones,covid 2da dosis,2021-12-01,28,25,68,70,96,95,191
ALTO BENI,otras vacunaciones,covid 2da dosis,2021-12-01,45,24,7,6,52,30,82
ANCORAIMES,otras vacunaciones,covid 2da dosis,2021-12-01,25,23,148,34,173,57,230
ANDAMARCA,otras vacunaciones,covid 2da dosis,2021-12-01,46,71,0,0,46,71,117
ANTEQUERA,otras vacunaciones,covid 2da dosis,2021-12-01,89,66,0,0,89,66,155
ANZALDO,otras vacunaciones,covid 2da dosis,2021-12-01,80,111,2,1,82,112,194
APOLO,otras vacunaciones,covid 2da dosis,2021-12-01,42,60,67,101,109,161,270
ARAMPAMPA,otras vacunaciones,covid 2da dosis,2021-12-01,1,0,4,2,5,2,7
ARANI,otras vacunaciones,covid 2da dosis,2021-12-01,127,167,0,0,127,167,294
ARBIETO,otras vacunaciones,covid 2da dosis,2021-12-01,261,293,40,49,301,342,643
ARQUE,otras vacunaciones,covid 2da dosis,2021-12-01,60,67,36,39,96,106,202
ASCENCION DE GUARAYOS,otras vacunaciones,covid 2da dosis,2021-12-01,252,272,98,130,350,402,752
ATOCHA,otras vacunaciones,covid 2da dosis,2021-12-01,103,104,41,68,144,172,316
AUCAPATA,otras vacunaciones,covid 2da dosis,2021-12-01,13,11,50,55,63,66,129
AYATA,otras vacunaciones,covid 2da dosis,2021-12-01,10,4,7,5,17,9,26
AYO AYO,otras vacunaciones,covid 2da dosis,2021-12-01,11,20,10,11,21,31,52
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,covid 2da dosis,2021-12-01,173,215,386,380,559,595,1154
AZURDUY,otras vacunaciones,covid 2da dosis,2021-12-01,16,10,10,11,26,21,47
BATALLAS,otras vacunaciones,covid 2da dosis,2021-12-01,32,52,0,0,32,52,84
BAURES,otras vacunaciones,covid 2da dosis,2021-12-01,81,68,0,0,81,68,149
BELEN DE ANDAMARCA,otras vacunaciones,covid 2da dosis,2021-12-01,10,7,0,0,10,7,17
BELEN DE URMIRI,otras vacunaciones,covid 2da dosis,2021-12-01,11,8,28,21,39,29,68
BELLA FLOR,otras vacunaciones,covid 2da dosis,2021-12-01,5,6,5,2,10,8,18
BERMEJO,otras vacunaciones,covid 2da dosis,2021-12-01,3,5,0,0,3,5,8
BETANZOS,otras vacunaciones,covid 2da dosis,2021-12-01,232,247,132,127,364,374,738
BOLPEBRA,otras vacunaciones,covid 2da dosis,2021-12-01,1,0,30,17,31,17,48
BOYUIBE,otras vacunaciones,covid 2da dosis,2021-12-01,80,113,9,12,89,125,214
BUENA VISTA,otras vacunaciones,covid 2da dosis,2021-12-01,416,446,0,0,416,446,862
CABEZAS,otras vacunaciones,covid 2da dosis,2021-12-01,133,144,0,0,133,144,277
CAIROMA,otras vacunaciones,covid 2da dosis,2021-12-01,25,29,69,96,94,125,219
"CAIZA ""D""",otras vacunaciones,covid 2da dosis,2021-12-01,18,22,14,24,32,46,78
CAJUATA,otras vacunaciones,covid 2da dosis,2021-12-01,49,67,13,8,62,75,137
CALACOTO,otras vacunaciones,covid 2da dosis,2021-12-01,4,2,71,65,75,67,142
CALAMARCA,otras vacunaciones,covid 2da dosis,2021-12-01,32,53,6,9,38,62,100
CAMARGO,otras vacunaciones,covid 2da dosis,2021-12-01,6,7,328,410,334,417,751
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,covid 2da dosis,2021-12-01,107,89,0,0,107,89,196
CAMIRI,otras vacunaciones,covid 2da dosis,2021-12-01,803,857,0,0,803,857,1660
CAPINOTA,otras vacunaciones,covid 2da dosis,2021-12-01,352,429,8,16,360,445,805
CAQUIAVIRI,otras vacunaciones,covid 2da dosis,2021-12-01,30,18,49,55,79,73,152
CARACOLLO,otras vacunaciones,covid 2da dosis,2021-12-01,336,446,0,0,336,446,782
CARANAVI,otras vacunaciones,covid 2da dosis,2021-12-01,132,155,36,43,168,198,366
CARANGAS,otras vacunaciones,covid 2da dosis,2021-12-01,12,19,0,0,12,19,31
CARAPARI,otras vacunaciones,covid 2da dosis,2021-12-01,52,44,393,0,445,44,489
CARIPUYO,otras vacunaciones,covid 2da dosis,2021-12-01,0,2,43,44,43,46,89
CARMEN RIVERO TORREZ,otras vacunaciones,covid 2da dosis,2021-12-01,139,163,0,0,139,163,302
CATACORA,otras vacunaciones,covid 2da dosis,2021-12-01,1,0,7,19,8,19,27
CHACARILLA,otras vacunaciones,covid 2da dosis,2021-12-01,1,4,0,0,1,4,5
CHALLAPATA,otras vacunaciones,covid 2da dosis,2021-12-01,247,360,42,35,289,395,684
CHAQUI,otras vacunaciones,covid 2da dosis,2021-12-01,97,132,28,35,125,167,292
CHARAGUA,otras vacunaciones,covid 2da dosis,2021-12-01,552,594,57,56,609,650,1259
CHARAÑA,otras vacunaciones,covid 2da dosis,2021-12-01,5,9,8,8,13,17,30
CHAYANTA,otras vacunaciones,covid 2da dosis,2021-12-01,7,12,4,7,11,19,30
CHIMORE,otras vacunaciones,covid 2da dosis,2021-12-01,484,544,29,47,513,591,1104
CHIPAYA,otras vacunaciones,covid 2da dosis,2021-12-01,18,23,0,0,18,23,41
CHOQUE COTA,otras vacunaciones,covid 2da dosis,2021-12-01,5,9,0,0,5,9,14
CHUA COCANI,otras vacunaciones,covid 2da dosis,2021-12-01,16,100,11,11,27,111,138
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,covid 2da dosis,2021-12-01,10,16,80,90,90,106,196
CHUMA,otras vacunaciones,covid 2da dosis,2021-12-01,10,22,33,26,43,48,91
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,covid 2da dosis,2021-12-01,4,4,26,65,30,69,99
CKOCHAS,otras vacunaciones,covid 2da dosis,2021-12-01,124,93,102,88,226,181,407
CLIZA,otras vacunaciones,covid 2da dosis,2021-12-01,443,576,14,21,457,597,1054
COBIJA,otras vacunaciones,covid 2da dosis,2021-12-01,1078,1206,256,241,1334,1447,2781
COCAPATA,otras vacunaciones,covid 2da dosis,2021-12-01,38,54,12,24,50,78,128
COCHABAMBA,otras vacunaciones,covid 2da dosis,2021-12-01,26882,23666,457,484,27339,24150,51489
COLCAPIRHUA,otras vacunaciones,covid 2da dosis,2021-12-01,170,265,1168,1223,1338,1488,2826
