,group,variable,month,A BAJA < DE 1 AÑO,A BAJA < DE 1 AÑO,A BAJA 1 A MENOR DE 2 AÑOS,A BAJA 1 A MENOR DE 2 AÑOS,A BAJA 2 A MENOR DE 5 AÑOS,A BAJA 2 A MENOR DE 5 AÑOS,TOTALES,TOTALES,TOTALES
SAN LORENZO(PND),estado nutricional,a baja,2013-11-01,3,3,12,8,16,10,31,21,52
SAN LORENZO(TJA),estado nutricional,a baja,2013-11-01,11,11,21,11,12,22,44,44,88
SAN LUCAS,estado nutricional,a baja,2013-11-01,24,14,26,10,25,18,75,42,117
SAN MATIAS,estado nutricional,a baja,2013-11-01,0,1,2,4,1,2,3,7,10
SAN MIGUEL DE VELASCO,estado nutricional,a baja,2013-11-01,18,5,20,13,15,11,53,29,82
SAN PABLO DE LIPEZ,estado nutricional,a baja,2013-11-01,1,2,4,2,4,3,9,7,16
SAN PEDRO,estado nutricional,a baja,2013-11-01,0,1,1,1,3,3,4,5,9
SAN PEDRO DE BUENA VISTA,estado nutricional,a baja,2013-11-01,38,29,81,63,86,68,205,160,365
SAN PEDRO DE CURAHUARA,estado nutricional,a baja,2013-11-01,3,1,3,4,0,2,6,7,13
SAN PEDRO DE QUEMES,estado nutricional,a baja,2013-11-01,1,0,1,0,2,1,4,1,5
SAN PEDRO DE TIQUINA,estado nutricional,a baja,2013-11-01,3,3,2,2,1,7,6,12,18
SAN PEDRO(PND),estado nutricional,a baja,2013-11-01,0,0,2,0,3,1,5,1,6
SAN RAFAEL,estado nutricional,a baja,2013-11-01,1,2,5,2,3,3,9,7,16
SAN RAMON BENI,estado nutricional,a baja,2013-11-01,1,0,2,1,0,5,3,6,9
SAN RAMON SCZ,estado nutricional,a baja,2013-11-01,2,1,0,1,3,2,5,4,9
SANTA ANA,estado nutricional,a baja,2013-11-01,4,1,3,5,0,0,7,6,13
SANTA CRUZ DE LA SIERRA,estado nutricional,a baja,2013-11-01,90,63,102,63,98,84,290,210,500
SANTA ROSA,estado nutricional,a baja,2013-11-01,5,4,7,4,3,0,15,8,23
SANTA ROSA DEL SARA,estado nutricional,a baja,2013-11-01,1,5,9,1,2,5,12,11,23
SANTIAGO DE CALLAPA,estado nutricional,a baja,2013-11-01,1,1,1,3,2,2,4,6,10
SANTIAGO DE HUARI,estado nutricional,a baja,2013-11-01,4,4,23,16,26,11,53,31,84
SANTIAGO DE HUATA,estado nutricional,a baja,2013-11-01,9,0,10,7,5,4,24,11,35
SANTIAGO DE MACHACA,estado nutricional,a baja,2013-11-01,4,1,6,7,7,6,17,14,31
SANTIVAÑES,estado nutricional,a baja,2013-11-01,1,1,7,5,6,5,14,11,25
SANTUARIO DE QUILLACAS,estado nutricional,a baja,2013-11-01,4,3,6,7,11,7,21,17,38
SAPAHAQUI,estado nutricional,a baja,2013-11-01,5,2,13,9,13,11,31,22,53
SENA,estado nutricional,a baja,2013-11-01,7,1,7,7,6,19,20,27,47
SHINAOTA,estado nutricional,a baja,2013-11-01,7,1,10,14,8,12,25,27,52
SICA SICA (VILLA AROMA),estado nutricional,a baja,2013-11-01,10,6,33,23,39,47,82,76,158
SICAYA,estado nutricional,a baja,2013-11-01,3,2,6,10,15,12,24,24,48
SIPE SIPE,estado nutricional,a baja,2013-11-01,16,10,42,27,16,16,74,53,127
SOPACHUY,estado nutricional,a baja,2013-11-01,2,1,18,13,40,30,60,44,104
SORACACHI,estado nutricional,a baja,2013-11-01,9,1,18,11,28,19,55,31,86
SORATA,estado nutricional,a baja,2013-11-01,10,8,29,14,22,24,61,46,107
SUCRE,estado nutricional,a baja,2013-11-01,60,37,154,114,136,145,350,296,646
TACACHI,estado nutricional,a baja,2013-11-01,0,0,0,0,0,2,0,2,2
TACACOMA,estado nutricional,a baja,2013-11-01,1,0,2,1,4,2,7,3,10
TACOBAMBA,estado nutricional,a baja,2013-11-01,9,2,15,15,14,18,38,35,73
TACOPAYA,estado nutricional,a baja,2013-11-01,8,8,27,16,34,30,69,54,123
TAHUA,estado nutricional,a baja,2013-11-01,0,0,1,0,2,0,3,0,3
TAPACARI,estado nutricional,a baja,2013-11-01,33,19,86,65,78,61,197,145,342
TARABUCO,estado nutricional,a baja,2013-11-01,15,9,43,24,114,100,172,133,305
TARACO,estado nutricional,a baja,2013-11-01,1,1,4,4,2,3,7,8,15
TARATA,estado nutricional,a baja,2013-11-01,1,5,5,4,6,4,12,13,25
TARIJA,estado nutricional,a baja,2013-11-01,25,25,45,34,36,38,106,97,203
TARVITA,estado nutricional,a baja,2013-11-01,12,11,48,22,95,111,155,144,299
TEOPONTE,estado nutricional,a baja,2013-11-01,1,2,1,2,5,5,7,9,16
TIAWANACU,estado nutricional,a baja,2013-11-01,11,3,13,9,11,4,35,16,51
TINGUIPAYA,estado nutricional,a baja,2013-11-01,34,38,64,62,36,44,134,144,278
TIPUANI,estado nutricional,a baja,2013-11-01,8,3,10,6,12,4,30,13,43
TIQUIPAYA,estado nutricional,a baja,2013-11-01,11,16,28,36,29,27,68,79,147
TIRAQUE (CBBA),estado nutricional,a baja,2013-11-01,14,13,36,28,23,21,73,62,135
TITO YUPANQUI (PARQUIPUJIO),estado nutricional,a baja,2013-11-01,0,0,0,3,1,2,1,5,6
TOCO,estado nutricional,a baja,2013-11-01,0,1,6,1,1,1,7,3,10
TODOS SANTOS,estado nutricional,a baja,2013-11-01,1,0,0,0,0,0,1,0,1
TOLATA,estado nutricional,a baja,2013-11-01,1,0,4,5,3,0,8,5,13
TOLEDO,estado nutricional,a baja,2013-11-01,8,2,8,5,6,3,22,10,32
TOMAVE,estado nutricional,a baja,2013-11-01,10,5,19,17,23,25,52,47,99
TOMINA,estado nutricional,a baja,2013-11-01,4,3,14,13,62,86,80,102,182
TORO TORO,estado nutricional,a baja,2013-11-01,15,9,30,25,37,53,82,87,169
TOTORA(CBBA),estado nutricional,a baja,2013-11-01,15,8,35,12,9,11,59,31,90
TOTORA(ORR),estado nutricional,a baja,2013-11-01,10,3,11,5,5,14,26,22,48
TRIGAL,estado nutricional,a baja,2013-11-01,1,0,0,0,0,0,1,0,1
TRINIDAD,estado nutricional,a baja,2013-11-01,12,15,19,11,17,17,48,43,91
TUPIZA,estado nutricional,a baja,2013-11-01,27,26,35,14,22,24,84,64,148
TURCO,estado nutricional,a baja,2013-11-01,0,0,3,4,1,4,4,8,12
UMALA,estado nutricional,a baja,2013-11-01,5,5,13,3,15,15,33,23,56
UNCIA,estado nutricional,a baja,2013-11-01,31,13,60,44,56,47,147,104,251
URIONDO (A. CONCEPCION),estado nutricional,a baja,2013-11-01,8,6,6,8,6,15,20,29,49
URUBICHA,estado nutricional,a baja,2013-11-01,4,7,14,9,3,1,21,17,38
UYUNI,estado nutricional,a baja,2013-11-01,9,6,25,12,12,16,46,34,80
VACAS,estado nutricional,a baja,2013-11-01,27,16,27,25,19,10,73,51,124
VALLEGRANDE,estado nutricional,a baja,2013-11-01,4,2,4,5,1,8,9,15,24
VIACHA,estado nutricional,a baja,2013-11-01,62,42,51,32,47,33,160,107,267
VILA VILA,estado nutricional,a baja,2013-11-01,4,8,15,16,21,23,40,47,87
VILLA CHARCAS,estado nutricional,a baja,2013-11-01,20,10,46,41,86,81,152,132,284
VILLA MONTES,estado nutricional,a baja,2013-11-01,7,6,4,7,7,11,18,24,42
VILLA NUEVA (LOMA ALTA),estado nutricional,a baja,2013-11-01,2,0,8,4,4,7,14,11,25
VILLA RIVERO,estado nutricional,a baja,2013-11-01,9,16,32,18,12,17,53,51,104
VILLA SERRANO,estado nutricional,a baja,2013-11-01,5,3,17,10,54,55,76,68,144
VILLA TUNARI,estado nutricional,a baja,2013-11-01,27,21,68,56,115,109,210,186,396
VILLA VACA GUZMAN (MUYUPAMPA),estado nutricional,a baja,2013-11-01,5,3,11,4,16,10,32,17,49
VILLAZON,estado nutricional,a baja,2013-11-01,30,24,67,55,54,34,151,113,264
VINTO,estado nutricional,a baja,2013-11-01,7,1,23,20,9,10,39,31,70
VITICHI,estado nutricional,a baja,2013-11-01,7,5,12,9,21,25,40,39,79
WALDO BALLIVIAN,estado nutricional,a baja,2013-11-01,2,3,5,2,1,5,8,10,18
WARNES,estado nutricional,a baja,2013-11-01,38,22,30,27,17,11,85,60,145
YACO,estado nutricional,a baja,2013-11-01,2,1,9,10,16,19,27,30,57
YACUIBA,estado nutricional,a baja,2013-11-01,35,21,52,13,24,47,111,81,192
YAMPARAEZ,estado nutricional,a baja,2013-11-01,8,5,17,10,48,56,73,71,144
YANACACHI,estado nutricional,a baja,2013-11-01,0,1,1,0,4,2,5,3,8
YAPACANI,estado nutricional,a baja,2013-11-01,1,2,0,4,2,3,3,9,12
YOCALLA,estado nutricional,a baja,2013-11-01,4,6,23,8,12,8,39,22,61
YOTALA,estado nutricional,a baja,2013-11-01,2,0,1,4,16,7,19,11,30
YUNCHARA,estado nutricional,a baja,2013-11-01,6,8,17,11,29,25,52,44,96
ZUDAÑEZ,estado nutricional,a baja,2013-11-01,2,0,9,8,36,28,47,36,83
ACACIO,estado nutricional,a baja,2013-12-01,9,3,18,13,34,29,61,45,106
ACHACACHI,estado nutricional,a baja,2013-12-01,9,9,29,15,18,17,56,41,97
ACHOCALLA,estado nutricional,a baja,2013-12-01,6,2,18,7,0,5,24,14,38
AIQUILE,estado nutricional,a baja,2013-12-01,6,3,12,11,11,6,29,20,49
ALALAY,estado nutricional,a baja,2013-12-01,0,1,5,5,3,3,8,9,17
ALCALA,estado nutricional,a baja,2013-12-01,3,1,4,0,14,10,21,11,32
ALTO BENI,estado nutricional,a baja,2013-12-01,2,0,4,2,10,5,16,7,23
ANCORAIMES,estado nutricional,a baja,2013-12-01,12,10,13,13,20,22,45,45,90
ANDAMARCA,estado nutricional,a baja,2013-12-01,7,4,9,12,21,14,37,30,67
ANTEQUERA,estado nutricional,a baja,2013-12-01,4,3,4,7,0,0,8,10,18
ANZALDO,estado nutricional,a baja,2013-12-01,8,6,17,16,14,11,39,33,72
APOLO,estado nutricional,a baja,2013-12-01,5,3,35,9,11,16,51,28,79
ARAMPAMPA,estado nutricional,a baja,2013-12-01,3,2,14,10,13,16,30,28,58
ARANI,estado nutricional,a baja,2013-12-01,6,6,8,8,9,4,23,18,41
ARBIETO,estado nutricional,a baja,2013-12-01,1,2,4,5,1,3,6,10,16
ARQUE,estado nutricional,a baja,2013-12-01,12,8,31,30,45,31,88,69,157
ASCENCION DE GUARAYOS,estado nutricional,a baja,2013-12-01,5,2,5,3,8,5,18,10,28
ATOCHA,estado nutricional,a baja,2013-12-01,5,6,13,5,10,20,28,31,59
AUCAPATA,estado nutricional,a baja,2013-12-01,0,1,7,2,2,2,9,5,14
AYATA,estado nutricional,a baja,2013-12-01,6,10,19,20,17,17,42,47,89
AYO AYO,estado nutricional,a baja,2013-12-01,10,11,26,16,16,9,52,36,88
AYOPAYA (V. DE INDEPENDENCIA),estado nutricional,a baja,2013-12-01,23,16,49,42,30,25,102,83,185
AZURDUY,estado nutricional,a baja,2013-12-01,14,4,24,15,49,68,87,87,174
BATALLAS,estado nutricional,a baja,2013-12-01,3,5,22,14,5,5,30,24,54
BAURES,estado nutricional,a baja,2013-12-01,0,0,3,1,8,4,11,5,16
BELEN DE ANDAMARCA,estado nutricional,a baja,2013-12-01,1,0,5,2,5,2,11,4,15
BELEN DE URMIRI,estado nutricional,a baja,2013-12-01,3,1,4,1,4,5,11,7,18
BELLA FLOR,estado nutricional,a baja,2013-12-01,0,1,2,0,2,1,4,2,6
BERMEJO,estado nutricional,a baja,2013-12-01,8,4,17,3,5,2,30,9,39
BETANZOS,estado nutricional,a baja,2013-12-01,27,19,91,82,110,102,228,203,431
BOLIVAR,estado nutricional,a baja,2013-12-01,34,15,43,22,31,33,108,70,178
BOLPEBRA,estado nutricional,a baja,2013-12-01,1,1,2,0,5,3,8,4,12
BOYUIBE,estado nutricional,a baja,2013-12-01,5,2,3,6,1,2,9,10,19
BUENA VISTA,estado nutricional,a baja,2013-12-01,0,1,0,0,2,0,2,1,3
CABEZAS,estado nutricional,a baja,2013-12-01,1,0,1,1,1,2,3,3,6
CAIROMA,estado nutricional,a baja,2013-12-01,6,5,22,5,9,14,37,24,61
"CAIZA ""D""",estado nutricional,a baja,2013-12-01,6,4,19,11,20,16,45,31,76
CAJUATA,estado nutricional,a baja,2013-12-01,12,2,4,11,15,6,31,19,50
CALACOTO,estado nutricional,a baja,2013-12-01,2,0,1,5,2,1,5,6,11
CALAMARCA,estado nutricional,a baja,2013-12-01,21,16,29,15,26,20,76,51,127
CAMARGO,estado nutricional,a baja,2013-12-01,8,10,30,10,30,49,68,69,137
CAMATAQUI (C. VILLA ABECIA),estado nutricional,a baja,2013-12-01,0,0,3,2,8,3,11,5,16
CAMIRI,estado nutricional,a baja,2013-12-01,8,2,11,5,7,8,26,15,41
CAPINOTA,estado nutricional,a baja,2013-12-01,13,10,22,11,13,15,48,36,84
CAQUIAVIRI,estado nutricional,a baja,2013-12-01,6,1,12,12,3,10,21,23,44
CARACOLLO,estado nutricional,a baja,2013-12-01,9,5,23,18,23,16,55,39,94
CARANAVI,estado nutricional,a baja,2013-12-01,17,11,25,14,39,46,81,71,152
CARANGAS,estado nutricional,a baja,2013-12-01,0,0,0,0,0,1,0,1,1
CARAPARI,estado nutricional,a baja,2013-12-01,0,2,1,0,3,1,4,3,7
CARIPUYO,estado nutricional,a baja,2013-12-01,9,11,32,16,34,27,75,54,129
CARMEN RIVERO TORREZ,estado nutricional,a baja,2013-12-01,0,0,3,0,6,0,9,0,9
CATACORA,estado nutricional,a baja,2013-12-01,1,4,1,1,5,2,7,7,14
CHACARILLA,estado nutricional,a baja,2013-12-01,0,1,1,0,0,0,1,1,2
CHALLAPATA,estado nutricional,a baja,2013-12-01,34,24,79,45,96,76,209,145,354
CHAQUI,estado nutricional,a baja,2013-12-01,12,3,22,18,32,18,66,39,105
CHARAGUA,estado nutricional,a baja,2013-12-01,3,1,4,1,2,1,9,3,12
CHARAÑA,estado nutricional,a baja,2013-12-01,0,0,3,0,2,3,5,3,8
CHAYANTA,estado nutricional,a baja,2013-12-01,25,10,26,30,35,34,86,74,160
CHIMORE,estado nutricional,a baja,2013-12-01,2,2,9,6,5,2,16,10,26
CHIPAYA,estado nutricional,a baja,2013-12-01,0,0,3,2,2,5,5,7,12
CHOQUE COTA,estado nutricional,a baja,2013-12-01,0,4,2,4,1,1,3,9,12
CHUA COCANI,estado nutricional,a baja,2013-12-01,1,0,0,1,2,1,3,2,5
CHULUMANI (V. DE LA LIBERTAD),estado nutricional,a baja,2013-12-01,1,1,3,3,3,2,7,6,13
CHUMA,estado nutricional,a baja,2013-12-01,4,2,13,6,16,7,33,15,48
CHUQUIHUTA AYLLU JUCUMANI,estado nutricional,a baja,2013-12-01,6,3,17,12,17,24,40,39,79
CKOCHAS,estado nutricional,a baja,2013-12-01,18,17,45,55,61,55,124,127,251
CLIZA,estado nutricional,a baja,2013-12-01,8,3,9,10,7,8,24,21,45
COBIJA,estado nutricional,a baja,2013-12-01,25,15,24,15,15,13,64,43,107
COCAPATA,estado nutricional,a baja,2013-12-01,10,17,41,32,59,55,110,104,214
COCHABAMBA,estado nutricional,a baja,2013-12-01,85,91,173,147,105,95,363,333,696
COIPASA,estado nutricional,a baja,2013-12-01,0,0,0,0,0,1,0,1,1
COLCAPIRHUA,estado nutricional,a baja,2013-12-01,4,4,8,8,9,6,21,18,39
"COLCHA ""K""",estado nutricional,a baja,2013-12-01,9,2,11,7,5,3,25,12,37
COLLANA,estado nutricional,a baja,2013-12-01,1,1,5,2,3,3,9,6,15
COLOMI,estado nutricional,a baja,2013-12-01,16,13,38,33,33,14,87,60,147
COLQUECHACA,estado nutricional,a baja,2013-12-01,66,53,120,109,97,107,283,269,552
COLQUENCHA,estado nutricional,a baja,2013-12-01,7,7,24,11,5,7,36,25,61
COLQUIRI,estado nutricional,a baja,2013-12-01,16,16,14,16,15,18,45,50,95
COMANCHE,estado nutricional,a baja,2013-12-01,1,1,7,2,2,3,10,6,16
COMARAPA,estado nutricional,a baja,2013-12-01,4,6,13,2,15,11,32,19,51
COMBAYA,estado nutricional,a baja,2013-12-01,0,0,0,0,2,4,2,4,6
CONCEPCION,estado nutricional,a baja,2013-12-01,56,70,12,7,6,11,74,88,162
COPACABANA,estado nutricional,a baja,2013-12-01,3,2,6,5,9,6,18,13,31
CORIPATA,estado nutricional,a baja,2013-12-01,3,2,11,5,7,3,21,10,31
CORO CORO,estado nutricional,a baja,2013-12-01,7,5,21,2,5,12,33,19,52
COROICO,estado nutricional,a baja,2013-12-01,1,0,2,6,1,6,4,12,16
CORQUE,estado nutricional,a baja,2013-12-01,8,4,5,13,13,9,26,26,52
COTAGAITA,estado nutricional,a baja,2013-12-01,18,7,37,18,54,37,109,62,171
COTOCA,estado nutricional,a baja,2013-12-01,5,7,5,4,3,5,13,16,29
CUATRO CAÑADAS,estado nutricional,a baja,2013-12-01,2,0,1,4,1,2,4,6,10
CUCHUMUELA (V. G. VILLARROEL),estado nutricional,a baja,2013-12-01,1,0,1,0,1,2,3,2,5
CUEVO,estado nutricional,a baja,2013-12-01,3,1,0,2,8,5,11,8,19
CULPINA,estado nutricional,a baja,2013-12-01,8,5,7,7,11,6,26,18,44
CURAHUARA DE CARANGAS,estado nutricional,a baja,2013-12-01,8,8,13,5,18,5,39,18,57
CURVA,estado nutricional,a baja,2013-12-01,4,0,6,6,10,5,20,11,31
DESAGUADERO,estado nutricional,a baja,2013-12-01,2,0,3,4,4,2,9,6,15
EL ALTO,estado nutricional,a baja,2013-12-01,482,258,583,367,348,339,1413,964,2377
EL CHORO,estado nutricional,a baja,2013-12-01,2,1,4,1,2,1,8,3,11
EL PUENTE(STC),estado nutricional,a baja,2013-12-01,0,1,1,1,1,1,2,3,5
EL PUENTE(TJA),estado nutricional,a baja,2013-12-01,6,4,16,12,21,12,43,28,71
EL TORNO,estado nutricional,a baja,2013-12-01,4,0,14,9,14,17,32,26,58
EL VILLAR,estado nutricional,a baja,2013-12-01,0,0,1,3,5,10,6,13,19
ENTRE RIOS TRJ,estado nutricional,a baja,2013-12-01,3,6,1,2,11,7,15,15,30
ENTRE RIOS CBBA,estado nutricional,a baja,2013-12-01,6,5,7,12,5,12,18,29,47
ESCARA,estado nutricional,a baja,2013-12-01,1,2,0,0,2,0,3,2,5
ESCOMA,estado nutricional,a baja,2013-12-01,3,5,6,9,12,15,21,29,50
ESMERALDA,estado nutricional,a baja,2013-12-01,1,0,0,0,0,0,1,0,1
EUCALIPTUS,estado nutricional,a baja,2013-12-01,7,1,16,2,3,4,26,7,33
EUREKA (SANTOS MERCADO),estado nutricional,a baja,2013-12-01,1,1,0,0,1,2,2,3,5
EXALTACION,estado nutricional,a baja,2013-12-01,0,0,0,1,0,0,0,1,1
FERNANDEZ ALONSO,estado nutricional,a baja,2013-12-01,0,0,4,2,10,2,14,4,18
FILADELFIA,estado nutricional,a baja,2013-12-01,1,0,8,2,5,5,14,7,21
GENERAL SAAVEDRA,estado nutricional,a baja,2013-12-01,7,1,6,8,6,6,19,15,34
GRAL. J.J. PEREZ (CHARAZANI),estado nutricional,a baja,2013-12-01,4,4,12,10,14,8,30,22,52
GUANAY,estado nutricional,a baja,2013-12-01,7,9,8,4,7,7,22,20,42
GUAQUI,estado nutricional,a baja,2013-12-01,7,1,2,7,14,8,23,16,39
GUAYARAMERIN,estado nutricional,a baja,2013-12-01,23,18,25,18,22,20,70,56,126
GUTIERREZ,estado nutricional,a baja,2013-12-01,20,12,24,15,34,18,78,45,123
HUACARETA,estado nutricional,a baja,2013-12-01,3,3,5,5,3,4,11,12,23
HUACAYA (VILLA DE HUACAYA),estado nutricional,a baja,2013-12-01,2,0,4,1,2,4,8,5,13
HUACHACALLA,estado nutricional,a baja,2013-12-01,1,2,1,0,0,0,2,2,4
HUANUNI,estado nutricional,a baja,2013-12-01,35,17,31,24,14,11,80,52,132
HUARACAJE,estado nutricional,a baja,2013-12-01,0,0,1,0,0,0,1,0,1
HUARINA,estado nutricional,a baja,2013-12-01,3,0,9,2,4,6,16,8,24
HUATAJATA,estado nutricional,a baja,2013-12-01,4,2,0,2,2,2,6,6,12
HUAYLLAMARCA,estado nutricional,a baja,2013-12-01,3,3,1,3,4,9,8,15,23
HUMANATA,estado nutricional,a baja,2013-12-01,6,2,14,6,6,14,26,22,48
ICHOCA,estado nutricional,a baja,2013-12-01,15,1,9,4,10,8,34,13,47
ICLA,estado nutricional,a baja,2013-12-01,7,5,20,21,69,53,96,79,175
INCAHUASI,estado nutricional,a baja,2013-12-01,13,5,42,23,56,58,111,86,197
INGAVI (HUMAITA),estado nutricional,a baja,2013-12-01,1,0,1,0,3,2,5,2,7
INQUISIVI,estado nutricional,a baja,2013-12-01,5,4,12,3,15,7,32,14,46
IRUPANA (VILLA DE LANZA),estado nutricional,a baja,2013-12-01,2,1,1,0,2,2,5,3,8
IXIAMAS,estado nutricional,a baja,2013-12-01,0,2,7,2,7,1,14,5,19
JESUS DE MACHACA,estado nutricional,a baja,2013-12-01,6,2,7,11,7,14,20,27,47
LA ASUNTA,estado nutricional,a baja,2013-12-01,14,17,27,18,25,21,66,56,122
LA GUARDIA,estado nutricional,a baja,2013-12-01,12,13,11,9,0,8,23,30,53
LA PAZ,estado nutricional,a baja,2013-12-01,336,222,335,205,196,174,867,601,1468
LA RIVERA,estado nutricional,a baja,2013-12-01,0,0,0,1,0,0,0,1,1
LAGUNILLAS,estado nutricional,a baja,2013-12-01,0,0,2,1,2,6,4,7,11
LAJA,estado nutricional,a baja,2013-12-01,3,4,11,9,2,7,16,20,36
LAS CARRERAS,estado nutricional,a baja,2013-12-01,0,0,2,0,3,4,5,4,9
LICOMA PAMPA,estado nutricional,a baja,2013-12-01,1,0,4,1,1,0,6,1,7
LLALLAGUA,estado nutricional,a baja,2013-12-01,26,22,62,40,25,17,113,79,192
LLICA,estado nutricional,a baja,2013-12-01,2,3,6,1,2,2,10,6,16
LORETO,estado nutricional,a baja,2013-12-01,0,0,2,0,5,3,7,3,10
LURIBAY,estado nutricional,a baja,2013-12-01,3,2,9,4,3,3,15,9,24
MACHACAMARCA,estado nutricional,a baja,2013-12-01,4,6,5,3,7,5,16,14,30
MACHARETI,estado nutricional,a baja,2013-12-01,3,0,2,0,6,5,11,5,16
MAGDALENA,estado nutricional,a baja,2013-12-01,4,3,10,2,2,1,16,6,22
MAIRANA,estado nutricional,a baja,2013-12-01,4,3,16,5,4,6,24,14,38
MALLA,estado nutricional,a baja,2013-12-01,1,0,4,3,6,8,11,11,22
MAPIRI,estado nutricional,a baja,2013-12-01,2,4,6,6,11,5,19,15,34
MECAPACA,estado nutricional,a baja,2013-12-01,3,1,8,2,8,7,19,10,29
MINEROS,estado nutricional,a baja,2013-12-01,2,2,10,4,6,4,18,10,28
MIZQUE,estado nutricional,a baja,2013-12-01,31,28,57,31,38,44,126,103,229
MOCOMOCO,estado nutricional,a baja,2013-12-01,6,5,17,12,8,10,31,27,58
MOJINETE,estado nutricional,a baja,2013-12-01,1,0,1,2,1,2,3,4,7
MOJOCOYA,estado nutricional,a baja,2013-12-01,4,2,12,6,23,35,39,43,82
MONTEAGUDO,estado nutricional,a baja,2013-12-01,2,2,14,3,14,16,30,21,51
MONTERO,estado nutricional,a baja,2013-12-01,14,12,14,14,10,5,38,31,69
MORO MORO,estado nutricional,a baja,2013-12-01,2,2,0,2,1,1,3,5,8
MOROCHATA,estado nutricional,a baja,2013-12-01,19,12,41,23,47,52,107,87,194
NACEBE (SANTA ROSA DEL ABUNA),estado nutricional,a baja,2013-12-01,1,0,10,0,5,11,16,11,27
NAZACARA DE PACAJES,estado nutricional,a baja,2013-12-01,0,0,0,0,1,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),estado nutricional,a baja,2013-12-01,0,0,2,1,4,0,6,1,7
OCURI,estado nutricional,a baja,2013-12-01,25,16,54,40,77,66,156,122,278
OKINAWA,estado nutricional,a baja,2013-12-01,1,0,1,2,2,5,4,7,11
OMEREQUE,estado nutricional,a baja,2013-12-01,0,3,2,4,5,3,7,10,17
ORURO,estado nutricional,a baja,2013-12-01,283,159,336,205,137,142,756,506,1262
PADCAYA,estado nutricional,a baja,2013-12-01,1,1,3,4,6,0,10,5,15
PADILLA,estado nutricional,a baja,2013-12-01,4,3,10,4,30,24,44,31,75
PAILON,estado nutricional,a baja,2013-12-01,0,3,4,2,5,1,9,6,15
PALCA,estado nutricional,a baja,2013-12-01,10,5,18,4,16,17,44,26,70
PALOS BLANCOS,estado nutricional,a baja,2013-12-01,10,8,33,22,27,35,70,65,135
PAMPA AULLAGAS,estado nutricional,a baja,2013-12-01,3,1,11,6,4,16,18,23,41
PAMPA GRANDE,estado nutricional,a baja,2013-12-01,2,1,8,4,7,5,17,10,27
PAPEL PAMPA,estado nutricional,a baja,2013-12-01,5,2,6,3,6,0,17,5,22
PASORAPA,estado nutricional,a baja,2013-12-01,1,1,3,0,7,4,11,5,16
PATACAMAYA,estado nutricional,a baja,2013-12-01,13,10,27,19,10,14,50,43,93
PAZÑA,estado nutricional,a baja,2013-12-01,4,1,18,12,12,10,34,23,57
PELECHUCO,estado nutricional,a baja,2013-12-01,5,2,14,4,6,5,25,11,36
POCOATA,estado nutricional,a baja,2013-12-01,25,10,72,54,85,98,182,162,344
POCONA,estado nutricional,a baja,2013-12-01,7,4,12,12,15,21,34,37,71
POJO (CBBA),estado nutricional,a baja,2013-12-01,7,9,21,12,12,14,40,35,75
POOPO,estado nutricional,a baja,2013-12-01,8,2,13,4,9,6,30,12,42
PORCO,estado nutricional,a baja,2013-12-01,19,9,21,13,9,4,49,26,75
POROMA,estado nutricional,a baja,2013-12-01,10,6,21,14,34,40,65,60,125
PORONGO,estado nutricional,a baja,2013-12-01,0,1,0,1,1,0,1,2,3
PORTACHUELO,estado nutricional,a baja,2013-12-01,0,3,2,2,3,1,5,6,11
PORVENIR,estado nutricional,a baja,2013-12-01,7,1,1,3,2,1,10,5,15
POSTRER VALLE,estado nutricional,a baja,2013-12-01,1,0,1,1,3,2,5,3,8
POTOSI,estado nutricional,a baja,2013-12-01,203,110,260,138,116,78,579,326,905
PRESTO,estado nutricional,a baja,2013-12-01,13,8,30,18,62,55,105,81,186
PUCARA,estado nutricional,a baja,2013-12-01,0,0,1,0,3,2,4,2,6
PUCARANI,estado nutricional,a baja,2013-12-01,10,6,32,15,20,16,62,37,99
PUERTO ACOSTA,estado nutricional,a baja,2013-12-01,8,3,9,9,11,11,28,23,51
PUERTO CARABUCO,estado nutricional,a baja,2013-12-01,3,1,17,5,10,14,30,20,50
PUERTO GONZALO MORENO,estado nutricional,a baja,2013-12-01,5,5,12,19,24,20,41,44,85
PUERTO PEREZ,estado nutricional,a baja,2013-12-01,0,0,4,0,4,0,8,0,8
PUERTO QUIJARRO,estado nutricional,a baja,2013-12-01,1,0,0,0,0,0,1,0,1
PUERTO RICO,estado nutricional,a baja,2013-12-01,3,2,7,4,10,4,20,10,30
PUERTO SILES,estado nutricional,a baja,2013-12-01,0,0,0,1,1,0,1,1,2
PUERTO SUAREZ,estado nutricional,a baja,2013-12-01,2,3,4,1,1,0,7,4,11
PUERTO VILLARROEL,estado nutricional,a baja,2013-12-01,11,11,24,28,32,39,67,78,145
PUNA,estado nutricional,a baja,2013-12-01,22,8,36,27,49,63,107,98,205
PUNATA,estado nutricional,a baja,2013-12-01,12,13,26,11,10,3,48,27,75
QUIABAYA,estado nutricional,a baja,2013-12-01,6,3,9,7,12,5,27,15,42
QUILLACOLLO,estado nutricional,a baja,2013-12-01,42,43,109,71,103,98,254,212,466
QUIME,estado nutricional,a baja,2013-12-01,5,4,3,1,6,6,14,11,25
RAVELO,estado nutricional,a baja,2013-12-01,26,24,66,57,115,124,207,205,412
