,group,variable,month,A NORMAL < DE 1 AÑO,A NORMAL < DE 1 AÑO,A NORMAL 1 A MENOR DE 2 AÑOS,A NORMAL 1 A MENOR DE 2 AÑOS,A NORMAL 2 A MENOR DE 5 AÑOS,A NORMAL 2 A MENOR DE 5 AÑOS,TOTALES,TOTALES,TOTALES
COROICO,estado nutricional,a normal,2013-11-01,118,144,108,82,119,119,345,345,690
CORQUE,estado nutricional,a normal,2013-11-01,49,48,44,47,61,45,154,140,294
COTAGAITA,estado nutricional,a normal,2013-11-01,160,126,137,143,138,148,435,417,852
COTOCA,estado nutricional,a normal,2013-11-01,435,396,250,187,189,162,874,745,1619
CRUZ DE MACHACAMARCA,estado nutricional,a normal,2013-11-01,2,1,1,2,0,1,3,4,7
CUATRO CAÑADAS,estado nutricional,a normal,2013-11-01,168,198,153,122,143,147,464,467,931
CUCHUMUELA (V. G. VILLARROEL),estado nutricional,a normal,2013-11-01,8,10,4,9,16,4,28,23,51
CUEVO,estado nutricional,a normal,2013-11-01,24,15,18,32,44,35,86,82,168
CULPINA,estado nutricional,a normal,2013-11-01,177,148,123,151,176,196,476,495,971
CURAHUARA DE CARANGAS,estado nutricional,a normal,2013-11-01,40,44,37,37,35,38,112,119,231
CURVA,estado nutricional,a normal,2013-11-01,27,30,13,36,31,30,71,96,167
DESAGUADERO,estado nutricional,a normal,2013-11-01,25,43,25,22,25,27,75,92,167
EL ALTO,estado nutricional,a normal,2013-11-01,8551,5393,4184,3843,4084,3925,16819,13161,29980
EL CHORO,estado nutricional,a normal,2013-11-01,63,39,48,52,52,56,163,147,310
EL PUENTE(STC),estado nutricional,a normal,2013-11-01,99,94,67,85,79,63,245,242,487
EL PUENTE(TJA),estado nutricional,a normal,2013-11-01,91,74,70,77,106,80,267,231,498
EL TORNO,estado nutricional,a normal,2013-11-01,387,384,250,260,252,220,889,864,1753
EL VILLAR,estado nutricional,a normal,2013-11-01,25,26,33,24,60,49,118,99,217
ENTRE RIOS TRJ,estado nutricional,a normal,2013-11-01,210,203,180,192,162,162,552,557,1109
ENTRE RIOS CBBA,estado nutricional,a normal,2013-11-01,380,330,284,283,180,239,844,852,1696
ESCARA,estado nutricional,a normal,2013-11-01,3,4,2,1,7,4,12,9,21
ESCOMA,estado nutricional,a normal,2013-11-01,29,43,26,31,40,44,95,118,213
ESMERALDA,estado nutricional,a normal,2013-11-01,2,1,1,4,4,1,7,6,13
EUCALIPTUS,estado nutricional,a normal,2013-11-01,55,43,60,61,58,52,173,156,329
EUREKA (SANTOS MERCADO),estado nutricional,a normal,2013-11-01,31,16,18,27,31,38,80,81,161
EXALTACION,estado nutricional,a normal,2013-11-01,15,18,11,8,8,8,34,34,68
FERNANDEZ ALONSO,estado nutricional,a normal,2013-11-01,133,133,106,99,132,120,371,352,723
FILADELFIA,estado nutricional,a normal,2013-11-01,54,54,41,54,61,39,156,147,303
GENERAL SAAVEDRA,estado nutricional,a normal,2013-11-01,158,127,209,104,117,113,484,344,828
GRAL. J.J. PEREZ (CHARAZANI),estado nutricional,a normal,2013-11-01,73,64,42,41,36,43,151,148,299
GUANAY,estado nutricional,a normal,2013-11-01,186,145,97,110,114,146,397,401,798
GUAQUI,estado nutricional,a normal,2013-11-01,39,39,35,34,34,30,108,103,211
GUAYARAMERIN,estado nutricional,a normal,2013-11-01,531,495,301,307,333,331,1165,1133,2298
GUTIERREZ,estado nutricional,a normal,2013-11-01,129,159,125,135,162,174,416,468,884
HUACARETA,estado nutricional,a normal,2013-11-01,77,80,60,74,144,131,281,285,566
HUACAYA (VILLA DE HUACAYA),estado nutricional,a normal,2013-11-01,31,35,27,29,62,52,120,116,236
HUACHACALLA,estado nutricional,a normal,2013-11-01,10,12,3,7,18,10,31,29,60
HUANUNI,estado nutricional,a normal,2013-11-01,177,219,141,142,116,149,434,510,944
HUARACAJE,estado nutricional,a normal,2013-11-01,25,33,20,14,21,21,66,68,134
HUARINA,estado nutricional,a normal,2013-11-01,33,25,16,35,25,32,74,92,166
HUATAJATA,estado nutricional,a normal,2013-11-01,28,22,10,25,23,30,61,77,138
HUAYLLAMARCA,estado nutricional,a normal,2013-11-01,52,38,27,37,34,38,113,113,226
HUMANATA,estado nutricional,a normal,2013-11-01,18,15,18,11,3,6,39,32,71
ICHOCA,estado nutricional,a normal,2013-11-01,30,28,24,17,32,14,86,59,145
ICLA,estado nutricional,a normal,2013-11-01,55,50,46,46,91,120,192,216,408
INCAHUASI,estado nutricional,a normal,2013-11-01,116,108,75,71,140,146,331,325,656
INGAVI (HUMAITA),estado nutricional,a normal,2013-11-01,5,15,17,10,14,11,36,36,72
INQUISIVI,estado nutricional,a normal,2013-11-01,84,80,77,73,51,53,212,206,418
IRUPANA (VILLA DE LANZA),estado nutricional,a normal,2013-11-01,97,73,63,213,95,77,255,363,618
IXIAMAS,estado nutricional,a normal,2013-11-01,96,83,53,83,68,68,217,234,451
JESUS DE MACHACA,estado nutricional,a normal,2013-11-01,96,95,50,63,75,81,221,239,460
LA ASUNTA,estado nutricional,a normal,2013-11-01,383,391,343,293,283,295,1009,979,1988
LA GUARDIA,estado nutricional,a normal,2013-11-01,689,659,296,281,291,271,1276,1211,2487
LA PAZ,estado nutricional,a normal,2013-11-01,4908,4436,2970,2776,3571,3415,11449,10627,22076
LA RIVERA,estado nutricional,a normal,2013-11-01,2,4,5,0,1,2,8,6,14
LAGUNILLAS,estado nutricional,a normal,2013-11-01,74,71,52,64,135,105,261,240,501
LAJA,estado nutricional,a normal,2013-11-01,117,136,115,89,67,65,299,290,589
LAS CARRERAS,estado nutricional,a normal,2013-11-01,25,25,27,23,21,22,73,70,143
LICOMA PAMPA,estado nutricional,a normal,2013-11-01,26,25,22,20,34,25,82,70,152
LLALLAGUA,estado nutricional,a normal,2013-11-01,353,331,279,245,178,230,810,806,1616
LLICA,estado nutricional,a normal,2013-11-01,32,37,37,32,10,22,79,91,170
LORETO,estado nutricional,a normal,2013-11-01,41,43,36,36,81,83,158,162,320
LURIBAY,estado nutricional,a normal,2013-11-01,53,61,51,43,54,62,158,166,324
MACHACAMARCA,estado nutricional,a normal,2013-11-01,30,40,32,26,31,33,93,99,192
MACHARETI,estado nutricional,a normal,2013-11-01,55,52,64,57,104,78,223,187,410
MAGDALENA,estado nutricional,a normal,2013-11-01,127,107,75,66,55,64,257,237,494
MAIRANA,estado nutricional,a normal,2013-11-01,43,41,43,32,19,19,105,92,197
MALLA,estado nutricional,a normal,2013-11-01,9,9,4,7,12,12,25,28,53
MAPIRI,estado nutricional,a normal,2013-11-01,126,120,76,95,81,69,283,284,567
MECAPACA,estado nutricional,a normal,2013-11-01,81,72,71,57,71,75,223,204,427
MINEROS,estado nutricional,a normal,2013-11-01,197,224,150,38,122,141,469,403,872
MIZQUE,estado nutricional,a normal,2013-11-01,288,262,258,215,185,283,731,760,1491
MOCOMOCO,estado nutricional,a normal,2013-11-01,83,91,87,81,63,54,233,226,459
MOJINETE,estado nutricional,a normal,2013-11-01,6,4,5,6,6,7,17,17,34
MOJOCOYA,estado nutricional,a normal,2013-11-01,58,47,55,47,100,117,213,211,424
MONTEAGUDO,estado nutricional,a normal,2013-11-01,216,196,207,226,254,233,677,655,1332
MONTERO,estado nutricional,a normal,2013-11-01,1300,1149,856,875,786,697,2942,2721,5663
MORO MORO,estado nutricional,a normal,2013-11-01,7,14,18,20,13,11,38,45,83
MOROCHATA,estado nutricional,a normal,2013-11-01,84,77,49,62,90,79,223,218,441
NACEBE (SANTA ROSA DEL ABUNA),estado nutricional,a normal,2013-11-01,32,13,18,20,30,20,80,53,133
NAZACARA DE PACAJES,estado nutricional,a normal,2013-11-01,1,5,3,2,11,9,15,16,31
NUEVO MANOA (NUEVA ESPERANZA),estado nutricional,a normal,2013-11-01,30,15,22,17,35,51,87,83,170
OCURI,estado nutricional,a normal,2013-11-01,123,116,73,84,113,92,309,292,601
OKINAWA,estado nutricional,a normal,2013-11-01,184,142,125,119,167,168,476,429,905
OMEREQUE,estado nutricional,a normal,2013-11-01,85,83,68,55,77,58,230,196,426
ORURO,estado nutricional,a normal,2013-11-01,2083,2059,1352,1478,1043,1057,4478,4594,9072
PADCAYA,estado nutricional,a normal,2013-11-01,137,131,129,119,138,139,404,389,793
PADILLA,estado nutricional,a normal,2013-11-01,92,97,61,84,160,180,313,361,674
PAILON,estado nutricional,a normal,2013-11-01,328,281,191,159,234,138,753,578,1331
PALCA,estado nutricional,a normal,2013-11-01,134,128,117,93,97,105,348,326,674
PALOS BLANCOS,estado nutricional,a normal,2013-11-01,313,270,190,168,242,200,745,638,1383
PAMPA AULLAGAS,estado nutricional,a normal,2013-11-01,24,20,14,18,10,11,48,49,97
PAMPA GRANDE,estado nutricional,a normal,2013-11-01,57,58,45,62,32,34,134,154,288
PAPEL PAMPA,estado nutricional,a normal,2013-11-01,54,45,38,52,71,46,163,143,306
PASORAPA,estado nutricional,a normal,2013-11-01,23,16,22,21,33,23,78,60,138
PATACAMAYA,estado nutricional,a normal,2013-11-01,157,189,101,128,83,75,341,392,733
PAZÑA,estado nutricional,a normal,2013-11-01,71,49,53,53,87,67,211,169,380
PELECHUCO,estado nutricional,a normal,2013-11-01,81,61,52,42,46,68,179,171,350
POCOATA,estado nutricional,a normal,2013-11-01,180,181,122,152,150,143,452,476,928
POCONA,estado nutricional,a normal,2013-11-01,98,100,99,92,79,96,276,288,564
POJO (CBBA),estado nutricional,a normal,2013-11-01,124,108,106,88,115,89,345,285,630
POOPO,estado nutricional,a normal,2013-11-01,76,61,54,61,45,39,175,161,336
PORCO,estado nutricional,a normal,2013-11-01,132,118,60,69,39,42,231,229,460
POROMA,estado nutricional,a normal,2013-11-01,127,120,128,114,172,162,427,396,823
PORONGO,estado nutricional,a normal,2013-11-01,71,81,76,41,102,102,249,224,473
PORTACHUELO,estado nutricional,a normal,2013-11-01,94,89,45,38,21,26,160,153,313
PORVENIR,estado nutricional,a normal,2013-11-01,41,47,39,64,46,58,126,169,295
POSTRER VALLE,estado nutricional,a normal,2013-11-01,8,11,14,10,11,10,33,31,64
POTOSI,estado nutricional,a normal,2013-11-01,1441,1472,784,931,534,559,2759,2962,5721
PRESTO,estado nutricional,a normal,2013-11-01,60,65,44,47,56,68,160,180,340
PUCARA,estado nutricional,a normal,2013-11-01,15,4,18,6,11,24,44,34,78
PUCARANI,estado nutricional,a normal,2013-11-01,191,184,186,210,177,187,554,581,1135
PUERTO ACOSTA,estado nutricional,a normal,2013-11-01,63,67,65,64,37,38,165,169,334
PUERTO CARABUCO,estado nutricional,a normal,2013-11-01,80,103,85,91,84,89,249,283,532
PUERTO GONZALO MORENO,estado nutricional,a normal,2013-11-01,105,75,66,87,123,108,294,270,564
PUERTO PEREZ,estado nutricional,a normal,2013-11-01,41,38,35,47,75,64,151,149,300
PUERTO QUIJARRO,estado nutricional,a normal,2013-11-01,151,194,89,78,88,82,328,354,682
PUERTO RICO,estado nutricional,a normal,2013-11-01,72,70,55,46,45,55,172,171,343
PUERTO SILES,estado nutricional,a normal,2013-11-01,19,11,17,13,18,26,54,50,104
PUERTO SUAREZ,estado nutricional,a normal,2013-11-01,123,115,72,70,71,68,266,253,519
PUERTO VILLARROEL,estado nutricional,a normal,2013-11-01,744,581,458,420,438,409,1640,1410,3050
PUNA,estado nutricional,a normal,2013-11-01,159,151,119,145,180,149,458,445,903
PUNATA,estado nutricional,a normal,2013-11-01,284,276,175,134,135,138,594,548,1142
QUIABAYA,estado nutricional,a normal,2013-11-01,21,24,16,23,30,19,67,66,133
QUILLACOLLO,estado nutricional,a normal,2013-11-01,1165,892,767,699,836,768,2768,2359,5127
QUIME,estado nutricional,a normal,2013-11-01,67,53,82,67,73,72,222,192,414
QUIRUSILLAS,estado nutricional,a normal,2013-11-01,10,12,6,9,13,5,29,26,55
RAVELO,estado nutricional,a normal,2013-11-01,115,118,82,86,124,129,321,333,654
REYES,estado nutricional,a normal,2013-11-01,111,117,90,75,91,77,292,269,561
RIBERALTA,estado nutricional,a normal,2013-11-01,1126,1121,794,871,605,637,2525,2629,5154
ROBORE,estado nutricional,a normal,2013-11-01,123,106,720,89,54,52,897,247,1144
RURRENABAQUE,estado nutricional,a normal,2013-11-01,113,142,80,91,70,74,263,307,570
SABAYA,estado nutricional,a normal,2013-11-01,18,13,22,21,25,15,65,49,114
SACABA,estado nutricional,a normal,2013-11-01,1329,1279,957,892,679,748,2965,2919,5884
SACABAMBA,estado nutricional,a normal,2013-11-01,37,24,32,29,32,45,101,98,199
SACACA,estado nutricional,a normal,2013-11-01,163,155,115,106,122,133,400,394,794
SAIPINA,estado nutricional,a normal,2013-11-01,52,53,52,39,51,47,155,139,294
SALINAS DE GARCI MENDOZA,estado nutricional,a normal,2013-11-01,63,91,113,93,116,99,292,283,575
SAMAIPATA,estado nutricional,a normal,2013-11-01,76,73,63,70,73,49,212,192,404
SAN AGUSTIN,estado nutricional,a normal,2013-11-01,9,15,9,13,7,11,25,39,64
SAN ANDRES,estado nutricional,a normal,2013-11-01,77,90,70,71,100,93,247,254,501
SAN ANDRES DE MACHACA,estado nutricional,a normal,2013-11-01,28,21,16,17,13,12,57,50,107
SAN ANTONIO DE ESMORUCO,estado nutricional,a normal,2013-11-01,14,10,10,11,10,16,34,37,71
SAN ANTONIO DE LOMERIO,estado nutricional,a normal,2013-11-01,45,64,56,58,142,119,243,241,484
SAN BENITO,estado nutricional,a normal,2013-11-01,101,125,77,115,99,81,277,321,598
SAN BORJA,estado nutricional,a normal,2013-11-01,412,410,271,240,341,305,1024,955,1979
SAN BUENA VENTURA,estado nutricional,a normal,2013-11-01,78,82,69,46,65,59,212,187,399
SAN CARLOS,estado nutricional,a normal,2013-11-01,140,179,141,143,96,118,377,440,817
SAN IGNACIO,estado nutricional,a normal,2013-11-01,210,193,168,158,230,221,608,572,1180
SAN IGNACIO DE VELASCO,estado nutricional,a normal,2013-11-01,546,517,341,368,323,299,1210,1184,2394
SAN JAVIER(BNI),estado nutricional,a normal,2013-11-01,19,10,14,10,19,16,52,36,88
SAN JAVIER(STC),estado nutricional,a normal,2013-11-01,111,112,81,76,69,73,261,261,522
SAN JOAQUIN,estado nutricional,a normal,2013-11-01,38,50,39,16,22,25,99,91,190
SAN JOSE DE CHIQUITOS,estado nutricional,a normal,2013-11-01,106,107,80,62,73,79,259,248,507
SAN JUAN DE YAPACANI,estado nutricional,a normal,2013-11-01,75,59,72,39,43,48,190,146,336
SAN JULIAN,estado nutricional,a normal,2013-11-01,403,396,381,351,280,300,1064,1047,2111
SAN LORENZO(PND),estado nutricional,a normal,2013-11-01,40,52,35,49,44,48,119,149,268
SAN LORENZO(TJA),estado nutricional,a normal,2013-11-01,194,186,159,172,138,145,491,503,994
SAN LUCAS,estado nutricional,a normal,2013-11-01,57,41,35,41,80,97,172,179,351
SAN MATIAS,estado nutricional,a normal,2013-11-01,127,117,84,60,75,61,286,238,524
SAN MIGUEL DE VELASCO,estado nutricional,a normal,2013-11-01,93,99,117,90,68,64,278,253,531
SAN PABLO DE LIPEZ,estado nutricional,a normal,2013-11-01,15,24,10,15,14,27,39,66,105
SAN PEDRO,estado nutricional,a normal,2013-11-01,114,118,112,108,108,92,334,318,652
SAN PEDRO DE BUENA VISTA,estado nutricional,a normal,2013-11-01,256,239,175,212,191,163,622,614,1236
SAN PEDRO DE CURAHUARA,estado nutricional,a normal,2013-11-01,46,37,27,27,36,41,109,105,214
SAN PEDRO DE QUEMES,estado nutricional,a normal,2013-11-01,8,3,3,4,1,1,12,8,20
SAN PEDRO DE TIQUINA,estado nutricional,a normal,2013-11-01,31,22,31,23,58,48,120,93,213
SAN PEDRO(PND),estado nutricional,a normal,2013-11-01,4,15,10,13,26,12,40,40,80
SAN RAFAEL,estado nutricional,a normal,2013-11-01,67,44,54,53,33,43,154,140,294
SAN RAMON BENI,estado nutricional,a normal,2013-11-01,52,34,29,17,27,33,108,84,192
SAN RAMON SCZ,estado nutricional,a normal,2013-11-01,74,50,57,40,40,46,171,136,307
SANTA ANA,estado nutricional,a normal,2013-11-01,152,159,94,102,87,75,333,336,669
SANTA CRUZ DE LA SIERRA,estado nutricional,a normal,2013-11-01,8175,7548,4706,4200,4099,3704,16980,15452,32432
SANTA ROSA,estado nutricional,a normal,2013-11-01,93,105,56,67,68,57,217,229,446
SANTA ROSA DEL SARA,estado nutricional,a normal,2013-11-01,123,128,105,85,80,95,308,308,616
SANTIAGO DE CALLAPA,estado nutricional,a normal,2013-11-01,26,19,19,15,17,22,62,56,118
SANTIAGO DE HUARI,estado nutricional,a normal,2013-11-01,69,65,62,77,71,71,202,213,415
SANTIAGO DE HUATA,estado nutricional,a normal,2013-11-01,35,30,26,39,38,41,99,110,209
SANTIAGO DE MACHACA,estado nutricional,a normal,2013-11-01,21,32,18,22,18,15,57,69,126
SANTIVAÑES,estado nutricional,a normal,2013-11-01,81,36,41,35,48,47,170,118,288
SANTUARIO DE QUILLACAS,estado nutricional,a normal,2013-11-01,34,28,20,25,26,31,80,84,164
SAPAHAQUI,estado nutricional,a normal,2013-11-01,66,51,53,56,70,45,189,152,341
SENA,estado nutricional,a normal,2013-11-01,41,38,31,30,37,26,109,94,203
SHINAOTA,estado nutricional,a normal,2013-11-01,424,318,292,210,317,273,1033,801,1834
SICA SICA (VILLA AROMA),estado nutricional,a normal,2013-11-01,161,163,132,125,171,175,464,463,927
SICAYA,estado nutricional,a normal,2013-11-01,30,34,21,16,18,26,69,76,145
SIPE SIPE,estado nutricional,a normal,2013-11-01,469,399,294,333,239,242,1002,974,1976
SOPACHUY,estado nutricional,a normal,2013-11-01,55,57,35,46,66,69,156,172,328
SORACACHI,estado nutricional,a normal,2013-11-01,93,84,75,82,84,78,252,244,496
SORATA,estado nutricional,a normal,2013-11-01,128,136,102,84,161,94,391,314,705
SUCRE,estado nutricional,a normal,2013-11-01,2923,2935,2462,2330,2354,2139,7739,7404,15143
TACACHI,estado nutricional,a normal,2013-11-01,5,4,2,4,6,9,13,17,30
TACACOMA,estado nutricional,a normal,2013-11-01,53,48,39,26,30,19,122,93,215
TACOBAMBA,estado nutricional,a normal,2013-11-01,76,73,55,71,36,31,167,175,342
TACOPAYA,estado nutricional,a normal,2013-11-01,65,53,50,44,47,52,162,149,311
TAHUA,estado nutricional,a normal,2013-11-01,8,8,5,8,2,10,15,26,41
TAPACARI,estado nutricional,a normal,2013-11-01,211,198,175,153,178,182,564,533,1097
TARABUCO,estado nutricional,a normal,2013-11-01,106,112,97,96,148,147,351,355,706
TARACO,estado nutricional,a normal,2013-11-01,38,21,16,16,24,16,78,53,131
TARATA,estado nutricional,a normal,2013-11-01,96,86,69,71,49,59,214,216,430
TARIJA,estado nutricional,a normal,2013-11-01,1714,1657,1267,1152,1110,963,4091,3772,7863
TARVITA,estado nutricional,a normal,2013-11-01,110,90,90,96,160,148,360,334,694
TEOPONTE,estado nutricional,a normal,2013-11-01,85,100,88,81,109,93,282,274,556
TIAWANACU,estado nutricional,a normal,2013-11-01,101,99,67,72,55,63,223,234,457
TINGUIPAYA,estado nutricional,a normal,2013-11-01,125,112,71,74,75,62,271,248,519
TIPUANI,estado nutricional,a normal,2013-11-01,137,94,120,104,126,107,383,305,688
TIQUIPAYA,estado nutricional,a normal,2013-11-01,639,543,457,406,535,501,1631,1450,3081
TIRAQUE (CBBA),estado nutricional,a normal,2013-11-01,159,172,139,124,91,90,389,386,775
TITO YUPANQUI (PARQUIPUJIO),estado nutricional,a normal,2013-11-01,4,1,7,5,4,4,15,10,25
TOCO,estado nutricional,a normal,2013-11-01,64,37,46,40,41,37,151,114,265
TODOS SANTOS,estado nutricional,a normal,2013-11-01,1,2,2,1,4,0,7,3,10
TOLATA,estado nutricional,a normal,2013-11-01,42,48,47,31,49,39,138,118,256
TOLEDO,estado nutricional,a normal,2013-11-01,50,28,34,33,38,34,122,95,217
TOMAVE,estado nutricional,a normal,2013-11-01,85,93,81,88,61,52,227,233,460
TOMINA,estado nutricional,a normal,2013-11-01,54,71,69,71,138,130,261,272,533
TORO TORO,estado nutricional,a normal,2013-11-01,104,73,61,59,57,67,222,199,421
TOTORA(CBBA),estado nutricional,a normal,2013-11-01,164,157,99,123,71,65,334,345,679
TOTORA(ORR),estado nutricional,a normal,2013-11-01,53,34,21,21,41,40,115,95,210
TRIGAL,estado nutricional,a normal,2013-11-01,14,9,12,7,12,15,38,31,69
TRINIDAD,estado nutricional,a normal,2013-11-01,977,734,530,505,510,419,2017,1658,3675
TUPIZA,estado nutricional,a normal,2013-11-01,318,352,261,246,260,259,839,857,1696
TURCO,estado nutricional,a normal,2013-11-01,33,42,20,48,36,27,89,117,206
UMALA,estado nutricional,a normal,2013-11-01,36,50,47,45,40,68,123,163,286
UNCIA,estado nutricional,a normal,2013-11-01,179,171,121,142,123,112,423,425,848
URIONDO (A. CONCEPCION),estado nutricional,a normal,2013-11-01,146,163,113,132,140,180,399,475,874
URUBICHA,estado nutricional,a normal,2013-11-01,62,53,59,50,56,40,177,143,320
UYUNI,estado nutricional,a normal,2013-11-01,205,227,141,134,63,69,409,430,839
VACAS,estado nutricional,a normal,2013-11-01,67,60,48,55,35,27,150,142,292
VALLEGRANDE,estado nutricional,a normal,2013-11-01,118,102,93,96,105,82,316,280,596
VIACHA,estado nutricional,a normal,2013-11-01,478,429,257,243,273,253,1008,925,1933
VILA VILA,estado nutricional,a normal,2013-11-01,37,30,132,50,27,48,196,128,324
VILLA CHARCAS,estado nutricional,a normal,2013-11-01,126,114,94,102,144,134,364,350,714
VILLA MONTES,estado nutricional,a normal,2013-11-01,387,391,245,252,301,286,933,929,1862
VILLA NUEVA (LOMA ALTA),estado nutricional,a normal,2013-11-01,56,31,63,46,67,67,186,144,330
VILLA RIVERO,estado nutricional,a normal,2013-11-01,115,100,74,62,49,66,238,228,466
VILLA SERRANO,estado nutricional,a normal,2013-11-01,96,90,86,69,191,188,373,347,720
VILLA TUNARI,estado nutricional,a normal,2013-11-01,808,802,732,671,818,689,2358,2162,4520
VILLA VACA GUZMAN (MUYUPAMPA),estado nutricional,a normal,2013-11-01,115,73,86,67,140,125,341,265,606
VILLAZON,estado nutricional,a normal,2013-11-01,297,297,234,230,270,241,801,768,1569
VINTO,estado nutricional,a normal,2013-11-01,331,297,1617,246,177,145,2125,688,2813
VITICHI,estado nutricional,a normal,2013-11-01,71,66,59,64,72,64,202,194,396
WALDO BALLIVIAN,estado nutricional,a normal,2013-11-01,22,6,16,26,12,14,50,46,96
WARNES,estado nutricional,a normal,2013-11-01,538,560,391,374,431,438,1360,1372,2732
YACO,estado nutricional,a normal,2013-11-01,41,51,54,41,50,49,145,141,286
YACUIBA,estado nutricional,a normal,2013-11-01,878,774,662,644,609,535,2149,1953,4102
