,group,variable,month,TOTAL SRP DOSIS ÚNICA DENTRO,TOTAL SRP DOSIS ÚNICA DENTRO,TOTAL SRP DOSIS ÚNICA FUERA,TOTAL SRP DOSIS ÚNICA FUERA,TOTALES
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,0,0,1,1
VILLAZON,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,2,1,0,2,5
VINTO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,12,6,2,2,22
WARNES,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,9,3,14,11,37
YACUIBA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,1,1,5,4,11
YAPACANI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,24,12,114,170,320
YOCALLA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,7,12,4,6,29
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,1,0,0,0,1
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,2,0,0,0,2
AIQUILE,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,3,1,2,0,6
ALALAY,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,0,0,1,5,6
APOLO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,5,8,0,4,17
ARBIETO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,1,1,0,0,2
ARQUE,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,0,0,11,3,14
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,41,25,3,7,76
AYO AYO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,0,1,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,5,9,25,24,63
BATALLAS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,4,1,3,3,11
BELEN DE ANDAMARCA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,2,1,1,0,4
BERMEJO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,13,12,16,14,55
BETANZOS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,0,1,9,5,15
BOLIVAR,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,0,0,1,0,1
BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,7,5,0,2,14
CABEZAS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,16,26,20,10,72
CAIROMA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,1,2,0,0,3
"CAIZA ""D""",vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,6,5,12,8,31
CALAMARCA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,0,0,2,5,7
CAMIRI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,53,32,36,28,149
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,0,2,0,0,2
CARANGAS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,0,0,0,2,2
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,6,1,18,11,36
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,3,2,5,0,10
CHAYANTA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,2,1,7,2,12
CHIMORE,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,1,1,7,5,14
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,0,0,4,1,5
CKOCHAS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,0,2,3,2,7
CLIZA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,1,0,0,0,1
COBIJA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,3,3,3,0,9
COCAPATA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,1,0,0,1,2
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,90,84,48,40,262
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,3,1,2,0,6
COLOMI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,0,0,1,1,2
COLPA BELGICA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,1,0,0,0,1
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,0,1,4,0,5
COMANCHE,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,0,1,0,0,1
CORIPATA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,0,0,1,0,1
CORQUE,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,2,0,2,1,5
COTAGAITA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,0,0,0,1,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,5,4,0,0,9
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,35,31,83,93,242
CURAHUARA DE CARANGAS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,1,4,0,2,7
EL ALTO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,97,114,59,59,329
EL PUENTE(TJA),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,0,0,3,2,5
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,0,0,10,7,17
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,9,0,6,4,19
ESMERALDA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,0,2,1,0,3
EUCALIPTUS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,1,0,0,0,1
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,0,0,1,0,1
EXALTACION,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,3,3,0,0,6
FILADELFIA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,0,0,1,1,2
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,4,2,0,0,6
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,0,1,8,10,19
GUAQUI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,0,1,0,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,2,3,15,12,32
GUTIERREZ,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,0,1,9,8,18
HUACARETA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,4,4,0,0,8
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,0,1,0,0,1
HUANUNI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,2,4,9,1,16
INCAHUASI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,8,3,0,0,11
INGAVI (HUMAITA),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,0,0,9,11,20
JESUS DE MACHACA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,1,0,0,0,1
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,1,0,2,0,3
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,8,9,4,6,27
LA PAZ,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,38,36,4,2,80
LAGUNILLAS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,0,0,2,0,2
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,1,0,0,0,1
LLICA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,1,0,0,0,1
LORETO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,5,3,3,4,15
MAGDALENA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,3,2,0,0,5
MAIRANA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,0,1,0,0,1
MALLA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,0,0,1,0,1
MIZQUE,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,4,9,4,1,18
MOJINETE,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,0,0,0,2,2
MONTERO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,81,85,9,12,187
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,1,0,0,0,1
OCURI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,0,0,32,21,53
OKINAWA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,12,11,17,9,49
ORURO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,28,32,23,34,117
PADCAYA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,3,3,1,1,8
PAILON,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,19,18,623,424,1084
PALCA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,1,4,1,0,6
PAMPA GRANDE,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,1,1,0,0,2
PELECHUCO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,1,0,0,0,1
POCONA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,1,0,1,0,2
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,2,1,0,0,3
POOPO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,0,0,1,0,1
PORCO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,1,0,4,6,11
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,6,3,57,54,120
PORVENIR,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,1,0,0,0,1
POSTRER VALLE,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,0,1,0,0,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,96,99,19,16,230
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,5,4,0,0,9
PUERTO RICO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,1,0,1,0,2
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,1,4,4,2,11
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,2,2,0,1,5
PUNA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,2,0,4,7,13
PUNATA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,2,2,5,5,14
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,4,2,10,8,24
RAVELO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,0,0,15,8,23
REYES,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,0,0,3,1,4
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,33,33,2,4,72
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,13,18,1,0,32
SACABA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,20,23,19,23,85
SACABAMBA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,0,1,0,0,1
SACACA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,0,0,7,3,10
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,0,0,1,0,1
SAN AGUSTIN,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,2,1,5,5,13
SAN BENITO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,0,1,0,0,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,12,11,36,42,101
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,1,0,1,1,3
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,6,3,0,0,9
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,0,2,1,5,8
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,7,5,4,8,24
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,5,4,36,34,79
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,62,46,68,98,274
SAN LORENZO(PND),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,2,4,3,1,10
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,13,5,1,1,20
SAN LUCAS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,0,1,3,0,4
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,11,11,55,52,129
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,0,0,0,1,1
SAN PABLO DE LIPEZ,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,0,0,0,4,4
SAN PEDRO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,0,1,0,1,2
SAN PEDRO(PND),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,0,0,1,0,1
SAN RAMON BENI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,2,3,20,17,42
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,3,3,0,0,6
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,973,879,2045,2386,6283
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,0,1,17,13,31
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,1,0,0,1,2
SANTIAGO DE CALLAPA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,1,0,0,0,1
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,1,0,0,0,1
SAPAHAQUI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,1,0,0,0,1
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,1,0,0,0,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,2,3,0,3,8
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,3,2,5,4,14
SORACACHI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,0,0,1,4,5
SUCRE,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,41,49,5,2,97
TACOBAMBA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,0,1,3,4,8
TAPACARI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,0,0,2,3,5
TARATA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,0,0,1,0,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,32,46,1,3,82
TARVITA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,2,0,0,0,2
TINGUIPAYA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,6,3,32,33,74
TIPUANI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,0,0,1,2,3
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,4,0,5,4,13
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,0,0,2,2,4
TOLEDO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,1,0,4,1,6
TOMAVE,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,2,5,7,2,16
TOMINA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,0,1,0,0,1
TORO TORO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,1,0,13,14,28
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,0,1,0,1,2
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,47,53,608,577,1285
TUPIZA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,15,14,4,10,43
UNCIA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,10,6,8,11,35
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,3,0,0,2,5
URUBICHA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,2,5,0,0,7
UYUNI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,50,56,0,0,106
VILA VILA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,0,1,2,1,4
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,1,0,1,0,2
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,0,0,1,2,3
VILLA RIVERO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,1,0,0,0,1
VILLA SERRANO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,0,0,1,1,2
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,2,6,9,6,23
VINTO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,3,2,9,7,21
VITICHI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,1,0,0,1,2
WARNES,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,30,24,13,11,78
YACO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,0,0,0,1,1
YACUIBA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,0,1,0,0,1
YAPACANI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,4,2,15,21,42
YOCALLA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-12-01,5,3,15,9,32
