,group,variable,month,TOTAL ANTIPOLIOMIELÍTICA 4TA. DOSIS (1ER. REFUERZO) DENTRO,TOTAL ANTIPOLIOMIELÍTICA 4TA. DOSIS (1ER. REFUERZO) DENTRO,TOTAL ANTIPOLIOMIELÍTICA 4TA. DOSIS (1ER. REFUERZO) FUERA,TOTAL ANTIPOLIOMIELÍTICA 4TA. DOSIS (1ER. REFUERZO) FUERA,TOTALES
HUARACAJE,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,1,0,0,1
HUARINA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,1,1,0,0,2
HUATAJATA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,1,1,0,0,2
HUAYLLAMARCA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,0,2,1,3
ICHOCA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,0,2,0,2
ICLA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,0,1,0,1
INCAHUASI,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,3,2,3,8
INGAVI (HUMAITA),vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,3,0,0,0,3
INQUISIVI,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,1,0,0,2,3
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,2,0,0,1,3
IXIAMAS,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,5,5,1,1,12
JESUS DE MACHACA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,0,0,3,3
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,10,10,0,1,21
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,38,38,8,7,91
LA PAZ,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,165,167,49,56,437
LAGUNILLAS,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,0,2,3,5
LAJA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,8,6,1,3,18
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,8,7,8,9,32
LLICA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,0,7,2,9
LORETO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,2,0,3,0,5
LURIBAY,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,2,1,1,0,4
MACHARETI,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,1,0,1,0,2
MAGDALENA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,4,3,1,0,8
MAIRANA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,2,2,0,0,4
MAPIRI,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,11,7,6,6,30
MECAPACA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,2,1,0,3,6
MINEROS,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,0,1,0,1
MIZQUE,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,6,4,5,6,21
MOCOMOCO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,1,1,6,3,11
MOJINETE,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,1,2,0,0,3
MONTEAGUDO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,3,1,2,6
MONTERO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,20,17,5,2,44
MORO MORO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,0,1,0,1
MOROCHATA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,1,3,4,5,13
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,0,2,4,6
OCURI,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,0,1,0,1
OKINAWA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,1,1,4,6
OMEREQUE,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,0,0,2,2
ORURO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,44,43,9,9,105
PADCAYA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,1,0,0,1
PAILON,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,1,7,8,16
PALCA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,3,2,3,8
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,4,5,3,1,13
PAMPA AULLAGAS,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,1,0,0,0,1
PAMPA GRANDE,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,2,0,1,3
PATACAMAYA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,0,1,1,2
PAZÑA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,1,0,0,1
PELECHUCO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,1,0,0,0,1
POCOATA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,9,9,40,47,105
POCONA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,2,0,5,6,13
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,3,4,2,2,11
POOPO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,1,1,0,2
PORCO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,3,4,33,35,75
POROMA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,1,1,0,1,3
PORONGO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,2,3,4,3,12
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,6,11,0,0,17
PORVENIR,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,2,2,3,3,10
POSTRER VALLE,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,0,0,1,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,52,40,27,26,145
PRESTO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,1,0,0,2,3
PUCARANI,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,11,9,2,1,23
PUERTO ACOSTA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,2,1,7,1,11
PUERTO CARABUCO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,1,1,1,3
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,0,0,1,1
PUERTO PEREZ,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,1,1,4,7,13
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,2,6,0,1,9
PUERTO RICO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,0,4,4,8
PUERTO SILES,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,0,1,0,1
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,4,2,0,1,7
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,17,17,5,4,43
PUNA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,9,7,7,8,31
PUNATA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,2,4,0,0,6
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,21,10,42,35,108
QUIME,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,1,0,0,0,1
RAVELO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,1,1,2,4
REYES,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,1,15,8,24
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,27,25,8,11,71
ROBORE,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,4,3,0,0,7
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,4,4,2,4,14
SABAYA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,1,2,0,0,3
SACABA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,18,29,24,12,83
SACABAMBA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,0,0,1,1
SACACA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,5,4,8,2,19
SAIPINA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,1,1,0,2
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,2,5,2,9
SAMAIPATA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,2,6,3,1,12
SAN AGUSTIN,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,0,1,5,6
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,3,4,4,4,15
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,3,0,1,0,4
SAN BENITO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,2,3,1,2,8
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,2,4,12,8,26
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,1,3,0,1,5
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,13,13,1,2,29
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,4,3,8,8,23
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,10,8,7,1,26
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,0,1,0,1
SAN JAVIER(STC),vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,9,8,7,5,29
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,8,4,10,13,35
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,2,2,4,2,10
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,27,28,24,31,110
SAN LORENZO(PND),vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,1,0,0,1,2
SAN LUCAS,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,13,12,9,6,40
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,2,4,0,0,6
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,0,1,2,3
SAN PABLO DE LIPEZ,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,1,0,0,0,1
SAN PEDRO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,3,0,0,0,3
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,30,37,52,56,175
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,0,0,1,1
SAN PEDRO DE QUEMES,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,1,0,0,1
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,2,1,3,0,6
SAN RAFAEL,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,1,0,0,1
SAN RAMON BENI,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,0,2,0,2
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,1,4,6,2,13
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,497,426,179,151,1253
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,2,5,0,0,7
SANTIAGO DE CALLAPA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,2,1,0,0,3
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,1,2,3,4,10
SANTIVAÑES,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,4,0,1,1,6
SAPAHAQUI,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,2,3,3,4,12
SENA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,2,8,9,19
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,6,6,2,1,15
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,6,7,0,4,17
SICAYA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,1,1,0,2
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,13,16,12,7,48
SOPACHUY,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,2,0,0,0,2
SORACACHI,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,1,0,0,0,1
SORATA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,1,3,5,6,15
SUCRE,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,108,99,74,72,353
TACACHI,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,1,0,0,1
TACACOMA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,1,1,3,5,10
TACOBAMBA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,1,0,0,0,1
TACOPAYA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,1,1,2,4
TAHUA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,0,1,0,1
TAPACARI,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,4,2,7,3,16
TARABUCO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,2,0,5,5,12
TARACO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,1,0,0,1,2
TARATA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,3,0,3,6
TARIJA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,21,19,26,28,94
TARVITA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,1,0,0,0,1
TEOPONTE,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,4,6,2,1,13
TIAWANACU,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,2,6,0,0,8
TINGUIPAYA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,7,4,19,19,49
TIPUANI,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,4,3,2,1,10
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,12,6,21,16,55
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,2,0,2,2,6
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,1,2,0,0,3
TOCO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,1,0,0,0,1
TOLATA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,1,1,0,2
TOLEDO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,2,0,0,1,3
TOMAVE,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,1,3,22,20,46
TOMINA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,1,0,0,1
TORO TORO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,18,26,23,29,96
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,2,2,2,4,10
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,23,24,26,28,101
TUPIZA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,23,25,13,10,71
UNCIA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,8,4,9,5,26
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,1,0,0,0,1
URUBICHA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,2,0,1,0,3
UYUNI,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,3,4,0,0,7
VACAS,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,2,3,4,1,10
VALLEGRANDE,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,4,1,2,1,8
VIACHA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,13,17,10,6,46
VILA VILA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,0,1,3,4
VILLA CHARCAS,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,5,2,4,6,17
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,6,2,3,2,13
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,1,0,0,1,2
VILLA RIVERO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,5,4,2,1,12
VILLA SERRANO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,1,0,0,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,26,33,9,9,77
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,1,0,0,1,2
VILLAZON,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,4,4,2,0,10
VINTO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,9,10,22,29,70
VITICHI,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,5,2,1,1,9
WARNES,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,40,44,5,4,93
YACUIBA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,25,19,8,5,57
YAMPARAEZ,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,0,1,0,1
YAPACANI,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,24,25,36,43,128
YOCALLA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,29,16,12,15,72
YUNCHARA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,1,0,0,1
ZUDAÑEZ,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,0,4,7,11
ACACIO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-11-01,0,0,2,5,7
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-11-01,2,3,6,8,19
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-11-01,2,1,5,4,12
AIQUILE,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-11-01,4,1,15,13,33
ALALAY,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-11-01,0,0,4,1,5
ALTO BENI,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-11-01,0,1,0,2,3
