municipality,group,variable,month,Niños (as) 6 a 23 meses que reciben Alimento complementario: Nutribebé,TOTAL
TOLEDO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,81,81
TOMAVE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,194,194
TOMINA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,227,227
TORO TORO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,321,321
TOTORA(CBBA),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,277,277
TOTORA(ORR),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,72,72
TRIGAL,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,24,24
TRINIDAD,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,16,16
TUPIZA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,496,496
TURCO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,79,79
UMALA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,171,171
UNCIA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,43,43
URIONDO (A. CONCEPCION),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,290,290
URUBICHA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,171,171
UYUNI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,319,319
VACAS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,138,138
VILA VILA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,109,109
VILLA MONTES,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,852,852
VILLA NUEVA (LOMA ALTA),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,58,58
VILLA RIVERO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,2,2
VILLA SERRANO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,203,203
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,298,298
VILLAZON,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,527,527
VINTO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,523,523
VITICHI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,232,232
WALDO BALLIVIAN,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,45,45
YACUIBA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,951,951
YAMPARAEZ,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,184,184
YOCALLA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,150,150
YOTALA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,203,203
YUNCHARA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,162,162
ZUDAÑEZ,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,208,208
ACACIO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,148,148
ALALAY,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,26,26
ALCALA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,60,60
ANDAMARCA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,77,77
ANTEQUERA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,55,55
ANZALDO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,43,43
APOLO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,132,132
ARANI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,140,140
ARBIETO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,1,1
ARQUE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,282,282
ASCENCION DE GUARAYOS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,3,3
ATOCHA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,137,137
AYATA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,111,111
AYO AYO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,128,128
AYOPAYA (V. DE INDEPENDENCIA),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,285,285
AZURDUY,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,64,64
BELEN DE ANDAMARCA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,22,22
BELEN DE URMIRI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,32,32
BELLA FLOR,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,38,38
BERMEJO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,925,925
BETANZOS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,127,127
BOLIVAR,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,277,277
BOLPEBRA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,29,29
BOYUIBE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,47,47
"CAIZA ""D""",nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,157,157
CAJUATA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,47,47
CALACOTO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,87,87
CALAMARCA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,40,40
CAMARGO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,205,205
CAMATAQUI (C. VILLA ABECIA),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,23,23
CAMIRI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,12,12
CAPINOTA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,295,295
CARACOLLO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,419,419
CARANAVI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,26,26
CARAPARI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,279,279
CATACORA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,34,34
CHACARILLA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,17,17
CHALLAPATA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,618,618
CHAQUI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,3,3
CHARAGUA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,105,105
CHAYANTA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,198,198
CHIPAYA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,37,37
CHOQUE COTA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,13,13
CLIZA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,206,206
COBIJA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,356,356
COIPASA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,26,26
COLCAPIRHUA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,266,266
"COLCHA ""K""",nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,10,10
COLLANA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,43,43
COLOMI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,285,285
COLPA BELGICA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,22,22
COLQUECHACA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,995,995
COLQUENCHA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,94,94
COMANCHE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,18,18
COMARAPA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,113,113
COPACABANA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,114,114
CORQUE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,132,132
COTAGAITA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,400,400
CUCHUMUELA (V. G. VILLARROEL),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,17,17
CUEVO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,78,78
CULPINA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,584,584
CURAHUARA DE CARANGAS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,105,105
CURVA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,42,42
EL ALTO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,3259,3259
EL CHORO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,61,61
EL PUENTE(STC),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,236,236
EL PUENTE(TJA),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,259,259
EL VILLAR,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,103,103
ENTRE RIOS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,641,641
EUCALIPTUS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,114,114
EXALTACION,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,2,2
FERNANDEZ ALONSO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,71,71
GENERAL SAAVEDRA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,181,181
GRAL. J.J. PEREZ (CHARAZANI),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,53,53
GUANAY,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,45,45
GUTIERREZ,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,132,132
HUACARETA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,164,164
HUACHACALLA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,10,10
HUANUNI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,231,231
HUAYLLAMARCA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,82,82
ICHOCA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,20,20
ICLA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,240,240
INGAVI (HUMAITA),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,8,8
JESUS DE MACHACA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,5,5
LA PAZ,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,26,26
LA RIVERA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,2,2
LAJA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,29,29
LAS CARRERAS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,66,66
LICOMA PAMPA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,31,31
LLALLAGUA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,199,199
LLICA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,41,41
LURIBAY,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,62,62
MACHACAMARCA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,83,83
MACHARETI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,173,173
MAIRANA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,133,133
MALLA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,33,33
MAPIRI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,141,141
MECAPACA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,4,4
MINEROS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,24,24
MIZQUE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,344,344
MOJOCOYA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,32,32
MONTEAGUDO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,546,546
MONTERO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,514,514
MORO MORO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-11-01,52,52
