municipality,group,variable,month,Niños de 2 años a menores de 5 años con dosis completa de hierro,TOTAL
COIPASA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,7,7
COLCAPIRHUA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,151,151
"COLCHA ""K""",nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,45,45
COLLANA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,7,7
COLOMI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,111,111
COLPA BELGICA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,10,10
COLQUECHACA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,169,169
COLQUENCHA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,57,57
COLQUIRI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,33,33
COMANCHE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,1,1
COMARAPA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,75,75
COMBAYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,8,8
CONCEPCION,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,32,32
COPACABANA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,42,42
CORIPATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,12,12
CORO CORO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,3,3
COROICO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,43,43
CORQUE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,9,9
COTAGAITA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,36,36
COTOCA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,83,83
CUATRO CAÑADAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,57,57
CUCHUMUELA (V. G. VILLARROEL),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,5,5
CUEVO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,5,5
CULPINA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,24,24
CURAHUARA DE CARANGAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,12,12
CURVA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,35,35
EL ALTO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,1132,1132
EL CHORO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,4,4
EL PUENTE(STC),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,67,67
EL PUENTE(TJA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,29,29
EL TORNO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,213,213
ENTRE RIOS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,103,103
ENTRE RIOS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,81,81
ESCARA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,2,2
EUCALIPTUS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,29,29
EUREKA (SANTOS MERCADO),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,2,2
EXALTACION,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,40,40
FERNANDEZ ALONSO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,60,60
FILADELFIA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,38,38
GENERAL SAAVEDRA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,72,72
GRAL. J.J. PEREZ (CHARAZANI),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,31,31
GUANAY,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,52,52
GUAQUI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,14,14
GUAYARAMERIN,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,314,314
GUTIERREZ,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,35,35
HUACARETA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,25,25
HUACAYA (VILLA DE HUACAYA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,18,18
HUACHACALLA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,1,1
HUANUNI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,33,33
HUARACAJE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,4,4
HUAYLLAMARCA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,16,16
ICHOCA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,5,5
ICLA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,13,13
INCAHUASI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,130,130
INGAVI (HUMAITA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,6,6
INQUISIVI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,14,14
IRUPANA (VILLA DE LANZA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,73,73
IXIAMAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,27,27
JESUS DE MACHACA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,34,34
LA ASUNTA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,149,149
LA GUARDIA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,403,403
LA PAZ,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,1507,1507
LA RIVERA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,1,1
LAGUNILLAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,18,18
LAJA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,55,55
LAS CARRERAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,1,1
LICOMA PAMPA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,15,15
LLALLAGUA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,86,86
LLICA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,5,5
LORETO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,65,65
LURIBAY,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,10,10
MACHACAMARCA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,2,2
MACHARETI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,12,12
MAGDALENA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,41,41
MAIRANA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,23,23
MALLA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,10,10
MAPIRI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,27,27
MECAPACA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,4,4
MINEROS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,69,69
MIZQUE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,58,58
MOCOMOCO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,123,123
MOJINETE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,5,5
MOJOCOYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,5,5
MONTEAGUDO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,65,65
MONTERO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,320,320
MORO MORO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,15,15
MOROCHATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,177,177
NACEBE (SANTA ROSA DEL ABUNA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,11,11
OCURI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,108,108
OKINAWA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,29,29
OMEREQUE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,29,29
ORURO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,414,414
PADCAYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,79,79
PADILLA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,6,6
PAILON,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,13,13
PALCA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,7,7
PALOS BLANCOS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,30,30
PAMPA AULLAGAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,12,12
PAMPA GRANDE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,29,29
PAPEL PAMPA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,11,11
PASORAPA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,7,7
PATACAMAYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,20,20
PAZÑA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,9,9
PELECHUCO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,26,26
POCOATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,184,184
POCONA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,33,33
POJO (CBBA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,63,63
POOPO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,14,14
PORCO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,38,38
POROMA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,16,16
PORONGO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,38,38
PORTACHUELO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,61,61
PORVENIR,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,49,49
POSTRER VALLE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,4,4
POTOSI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,293,293
PRESTO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,9,9
PUCARA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,9,9
PUCARANI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,171,171
PUERTO ACOSTA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,47,47
PUERTO CARABUCO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,42,42
PUERTO GONZALO MORENO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,59,59
PUERTO PEREZ,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,6,6
PUERTO QUIJARRO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,9,9
PUERTO RICO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,15,15
PUERTO SILES,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,16,16
PUERTO SUAREZ,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,32,32
PUERTO VILLARROEL,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,194,194
PUNA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,208,208
PUNATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,46,46
QUIABAYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,16,16
QUILLACOLLO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,135,135
QUIME,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,111,111
QUIRUSILLAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,2,2
RAVELO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,102,102
REYES,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,73,73
RIBERALTA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,586,586
ROBORE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,112,112
RURRENABAQUE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,60,60
SABAYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,2,2
SACABA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,445,445
SACABAMBA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,67,67
SACACA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,79,79
SAIPINA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,43,43
SALINAS DE GARCI MENDOZA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,28,28
SAMAIPATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,48,48
