municipality,group,variable,month,Niños de 1 año a menores de 5 años con 2da dosis vitamina A,TOTAL
MALLA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,4,4
MAPIRI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,32,32
MECAPACA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,20,20
MINEROS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,150,150
MIZQUE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,57,57
MOCOMOCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,38,38
MOJINETE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,9,9
MOJOCOYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,54,54
MONTEAGUDO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,202,202
MONTERO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,666,666
MORO MORO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,17,17
MOROCHATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,128,128
NACEBE (SANTA ROSA DEL ABUNA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,7,7
OCURI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,98,98
OKINAWA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,56,56
OMEREQUE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,20,20
ORURO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,648,648
PADCAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,96,96
PADILLA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,61,61
PAILON,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,244,244
PALCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,41,41
PALOS BLANCOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,91,91
PAMPA AULLAGAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,25,25
PAMPA GRANDE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,40,40
PAPEL PAMPA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,4,4
PASORAPA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,7,7
PATACAMAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,30,30
PAZÑA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,25,25
PELECHUCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,21,21
POCOATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,778,778
POCONA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,26,26
POJO (CBBA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,32,32
POOPO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,28,28
PORCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,44,44
POROMA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,283,283
PORONGO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,47,47
PORTACHUELO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,136,136
PORVENIR,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,26,26
POSTRER VALLE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,2,2
POTOSI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,434,434
PRESTO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,76,76
PUCARA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,11,11
PUCARANI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,123,123
PUERTO ACOSTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,55,55
PUERTO CARABUCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,67,67
PUERTO GONZALO MORENO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,22,22
PUERTO PEREZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,25,25
PUERTO QUIJARRO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,52,52
PUERTO RICO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,41,41
PUERTO SILES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,14,14
PUERTO SUAREZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,49,49
PUERTO VILLARROEL,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,150,150
PUNA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,157,157
PUNATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,149,149
QUIABAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,16,16
QUILLACOLLO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,77,77
QUIME,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,27,27
QUIRUSILLAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,17,17
RAVELO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,130,130
REYES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,29,29
RIBERALTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,673,673
ROBORE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,63,63
RURRENABAQUE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,44,44
SABAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,10,10
SACABA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,654,654
SACABAMBA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,32,32
SACACA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,231,231
SAIPINA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,31,31
SALINAS DE GARCI MENDOZA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,57,57
SAMAIPATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,65,65
SAN AGUSTIN,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,24,24
SAN ANDRES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,44,44
SAN ANDRES DE MACHACA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,10,10
SAN ANTONIO DE ESMORUCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,12,12
SAN ANTONIO DE LOMERIO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,34,34
SAN BENITO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,18,18
SAN BORJA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,107,107
SAN BUENA VENTURA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,19,19
SAN CARLOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,276,276
SAN IGNACIO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,162,162
SAN IGNACIO DE VELASCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,339,339
SAN JAVIER(BNI),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,2,2
SAN JAVIER(STC),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,81,81
SAN JOAQUIN,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,3,3
SAN JOSE DE CHIQUITOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,207,207
SAN JUAN DE YAPACANI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,53,53
SAN JULIAN,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,302,302
SAN LORENZO(PND),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,9,9
SAN LORENZO(TJA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,76,76
SAN LUCAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,400,400
SAN MATIAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,65,65
SAN MIGUEL DE VELASCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,80,80
SAN PABLO DE LIPEZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,32,32
SAN PEDRO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,141,141
SAN PEDRO DE BUENA VISTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,254,254
SAN PEDRO DE CURAHUARA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,5,5
SAN PEDRO DE TIQUINA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,10,10
SAN RAFAEL,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,34,34
SAN RAMON,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,33,33
SAN RAMON,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,20,20
SANTA ANA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,73,73
SANTA CRUZ DE LA SIERRA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,1231,1231
SANTA ROSA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,246,246
SANTA ROSA DEL SARA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,62,62
SANTIAGO DE CALLAPA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,36,36
SANTIAGO DE HUARI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,37,37
SANTIAGO DE MACHACA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,10,10
SANTIVAÑES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,24,24
SANTUARIO DE QUILLACAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,39,39
SAPAHAQUI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,17,17
SENA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,26,26
SICA SICA (VILLA AROMA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,15,15
SICAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,15,15
SIPE SIPE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,129,129
SOPACHUY,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,125,125
SORACACHI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,89,89
SORATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,186,186
SUCRE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,2517,2517
TACACHI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,1,1
TACACOMA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,7,7
TACOBAMBA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,26,26
TACOPAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,95,95
TAHUA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,7,7
TAPACARI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,113,113
TARABUCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,92,92
TARACO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,17,17
TARATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,17,17
TARIJA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,1618,1618
TARVITA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,155,155
TEOPONTE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,25,25
TIAWANACU,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,29,29
TINGUIPAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,264,264
TIPUANI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,25,25
TIQUIPAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,508,508
TIRAQUE (CBBA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,169,169
TITO YUPANQUI (PARQUIPUJIO),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,2,2
TOCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,12,12
TODOS SANTOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,18,18
TOLATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,2,2
TOLEDO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,17,17
TOMAVE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,78,78
TOMINA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,42,42
TORO TORO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,112,112
TOTORA(CBBA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,40,40
TOTORA(ORR),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,17,17
TRIGAL,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,23,23
TRINIDAD,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,207,207
TUPIZA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,167,167
TURCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,12,12
UMALA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,13,13
UNCIA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,211,211
URIONDO (A. CONCEPCION),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,34,34
URUBICHA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,322,322
UYUNI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,55,55
VACAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,32,32
VALLEGRANDE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,29,29
VIACHA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,89,89
VILA VILA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,11,11
VILLA MONTES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,121,121
VILLA NUEVA (LOMA ALTA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,12,12
VILLA RIVERO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,28,28
VILLA SERRANO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,300,300
VILLA TUNARI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,246,246
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,70,70
