,group,variable,month,SRP DOSIS ÚNICA DENTRO,SRP DOSIS ÚNICA DENTRO,SRP DOSIS ÚNICA FUERA,SRP DOSIS ÚNICA FUERA,TOTALES,TOTALES,TOTALES
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,6,3,5,6,11,9,20
SENA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,10,10,5,5,15,15,30
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,20,14,5,3,25,17,42
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,6,8,7,4,13,12,25
SICAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,0,0,5,2,5,2,7
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,25,28,0,1,25,29,54
SORACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,4,4,3,0,7,4,11
SORATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,14,10,18,7,32,17,49
SUCRE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,237,252,8,10,245,262,507
TACACOMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,5,1,3,3,8,4,12
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,1,5,9,7,10,12,22
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,0,0,5,2,5,2,7
TAHUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,1,0,0,3,1,3,4
TAPACARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,12,11,3,7,15,18,33
TARABUCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,1,0,3,4,4,4,8
TARACO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,2,4,0,2,2,6,8
TARATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,8,4,0,1,8,5,13
TARIJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,166,172,31,17,197,189,386
TARVITA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,3,5,9,4,12,9,21
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,7,1,4,4,11,5,16
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,10,5,1,0,11,5,16
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,3,2,14,15,17,17,34
TIPUANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,2,7,4,9,6,16,22
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,34,52,17,23,51,75,126
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,5,4,0,0,5,4,9
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,1,0,0,0,1,0,1
TOCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,1,0,5,4,6,4,10
TODOS SANTOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,1,0,0,0,1,0,1
TOLATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,1,2,3,0,4,2,6
TOLEDO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,2,0,0,0,2,0,2
TOMAVE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,4,6,5,8,9,14,23
TOMINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,3,2,3,3,6,5,11
TORO TORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,3,1,7,2,10,3,13
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,11,6,9,9,20,15,35
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,0,2,1,1,1,3,4
TRIGAL,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,1,2,0,2,1,4,5
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,92,67,17,12,109,79,188
TUPIZA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,36,26,7,6,43,32,75
TURCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,1,1,3,1,4,2,6
UMALA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,2,3,1,2,3,5,8
UNCIA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,4,12,19,12,23,24,47
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,5,12,1,5,6,17,23
URUBICHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,4,9,0,0,4,9,13
UYUNI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,21,22,0,0,21,22,43
VACAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,0,0,8,1,8,1,9
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,17,8,2,0,19,8,27
VIACHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,44,25,7,13,51,38,89
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,17,12,6,6,23,18,41
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,29,35,14,10,43,45,88
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,1,1,2,1,3,2,5
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,3,4,7,6,10,10,20
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,3,3,1,3,4,6,10
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,61,46,11,11,72,57,129
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,5,1,3,3,8,4,12
VILLAZON,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,36,34,5,5,41,39,80
VINTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,24,26,19,23,43,49,92
VITICHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,2,6,8,2,10,8,18
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,0,0,2,2,2,2,4
WARNES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,100,102,13,9,113,111,224
YACO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,4,0,0,2,4,2,6
YACUIBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,58,54,31,30,89,84,173
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,3,5,2,2,5,7,12
YANACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,5,4,1,0,6,4,10
YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,28,21,13,12,41,33,74
YOCALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,8,2,6,1,14,3,17
YOTALA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,3,1,2,3,5,4,9
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,1,3,8,1,9,4,13
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,0,0,4,4,4,4,8
ACACIO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,2,2,0,3,2,5,7
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,21,20,12,16,33,36,69
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,9,9,8,5,17,14,31
AIQUILE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,11,12,16,15,27,27,54
ALCALA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,2,2,0,1,2,3,5
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,4,9,0,2,4,11,15
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,6,5,4,10,10,15,25
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,1,1,0,0,1,1,2
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,0,1,4,6,4,7,11
ANZALDO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,0,0,4,4,4,4,8
APOLO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,10,9,7,7,17,16,33
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,1,1,4,0,5,1,6
ARANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,7,7,2,3,9,10,19
ARBIETO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,15,11,13,25,28,36,64
ARQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,8,7,6,9,14,16,30
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,34,36,0,1,34,37,71
ATOCHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,1,2,3,2,4,4,8
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,2,1,3,0,5,1,6
AYATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,2,0,2,1,4,1,5
AYO AYO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,4,6,0,0,4,6,10
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,11,12,14,6,25,18,43
AZURDUY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,5,4,5,4,10,8,18
BATALLAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,8,14,2,1,10,15,25
BAURES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,4,3,4,0,8,3,11
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,0,1,0,0,0,1,1
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,0,1,3,2,3,3,6
BERMEJO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,19,34,5,2,24,36,60
BETANZOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,12,16,9,13,21,29,50
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,1,1,9,8,10,9,19
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,0,0,2,1,2,1,3
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,1,1,4,3,5,4,9
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,5,4,9,4,14,8,22
CABEZAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,6,7,18,14,24,21,45
CAIROMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,2,4,1,1,3,5,8
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,0,1,7,8,7,9,16
CAJUATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,18,9,1,0,19,9,28
CALACOTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,0,1,1,1,1,2,3
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,4,3,5,5,9,8,17
CAMARGO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,10,9,3,1,13,10,23
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,0,0,0,2,0,2,2
CAMIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,23,30,1,1,24,31,55
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,17,12,0,2,17,14,31
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,4,3,0,0,4,3,7
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,13,3,3,1,16,4,20
CARANAVI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,27,29,11,8,38,37,75
CARAPARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,2,3,15,16,17,19,36
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,3,2,4,6,7,8,15
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,0,0,8,6,8,6,14
CATACORA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,1,1,1,0,2,1,3
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,20,11,12,10,32,21,53
CHAQUI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,3,4,4,2,7,6,13
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,14,13,16,13,30,26,56
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,0,1,0,0,0,1,1
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,2,7,4,2,6,9,15
CHIMORE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,15,12,4,6,19,18,37
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,2,0,0,0,2,0,2
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,2,0,2,2,4,2,6
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,16,10,3,1,19,11,30
CHUMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,2,2,2,6,4,8,12
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,2,7,3,5,5,12,17
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,9,5,4,5,13,10,23
CLIZA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,15,12,2,1,17,13,30
COBIJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,47,32,10,12,57,44,101
COCAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,7,4,8,7,15,11,26
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,595,561,3,7,598,568,1166
COIPASA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,2,0,1,0,3,0,3
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,33,36,10,11,43,47,90
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,8,7,1,6,9,13,22
COLLANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,0,2,3,0,3,2,5
COLOMI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,19,15,8,8,27,23,50
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,8,7,2,0,10,7,17
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,16,9,13,13,29,22,51
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,3,5,10,5,13,10,23
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,11,3,10,12,21,15,36
COMANCHE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,1,2,1,0,2,2,4
COMARAPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,8,10,2,5,10,15,25
COMBAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,0,2,1,1,1,3,4
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,12,12,8,5,20,17,37
COPACABANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,4,7,5,5,9,12,21
CORIPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,5,14,1,3,6,17,23
CORO CORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,1,2,2,0,3,2,5
COROICO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,7,6,1,3,8,9,17
CORQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,4,0,0,2,4,2,6
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,11,12,7,4,18,16,34
COTOCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,76,70,2,0,78,70,148
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,13,10,3,7,16,17,33
CUEVO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,2,1,1,3,3,4,7
CULPINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,8,5,8,5,16,10,26
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,0,3,2,1,2,4,6
CURVA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,1,0,0,3,1,3,4
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,1,3,1,1,2,4,6
EL ALTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,505,482,282,293,787,775,1562
EL CHORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,4,1,0,0,4,1,5
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,5,22,0,0,5,22,27
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,4,0,12,4,16,4,20
EL TORNO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,39,37,12,12,51,49,100
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,3,2,0,3,3,5,8
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,10,9,10,5,20,14,34
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,32,36,2,0,34,36,70
ESCOMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,2,1,0,0,2,1,3
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,3,2,1,0,4,2,6
EXALTACION,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,0,4,3,2,3,6,9
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,3,8,5,4,8,12,20
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,3,2,4,9,7,11,18
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,12,12,2,0,14,12,26
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,1,4,0,2,1,6,7
GUANAY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,5,1,4,8,9,9,18
GUAQUI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,0,1,1,2,1,3,4
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,27,20,13,21,40,41,81
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,2,1,9,8,11,9,20
HUACARETA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,7,3,5,7,12,10,22
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,0,1,2,1,2,2,4
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,3,0,1,0,4,0,4
HUANUNI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,14,9,4,8,18,17,35
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,4,4,0,1,4,5,9
HUARINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,1,2,6,7,7,9,16
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,1,0,0,0,1,0,1
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,1,1,1,0,2,1,3
HUMANATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,1,2,2,1,3,3,6
ICHOCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,1,3,0,0,1,3,4
ICLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,3,3,1,3,4,6,10
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,7,7,6,4,13,11,24
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,2,0,0,0,2,0,2
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,10,7,3,4,13,11,24
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,5,8,4,4,9,12,21
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,5,8,1,1,6,9,15
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,5,6,1,3,6,9,15
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,35,34,7,4,42,38,80
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,112,87,11,16,123,103,226
LA PAZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,472,487,26,20,498,507,1005
LA RIVERA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,1,0,0,0,1,0,1
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,0,0,5,4,5,4,9
LAJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,9,10,0,0,9,10,19
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,3,0,4,5,7,5,12
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,18,14,24,30,42,44,86
LLICA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,4,4,0,1,4,5,9
LORETO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,0,0,16,17,16,17,33
LURIBAY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,8,3,0,0,8,3,11
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,1,1,2,3,3,4,7
MACHARETI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,0,1,2,5,2,6,8
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,4,4,8,7,12,11,23
MAIRANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,14,11,0,0,14,11,25
MALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,0,2,2,1,2,3,5
MAPIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,5,10,6,3,11,13,24
MECAPACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,6,14,2,2,8,16,24
MINEROS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,14,21,13,6,27,27,54
MIZQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,12,3,21,22,33,25,58
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,4,6,4,0,8,6,14
MOJINETE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,0,1,0,0,0,1,1
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,2,1,2,1,4,2,6
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,17,19,2,1,19,20,39
MONTERO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,95,81,7,8,102,89,191
MORO MORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,1,2,0,0,1,2,3
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,0,3,0,0,0,3,3
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,1,1,0,2,1,3,4
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,0,0,1,0,1,0,1
OCURI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,4,7,8,6,12,13,25
OKINAWA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,7,3,4,0,11,3,14
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,1,2,3,4,4,6,10
ORURO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,216,221,9,17,225,238,463
PADCAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,8,11,4,3,12,14,26
PADILLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,9,9,0,1,9,10,19
PAILON,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,28,23,11,9,39,32,71
PALCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,12,11,2,5,14,16,30
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,15,15,3,6,18,21,39
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,2,1,0,0,2,1,3
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,2,2,2,6,4,8,12
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-11-01,0,3,1,1,1,4,5
