,group,variable,month,ANTINEUMOCOCICA 2DA DOSIS < A 1 AÑO - D,ANTINEUMOCOCICA 2DA DOSIS < A 1 AÑO - D,ANTINEUMOCOCICA 2DA DOSIS < A 1 AÑO - F,ANTINEUMOCOCICA 2DA DOSIS < A 1 AÑO - F,ANTINEUMOCOCICA 2DA DOSIS 12 A 23 MESES - D,ANTINEUMOCOCICA 2DA DOSIS 12 A 23 MESES - D,ANTINEUMOCOCICA 2DA DOSIS 12 A 23 MESES - F,ANTINEUMOCOCICA 2DA DOSIS 12 A 23 MESES - F,ANTINEUMOCOCICA 2DA DOSIS 2 AÑOS - D,ANTINEUMOCOCICA 2DA DOSIS 2 AÑOS - D,ANTINEUMOCOCICA 2DA DOSIS 2 AÑOS - F,ANTINEUMOCOCICA 2DA DOSIS 2 AÑOS - F,ANTINEUMOCOCICA 2DA DOSIS 3 AÑOS - D,ANTINEUMOCOCICA 2DA DOSIS 3 AÑOS - D,ANTINEUMOCOCICA 2DA DOSIS 3 AÑOS - F,ANTINEUMOCOCICA 2DA DOSIS 3 AÑOS - F,ANTINEUMOCOCICA 2DA DOSIS 4 AÑOS - D,ANTINEUMOCOCICA 2DA DOSIS 4 AÑOS - D,ANTINEUMOCOCICA 2DA DOSIS 4 AÑOS - F,ANTINEUMOCOCICA 2DA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
SAN IGNACIO DE VELASCO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,56,60,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,77,145
SAN JAVIER(BNI),vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
SAN JAVIER(STC),vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,14,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,27
SAN JOAQUIN,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,3,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,13
SAN JOSE DE CHIQUITOS,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,10,14,22,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,24,56
SAN JUAN DE YAPACANI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,5,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13
SAN JULIAN,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,38,28,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,31,79
SAN LORENZO(PND),vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
SAN LORENZO(TJA),vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,10,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,26
SAN LUCAS,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,17,10,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,17,38
SAN MATIAS,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,7,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,23
SAN MIGUEL DE VELASCO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,11,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,20
SAN PABLO DE LIPEZ,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAN PEDRO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,21
SAN PEDRO DE BUENA VISTA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,6,10,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,19,31
SAN PEDRO DE CURAHUARA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
SAN PEDRO DE MACHA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,8,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,19
SAN PEDRO DE TIQUINA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SAN PEDRO(PND),vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN RAFAEL,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,4,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13
SAN RAMON BENI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
SAN RAMON SCZ,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
SANTA ANA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,14,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,22,36
SANTA CRUZ DE LA SIERRA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,932,971,84,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1016,1064,2080
SANTA ROSA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,11,11,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,27
SANTA ROSA DEL SARA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15
SANTIAGO DE CALLAPA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SANTIAGO DE HUARI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
SANTIAGO DE HUATA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
SANTIAGO DE MACHACA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SANTIVAÑES,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11
SANTUARIO DE QUILLACAS,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SAPAHAQUI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
SENA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,6,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,16
SHINAOTA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,26,25,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,30,61
SICA SICA (VILLA AROMA),vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,8,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,18
SICAYA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
SIPE SIPE,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,32,33,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,43,82
SOPACHUY,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
SORACACHI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
SORATA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,10,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,21
SUCRE,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,187,165,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,168,360
TACACHI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TACACOMA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
TACOBAMBA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,1,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12
TACOPAYA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
TAPACARI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,6,8,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,23
TARABUCO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
TARACO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
TARATA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11
TARIJA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,117,119,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,134,262
TARVITA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
TEOPONTE,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
TIAHUANACU,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11
TINGUIPAYA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,3,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10
TIPUANI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
TIQUIPAYA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,26,31,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,35,65
TIRAQUE (CBBA),vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,3,3,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,27
TOCO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
TODOS SANTOS,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TOLATA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,3,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11
TOLEDO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
TOMAVE,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
TOMINA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
TORO TORO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
TOTORA(CBBA),vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,9,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,25
TRIGAL,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TRINIDAD,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,74,68,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,68,144
TUPIZA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,19,16,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,38
UMALA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
UNCIA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,8,14,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,20,31
URIONDO (A. CONCEPCION),vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,12,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,22
URUBICHA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
UYUNI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,18,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,22,41
VACAS,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
VALLEGRANDE,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,29
VIACHA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,45,30,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,42,98
VILA VILA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
VILLA CHARCAS,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,2,9,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,15
VILLA MONTES,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,32,29,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,33,70
VILLA NUEVA (LOMA ALTA),vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
VILLA RIVERO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
VILLA SERRANO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
VILLA TUNARI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,58,60,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,67,135
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
VILLAZON,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,20,12,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,15,37
VINTO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,26,21,32,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,45,103
VITICHI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11
WALDO BALLIVIAN,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
WARNES,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,93,85,21,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,100,214
YACO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
YACUIBA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,56,65,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,74,141
YAMPARAEZ,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
YANACACHI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,8
YAPACANI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,14,26,31,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,56,101
YOCALLA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,4,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10
YOTALA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
YUNCHARA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
ZUDAÑEZ,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
ACACIO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-11-01,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7
ACHACACHI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-11-01,12,10,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,29
ACHOCALLA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-11-01,14,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,28
AIQUILE,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-11-01,6,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14
ALALAY,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-11-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
ALCALA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-11-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ALTO BENI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-11-01,8,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,15
ANCORAIMES,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-11-01,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
ANDAMARCA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-11-01,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
ANTEQUERA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-11-01,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
ANZALDO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-11-01,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
APOLO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-11-01,16,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,27
ARAMPAMPA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-11-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
ARANI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-11-01,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,8
ARBIETO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-11-01,7,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,16
ARQUE,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-11-01,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
ASCENCION DE GUARAYOS,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-11-01,11,20,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,23,34
ATOCHA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-11-01,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14
AUCAPATA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-11-01,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
AYATA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-11-01,4,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,13
AYO AYO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-11-01,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-11-01,9,16,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,20,36
AZURDUY,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-11-01,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,13
BATALLAS,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-11-01,10,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,21
BAURES,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-11-01,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
BELEN DE ANDAMARCA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-11-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
BELEN DE URMIRI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-11-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
BELLA FLOR,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-11-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
BERMEJO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-11-01,19,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,35
BETANZOS,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-11-01,16,10,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13,33
BOLIVAR,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-11-01,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
BOLPEBRA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-11-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
BOYUIBE,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-11-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BUENA VISTA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-11-01,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12
CABEZAS,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-11-01,2,14,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,23,34
CAIROMA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-11-01,5,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
"CAIZA ""D""",vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-11-01,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,13
CAJUATA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-11-01,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12
CALACOTO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-11-01,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
CALAMARCA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-11-01,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10
CAMARGO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-11-01,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
CAMATAQUI (C. VILLA ABECIA),vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-11-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CAMIRI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-11-01,11,16,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,20,35
CAPINOTA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-11-01,10,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,26
CAQUIAVIRI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-11-01,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
CARACOLLO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-11-01,7,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,17
CARANAVI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-11-01,21,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,21,46
CARAPARI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-11-01,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,15
