,group,variable,month,INFLUENZA ESTACIONAL (7 A 11 M) 2DA DOSIS < A 1 AÑO - D,INFLUENZA ESTACIONAL (7 A 11 M) 2DA DOSIS < A 1 AÑO - D,INFLUENZA ESTACIONAL (7 A 11 M) 2DA DOSIS < A 1 AÑO - F,INFLUENZA ESTACIONAL (7 A 11 M) 2DA DOSIS < A 1 AÑO - F,INFLUENZA ESTACIONAL (7 A 11 M) 2DA DOSIS 12 A 23 MESES - D,INFLUENZA ESTACIONAL (7 A 11 M) 2DA DOSIS 12 A 23 MESES - D,INFLUENZA ESTACIONAL (7 A 11 M) 2DA DOSIS 12 A 23 MESES - F,INFLUENZA ESTACIONAL (7 A 11 M) 2DA DOSIS 12 A 23 MESES - F,INFLUENZA ESTACIONAL (7 A 11 M) 2DA DOSIS 2 AÑOS - D,INFLUENZA ESTACIONAL (7 A 11 M) 2DA DOSIS 2 AÑOS - D,INFLUENZA ESTACIONAL (7 A 11 M) 2DA DOSIS 2 AÑOS - F,INFLUENZA ESTACIONAL (7 A 11 M) 2DA DOSIS 2 AÑOS - F,INFLUENZA ESTACIONAL (7 A 11 M) 2DA DOSIS 3 AÑOS - D,INFLUENZA ESTACIONAL (7 A 11 M) 2DA DOSIS 3 AÑOS - D,INFLUENZA ESTACIONAL (7 A 11 M) 2DA DOSIS 3 AÑOS - F,INFLUENZA ESTACIONAL (7 A 11 M) 2DA DOSIS 3 AÑOS - F,INFLUENZA ESTACIONAL (7 A 11 M) 2DA DOSIS 4 AÑOS - D,INFLUENZA ESTACIONAL (7 A 11 M) 2DA DOSIS 4 AÑOS - D,INFLUENZA ESTACIONAL (7 A 11 M) 2DA DOSIS 4 AÑOS - F,INFLUENZA ESTACIONAL (7 A 11 M) 2DA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
POROMA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-10-01,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
POSTRER VALLE,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
POTOSI,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-10-01,12,13,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,29
PUERTO ACOSTA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-10-01,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
PUNA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-10-01,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
QUIRUSILLAS,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-10-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
RIBERALTA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-10-01,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,25
SABAYA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-10-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
SACACA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-10-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SAIPINA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-10-01,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
SALINAS DE GARCI MENDOZA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN AGUSTIN,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN ANDRES,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-10-01,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7
SAN BORJA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-10-01,15,17,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,25,45
SAN BUENA VENTURA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-10-01,4,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12
SAN CARLOS,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-10-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
SAN IGNACIO,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-10-01,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAN IGNACIO DE VELASCO,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-10-01,18,31,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,35,56
SAN JAVIER(STC),vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-10-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
SAN JOSE DE CHIQUITOS,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-10-01,15,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,28
SAN JUAN DE YAPACANI,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-10-01,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
SAN JULIAN,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-10-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SAN LORENZO(PND),vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-10-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
SAN MATIAS,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-10-01,5,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,20
SAN PEDRO,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-10-01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
SAN RAFAEL,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-10-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SANTA CRUZ DE LA SIERRA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-10-01,534,555,23,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557,566,1123
SANTA ROSA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SANTA ROSA DEL SARA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-10-01,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
SANTIAGO DE HUARI,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-10-01,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
SAPAHAQUI,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-10-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SUCRE,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-10-01,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,9
TACOBAMBA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-10-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
TARIJA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-10-01,4,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11
TOLEDO,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-10-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
TRIGAL,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-10-01,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
TRINIDAD,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-10-01,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,17
TUPIZA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-10-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
UNCIA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-10-01,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
URIONDO (A. CONCEPCION),vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-10-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
URUBICHA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-10-01,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
VALLEGRANDE,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-10-01,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11
VIACHA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
VILLA MONTES,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-10-01,17,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,35
VILLAZON,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-10-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
WALDO BALLIVIAN,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-10-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
WARNES,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-10-01,13,16,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,33
YACUIBA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-10-01,33,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,34,67
ACHOCALLA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
ANTEQUERA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ASCENCION DE GUARAYOS,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
BATALLAS,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
BETANZOS,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
BOLPEBRA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
BUENA VISTA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
"CAIZA ""D""",vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CAMIRI,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
CAQUIAVIRI,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
CARACOLLO,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,2,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,12
CARMEN RIVERO TORREZ,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10
CHAQUI,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CHOQUE COTA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
CHULUMANI (V. DE LA LIBERTAD),vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
COBIJA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
COCHABAMBA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,18,22,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,23,43
"COLCHA ""K""",vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
COLPA BELGICA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
COLQUIRI,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
COTOCA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
CUATRO CAÑADAS,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
EL ALTO,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,90,90,25,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,121,236
EL CHORO,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
EL PUENTE(STC),vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
EL TORNO,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
ENTRE RIOS TRJ,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
EXALTACION,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
FERNANDEZ ALONSO,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
GUAYARAMERIN,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,17,12,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,14,35
GUTIERREZ,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
LA GUARDIA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,20
LA PAZ,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,174,166,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,167,345
MACHACAMARCA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
MAGDALENA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MOCOMOCO,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
MONTERO,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,17,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,15,34
OCURI,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ORURO,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,61,72,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,79,149
PAILON,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11
PATACAMAYA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11
POCOATA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
POJO (CBBA),vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
POSTRER VALLE,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
POTOSI,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,16
PUCARA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
PUERTO ACOSTA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
PUERTO GONZALO MORENO,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PUERTO QUIJARRO,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,9,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,17
QUIME,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
RIBERALTA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SABAYA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SAIPINA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
SALINAS DE GARCI MENDOZA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
SAN BORJA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,20,20,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,48
SAN BUENA VENTURA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
SAN CARLOS,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
SAN IGNACIO,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
SAN IGNACIO DE VELASCO,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,31,24,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,28,65
SAN JOSE DE CHIQUITOS,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,3,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,9
SAN JUAN DE YAPACANI,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
SAN MATIAS,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
SANTA ANA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,467,468,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484,486,970
SANTA ROSA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SANTA ROSA DEL SARA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SANTIAGO DE HUARI,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
SUCRE,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,23
TOLEDO,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TRIGAL,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TRINIDAD,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,6,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,14
TURCO,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
UNCIA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
UYUNI,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,5,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11
VALLEGRANDE,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14
VIACHA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
VILLA MONTES,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11
WARNES,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14
YACUIBA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-11-01,11,9,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,25
ANTEQUERA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-12-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
ASCENCION DE GUARAYOS,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-12-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ATOCHA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-12-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
