,group,variable,month,ANTIAMARILICA DOSIS UNICA < A 1 AÑO - D,ANTIAMARILICA DOSIS UNICA < A 1 AÑO - D,ANTIAMARILICA DOSIS UNICA < A 1 AÑO - F,ANTIAMARILICA DOSIS UNICA < A 1 AÑO - F,ANTIAMARILICA DOSIS UNICA 12 A 23 MESES - D,ANTIAMARILICA DOSIS UNICA 12 A 23 MESES - D,ANTIAMARILICA DOSIS UNICA 12 A 23 MESES - F,ANTIAMARILICA DOSIS UNICA 12 A 23 MESES - F,ANTIAMARILICA DOSIS UNICA 2 AÑOS - D,ANTIAMARILICA DOSIS UNICA 2 AÑOS - D,ANTIAMARILICA DOSIS UNICA 2 AÑOS - F,ANTIAMARILICA DOSIS UNICA 2 AÑOS - F,ANTIAMARILICA DOSIS UNICA 3 AÑOS - D,ANTIAMARILICA DOSIS UNICA 3 AÑOS - D,ANTIAMARILICA DOSIS UNICA 3 AÑOS - F,ANTIAMARILICA DOSIS UNICA 3 AÑOS - F,ANTIAMARILICA DOSIS UNICA 4 AÑOS - D,ANTIAMARILICA DOSIS UNICA 4 AÑOS - D,ANTIAMARILICA DOSIS UNICA 4 AÑOS - F,ANTIAMARILICA DOSIS UNICA 4 AÑOS - F,TOTALES,TOTALES,TOTALES
CHARAGUA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
CHAYANTA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,7,7,4,5,0,0,0,0,0,0,0,0,0,0,0,0,11,12,23
CHIMORE,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,13,7,4,0,1,1,0,1,0,0,0,0,0,0,1,1,19,10,29
CHIPAYA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
CHOQUE COTA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
CHUA COCANI,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
CHULUMANI (V. DE LA LIBERTAD),vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13
CHUMA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,1,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13
CKOCHAS,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,4,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15
CLIZA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,10,4,5,5,0,0,1,0,0,1,0,0,0,0,0,0,16,10,26
COBIJA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,14,22,14,22,0,0,1,2,1,0,2,0,0,0,1,0,33,46,79
COCAPATA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,6,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,9,7,16
COCHABAMBA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,277,291,11,7,10,7,4,1,6,4,2,2,10,6,2,3,322,321,643
COLCAPIRHUA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,20,14,1,1,0,0,2,0,1,2,0,0,0,0,1,0,25,17,42
"COLCHA ""K""",vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
COLOMI,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,7,6,2,1,0,1,0,0,0,1,0,0,0,0,0,0,9,9,18
COLPA BELGICA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,2,2,0,2,0,0,0,0,0,0,1,0,0,0,1,0,4,4,8
COLQUECHACA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,8,4,7,4,0,0,1,0,0,0,0,0,0,0,0,0,16,8,24
COLQUENCHA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,5,3,2,2,0,0,0,0,1,0,0,0,0,0,0,0,8,5,13
COLQUIRI,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,3,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
COMANCHE,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
COMBAYA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CONCEPCION,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,10,10,1,3,1,1,0,1,0,0,0,0,0,0,0,0,12,15,27
COPACABANA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
CORIPATA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,5,4,1,0,0,1,1,0,0,0,1,0,1,0,1,5,10,15
CORO CORO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,2,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13
COROICO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,11,8,1,2,0,0,0,0,0,0,0,0,0,1,0,0,12,11,23
CORQUE,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
COTAGAITA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,5,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,7,12
COTOCA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,34,24,3,9,0,0,1,2,1,1,1,1,1,1,0,0,41,38,79
CUATRO CAÑADAS,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,13,13,4,3,0,0,0,0,0,0,0,1,1,0,0,0,18,17,35
CULPINA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,6,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,16
CURAHUARA DE CARANGAS,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
CURVA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
DESAGUADERO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
EL ALTO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,261,284,116,73,6,8,6,4,3,3,3,4,9,9,7,12,411,397,808
EL CHORO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
EL PUENTE(STC),vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
EL PUENTE(TJA),vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,1,5
EL TORNO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,33,27,2,2,0,0,0,0,0,0,0,0,0,1,1,0,36,30,66
EL VILLAR,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
ENTRE RIOS TRJ,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,5,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15
ENTRE RIOS CBBA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,19,18,10,7,0,0,1,0,0,0,2,0,0,0,0,0,32,25,57
ESCARA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ESCOMA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ESMERALDA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
EUCALIPTUS,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
EUREKA (SANTOS MERCADO),vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2
EXALTACION,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
FERNANDEZ ALONSO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,2,2,7,9,0,0,0,0,0,0,0,0,0,0,0,0,9,11,20
FILADELFIA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,2,8,3,0,0,0,0,0,0,0,0,0,0,0,0,8,5,13
GAIOC JATUN AYLLU YURA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
GENERAL SAAVEDRA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,8,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,13,21
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
GUANAY,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,1,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12
GUAQUI,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
GUAYARAMERIN,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,10,11,10,6,0,0,4,1,0,0,1,0,0,0,1,2,26,20,46
HUACARAJE,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
HUACARETA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
HUACAYA (VILLA DE HUACAYA),vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
HUACHACALLA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HUANUNI,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,9,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,14,7,21
HUARINA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
HUATAJATA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HUAYLLAMARCA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
HUMANATA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
ICHOCA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
ICLA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
INCAHUASI,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
INQUISIVI,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,6,10
IRUPANA (VILLA DE LANZA),vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,1,1,5,1,0,0,0,1,0,0,0,0,0,0,0,0,6,3,9
IXIAMAS,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,1,1,2,2,1,0,1,0,0,0,0,0,0,0,1,0,6,3,9
JESUS DE MACHACA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,11
LA ASUNTA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,31,22,2,7,1,1,1,1,0,1,0,2,2,0,0,0,37,34,71
LA GUARDIA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,60,71,5,0,2,1,2,1,1,0,0,1,1,0,0,0,71,74,145
LA PAZ,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,278,248,8,0,8,6,1,1,7,5,0,1,5,9,0,0,307,270,577
LAJA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,8,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,8,16
LAS CARRERAS,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
LICOMA PAMPA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
LLALLAGUA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,18,18,18,13,1,0,0,0,0,0,0,0,1,0,0,0,38,31,69
LLICA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,1,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,4,6
LORETO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
LURIBAY,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10
MACHACAMARCA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
MACHARETI,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
MAGDALENA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
MAIRANA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,5,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,8,13
MALLA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
MAPIRI,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,8,6,4,2,0,1,0,0,2,0,0,1,0,0,0,0,14,10,24
MECAPACA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
MINEROS,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,8,5,10,11,0,0,0,0,0,0,0,0,0,0,0,0,18,16,34
MIZQUE,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,11,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,12,8,20
MOCOMOCO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
MOJOCOYA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
MONTEAGUDO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,14,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,15,10,25
MONTERO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,39,43,16,4,1,0,0,0,1,1,0,0,1,0,0,1,58,49,107
MORO MORO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MOROCHATA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
OCURI,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,3,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12
OKINAWA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,3,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15
OMEREQUE,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ORURO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,162,160,21,12,1,7,2,1,3,1,1,2,1,3,2,1,193,187,380
PADCAYA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,7,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,4,12
PADILLA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
PAILON,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,15,13,6,7,1,0,1,0,0,0,0,0,0,0,0,0,23,20,43
PALCA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
PALOS BLANCOS,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,5,5,10,6,0,0,0,0,0,0,0,0,0,0,0,0,15,11,26
PAMPA AULLAGAS,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PAMPA GRANDE,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,7,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,9,3,12
PAPEL PAMPA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
PASORAPA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
PATACAMAYA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,5,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6,10,16
PAZÑA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,2,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12
PELECHUCO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
POCOATA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,4,7,8,9,0,0,0,0,0,0,0,0,0,0,0,0,12,16,28
POCONA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
POJO (CBBA),vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
POOPO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7
PORCO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11
POROMA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
PORONGO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,3,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,9,7,16
PORTACHUELO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,13,10,0,1,0,2,1,0,0,0,0,0,0,0,0,0,14,13,27
PORVENIR,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
POSTRER VALLE,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
POTOSI,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,103,110,20,16,3,2,4,2,4,1,1,1,1,2,0,0,136,134,270
PRESTO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
PUCARANI,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,7,3,5,4,0,0,1,0,0,0,0,1,0,0,1,0,14,8,22
PUERTO ACOSTA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
PUERTO CARABUCO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
PUERTO GONZALO MORENO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11
PUERTO PEREZ,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
PUERTO QUIJARRO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,8,4,3,1,0,1,1,0,0,0,0,0,0,0,0,0,12,6,18
PUERTO RICO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PUERTO SILES,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PUERTO SUAREZ,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,10,14
PUERTO VILLARROEL,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,34,31,8,11,2,1,2,1,0,0,0,2,1,0,2,3,49,49,98
PUNA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,2,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,5,12,17
PUNATA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,5,7,7,7,0,0,0,0,0,0,0,0,0,2,0,0,12,16,28
QUIABAYA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
QUILLACOLLO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,42,51,54,54,1,0,1,0,1,0,0,1,0,1,1,2,100,109,209
QUIME,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,2,1,1,4,0,0,0,3,0,0,0,0,0,0,0,0,3,8,11
QUIRUSILLAS,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
RAQAYPAMPA(ETA),vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,2,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,6,8
RAVELO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,2,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,8,8,16
REYES,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,6,3,7,8,1,0,1,9,0,0,2,6,0,0,1,1,18,27,45
RIBERALTA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,35,40,7,5,8,9,0,0,0,2,0,0,1,1,1,1,52,58,110
ROBORE,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-12-01,0,0,0,0,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13
