,group,variable,month,ANTIROTAVIRICA 2DA DOSIS < A 1 AÑO - D,ANTIROTAVIRICA 2DA DOSIS < A 1 AÑO - D,ANTIROTAVIRICA 2DA DOSIS < A 1 AÑO - F,ANTIROTAVIRICA 2DA DOSIS < A 1 AÑO - F,ANTIROTAVIRICA 2DA DOSIS 12 A 23 MESES - D,ANTIROTAVIRICA 2DA DOSIS 12 A 23 MESES - D,ANTIROTAVIRICA 2DA DOSIS 12 A 23 MESES - F,ANTIROTAVIRICA 2DA DOSIS 12 A 23 MESES - F,ANTIROTAVIRICA 2DA DOSIS 2 AÑOS - D,ANTIROTAVIRICA 2DA DOSIS 2 AÑOS - D,ANTIROTAVIRICA 2DA DOSIS 2 AÑOS - F,ANTIROTAVIRICA 2DA DOSIS 2 AÑOS - F,ANTIROTAVIRICA 2DA DOSIS 3 AÑOS - D,ANTIROTAVIRICA 2DA DOSIS 3 AÑOS - D,ANTIROTAVIRICA 2DA DOSIS 3 AÑOS - F,ANTIROTAVIRICA 2DA DOSIS 3 AÑOS - F,ANTIROTAVIRICA 2DA DOSIS 4 AÑOS - D,ANTIROTAVIRICA 2DA DOSIS 4 AÑOS - D,ANTIROTAVIRICA 2DA DOSIS 4 AÑOS - F,ANTIROTAVIRICA 2DA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
CALAMARCA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,6,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,20
CAMARGO,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,6,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,16
CAMATAQUI (C. VILLA ABECIA),vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CAMIRI,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,20,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,15,38
CAPINOTA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,26
CAQUIAVIRI,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11
CARACOLLO,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,8,11,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,27
CARANAVI,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,27,27,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,62
CARAPARI,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,6,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15
CARIPUYO,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
CARMEN RIVERO TORREZ,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
CATACORA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
CHACARILLA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CHALLAPATA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,21,16,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,19,41
CHAQUI,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7
CHARAGUA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,17,9,31,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,30,78
CHARAÑA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
CHAYANTA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,4,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12
CHIMORE,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,23,23,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,31,58
CHULUMANI (V. DE LA LIBERTAD),vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,7,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,15
CHUMA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
CKOCHAS,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,3,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13
CLIZA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,12,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,23
COBIJA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,18,19,22,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,35,75
COCAPATA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,14,10,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,16,37
COCHABAMBA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,363,343,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,352,727
COLCAPIRHUA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,21,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20,41
"COLCHA ""K""",vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,4,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,16
COLOMI,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,16,13,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,36
COLPA BELGICA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,2,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11
COLQUECHACA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,4,11,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,21
COLQUENCHA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
COLQUIRI,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,5,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,15
COMANCHE,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
COMARAPA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15
COMBAYA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
CONCEPCION,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,11,10,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,30
COPACABANA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
CORIPATA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,7,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,22
CORO CORO,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
COROICO,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,15,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,21
CORQUE,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,8
COTAGAITA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,16,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,27
COTOCA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,64,73,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,83,158
CUATRO CAÑADAS,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,15,14,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,15,34
CUCHUMUELA (V. G. VILLARROEL),vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
CUEVO,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
CULPINA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,8,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,15
CURAHUARA DE CARANGAS,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CURVA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
DESAGUADERO,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
EL ALTO,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,411,391,169,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580,547,1127
EL CHORO,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
EL PUENTE(STC),vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,4,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
EL PUENTE(TJA),vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
EL TORNO,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,30,31,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,32,63
EL VILLAR,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
ENTRE RIOS TRJ,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,18
ENTRE RIOS CBBA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,27,36,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,46,83
ESCARA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
ESCOMA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
EUCALIPTUS,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
EUREKA (SANTOS MERCADO),vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
EXALTACION,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
FERNANDEZ ALONSO,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,5,7,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,24
FILADELFIA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7
GAIOC JATUN AYLLU YURA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
GENERAL SAAVEDRA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,20
GIA-TIM,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,3,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,9
GUANAY,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,8,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,24
GUAQUI,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
GUAYARAMERIN,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,16,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,27,43
GUTIERREZ,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,9,5,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,13,32
HUACARAJE,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
HUACARETA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9
HUACHACALLA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HUANUNI,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,7,2,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,19
HUARINA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
HUATAJATA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
HUAYLLAMARCA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
HUMANATA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
ICHOCA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
ICLA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
INCAHUASI,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,9,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,18
INGAVI (HUMAITA),vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
INQUISIVI,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
IRUPANA (VILLA DE LANZA),vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,4,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,15
IXIAMAS,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,4,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,17
JESUS DE MACHACA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,11
LA ASUNTA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,36,22,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,26,65
LA GUARDIA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,88,78,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,85,180
LA PAZ,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,381,383,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,391,782
LAGUNILLAS,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
LAJA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,14,9,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,28
LAS CARRERAS,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
LLALLAGUA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,8,12,35,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,33,76
LLICA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
LORETO,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
LURIBAY,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
MACHACAMARCA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
MACHARETI,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
MAGDALENA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,9,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,17
MAIRANA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,8,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,20
MALLA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
MAPIRI,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,23,39
MECAPACA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,3,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13
MINEROS,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,10,11,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,31
MIZQUE,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,8,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,20
MOCOMOCO,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,4,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,15
MOJINETE,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
MOJOCOYA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
MONTEAGUDO,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,12,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,21
MONTERO,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,83,94,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,105,196
MORO MORO,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
MOROCHATA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
NACEBE (SANTA ROSA DEL ABUNA),vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
NAZACARA DE PACAJES,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
OCURI,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,2,6,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,18
OKINAWA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,7,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,20
OMEREQUE,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
ORURO,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,211,206,23,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,232,466
PADCAYA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,7,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,17
PADILLA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
PAILON,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,19,13,39,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,40,98
PALCA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,12,14,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,22,36
PALOS BLANCOS,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,17,23,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,28,53
PAMPA AULLAGAS,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PAMPA GRANDE,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
PAPEL PAMPA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
PASORAPA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
PATACAMAYA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,15,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,10,29
PAZÑA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
PELECHUCO,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
POCOATA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,8,1,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,26
POCONA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,2,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,15
POJO (CBBA),vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,5,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,19
POOPO,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,13
PORCO,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,10,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,27
POROMA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,12,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,22
PORONGO,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,7,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,18
PORTACHUELO,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,7,7,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,18
PORVENIR,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
POSTRER VALLE,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-10-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
