,group,variable,month,INFLUENZA ESTACIONAL DOSIS UNICA < A 1 AÑO - D,INFLUENZA ESTACIONAL DOSIS UNICA < A 1 AÑO - D,INFLUENZA ESTACIONAL DOSIS UNICA < A 1 AÑO - F,INFLUENZA ESTACIONAL DOSIS UNICA < A 1 AÑO - F,INFLUENZA ESTACIONAL DOSIS UNICA 12 A 23 MESES - D,INFLUENZA ESTACIONAL DOSIS UNICA 12 A 23 MESES - D,INFLUENZA ESTACIONAL DOSIS UNICA 12 A 23 MESES - F,INFLUENZA ESTACIONAL DOSIS UNICA 12 A 23 MESES - F,INFLUENZA ESTACIONAL DOSIS UNICA 2 AÑOS - D,INFLUENZA ESTACIONAL DOSIS UNICA 2 AÑOS - D,INFLUENZA ESTACIONAL DOSIS UNICA 2 AÑOS - F,INFLUENZA ESTACIONAL DOSIS UNICA 2 AÑOS - F,INFLUENZA ESTACIONAL DOSIS UNICA 3 AÑOS - D,INFLUENZA ESTACIONAL DOSIS UNICA 3 AÑOS - D,INFLUENZA ESTACIONAL DOSIS UNICA 3 AÑOS - F,INFLUENZA ESTACIONAL DOSIS UNICA 3 AÑOS - F,INFLUENZA ESTACIONAL DOSIS UNICA 4 AÑOS - D,INFLUENZA ESTACIONAL DOSIS UNICA 4 AÑOS - D,INFLUENZA ESTACIONAL DOSIS UNICA 4 AÑOS - F,INFLUENZA ESTACIONAL DOSIS UNICA 4 AÑOS - F,TOTALES,TOTALES,TOTALES
COLPA BELGICA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,2,2,2,3,0,0,2,2,0,0,3,2,0,0,0,0,9,9,18
COLQUIRI,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,1,2,1,1,0,0,2,1,0,0,0,0,0,0,0,1,4,5,9
COMARAPA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
CORIPATA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,3,1,3,2,0,0,0,0,1,0,0,1,0,1,5,3,12,8,20
CORQUE,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
COTOCA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,10,9,4,2,4,2,2,2,1,1,1,0,2,1,2,1,26,18,44
CUATRO CAÑADAS,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,21
EL ALTO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,202,173,62,75,31,51,25,21,20,27,21,14,15,13,27,16,403,390,793
EL PUENTE(STC),vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
EL PUENTE(TJA),vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
EL TORNO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,20,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,17,38
ENTRE RIOS TRJ,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ESCOMA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
EXALTACION,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,4
FERNANDEZ ALONSO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,6,5,0,2,1,0,0,3,3,0,0,0,1,0,0,0,11,10,21
GENERAL SAAVEDRA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,6
GIA-TIM,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,3
GUAYARAMERIN,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,25,25,0,0,8,16,0,2,3,1,0,0,6,2,0,0,42,46,88
GUTIERREZ,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
HUACARAJE,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
HUAYLLAMARCA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
HUMANATA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,3
INQUISIVI,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2
IXIAMAS,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,0,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,8,9
LA ASUNTA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,9,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,8,18
LA GUARDIA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,4,5,1,0,4,1,0,0,2,1,0,1,1,0,1,0,13,8,21
LA PAZ,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,226,213,12,11,41,38,8,4,19,21,0,9,23,26,1,0,330,322,652
LICOMA PAMPA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2
LLICA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
LURIBAY,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
MACHACAMARCA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
MAIRANA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,5,2,0,0,12,9,21
MECAPACA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,0,3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,5,6
MOCOMOCO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
MONTERO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,52,40,15,10,0,0,0,0,0,0,0,0,0,0,0,0,67,50,117
MORO MORO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
NACEBE (SANTA ROSA DEL ABUNA),vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
OCURI,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
ORURO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,116,124,6,9,3,0,1,0,1,1,1,1,3,2,2,5,133,142,275
PAILON,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,8,7,18,11,0,0,2,3,0,0,1,1,0,0,3,1,32,23,55
PALOS BLANCOS,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PATACAMAYA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,9,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,11,12,23
PAZÑA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
POCOATA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
POJO (CBBA),vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,1,5,6
PORTACHUELO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2,1,1,0,6,2,8
POSTRER VALLE,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
POTOSI,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,13,16,6,3,0,0,0,3,0,0,1,0,0,0,0,0,20,22,42
PUCARANI,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
PUERTO ACOSTA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
PUERTO CARABUCO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
PUERTO GONZALO MORENO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PUERTO SILES,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
RIBERALTA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,18,16,1,3,0,0,0,1,1,0,0,0,1,2,9,15,30,37,67
ROBORE,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
SABAYA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,10,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,7,17
SACABAMBA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SACACA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAIPINA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SALINAS DE GARCI MENDOZA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SAN ANDRES,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,5
SAN BORJA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,18,21,13,21,1,3,2,3,2,5,4,0,3,1,1,0,44,54,98
SAN BUENA VENTURA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,6,4,2,7,0,0,0,0,0,0,0,0,0,0,0,1,8,12,20
SAN CARLOS,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,4,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,5,10
SAN IGNACIO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,2,6,6,9,0,0,0,0,0,0,0,0,0,0,0,0,8,15,23
SAN IGNACIO DE VELASCO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,23,33,20,27,8,4,29,34,6,5,0,0,15,23,0,0,101,126,227
SAN JAVIER(STC),vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,2,3
SAN JOSE DE CHIQUITOS,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,12,15,15,16,0,0,0,0,0,0,0,0,3,1,10,1,40,33,73
SAN JUAN DE YAPACANI,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,1,2,3,2,2,2,0,0,0,2,0,0,0,2,1,1,7,11,18
SAN JULIAN,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
SAN LORENZO(PND),vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SAN MATIAS,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,4,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,10,9,19
SAN PEDRO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
SAN RAFAEL,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,2,2,0,1,0,0,1,2,0,1,3,7,0,0,2,2,8,15,23
SANTA CRUZ DE LA SIERRA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,612,632,84,100,143,159,67,81,98,86,67,53,117,115,87,97,1275,1323,2598
SANTA ROSA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
SANTA ROSA DEL SARA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,2,1,2,3,0,1,2,2,0,0,0,0,0,0,0,0,6,7,13
SANTIAGO DE HUARI,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
SAPAHAQUI,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SUCRE,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,20,20,0,0,4,6,0,0,4,4,0,0,11,5,0,1,39,36,75
TACOBAMBA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
TARIJA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,1,0,0,0,2,1,1,2,1,1,0,1,0,2,0,1,5,8,13
TOLEDO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TRIGAL,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TRINIDAD,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,12,7,10,7,0,0,0,0,0,2,0,0,1,2,4,5,27,23,50
UMALA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
UNCIA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,2,3,2,2,0,0,0,0,1,0,0,1,0,0,1,0,6,6,12
URIONDO (A. CONCEPCION),vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,2
URUBICHA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,0,1,0,0,2,1,0,4,3,2,8,7,4,2,8,9,25,26,51
UYUNI,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
VALLEGRANDE,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,12,8,0,0,6,4,0,1,0,0,0,0,0,0,0,0,18,13,31
VILLA MONTES,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,10,7,0,1,1,1,3,1,0,0,0,0,0,0,0,0,14,10,24
WALDO BALLIVIAN,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11
WARNES,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,27,12,4,5,3,0,3,1,1,2,3,3,5,2,2,2,48,27,75
YACO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
YACUIBA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,31,26,2,3,1,1,2,2,2,1,3,2,0,1,0,0,41,36,77
YAPACANI,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-10-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
ACHACACHI,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
ACHOCALLA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-11-01,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,4
ANTEQUERA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-11-01,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
ASCENCION DE GUARAYOS,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-11-01,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7
BATALLAS,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-11-01,0,0,0,0,14,6,2,0,0,0,0,0,0,0,0,0,1,0,0,0,17,6,23
BETANZOS,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-11-01,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
BOLPEBRA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-11-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
BUENA VISTA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-11-01,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
CAJUATA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-11-01,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
CAMIRI,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-11-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CAQUIAVIRI,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-11-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CARACOLLO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-11-01,0,0,0,0,3,5,2,3,0,1,0,0,0,0,0,0,0,0,0,0,5,9,14
CARMEN RIVERO TORREZ,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-11-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
CHOQUE COTA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-11-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-11-01,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
COBIJA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-11-01,0,0,0,0,0,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,5,6
COCHABAMBA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-11-01,0,0,0,0,42,44,6,2,0,4,4,4,0,0,1,1,1,4,0,0,54,59,113
"COLCHA ""K""",vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-11-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
COLPA BELGICA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-11-01,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,2,4
COLQUIRI,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-11-01,0,0,0,0,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10
CORQUE,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-11-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
COTOCA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-11-01,0,0,0,0,2,3,0,0,0,0,0,0,1,1,2,0,0,1,0,0,5,5,10
EL ALTO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-11-01,0,0,0,0,128,149,53,34,24,26,15,16,12,6,11,10,17,12,23,20,283,273,556
EL CHORO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-11-01,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
EL PUENTE(STC),vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-11-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
EL PUENTE(TJA),vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-11-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
EL TORNO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-11-01,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
ENTRE RIOS TRJ,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-11-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ESCOMA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-11-01,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
FERNANDEZ ALONSO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-11-01,0,0,0,0,1,0,3,0,1,0,1,0,2,3,1,1,1,1,3,1,13,6,19
FILADELFIA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-11-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
GENERAL SAAVEDRA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-11-01,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
GUAYARAMERIN,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-11-01,0,0,0,0,8,13,15,4,3,4,1,2,1,0,1,1,1,1,5,0,35,25,60
GUTIERREZ,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-11-01,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
LA GUARDIA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-11-01,0,0,0,0,35,16,0,1,5,4,3,3,0,0,0,0,0,0,0,0,43,24,67
LA PAZ,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-11-01,0,0,0,0,200,191,11,3,21,23,4,8,5,15,1,1,17,18,0,1,259,260,519
LLICA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-11-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MACHACAMARCA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-11-01,0,0,0,0,2,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
MAGDALENA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-11-01,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
MAIRANA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,13,2,1,1,3,7,3,3,20,13,33
MOCOMOCO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-11-01,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
MONTERO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-11-01,0,0,0,0,7,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,16,23
NACEBE (SANTA ROSA DEL ABUNA),vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-11-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
OCURI,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-11-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
ORURO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-11-01,0,0,0,0,90,76,6,11,0,0,0,0,0,0,0,0,0,0,0,0,96,87,183
PADCAYA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-11-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
PAILON,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-11-01,0,0,0,0,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12
