,group,variable,month,ANTIPOLIOMELITICA 4TA DOSIS < A 1 AÑO - D,ANTIPOLIOMELITICA 4TA DOSIS < A 1 AÑO - D,ANTIPOLIOMELITICA 4TA DOSIS < A 1 AÑO - F,ANTIPOLIOMELITICA 4TA DOSIS < A 1 AÑO - F,ANTIPOLIOMELITICA 4TA DOSIS 12 A 23 MESES - D,ANTIPOLIOMELITICA 4TA DOSIS 12 A 23 MESES - D,ANTIPOLIOMELITICA 4TA DOSIS 12 A 23 MESES - F,ANTIPOLIOMELITICA 4TA DOSIS 12 A 23 MESES - F,ANTIPOLIOMELITICA 4TA DOSIS 2 AÑOS - D,ANTIPOLIOMELITICA 4TA DOSIS 2 AÑOS - D,ANTIPOLIOMELITICA 4TA DOSIS 2 AÑOS - F,ANTIPOLIOMELITICA 4TA DOSIS 2 AÑOS - F,ANTIPOLIOMELITICA 4TA DOSIS 3 AÑOS - D,ANTIPOLIOMELITICA 4TA DOSIS 3 AÑOS - D,ANTIPOLIOMELITICA 4TA DOSIS 3 AÑOS - F,ANTIPOLIOMELITICA 4TA DOSIS 3 AÑOS - F,ANTIPOLIOMELITICA 4TA DOSIS 4 AÑOS - D,ANTIPOLIOMELITICA 4TA DOSIS 4 AÑOS - D,ANTIPOLIOMELITICA 4TA DOSIS 4 AÑOS - F,ANTIPOLIOMELITICA 4TA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
COLOMI,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,8,11,0,1,1,3,0,1,0,0,0,2,0,0,0,0,9,18,27
COLPA BELGICA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,3,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,6,10
COLQUECHACA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,6,9,7,5,0,1,0,0,0,1,0,0,0,0,0,0,13,16,29
COLQUENCHA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,1,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2,5,7
COLQUIRI,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,2,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,5,3,8
COMANCHE,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3,4
COMBAYA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
CONCEPCION,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,13,15,5,5,1,1,1,1,0,0,0,1,0,1,0,0,20,24,44
COPACABANA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CORIPATA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,3,4,2,0,0,1,0,2,0,0,0,1,1,0,0,0,6,8,14
CORO CORO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,6
COROICO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,6,7,2,2,1,0,0,0,0,2,1,0,1,0,0,0,11,11,22
CORQUE,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
COTAGAITA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,8,10,2,0,1,0,0,2,0,0,0,0,0,0,0,0,11,12,23
COTOCA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,42,33,3,7,0,4,0,1,2,0,0,1,1,1,0,0,48,47,95
CUATRO CAÑADAS,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,11,14,2,3,0,0,1,0,0,0,0,0,0,0,0,0,14,17,31
CULPINA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
CURAHUARA DE CARANGAS,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CURVA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,4,6
DESAGUADERO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
EL ALTO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,235,244,113,119,38,20,18,14,13,4,10,7,15,11,8,11,450,430,880
EL CHORO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
EL PUENTE(STC),vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
EL PUENTE(TJA),vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
EL TORNO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,38,49,3,5,3,1,1,0,1,1,0,0,0,0,1,0,47,56,103
EL VILLAR,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
ENTRE RIOS TRJ,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,12,7,2,1,0,1,0,0,0,0,0,0,0,0,0,0,14,9,23
ENTRE RIOS CBBA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,26,25,9,12,2,0,4,0,2,0,2,2,1,1,1,0,47,40,87
ESCOMA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,4,2,6
ESMERALDA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
EUCALIPTUS,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,6
EUREKA (SANTOS MERCADO),vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2
EXALTACION,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,3
FERNANDEZ ALONSO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,3,2,4,10,0,0,0,0,0,0,0,0,0,0,0,0,7,12,19
FILADELFIA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,5
GAIOC JATUN AYLLU YURA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
GENERAL SAAVEDRA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,4,5,1,0,1,0,0,0,0,1,0,0,0,1,0,0,6,7,13
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,3,4,7
GUANAY,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,1,8,5,4,0,0,0,0,0,0,0,0,0,0,0,0,6,12,18
GUAQUI,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
GUAYARAMERIN,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,10,12,4,2,3,3,5,6,0,0,0,1,1,0,0,1,23,25,48
HUACARAJE,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
HUACARETA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,8
HUACAYA (VILLA DE HUACAYA),vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
HUANUNI,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,1,2,1,6,1,1,0,1,1,2,0,0,0,0,0,0,4,12,16
HUARINA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,4,7
HUATAJATA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2
HUAYLLAMARCA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
HUMANATA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
ICHOCA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
ICLA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
INCAHUASI,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,7,9
INGAVI (HUMAITA),vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
INQUISIVI,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,3,0,4,3,1,1,0,0,0,0,0,0,0,0,0,0,8,4,12
IRUPANA (VILLA DE LANZA),vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,8,3,1,4,0,0,0,1,0,0,0,0,0,0,0,0,9,8,17
IXIAMAS,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,6,5,3,3,1,0,0,2,0,0,0,0,0,0,0,0,10,10,20
JESUS DE MACHACA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
LA ASUNTA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,24,19,6,3,1,1,4,4,0,1,2,1,1,1,1,1,39,31,70
LA GUARDIA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,82,48,4,5,4,3,5,7,0,2,2,3,2,0,1,2,100,70,170
LA PAZ,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,229,210,2,6,34,28,1,3,15,11,2,2,18,15,1,0,302,275,577
LAJA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,5,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13
LAS CARRERAS,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
LICOMA PAMPA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
LLALLAGUA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,20,11,16,17,0,1,1,1,0,0,2,0,1,1,0,2,40,33,73
LLICA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
LORETO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
LURIBAY,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,9
MACHACAMARCA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MACHARETI,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,6
MAGDALENA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,5,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,7,4,11
MAIRANA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,7,14
MALLA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
MAPIRI,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,9,6,0,3,0,1,0,0,0,1,0,0,0,0,0,0,9,11,20
MECAPACA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
MINEROS,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,15,10,7,7,1,1,1,0,0,0,0,0,0,0,0,1,24,19,43
MIZQUE,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,7,6,3,1,0,0,0,1,0,0,1,0,0,0,1,0,12,8,20
MOCOMOCO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
MOJINETE,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MOJOCOYA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
MONTEAGUDO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,17,15,1,0,0,1,0,0,1,0,0,0,1,0,0,0,20,16,36
MONTERO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,39,49,7,6,3,2,0,1,0,0,1,1,1,0,1,1,52,60,112
MORO MORO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
MOROCHATA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
NACEBE (SANTA ROSA DEL ABUNA),vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
OCURI,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
OKINAWA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,10,10,2,3,0,0,0,0,0,0,0,0,0,0,0,0,12,13,25
OMEREQUE,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
ORURO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,149,160,14,18,13,12,6,7,5,9,4,4,2,3,2,3,195,216,411
PADCAYA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,3,6,2,1,0,0,0,0,0,0,0,1,0,0,0,0,5,8,13
PADILLA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
PAILON,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,16,8,5,4,1,1,0,0,0,0,1,1,0,0,1,1,24,15,39
PALCA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,6,8,0,3,2,0,0,0,1,0,0,1,0,0,0,0,9,12,21
PALOS BLANCOS,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,12,13,4,6,1,0,2,2,0,0,0,2,0,0,0,0,19,23,42
PAMPA AULLAGAS,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PAMPA GRANDE,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,9,5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,11,6,17
PAPEL PAMPA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
PASORAPA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,3
PATACAMAYA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,8,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,9,8,17
PAZÑA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2
PELECHUCO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
POCOATA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,4,3,4,6,0,1,0,1,0,0,0,0,0,0,0,0,8,11,19
POCONA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,7,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,7,6,13
POJO (CBBA),vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,4,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,6,4,10
POOPO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
PORCO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,10,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,13,2,15
POROMA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,6,3,2,2,0,1,0,1,0,0,0,0,0,0,0,0,8,7,15
PORONGO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,8,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,11,9,20
PORTACHUELO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,12,12,0,0,1,2,1,0,1,0,0,0,0,0,0,0,15,14,29
PORVENIR,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
POTOSI,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,108,115,17,13,9,4,4,5,2,5,6,4,2,3,4,3,152,152,304
PRESTO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
PUCARA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
PUCARANI,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,16,10,2,3,3,0,0,0,0,0,0,0,0,0,0,0,21,13,34
PUERTO ACOSTA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,6
PUERTO CARABUCO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
PUERTO GONZALO MORENO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,2,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,6,8,14
PUERTO PEREZ,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
PUERTO QUIJARRO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,0,4,0,1,0,1,0,1,2,0,0,0,3,3,1,1,6,11,17
PUERTO RICO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2
PUERTO SUAREZ,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,12,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,13,25
PUERTO VILLARROEL,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,29,33,17,18,0,0,5,6,2,1,5,1,0,0,3,3,61,62,123
PUNA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,4,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12
PUNATA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,4,3,7,4,0,1,0,0,1,0,0,0,0,1,2,1,14,10,24
QUIABAYA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
QUILLACOLLO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,49,32,42,36,3,0,7,1,1,1,5,2,0,0,1,1,108,73,181
QUIME,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,3,1,5,2,0,0,1,2,1,0,4,1,0,0,0,0,14,6,20
QUIRUSILLAS,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
RAQAYPAMPA(ETA),vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,0,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6,7
RAVELO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,0,1,3,6,0,1,0,0,0,0,0,0,0,0,0,0,3,8,11
REYES,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,1,1,7,7,1,2,2,3,1,0,2,2,0,0,0,3,14,18,32
RIBERALTA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,47,35,1,0,12,12,0,0,4,2,0,0,6,4,0,0,70,53,123
ROBORE,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,5,8,2,0,1,2,0,1,2,0,0,0,1,0,1,0,12,11,23
RURRENABAQUE,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,18,10,2,4,1,1,1,0,0,0,2,0,0,0,1,1,25,16,41
SABAYA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SACABA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,82,66,7,10,5,3,0,1,2,1,1,1,0,4,1,0,98,86,184
SACABAMBA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
SACACA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,3,6,4,6,0,0,0,0,0,0,0,0,0,0,0,0,7,12,19
SALINAS DE GARCI MENDOZA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
SAMAIPATA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,10,4,0,1,0,0,1,0,0,0,0,0,0,0,0,1,11,6,17
SAN ANDRES,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,0,2,4,5,0,1,0,0,0,0,0,0,0,0,0,0,4,8,12
