,group,variable,month,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS < A 1 AÑO - D,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS < A 1 AÑO - D,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS < A 1 AÑO - F,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS < A 1 AÑO - F,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS 12 A 23 MESES - D,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS 12 A 23 MESES - D,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS 12 A 23 MESES - F,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS 12 A 23 MESES - F,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS 2 AÑOS - D,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS 2 AÑOS - D,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS 2 AÑOS - F,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS 2 AÑOS - F,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS 3 AÑOS - D,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS 3 AÑOS - D,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS 3 AÑOS - F,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS 3 AÑOS - F,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS 4 AÑOS - D,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS 4 AÑOS - D,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS 4 AÑOS - F,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
SANTIAGO DE HUARI,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-09-01,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
SAPAHAQUI,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-09-01,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
SENA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-09-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SICAYA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-09-01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
SORATA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-09-01,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
SUCRE,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-09-01,4,13,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,23
TACACOMA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-09-01,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
TACOBAMBA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-09-01,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
TARIJA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-09-01,32,38,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,39,78
TARVITA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-09-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
TINGUIPAYA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-09-01,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
TIPUANI,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-09-01,1,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,13
TIQUIPAYA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-09-01,26,25,14,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,42,82
TOLEDO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-09-01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
TORO TORO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-09-01,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
TOTORA(CBBA),vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-09-01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
TRIGAL,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-09-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
TRINIDAD,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-09-01,13,23,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,25,40
TUPIZA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-09-01,12,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,24
TURCO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-09-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
UNCIA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-09-01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
URIONDO (A. CONCEPCION),vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-09-01,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,8
URUBICHA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-09-01,1,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,9
UYUNI,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-09-01,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
VALLEGRANDE,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-09-01,7,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,18
VIACHA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-09-01,14,13,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17,37
VILLA CHARCAS,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-09-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
VILLA MONTES,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-09-01,16,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,33
VILLAZON,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-09-01,6,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,14
WALDO BALLIVIAN,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-09-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
WARNES,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-09-01,49,44,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,46,95
YACUIBA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-09-01,40,58,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,61,104
YAPACANI,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-09-01,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
YOTALA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-09-01,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
YUNCHARA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-09-01,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
ACHACACHI,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
ACHOCALLA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
ANTEQUERA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
ASCENCION DE GUARAYOS,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
ATOCHA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
AUCAPATA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BATALLAS,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13
BERMEJO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BETANZOS,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
BOLPEBRA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
BUENA VISTA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11
CABEZAS,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
CAJUATA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
CALAMARCA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
CAMIRI,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
CAQUIAVIRI,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
CARACOLLO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,3,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,16
CARMEN RIVERO TORREZ,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
CHAQUI,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
CHARAGUA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CHAYANTA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CHOQUE COTA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
COBIJA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,9,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,23
COCHABAMBA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,93,87,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,89,189
"COLCHA ""K""",vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
COLPA BELGICA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
COLQUIRI,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
COMARAPA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
COPACABANA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
CORIPATA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10
CORQUE,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
COTAGAITA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
COTOCA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,15,12,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,33
CUATRO CAÑADAS,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,19
EL ALTO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,214,313,68,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,361,643
EL CHORO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
EL PUENTE(STC),vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,4,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13
EL TORNO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,16,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,24,41
ENTRE RIOS TRJ,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
ESCOMA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
EXALTACION,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
FERNANDEZ ALONSO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10
GENERAL SAAVEDRA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
GUAYARAMERIN,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,35,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,28,63
GUTIERREZ,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
HUAYLLAMARCA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
HUMANATA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
INQUISIVI,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
LA ASUNTA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,10,10,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,25
LA GUARDIA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12
LA PAZ,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,249,265,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,271,525
LLICA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
LURIBAY,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
MACHACAMARCA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
MECAPACA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
MOCOMOCO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
MONTERO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,63,52,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,56,125
NACEBE (SANTA ROSA DEL ABUNA),vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
OCURI,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7
ORURO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,96,95,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,106,214
PAILON,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,14,13,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,27,52
PATACAMAYA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15
PAZÑA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
POCOATA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
POROMA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
POSTRER VALLE,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
POTOSI,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,30,22,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,24,56
PUCARA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
PUERTO ACOSTA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
PUERTO CARABUCO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PUERTO GONZALO MORENO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
PUERTO SILES,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
PUNA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
QUIRUSILLAS,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
RIBERALTA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,29,23,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,24,56
SABAYA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
SAIPINA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
SALINAS DE GARCI MENDOZA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAMAIPATA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN ANDRES,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
SAN BORJA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,25,30,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,39,76
SAN BUENA VENTURA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,4,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,14
SAN CARLOS,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
SAN IGNACIO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,1,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12
SAN IGNACIO DE VELASCO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,36,29,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,41,93
SAN JAVIER(STC),vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
SAN JOSE DE CHIQUITOS,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,18,13,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,17,41
SAN JUAN DE YAPACANI,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
SAN LORENZO(PND),vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
SAN MATIAS,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,10,13,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,31
SAN PEDRO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
SAN PEDRO DE TIQUINA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
