,group,variable,month,PENTAVELENTE 3RA DOSIS < A 1 AÑO - D,PENTAVELENTE 3RA DOSIS < A 1 AÑO - D,PENTAVELENTE 3RA DOSIS < A 1 AÑO - F,PENTAVELENTE 3RA DOSIS < A 1 AÑO - F,PENTAVELENTE 3RA DOSIS 12 A 23 MESES - D,PENTAVELENTE 3RA DOSIS 12 A 23 MESES - D,PENTAVELENTE 3RA DOSIS 12 A 23 MESES - F,PENTAVELENTE 3RA DOSIS 12 A 23 MESES - F,PENTAVELENTE 3RA DOSIS 2 AÑOS - D,PENTAVELENTE 3RA DOSIS 2 AÑOS - D,PENTAVELENTE 3RA DOSIS 2 AÑOS - F,PENTAVELENTE 3RA DOSIS 2 AÑOS - F,PENTAVELENTE 3RA DOSIS 3 AÑOS - D,PENTAVELENTE 3RA DOSIS 3 AÑOS - D,PENTAVELENTE 3RA DOSIS 3 AÑOS - F,PENTAVELENTE 3RA DOSIS 3 AÑOS - F,PENTAVELENTE 3RA DOSIS 4 AÑOS - D,PENTAVELENTE 3RA DOSIS 4 AÑOS - D,PENTAVELENTE 3RA DOSIS 4 AÑOS - F,PENTAVELENTE 3RA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
CARIPUYO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
CARMEN RIVERO TORREZ,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
CHACARILLA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CHALLAPATA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,22,17,3,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,24,50
CHAQUI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,11
CHARAGUA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,27,16,19,22,0,0,4,2,1,0,4,2,0,0,0,0,0,0,1,0,56,42,98
CHARAÑA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CHAYANTA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,8
CHIMORE,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,16,16,9,7,1,2,2,4,0,2,1,1,0,1,1,0,0,0,0,1,30,34,64
CHIPAYA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
CHOQUE COTA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CHUA COCANI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
CHULUMANI (V. DE LA LIBERTAD),vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,7,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,15
CHUMA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,4
CKOCHAS,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,7,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,17
CLIZA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,7,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,19
COBIJA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,32,24,16,21,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,50,47,97
COCAPATA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,10,5,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,27
COCHABAMBA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,372,312,15,12,7,8,6,11,8,6,5,3,5,3,9,3,4,3,5,3,436,364,800
COIPASA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
COLCAPIRHUA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,24,23,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,28,54
"COLCHA ""K""",vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
COLLANA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
COLOMI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,18,13,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,17,36
COLPA BELGICA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12
COLQUECHACA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,4,9,4,2,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,10,14,24
COLQUENCHA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,13
COLQUIRI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,10,7,6,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,14,30
COMANCHE,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
COMARAPA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,8,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,20
COMBAYA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CONCEPCION,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,22,12,2,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,25,21,46
COPACABANA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,7,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
CORIPATA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,13,11,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,13,28
CORO CORO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
COROICO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,8,5,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,7,18
CORQUE,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
COTAGAITA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,17,13,2,0,4,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23,19,42
COTOCA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,74,65,17,14,1,2,1,5,1,0,4,0,3,0,1,4,1,0,0,0,103,90,193
CUATRO CAÑADAS,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,19,13,5,5,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,27,19,46
CUCHUMUELA (V. G. VILLARROEL),vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
CUEVO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
CULPINA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,4,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,17
CURAHUARA DE CARANGAS,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
CURVA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
DESAGUADERO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
EL ALTO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,370,385,138,155,17,23,12,15,5,7,8,11,11,7,12,12,5,3,4,9,582,627,1209
EL CHORO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
EL PUENTE(STC),vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,5,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12
EL PUENTE(TJA),vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
EL TORNO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,29,36,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,36,68
EL VILLAR,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
ENTRE RIOS TRJ,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,6,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,16
ENTRE RIOS CBBA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,27,39,6,7,1,0,2,4,1,2,2,3,1,0,0,0,0,1,0,1,40,57,97
ESCOMA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
ESMERALDA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
EUCALIPTUS,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
EUREKA (SANTOS MERCADO),vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
EXALTACION,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
FERNANDEZ ALONSO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,6,7,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,25
FILADELFIA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,2,2,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,17
GAIOC JATUN AYLLU YURA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
GENERAL SAAVEDRA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,8,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,23
GIA-TIM,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,2,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,7,7,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,18
GUANAY,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,8,2,10,7,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,19,11,30
GUAQUI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
GUAYARAMERIN,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,26,28,1,0,1,1,0,0,0,2,0,0,1,0,0,0,1,4,0,0,30,35,65
GUTIERREZ,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,10,10,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,19,32
HUACARAJE,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
HUACARETA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,2,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10
HUACAYA (VILLA DE HUACAYA),vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HUACHACALLA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
HUANUNI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,5,6,6,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,13,13,26
HUARINA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
HUATAJATA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HUAYLLAMARCA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
HUMANATA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
ICHOCA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,3,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10
ICLA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
INCAHUASI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,7,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,15
INGAVI (HUMAITA),vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
INQUISIVI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,7,2,0,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,6,16
IRUPANA (VILLA DE LANZA),vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,9,4,8,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,29
IXIAMAS,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,1,3,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,14
JESUS DE MACHACA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
LA ASUNTA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,27,25,9,6,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,38,34,72
LA GUARDIA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,84,86,6,5,1,1,2,2,1,1,1,3,0,1,3,0,0,0,3,0,101,99,200
LA PAZ,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,362,356,2,9,9,12,1,1,7,3,0,1,8,3,1,1,2,3,1,0,393,389,782
LA RIVERA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
LAGUNILLAS,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
LAJA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,12,11,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,16,13,29
LAS CARRERAS,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
LICOMA PAMPA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
LLALLAGUA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,12,14,31,39,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,44,54,98
LORETO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
LURIBAY,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11
MACHACAMARCA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,3,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,6,9
MACHARETI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,13
MAGDALENA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,12,6,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,9,23
MAIRANA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,15
MALLA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MAPIRI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,13,17,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,34
MECAPACA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,5,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10
MINEROS,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,25,10,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27,15,42
MIZQUE,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,10,8,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,23
MOCOMOCO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,6,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14
MOJOCOYA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7
MONTEAGUDO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,12,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,28
MONTERO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,109,95,17,18,1,1,1,1,0,1,0,2,0,0,1,1,1,0,0,0,130,119,249
MORO MORO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
MOROCHATA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,0,1,2,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,7,9
NACEBE (SANTA ROSA DEL ABUNA),vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
NAZACARA DE PACAJES,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
OCURI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,6,12,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,22
OKINAWA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,3,8,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,20
OMEREQUE,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,2,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10
ORURO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,187,209,24,26,8,8,6,9,3,1,5,5,1,2,6,6,0,0,3,4,243,270,513
PADCAYA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,7,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,20
PADILLA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
PAILON,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,21,7,41,29,1,1,16,6,0,1,14,6,0,0,6,8,1,1,2,1,102,60,162
PALCA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,6,10,11,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,19,37
PALOS BLANCOS,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,18,15,11,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,29,30,59
PAMPA AULLAGAS,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
PAMPA GRANDE,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,6,9
PAPEL PAMPA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
PASORAPA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
PATACAMAYA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,8,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,18
PAZÑA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
PELECHUCO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,4,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,16
POCOATA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,11,10,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,33
POCONA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,4,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,14
POJO (CBBA),vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,2,7,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,10,12
POOPO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,6,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,4,12
PORCO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,12,9,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,13,28
POROMA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,4,6,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,19
PORONGO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,10,7,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,21
PORTACHUELO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,12,9,3,0,1,1,1,1,0,0,3,0,0,0,0,2,0,0,0,1,20,14,34
PORVENIR,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,1,2,4,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6,5,11
POSTRER VALLE,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
POTOSI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,170,174,31,22,8,4,7,7,2,4,10,3,3,10,6,12,0,2,2,1,239,239,478
PRESTO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,3,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
PUCARA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
PUCARANI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,18,8,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,12,35
PUERTO ACOSTA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,9
