,group,variable,month,SRP 1RA DOSIS < A 1 AÑO - D,SRP 1RA DOSIS < A 1 AÑO - D,SRP 1RA DOSIS < A 1 AÑO - F,SRP 1RA DOSIS < A 1 AÑO - F,SRP 1RA DOSIS 12 A 23 MESES - D,SRP 1RA DOSIS 12 A 23 MESES - D,SRP 1RA DOSIS 12 A 23 MESES - F,SRP 1RA DOSIS 12 A 23 MESES - F,SRP 1RA DOSIS 2 AÑOS - D,SRP 1RA DOSIS 2 AÑOS - D,SRP 1RA DOSIS 2 AÑOS - F,SRP 1RA DOSIS 2 AÑOS - F,SRP 1RA DOSIS 3 AÑOS - D,SRP 1RA DOSIS 3 AÑOS - D,SRP 1RA DOSIS 3 AÑOS - F,SRP 1RA DOSIS 3 AÑOS - F,SRP 1RA DOSIS 4 AÑOS - D,SRP 1RA DOSIS 4 AÑOS - D,SRP 1RA DOSIS 4 AÑOS - F,SRP 1RA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
CHAYANTA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,6,3,9,4,0,0,0,0,0,0,0,0,0,0,0,0,15,7,22
CHIMORE,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,17,16,8,13,1,1,3,1,2,0,1,0,0,0,0,1,32,32,64
CHIPAYA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
CHOQUE COTA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CHUA COCANI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
CHULUMANI (V. DE LA LIBERTAD),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,7,6,13,8,0,0,2,1,2,0,1,3,0,0,3,1,28,19,47
CHUMA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,3,1,1,2,0,0,0,0,0,0,1,1,0,0,0,0,5,4,9
CKOCHAS,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,1,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,7,9,16
CLIZA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,14,11,5,5,0,0,0,0,0,0,1,1,0,0,0,0,20,17,37
COBIJA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,17,12,28,19,0,1,1,1,0,0,1,1,0,0,1,0,48,34,82
COCAPATA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,13,6,9,11,1,0,0,0,0,0,1,0,0,0,0,1,24,18,42
COCHABAMBA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,334,351,32,40,9,11,10,11,7,8,14,7,9,9,12,4,427,441,868
COLCAPIRHUA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,24,22,2,3,0,1,1,0,0,1,0,2,1,0,0,1,28,30,58
"COLCHA ""K""",vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,8,3,0,5,0,0,0,0,0,0,0,0,0,1,0,0,8,9,17
COLOMI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,9,6,6,1,0,2,0,0,2,0,0,0,0,1,0,0,17,10,27
COLPA BELGICA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
COLQUECHACA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,5,1,7,5,2,0,0,0,2,0,2,3,0,0,0,0,18,9,27
COLQUENCHA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,2,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12
COLQUIRI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,5,6,11,3,0,0,1,0,0,0,0,0,0,0,0,0,17,9,26
COMANCHE,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
COMARAPA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,21
CONCEPCION,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,16,14,7,1,0,0,0,0,1,1,0,0,0,1,0,0,24,17,41
CORIPATA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,9,8,3,5,0,0,0,0,1,1,0,0,0,0,0,2,13,16,29
CORO CORO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
COROICO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,7,8,3,4,0,0,1,0,0,0,0,0,0,0,0,0,11,12,23
CORQUE,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
COTAGAITA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,10,6,3,5,0,0,0,0,0,0,0,0,0,0,0,0,13,11,24
COTOCA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,50,48,21,19,0,2,9,2,3,1,0,2,1,0,0,4,84,78,162
CUATRO CAÑADAS,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,4,7,4,6,0,0,0,0,0,0,0,0,0,0,0,0,8,13,21
CUEVO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
CULPINA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,8,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,10,10,20
CURAHUARA DE CARANGAS,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
CURVA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,1,3,4
DESAGUADERO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,2,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,6,8,14
EL ALTO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,365,338,198,175,20,20,14,24,13,9,19,6,6,5,19,10,654,587,1241
EL CHORO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
EL PUENTE(STC),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,7,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,9,9,18
EL PUENTE(TJA),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,6,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,9,4,13
EL TORNO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,40,27,7,6,0,0,0,1,0,1,1,0,1,0,0,0,49,35,84
EL VILLAR,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ENTRE RIOS TRJ,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,5,9,0,3,0,0,0,0,0,1,0,0,0,0,0,0,5,13,18
ENTRE RIOS CBBA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,19,29,12,6,0,1,2,2,2,1,1,3,0,1,1,1,37,44,81
ESCOMA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
ESMERALDA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
EUCALIPTUS,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,1,0,0,1,0,5,2,7
EUREKA (SANTOS MERCADO),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
EXALTACION,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
FERNANDEZ ALONSO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,1,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,9,6,15
FILADELFIA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,1,0,7,2,0,0,0,0,0,0,1,0,0,0,0,0,9,2,11
GAIOC JATUN AYLLU YURA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,8
GENERAL SAAVEDRA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,8,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,8,16
GIA-TIM,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,13
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
GUANAY,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,6,9,7,5,0,0,0,0,0,0,0,0,0,0,0,0,13,14,27
GUAQUI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
GUAYARAMERIN,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,20,24,3,0,0,2,0,1,1,0,0,0,0,0,0,0,24,27,51
GUTIERREZ,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,4,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15
HUACARAJE,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HUACARETA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10
HUACAYA (VILLA DE HUACAYA),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
HUACHACALLA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
HUANUNI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,5,4,3,5,0,0,0,0,0,0,0,1,0,0,0,0,8,10,18
HUARINA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
HUAYLLAMARCA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
HUMANATA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ICHOCA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
ICLA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
INCAHUASI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,2,10,10,8,0,0,0,0,0,0,0,0,0,0,0,0,12,18,30
INGAVI (HUMAITA),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
INQUISIVI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,6,1,4,3,0,0,0,0,1,0,0,0,0,0,0,0,11,4,15
IRUPANA (VILLA DE LANZA),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,3,5,3,2,0,0,1,1,0,0,0,0,0,0,0,0,7,8,15
IXIAMAS,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,0,1,2,6,1,0,1,1,0,0,0,0,0,0,1,0,5,8,13
JESUS DE MACHACA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,8,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,6,15
LA ASUNTA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,25,16,13,7,1,1,1,4,1,2,6,2,5,2,5,3,57,37,94
LA GUARDIA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,79,79,12,21,2,0,1,4,1,1,0,2,1,0,3,4,99,111,210
LA PAZ,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,371,356,8,12,23,13,4,1,6,7,1,3,10,11,1,1,424,404,828
LAGUNILLAS,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,1,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,2,5,7
LAJA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,9,11,2,3,0,0,0,0,0,0,0,0,0,0,0,0,11,14,25
LAS CARRERAS,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
LICOMA PAMPA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
LLALLAGUA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,17,19,30,25,0,0,1,0,0,0,1,1,0,1,0,1,49,47,96
LLICA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
LORETO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
LURIBAY,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
MACHACAMARCA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
MACHARETI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
MAGDALENA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,5,6,5,5,0,0,1,0,0,0,0,0,0,0,2,0,13,11,24
MAIRANA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,12,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,13,11,24
MALLA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
MAPIRI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,14,11,7,4,2,0,3,4,0,0,0,0,1,0,2,6,29,25,54
MECAPACA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,4,4,3,5,0,0,0,0,0,0,0,0,0,0,0,1,7,10,17
MINEROS,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,9,14,9,9,0,0,0,0,0,0,0,2,0,0,0,1,18,26,44
MIZQUE,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,11,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,19
MOCOMOCO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,3,2,3,3,0,0,1,0,0,0,3,4,1,1,3,4,14,14,28
MOJOCOYA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
MONTEAGUDO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,12,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,16,9,25
MONTERO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,72,68,28,17,5,3,5,4,0,1,9,4,1,0,0,3,120,100,220
MORO MORO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
MOROCHATA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,2,1,7,2,0,0,0,0,1,0,0,0,0,0,0,0,10,3,13
NACEBE (SANTA ROSA DEL ABUNA),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
NAZACARA DE PACAJES,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
OCURI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,2,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3,8,11
OKINAWA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,2,1,6,3,0,0,0,1,0,0,0,1,0,0,0,0,8,6,14
OMEREQUE,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11
ORURO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,176,159,39,23,3,7,5,6,5,3,7,10,0,1,7,7,242,216,458
PADCAYA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,8,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,9,7,16
PADILLA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10
PAILON,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,11,11,43,39,2,0,7,6,0,0,2,4,2,1,1,3,68,64,132
PALCA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,7,6,15,14,0,0,0,0,0,0,0,0,0,0,0,0,22,20,42
PALOS BLANCOS,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,8,11,11,8,0,0,1,0,0,0,0,0,0,0,0,1,20,20,40
PAMPA AULLAGAS,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
PAMPA GRANDE,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2,7
PAPEL PAMPA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
PASORAPA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
PATACAMAYA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,17,10,3,2,0,0,0,1,0,0,0,0,0,0,0,0,20,13,33
PAZÑA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PELECHUCO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,9,3,1,4,0,0,0,1,0,0,0,0,0,0,0,0,10,8,18
POCOATA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,2,7,11,9,0,0,0,0,0,0,0,0,0,0,0,0,13,16,29
POCONA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,4,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,10,7,17
POJO (CBBA),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,8,6,5,5,0,0,1,0,0,0,0,2,2,0,0,0,16,13,29
POOPO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,6,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
PORCO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,12,9,0,4,0,0,0,1,0,0,0,0,1,0,2,0,15,14,29
POROMA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,6,5,4,2,0,0,0,0,0,0,0,0,0,0,0,1,10,8,18
PORONGO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,5,4,6,8,0,0,0,0,0,0,0,0,0,0,0,0,11,12,23
PORTACHUELO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,5,10,10,8,0,0,2,0,0,1,4,0,0,0,0,1,21,20,41
PORVENIR,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11
POTOSI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,160,142,101,87,6,6,19,15,0,1,20,16,3,1,7,7,316,275,591
PRESTO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
PUCARA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PUCARANI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,11,7,13,12,1,0,1,0,0,0,0,1,0,1,0,0,26,21,47
PUERTO ACOSTA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,3,4,7
PUERTO CARABUCO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,5,2,3,2,0,2,0,1,1,0,0,0,0,0,0,0,9,7,16
PUERTO GONZALO MORENO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
PUERTO PEREZ,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,1,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,6,7
PUERTO QUIJARRO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,5,12,1,0,0,0,0,0,1,0,1,1,0,0,0,0,8,13,21
PUERTO SILES,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PUERTO SUAREZ,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,29,19,4,3,0,0,0,0,0,0,0,0,0,0,0,0,33,22,55
PUERTO VILLARROEL,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,40,34,17,14,3,0,4,3,0,0,4,0,1,2,4,2,73,55,128
PUNA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,5,4,8,2,0,0,0,0,0,0,0,0,0,0,0,0,13,6,19
PUNATA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,17,16,12,10,0,0,0,1,0,0,0,0,0,0,1,0,30,27,57
QUIABAYA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
QUILLACOLLO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,71,71,53,50,1,3,6,5,3,1,6,7,4,3,2,3,146,143,289
QUIME,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
QUIRUSILLAS,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
RAQAYPAMPA(ETA),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
RAVELO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,0,0,9,3,0,1,0,0,0,0,0,0,0,0,0,0,9,4,13
REYES,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,4,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12
RIBERALTA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,86,70,6,9,3,2,0,0,0,2,0,0,0,0,1,1,96,84,180
ROBORE,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,6,7,10,13,0,0,1,0,0,0,0,1,0,0,1,0,18,21,39
RURRENABAQUE,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,11,3,4,4,0,0,2,1,0,0,2,0,0,0,0,0,19,8,27
SABAYA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
SACABA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,61,58,28,18,2,1,5,6,1,0,1,3,0,0,3,2,101,88,189
