,group,variable,month,SRP 2DA DOSIS < A 1 AÑO - D,SRP 2DA DOSIS < A 1 AÑO - D,SRP 2DA DOSIS < A 1 AÑO - F,SRP 2DA DOSIS < A 1 AÑO - F,SRP 2DA DOSIS 12 A 23 MESES - D,SRP 2DA DOSIS 12 A 23 MESES - D,SRP 2DA DOSIS 12 A 23 MESES - F,SRP 2DA DOSIS 12 A 23 MESES - F,SRP 2DA DOSIS 2 AÑOS - D,SRP 2DA DOSIS 2 AÑOS - D,SRP 2DA DOSIS 2 AÑOS - F,SRP 2DA DOSIS 2 AÑOS - F,SRP 2DA DOSIS 3 AÑOS - D,SRP 2DA DOSIS 3 AÑOS - D,SRP 2DA DOSIS 3 AÑOS - F,SRP 2DA DOSIS 3 AÑOS - F,SRP 2DA DOSIS 4 AÑOS - D,SRP 2DA DOSIS 4 AÑOS - D,SRP 2DA DOSIS 4 AÑOS - F,SRP 2DA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
RURRENABAQUE,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,15,20,0,1,1,0,0,0,0,2,0,1,1,1,0,0,17,25,42
SABAYA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,0,2,1,0,0,0,0,2,0,0,3,1,0,0,0,1,4,6,10
SACABA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,60,60,8,4,7,7,5,8,4,3,3,1,2,1,6,2,95,86,181
SACABAMBA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
SACACA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,3,6,3,4,0,0,0,0,0,0,0,0,0,0,0,0,6,10,16
SAIPINA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,7
SALINAS DE GARCI MENDOZA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
SAMAIPATA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,7,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,7,6,13
SAN AGUSTIN,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SAN ANDRES,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,3,4,1,2,1,0,0,1,0,0,0,0,0,0,0,0,5,7,12
SAN ANDRES DE MACHACA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,3
SAN ANTONIO DE ESMORUCO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,3
SAN ANTONIO DE LOMERIO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
SAN BENITO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,8,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,6,16
SAN BORJA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,31,20,10,11,1,2,2,2,1,2,2,0,1,3,0,3,48,43,91
SAN BUENA VENTURA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,5,1,1,4,1,0,2,1,0,0,1,0,0,0,0,0,10,6,16
SAN CARLOS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,18,13,8,6,0,2,2,2,0,0,0,2,1,1,0,1,29,27,56
SAN IGNACIO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,2,5,1,1,0,1,0,2,0,0,0,0,0,0,0,2,3,11,14
SAN IGNACIO DE VELASCO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,37,29,11,11,9,9,1,1,1,4,1,0,4,7,5,3,69,64,133
SAN JAVIER(BNI),vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SAN JAVIER(STC),vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,41,31,0,1,0,0,0,0,1,0,0,0,1,0,0,0,43,32,75
SAN JOAQUIN,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAN JOSE DE CHIQUITOS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,16,12,16,9,1,4,2,9,0,2,3,0,0,0,4,1,42,37,79
SAN JUAN DE YAPACANI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,3,4,5,1,0,0,0,0,0,0,0,1,0,1,1,0,9,7,16
SAN JULIAN,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,38,48,11,14,6,4,2,1,1,0,2,3,10,5,4,9,74,84,158
SAN LORENZO(PND),vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,2,4,4,3,0,0,3,4,0,1,5,4,3,3,3,5,20,24,44
SAN LORENZO(TJA),vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,10,10,4,0,0,0,0,1,0,0,0,0,0,1,0,0,14,12,26
SAN LUCAS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,7,4,5,1,0,0,0,0,0,0,0,0,0,1,0,0,12,6,18
SAN MATIAS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,2,4,0,1,0,2,0,0,1,0,0,0,0,0,1,0,4,7,11
SAN MIGUEL DE VELASCO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,4,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,8,5,13
SAN PEDRO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,4,5,2,3,1,1,0,0,1,0,0,0,0,0,0,0,8,9,17
SAN PEDRO DE BUENA VISTA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,5,9,9,7,1,1,0,1,0,0,0,0,0,0,0,0,15,18,33
SAN PEDRO DE CURAHUARA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2
SAN PEDRO DE MACHA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,6,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14
SAN PEDRO DE TIQUINA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
SAN PEDRO(PND),vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SAN RAFAEL,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,2,3,8,4,0,2,1,1,0,1,1,1,0,0,9,7,21,19,40
SAN RAMON BENI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SAN RAMON SCZ,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14
SANTA ANA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,7,9,7,7,3,1,1,3,0,1,3,5,1,0,0,2,22,28,50
SANTA CRUZ DE LA SIERRA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,634,589,77,80,83,54,87,60,42,35,39,52,48,54,79,64,1089,988,2077
SANTA ROSA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,8,11,0,2,1,0,0,0,0,0,0,0,1,1,1,0,11,14,25
SANTA ROSA DEL SARA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,7,11,1,1,0,0,0,0,1,0,0,0,0,0,0,0,9,12,21
SANTIAGO DE CALLAPA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
SANTIAGO DE HUARI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,3,3,6
SANTIAGO DE HUATA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,5
SANTIAGO DE MACHACA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
SANTIVAÑES,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,7,4,0,0,0,1,0,0,0,0,0,0,0,1,1,1,8,7,15
SANTUARIO DE QUILLACAS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAPAHAQUI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
SENA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,2,5,5,8,0,0,1,1,0,0,0,1,1,2,3,10,12,27,39
SHINAOTA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,16,13,3,2,0,1,1,0,1,0,1,1,1,0,2,1,25,18,43
SICA SICA (VILLA AROMA),vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,9,6,0,5,1,0,0,0,0,0,0,0,1,0,0,0,11,11,22
SICAYA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
SIPE SIPE,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,28,20,18,13,0,1,4,0,2,1,1,6,1,0,1,6,55,47,102
SOPACHUY,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
SORACACHI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
SORATA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,3,2,7,5,0,0,2,1,0,0,0,0,0,0,0,0,12,8,20
SUCRE,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,172,173,19,14,7,11,12,5,3,4,3,3,1,3,3,3,220,216,436
TACACHI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TACACOMA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,0,5,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,8,9
TACOBAMBA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,3,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12
TACOPAYA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
TAPACARI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,11,1,9,4,0,0,0,0,0,0,0,0,0,1,0,1,20,7,27
TARABUCO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
TARACO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,2,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,5,2,7
TARATA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2,8
TARIJA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,83,87,20,17,6,4,6,4,2,5,2,2,1,7,5,4,125,130,255
TARVITA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,9,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,15,10,25
TEOPONTE,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,2,3,5,4,0,0,2,0,0,0,0,0,2,0,4,3,15,10,25
TIAHUANACU,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5,2,7
TINGUIPAYA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,3,0,2,2,0,0,2,0,0,1,1,3,0,0,0,1,8,7,15
TIPUANI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,2,3,2,1,0,2,0,0,0,0,0,0,0,1,0,0,4,7,11
TIQUIPAYA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,22,28,21,16,1,3,0,2,5,1,2,3,3,1,1,3,55,57,112
TIRAQUE (CBBA),vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,7,4,5,5,1,0,0,0,0,0,0,0,0,0,0,0,13,9,22
TOCO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,3,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
TODOS SANTOS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2
TOLATA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
TOLEDO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,3,2,5,4,9
TOMAVE,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
TOMINA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,2,8
TORO TORO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,3,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13
TOTORA(CBBA),vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,5,6,2,4,0,0,0,0,0,0,0,0,1,0,0,0,8,10,18
TOTORA(ORR),vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
TRIGAL,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
TRINIDAD,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,33,29,5,3,10,3,10,8,1,0,4,10,1,1,5,5,69,59,128
TUPIZA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,15,21,2,1,0,0,0,0,0,0,0,0,0,0,0,0,17,22,39
TURCO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
UMALA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,2,2,4
UNCIA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,7,6,2,3,0,0,0,1,0,0,1,0,1,1,2,0,13,11,24
URIONDO (A. CONCEPCION),vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,7,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,8,8,16
URUBICHA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,3,7,4,13,0,0,1,0,0,0,0,0,0,0,1,0,9,20,29
UYUNI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,11,8,0,1,0,0,0,0,1,0,0,0,1,0,1,0,14,9,23
VACAS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8
VALLEGRANDE,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,11,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,17
VIACHA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,29,30,9,6,6,1,5,1,1,1,0,2,4,3,0,1,54,45,99
VILA VILA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
VILLA CHARCAS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,3,5
VILLA MONTES,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,16,9,4,4,0,2,1,0,1,0,0,0,3,2,0,1,25,18,43
VILLA NUEVA (LOMA ALTA),vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
VILLA RIVERO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,6
VILLA SERRANO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
VILLA TUNARI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,61,47,12,12,3,6,4,3,3,1,2,2,4,3,1,2,90,76,166
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,2,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,7,2,9
VILLAZON,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,16,14,2,1,1,1,1,1,0,1,1,0,2,2,2,0,25,20,45
VINTO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,12,17,37,25,5,0,2,7,0,3,3,2,1,1,1,2,61,57,118
VITICHI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,4,9,4,3,1,0,0,0,0,0,0,0,0,0,0,0,9,12,21
WALDO BALLIVIAN,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
WARNES,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,73,76,4,7,6,10,4,5,5,5,2,2,5,10,5,0,104,115,219
YACO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
YACUIBA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,32,31,29,31,1,0,18,16,1,0,14,10,1,1,5,8,101,97,198
YAMPARAEZ,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
YANACACHI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
YAPACANI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,18,19,24,25,1,1,2,2,1,0,0,3,1,2,0,0,47,52,99
YOTALA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
YUNCHARA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
YUNGUYO DE LITORAL,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
ZUDAÑEZ,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
ACACIO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-12-01,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,5
ACHACACHI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-12-01,0,0,0,0,9,11,1,2,0,1,0,0,0,0,0,0,0,0,0,0,10,14,24
ACHOCALLA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-12-01,0,0,0,0,9,10,0,0,2,0,0,0,1,0,0,0,1,1,0,0,13,11,24
AIQUILE,vacunacion en menores  de 5 anos,srp 2da dosis,2024-12-01,0,0,0,0,5,10,4,2,1,0,0,0,0,0,0,1,0,0,1,0,11,13,24
ALALAY,vacunacion en menores  de 5 anos,srp 2da dosis,2024-12-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ALCALA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-12-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ALTO BENI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-12-01,0,0,0,0,3,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,8,14
ANCORAIMES,vacunacion en menores  de 5 anos,srp 2da dosis,2024-12-01,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,6
ANZALDO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-12-01,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
APOLO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-12-01,0,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,20
ARAMPAMPA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-12-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
ARANI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-12-01,0,0,0,0,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5,2,7
ARBIETO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-12-01,0,0,0,0,4,15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,16,21
ARQUE,vacunacion en menores  de 5 anos,srp 2da dosis,2024-12-01,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
ASCENCION DE GUARAYOS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-12-01,0,0,0,0,9,20,1,1,0,0,1,0,0,0,0,0,0,0,0,0,11,21,32
ATOCHA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-12-01,0,0,0,0,7,6,0,1,0,0,0,0,0,0,0,0,1,1,0,0,8,8,16
AUCAPATA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-12-01,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
AYATA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-12-01,0,0,0,0,2,3,0,2,0,0,0,0,0,0,0,0,0,1,1,1,3,7,10
AYO AYO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-12-01,0,0,0,0,3,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,7,2,9
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en menores  de 5 anos,srp 2da dosis,2024-12-01,0,0,0,0,9,6,4,0,0,0,0,1,0,0,0,1,0,0,0,0,13,8,21
AZURDUY,vacunacion en menores  de 5 anos,srp 2da dosis,2024-12-01,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
BATALLAS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-12-01,0,0,0,0,6,8,1,3,0,0,0,0,0,0,2,1,0,0,0,1,9,13,22
BAURES,vacunacion en menores  de 5 anos,srp 2da dosis,2024-12-01,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,8
BELEN DE URMIRI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-12-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
BELLA FLOR,vacunacion en menores  de 5 anos,srp 2da dosis,2024-12-01,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
BERMEJO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-12-01,0,0,0,0,11,9,1,2,2,1,0,0,3,0,0,0,2,2,0,0,19,14,33
BETANZOS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-12-01,0,0,0,0,15,8,3,4,0,1,0,0,0,0,0,0,0,0,0,0,18,13,31
BOLIVAR,vacunacion en menores  de 5 anos,srp 2da dosis,2024-12-01,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
BOLPEBRA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-12-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
BUENA VISTA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-12-01,0,0,0,0,4,9,1,0,1,0,0,0,0,0,0,0,2,0,0,0,8,9,17
CAIROMA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-12-01,0,0,0,0,2,3,1,1,1,1,0,2,0,1,0,0,0,0,0,0,4,8,12
"CAIZA ""D""",vacunacion en menores  de 5 anos,srp 2da dosis,2024-12-01,0,0,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
CAJUATA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-12-01,0,0,0,0,7,3,0,0,1,0,0,0,0,0,0,0,1,1,0,0,9,4,13
CALACOTO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-12-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
CALAMARCA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-12-01,0,0,0,0,1,1,0,3,0,1,0,1,0,0,0,0,0,0,0,0,1,6,7
CAMARGO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-12-01,0,0,0,0,2,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,3,5,8
