,group,variable,month,4. Nº DE MUJERES EMBARAZADAS CON PRUEBA PARA SIFILIS (1RA PRUEBA) CANTIDAD,4. Nº DE MUJERES EMBARAZADAS CON PRUEBA PARA SIFILIS (1RA PRUEBA) CANTIDAD,TOTALES
SANTUARIO DE QUILLACAS,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,1,1
SAPAHAQUI,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,1,1
SHINAOTA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,50,50
SICA SICA (VILLA AROMA),vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,7,7
SIPE SIPE,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,99,99
SOPACHUY,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,4,4
SORACACHI,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,3,3
SORATA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,10,10
SUCRE,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,442,442
TACACOMA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,12,12
TACOBAMBA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,11,11
TAPACARI,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,12,12
TARABUCO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,6,6
TARIJA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,57,57
TARVITA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,6,6
TINGUIPAYA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,8,8
TOLEDO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,4,4
TOMAVE,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,2,2
TOMINA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,3,3
TORO TORO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,3,3
TOTORA(CBBA),vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,40,40
TOTORA(ORR),vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,3,3
TRINIDAD,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,20,20
TURCO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,4,4
UNCIA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,31,31
UYUNI,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,79,79
VILA VILA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,4,4
VILLA CHARCAS,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,5,5
VILLA SERRANO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,5,5
VILLA TUNARI,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,33,33
VILLA VACA GUZMAN (MUYUPAMPA),vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,14,14
VILLAZON,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,7,7
VINTO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,68,68
WALDO BALLIVIAN,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,2,2
YACUIBA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,22,22
YAPACANI,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,3,3
YOCALLA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,5,5
YOTALA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,3,3
ZUDAÑEZ,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,5,5
ACACIO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,3,3
ACHACACHI,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,4,4
ALCALA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,2,2
ANDAMARCA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,4,4
ANTEQUERA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,1,1
ATOCHA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,7,7
AYOPAYA (V. DE INDEPENDENCIA),vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,16,16
AZURDUY,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,9,9
BERMEJO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,2,2
BETANZOS,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,16,16
"CAIZA ""D""",vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,10,10
CAJUATA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,3,3
CAMARGO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,13,13
CAPINOTA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,14,14
CARACOLLO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,11,11
CARANAVI,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,2,2
CARIPUYO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,5,5
CARMEN RIVERO TORREZ,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,7,7
CHAQUI,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,9,9
CHAYANTA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,8,8
CHIMORE,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,20,20
CHUMA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,4,4
CKOCHAS,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,10,10
COBIJA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,3,3
COCAPATA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,30,30
COCHABAMBA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,303,303
COLCAPIRHUA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,42,42
"COLCHA ""K""",vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,11,11
COLOMI,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,25,25
COLPA BELGICA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,10,10
COLQUECHACA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,23,23
COLQUENCHA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,12,12
COMBAYA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,1,1
CONCEPCION,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,11,11
COROICO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,42,42
COTOCA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,55,55
CUATRO CAÑADAS,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,21,21
CULPINA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,8,8
CURAHUARA DE CARANGAS,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,1,1
EL ALTO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,1031,1031
EL PUENTE(TJA),vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,3,3
EL TORNO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,47,47
EL VILLAR,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,2,2
ENTRE RIOS TRJ,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,6,6
ENTRE RIOS CBBA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,73,73
EUCALIPTUS,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,1,1
FERNANDEZ ALONSO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,6,6
GAIOC JATUN AYLLU YURA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,2,2
GUAYARAMERIN,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,10,10
HUACARETA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,5,5
HUACAYA (VILLA DE HUACAYA),vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,2,2
HUARINA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,1,1
HUAYLLAMARCA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,3,3
INCAHUASI,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,4,4
JESUS DE MACHACA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,7,7
LA GUARDIA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,67,67
LA PAZ,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,106,106
LAJA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,18,18
LAS CARRERAS,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,2,2
LLICA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,2,2
LURIBAY,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,3,3
MACHACAMARCA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,5,5
MACHARETI,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,1,1
MAIRANA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,11,11
MIZQUE,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,25,25
MONTEAGUDO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,24,24
MONTERO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,55,55
MORO MORO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,1,1
OCURI,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,11,11
OMEREQUE,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,1,1
ORURO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,797,797
PADCAYA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,8,8
PADILLA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,4,4
PAILON,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,9,9
PALOS BLANCOS,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,2,2
PAMPA GRANDE,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,8,8
POCOATA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,13,13
POOPO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,3,3
PORCO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,17,17
POROMA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,3,3
PORONGO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,5,5
POTOSI,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,176,176
PRESTO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,5,5
PUERTO VILLARROEL,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,83,83
PUNA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,10,10
QUILLACOLLO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,33,33
RAVELO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,9,9
REYES,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,9,9
RIBERALTA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,306,306
ROBORE,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,12,12
SABAYA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,7,7
SACABA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,288,288
SACACA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,10,10
SALINAS DE GARCI MENDOZA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,3,3
SAMAIPATA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,11,11
SAN BORJA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,7,7
SAN CARLOS,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,2,2
SAN IGNACIO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,16,16
SAN JAVIER(BNI),vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,4,4
SAN JUAN DE YAPACANI,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,5,5
SAN JULIAN,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,63,63
SAN LUCAS,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,7,7
SAN PEDRO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,6,6
SAN PEDRO DE BUENA VISTA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,17,17
SAN PEDRO DE MACHA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,5,5
SANTA CRUZ DE LA SIERRA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,1014,1014
SANTA ROSA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,7,7
SANTA ROSA DEL SARA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,18,18
SANTIAGO DE HUATA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,2,2
SANTIVAÑES,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,1,1
SANTUARIO DE QUILLACAS,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,2,2
SAPAHAQUI,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,3,3
SICA SICA (VILLA AROMA),vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,9,9
SIPE SIPE,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,126,126
SORACACHI,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,5,5
SORATA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,9,9
SUCRE,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,338,338
TACACOMA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,9,9
TACOBAMBA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,5,5
TAPACARI,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,2,2
TARABUCO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,9,9
TARIJA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,72,72
TARVITA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,3,3
TINGUIPAYA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,12,12
TOLEDO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,2,2
TOMINA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,2,2
TORO TORO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,3,3
TOTORA(CBBA),vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,49,49
TOTORA(ORR),vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,1,1
TRIGAL,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,1,1
TRINIDAD,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,6,6
TURCO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,3,3
UNCIA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,32,32
UYUNI,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,60,60
VILA VILA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,6,6
VILLA CHARCAS,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,3,3
VILLA SERRANO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,3,3
VILLA TUNARI,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,26,26
VILLA VACA GUZMAN (MUYUPAMPA),vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,6,6
VILLAZON,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,7,7
VINTO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,67,67
WALDO BALLIVIAN,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,1,1
YACUIBA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,20,20
YAPACANI,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,3,3
YOCALLA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,10,10
YOTALA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,1,1
ZUDAÑEZ,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-12-01,0,4,4
