,group,variable,month,1. Nº DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA VIH (1RA PRUEBA) CANTIDAD,1. Nº DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA VIH (1RA PRUEBA) CANTIDAD,TOTALES
BERMEJO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,61,61
BETANZOS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,18,18
BOLIVAR,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,6,6
BUENA VISTA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,39,39
CABEZAS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,30,30
"CAIZA ""D""",vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,10,10
CAJUATA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,5,5
CALAMARCA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,16,16
CAMARGO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,12,12
CAMATAQUI (C. VILLA ABECIA),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,1,1
CAPINOTA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,22,22
CARACOLLO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,28,28
CARANAVI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,191,191
CARANGAS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,1,1
CARAPARI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,17,17
CARIPUYO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,1,1
CARMEN RIVERO TORREZ,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,7,7
CHALLAPATA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,48,48
CHAQUI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,8,8
CHARAGUA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,28,28
CHAYANTA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,17,17
CHIMORE,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,137,137
CHIPAYA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,2,2
CHULUMANI (V. DE LA LIBERTAD),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,28,28
CHUMA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,4,4
CHUQUIHUTA AYLLU JUCUMANI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,4,4
CKOCHAS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,18,18
COBIJA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,45,45
COCAPATA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,27,27
COCHABAMBA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,1547,1547
COIPASA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,1,1
COLCAPIRHUA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,100,100
"COLCHA ""K""",vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,8,8
COLLANA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,1,1
COLOMI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,33,33
COLPA BELGICA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,14,14
COLQUECHACA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,33,33
COLQUENCHA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,11,11
COLQUIRI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,16,16
COMARAPA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,19,19
COMBAYA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,1,1
CONCEPCION,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,16,16
CORO CORO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,3,3
COROICO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,37,37
CORQUE,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,2,2
COTAGAITA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,22,22
COTOCA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,44,44
CUATRO CAÑADAS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,22,22
CUCHUMUELA (V. G. VILLARROEL),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,2,2
CUEVO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,4,4
CULPINA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,9,9
CURAHUARA DE CARANGAS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,1,1
CURVA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,4,4
DESAGUADERO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,4,4
EL ALTO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,1482,1482
EL CHORO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,2,2
EL PUENTE(STC),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,16,16
EL PUENTE(TJA),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,2,2
EL TORNO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,43,43
EL VILLAR,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,1,1
ENTRE RIOS TRJ,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,12,12
ENTRE RIOS CBBA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,48,48
ESCARA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,1,1
EUCALIPTUS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,6,6
FERNANDEZ ALONSO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,24,24
FILADELFIA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,8,8
GAIOC JATUN AYLLU YURA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,1,1
GENERAL SAAVEDRA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,42,42
GRAL. J.J. PEREZ (CHARAZANI),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,3,3
GUANAY,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,43,43
GUAQUI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,4,4
GUAYARAMERIN,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,105,105
GUTIERREZ,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,3,3
HUACARAJE,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,3,3
HUACARETA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,7,7
HUACAYA (VILLA DE HUACAYA),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,1,1
HUANUNI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,26,26
HUARINA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,5,5
HUAYLLAMARCA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,4,4
ICLA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,3,3
INCAHUASI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,6,6
INGAVI (HUMAITA),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,2,2
IXIAMAS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,22,22
JESUS DE MACHACA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,4,4
LA ASUNTA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,77,77
LA GUARDIA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,199,199
LA PAZ,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,1599,1599
LAGUNILLAS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,3,3
LAJA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,1,1
LICOMA PAMPA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,4,4
LLALLAGUA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,170,170
LLICA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,1,1
LURIBAY,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,5,5
MACHACAMARCA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,5,5
MACHARETI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,1,1
MAIRANA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,10,10
MAPIRI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,22,22
MINEROS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,32,32
MIZQUE,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,19,19
MOCOMOCO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,1,1
MOJOCOYA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,5,5
MONTEAGUDO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,30,30
MONTERO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,273,273
MORO MORO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,3,3
MOROCHATA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,4,4
NACEBE (SANTA ROSA DEL ABUNA),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,2,2
NUEVO MANOA (NUEVA ESPERANZA),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,3,3
OCURI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,14,14
OKINAWA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,14,14
OMEREQUE,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,6,6
ORURO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,800,800
PADCAYA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,11,11
PADILLA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,11,11
PAILON,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,12,12
PALOS BLANCOS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,27,27
PAMPA AULLAGAS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,2,2
PAPEL PAMPA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,1,1
PATACAMAYA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,41,41
PAZÑA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,3,3
PELECHUCO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,18,18
POCOATA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,22,22
POCONA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,15,15
POJO (CBBA),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,25,25
POOPO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,6,6
PORCO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,24,24
POROMA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,4,4
PORONGO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,14,14
PORTACHUELO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,3,3
PORVENIR,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,13,13
POSTRER VALLE,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,1,1
POTOSI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,421,421
PRESTO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,1,1
PUCARANI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,37,37
PUERTO CARABUCO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,8,8
PUERTO GONZALO MORENO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,8,8
PUERTO QUIJARRO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,18,18
PUERTO RICO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,11,11
PUERTO SUAREZ,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,38,38
PUERTO VILLARROEL,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,292,292
PUNA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,6,6
PUNATA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,132,132
QUILLACOLLO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,422,422
QUIME,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,15,15
QUIRUSILLAS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,1,1
RAQAYPAMPA(ETA),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,12,12
RAVELO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,9,9
REYES,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,15,15
RIBERALTA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,412,412
ROBORE,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,15,15
RURRENABAQUE,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,24,24
SABAYA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,5,5
SACABA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,438,438
SACABAMBA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,1,1
SACACA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,15,15
SAIPINA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,7,7
SALINAS DE GARCI MENDOZA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,9,9
SAMAIPATA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,15,15
SAN AGUSTIN,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,1,1
SAN ANDRES,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,12,12
SAN ANTONIO DE LOMERIO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,7,7
SAN BENITO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,11,11
SAN BORJA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,89,89
SAN BUENA VENTURA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,17,17
SAN CARLOS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,47,47
SAN IGNACIO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,5,5
SAN IGNACIO DE VELASCO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,180,180
SAN JAVIER(BNI),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,2,2
SAN JAVIER(STC),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,25,25
SAN JOAQUIN,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,1,1
SAN JUAN DE YAPACANI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,3,3
SAN JULIAN,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,109,109
SAN LORENZO(PND),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,9,9
SAN LORENZO(TJA),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,36,36
SAN LUCAS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,21,21
SAN MATIAS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,28,28
SAN MIGUEL DE VELASCO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,7,7
SAN PABLO DE LIPEZ,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,1,1
SAN PEDRO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,17,17
SAN PEDRO DE BUENA VISTA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,18,18
SAN PEDRO DE MACHA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,16,16
SAN PEDRO DE TIQUINA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,3,3
SAN PEDRO(PND),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,1,1
SAN RAFAEL,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,11,11
SAN RAMON BENI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,3,3
SAN RAMON SCZ,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,24,24
SANTA ANA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,30,30
SANTA CRUZ DE LA SIERRA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,2078,2078
SANTA ROSA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,12,12
SANTA ROSA DEL SARA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,23,23
SANTIAGO DE CALLAPA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,1,1
SANTIAGO DE HUARI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,5,5
SANTIAGO DE HUATA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,2,2
