,group,variable,month,7. Nº DE PERSONAS CON PRUEBA RÁPIDA DE VIH CANTIDAD,7. Nº DE PERSONAS CON PRUEBA RÁPIDA DE VIH CANTIDAD,TOTALES
SAN RAFAEL,vih - sifilis,no de personas con prueba rapida de vih,2024-11-01,3,0,3
SAN RAMON BENI,vih - sifilis,no de personas con prueba rapida de vih,2024-11-01,0,2,2
SAN RAMON SCZ,vih - sifilis,no de personas con prueba rapida de vih,2024-11-01,2,0,2
SANTA ANA,vih - sifilis,no de personas con prueba rapida de vih,2024-11-01,34,67,101
SANTA CRUZ DE LA SIERRA,vih - sifilis,no de personas con prueba rapida de vih,2024-11-01,1442,2406,3848
SANTA ROSA,vih - sifilis,no de personas con prueba rapida de vih,2024-11-01,4,2,6
SANTA ROSA DEL SARA,vih - sifilis,no de personas con prueba rapida de vih,2024-11-01,8,8,16
SANTIAGO DE CALLAPA,vih - sifilis,no de personas con prueba rapida de vih,2024-11-01,6,3,9
SANTIAGO DE HUARI,vih - sifilis,no de personas con prueba rapida de vih,2024-11-01,17,45,62
SANTIAGO DE HUATA,vih - sifilis,no de personas con prueba rapida de vih,2024-11-01,4,9,13
SANTIAGO DE MACHACA,vih - sifilis,no de personas con prueba rapida de vih,2024-11-01,23,31,54
SANTIVAÑES,vih - sifilis,no de personas con prueba rapida de vih,2024-11-01,4,2,6
SAPAHAQUI,vih - sifilis,no de personas con prueba rapida de vih,2024-11-01,1,2,3
SENA,vih - sifilis,no de personas con prueba rapida de vih,2024-11-01,1,0,1
SHINAOTA,vih - sifilis,no de personas con prueba rapida de vih,2024-11-01,41,109,150
SICA SICA (VILLA AROMA),vih - sifilis,no de personas con prueba rapida de vih,2024-11-01,35,128,163
SICAYA,vih - sifilis,no de personas con prueba rapida de vih,2024-11-01,8,12,20
SIPE SIPE,vih - sifilis,no de personas con prueba rapida de vih,2024-11-01,16,47,63
SOPACHUY,vih - sifilis,no de personas con prueba rapida de vih,2024-11-01,4,5,9
SORATA,vih - sifilis,no de personas con prueba rapida de vih,2024-11-01,2,2,4
SUCRE,vih - sifilis,no de personas con prueba rapida de vih,2024-11-01,201,336,537
TACACOMA,vih - sifilis,no de personas con prueba rapida de vih,2024-11-01,6,3,9
TACOBAMBA,vih - sifilis,no de personas con prueba rapida de vih,2024-11-01,1,0,1
TACOPAYA,vih - sifilis,no de personas con prueba rapida de vih,2024-11-01,0,7,7
TAPACARI,vih - sifilis,no de personas con prueba rapida de vih,2024-11-01,18,25,43
TARABUCO,vih - sifilis,no de personas con prueba rapida de vih,2024-11-01,14,27,41
TARATA,vih - sifilis,no de personas con prueba rapida de vih,2024-11-01,2,0,2
TARIJA,vih - sifilis,no de personas con prueba rapida de vih,2024-11-01,153,193,346
TARVITA,vih - sifilis,no de personas con prueba rapida de vih,2024-11-01,3,19,22
TEOPONTE,vih - sifilis,no de personas con prueba rapida de vih,2024-11-01,13,13,26
TIAHUANACU,vih - sifilis,no de personas con prueba rapida de vih,2024-11-01,11,16,27
TIPUANI,vih - sifilis,no de personas con prueba rapida de vih,2024-11-01,16,23,39
TIQUIPAYA,vih - sifilis,no de personas con prueba rapida de vih,2024-11-01,53,96,149
TIRAQUE (CBBA),vih - sifilis,no de personas con prueba rapida de vih,2024-11-01,1,0,1
TOCO,vih - sifilis,no de personas con prueba rapida de vih,2024-11-01,1,2,3
TODOS SANTOS,vih - sifilis,no de personas con prueba rapida de vih,2024-11-01,1,1,2
TOLATA,vih - sifilis,no de personas con prueba rapida de vih,2024-11-01,4,4,8
TOLEDO,vih - sifilis,no de personas con prueba rapida de vih,2024-11-01,2,4,6
TOMINA,vih - sifilis,no de personas con prueba rapida de vih,2024-11-01,0,5,5
TORO TORO,vih - sifilis,no de personas con prueba rapida de vih,2024-11-01,3,14,17
TOTORA(CBBA),vih - sifilis,no de personas con prueba rapida de vih,2024-11-01,20,97,117
TRINIDAD,vih - sifilis,no de personas con prueba rapida de vih,2024-11-01,27,14,41
TUPIZA,vih - sifilis,no de personas con prueba rapida de vih,2024-11-01,1,27,28
UNCIA,vih - sifilis,no de personas con prueba rapida de vih,2024-11-01,10,9,19
URUBICHA,vih - sifilis,no de personas con prueba rapida de vih,2024-11-01,5,11,16
UYUNI,vih - sifilis,no de personas con prueba rapida de vih,2024-11-01,11,19,30
VALLEGRANDE,vih - sifilis,no de personas con prueba rapida de vih,2024-11-01,27,28,55
VIACHA,vih - sifilis,no de personas con prueba rapida de vih,2024-11-01,76,220,296
VILLA CHARCAS,vih - sifilis,no de personas con prueba rapida de vih,2024-11-01,12,6,18
VILLA MONTES,vih - sifilis,no de personas con prueba rapida de vih,2024-11-01,21,14,35
VILLA SERRANO,vih - sifilis,no de personas con prueba rapida de vih,2024-11-01,4,13,17
VILLA TUNARI,vih - sifilis,no de personas con prueba rapida de vih,2024-11-01,145,461,606
VILLA VACA GUZMAN (MUYUPAMPA),vih - sifilis,no de personas con prueba rapida de vih,2024-11-01,6,8,14
VILLAZON,vih - sifilis,no de personas con prueba rapida de vih,2024-11-01,59,110,169
VINTO,vih - sifilis,no de personas con prueba rapida de vih,2024-11-01,57,95,152
VITICHI,vih - sifilis,no de personas con prueba rapida de vih,2024-11-01,0,1,1
WALDO BALLIVIAN,vih - sifilis,no de personas con prueba rapida de vih,2024-11-01,4,8,12
WARNES,vih - sifilis,no de personas con prueba rapida de vih,2024-11-01,11,14,25
YACUIBA,vih - sifilis,no de personas con prueba rapida de vih,2024-11-01,115,182,297
YAMPARAEZ,vih - sifilis,no de personas con prueba rapida de vih,2024-11-01,6,40,46
YANACACHI,vih - sifilis,no de personas con prueba rapida de vih,2024-11-01,1,1,2
YAPACANI,vih - sifilis,no de personas con prueba rapida de vih,2024-11-01,22,74,96
YOCALLA,vih - sifilis,no de personas con prueba rapida de vih,2024-11-01,0,2,2
YOTALA,vih - sifilis,no de personas con prueba rapida de vih,2024-11-01,2,0,2
YUNCHARA,vih - sifilis,no de personas con prueba rapida de vih,2024-11-01,1,3,4
ZUDAÑEZ,vih - sifilis,no de personas con prueba rapida de vih,2024-11-01,3,9,12
ACACIO,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,1,3,4
ACHACACHI,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,1,0,1
ACHOCALLA,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,10,20,30
AIQUILE,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,17,16,33
ALALAY,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,2,8,10
ALCALA,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,1,2,3
ANCORAIMES,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,33,27,60
ANTEQUERA,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,1,3,4
ANZALDO,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,8,11,19
ARANI,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,10,6,16
ARBIETO,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,7,7,14
ARQUE,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,1,4,5
ASCENCION DE GUARAYOS,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,1,6,7
ATOCHA,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,6,3,9
AYATA,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,11,20,31
AYOPAYA (V. DE INDEPENDENCIA),vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,5,8,13
AZURDUY,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,0,14,14
BELLA FLOR,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,1,0,1
BERMEJO,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,39,54,93
BETANZOS,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,4,3,7
BOLIVAR,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,3,4,7
BUENA VISTA,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,8,15,23
"CAIZA ""D""",vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,4,5,9
CALAMARCA,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,2,13,15
CAMARGO,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,11,20,31
CAMATAQUI (C. VILLA ABECIA),vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,9,18,27
CAPINOTA,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,11,18,29
CARACOLLO,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,3,32,35
CARANAVI,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,86,59,145
CARANGAS,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,7,13,20
CARAPARI,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,8,6,14
CARIPUYO,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,1,7,8
CARMEN RIVERO TORREZ,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,11,27,38
CHALLAPATA,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,29,52,81
CHARAGUA,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,0,17,17
CHARAÑA,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,18,18,36
CHAYANTA,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,0,4,4
CHIMORE,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,77,123,200
CHIPAYA,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,0,2,2
CHULUMANI (V. DE LA LIBERTAD),vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,46,53,99
CHUMA,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,9,9,18
CKOCHAS,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,2,0,2
CLIZA,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,6,7,13
COBIJA,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,197,300,497
COCAPATA,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,15,42,57
COCHABAMBA,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,2050,3606,5656
COLCAPIRHUA,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,90,128,218
"COLCHA ""K""",vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,3,5,8
COLOMI,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,269,52,321
COLPA BELGICA,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,1,2,3
COLQUECHACA,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,6,7,13
COLQUENCHA,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,6,19,25
COLQUIRI,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,2,0,2
CONCEPCION,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,0,33,33
CORO CORO,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,4,15,19
COROICO,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,15,26,41
COTAGAITA,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,6,6,12
COTOCA,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,9,36,45
CRUZ DE MACHACAMARCA,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,8,4,12
CUATRO CAÑADAS,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,56,104,160
CUCHUMUELA (V. G. VILLARROEL),vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,4,10,14
CULPINA,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,8,5,13
CURAHUARA DE CARANGAS,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,2,1,3
EL ALTO,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,1948,2695,4643
EL PUENTE(STC),vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,26,48,74
EL PUENTE(TJA),vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,0,1,1
EL TORNO,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,40,49,89
ENTRE RIOS TRJ,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,2,15,17
ENTRE RIOS CBBA,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,75,387,462
ESCARA,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,5,4,9
ESCOMA,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,0,3,3
ESMERALDA,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,4,6,10
FERNANDEZ ALONSO,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,20,24,44
GRAL. J.J. PEREZ (CHARAZANI),vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,2,16,18
GUAYARAMERIN,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,79,58,137
HUANUNI,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,67,62,129
HUARINA,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,0,1,1
HUATAJATA,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,0,1,1
HUAYLLAMARCA,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,19,19,38
ICLA,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,5,6,11
INCAHUASI,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,5,15,20
IXIAMAS,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,62,108,170
JESUS DE MACHACA,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,6,4,10
LA GUARDIA,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,102,141,243
LA PAZ,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,1586,2993,4579
LA RIVERA,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,0,1,1
LAJA,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,2,7,9
LICOMA PAMPA,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,1,0,1
LLALLAGUA,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,39,42,81
LLICA,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,0,6,6
LURIBAY,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,0,1,1
MACHACAMARCA,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,45,31,76
MACHARETI,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,0,5,5
MAIRANA,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,6,16,22
MALLA,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,3,12,15
MAPIRI,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,14,19,33
MINEROS,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,2,0,2
MIZQUE,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,19,47,66
MOJOCOYA,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,0,4,4
MONTEAGUDO,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,32,74,106
MONTERO,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,142,214,356
OCURI,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,1,7,8
OKINAWA,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,13,15,28
OMEREQUE,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,4,9,13
ORURO,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,540,854,1394
PADCAYA,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,1,6,7
PADILLA,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,16,22,38
PAILON,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,31,209,240
PALOS BLANCOS,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,39,37,76
PAMPA AULLAGAS,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,6,5,11
PAMPA GRANDE,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,6,6,12
PAZÑA,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,35,30,65
POCOATA,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,21,49,70
POCONA,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,1,0,1
POJO (CBBA),vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,2,3,5
POOPO,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,23,7,30
PORCO,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,3,8,11
POROMA,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,3,2,5
PORONGO,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,4,16,20
PORTACHUELO,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,1,0,1
PORVENIR,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,17,20,37
POTOSI,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,41,89,130
PRESTO,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,1,6,7
PUCARANI,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,2,3,5
PUERTO CARABUCO,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,16,15,31
PUERTO GONZALO MORENO,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,9,7,16
PUERTO PEREZ,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,16,22,38
PUERTO QUIJARRO,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,5,16,21
PUERTO RICO,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,1,7,8
PUERTO SUAREZ,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,7,33,40
PUERTO VILLARROEL,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,41,47,88
PUNATA,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,119,140,259
QUILLACOLLO,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,312,752,1064
RAVELO,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,3,7,10
REYES,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,1,2,3
RIBERALTA,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,466,683,1149
ROBORE,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,19,13,32
RURRENABAQUE,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,209,78,287
SABAYA,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,5,16,21
SACABA,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,304,572,876
SACACA,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,2,3,5
SALINAS DE GARCI MENDOZA,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,29,23,52
SAMAIPATA,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,2,10,12
SAN ANDRES,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,2,3,5
SAN BENITO,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,6,4,10
SAN BORJA,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,34,53,87
SAN BUENA VENTURA,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,4,9,13
SAN CARLOS,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,19,23,42
SAN IGNACIO,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,9,7,16
SAN IGNACIO DE VELASCO,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,50,57,107
SAN JAVIER(BNI),vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,4,8,12
SAN JAVIER(STC),vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,7,11,18
SAN JOAQUIN,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,0,2,2
SAN JUAN DE YAPACANI,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,0,1,1
SAN JULIAN,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,75,145,220
SAN LORENZO(TJA),vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,5,15,20
SAN LUCAS,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,22,25,47
SAN MATIAS,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,11,18,29
SAN MIGUEL DE VELASCO,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,6,19,25
SAN PEDRO,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,24,51,75
SAN PEDRO DE BUENA VISTA,vih - sifilis,no de personas con prueba rapida de vih,2024-12-01,3,18,21
