,group,variable,month,L 18.2 ANTI AMARÍLICA,L 18.2 ANTI AMARÍLICA,TOTALES,TOTALES,TOTALES
CAMARGO,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,19,3,19,3,22
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,4,6,4,6,10
CAMIRI,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,23,32,23,32,55
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,37,14,37,14,51
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,4,10,4,10,14
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,20,10,20,10,30
CARANAVI,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,52,13,52,13,65
CARAPARI,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,2,14,2,14,16
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,1,41,1,41,42
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,0,6,0,6,6
CATACORA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,2,0,2,0,2
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,29,26,29,26,55
CHAQUI,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,6,13,6,13,19
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,10,29,10,29,39
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,0,2,0,2,2
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,7,41,7,41,48
CHIMORE,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,33,8,33,8,41
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,4,2,4,2,6
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,21,5,21,5,26
CHUMA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,10,2,10,2,12
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,5,28,5,28,33
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,34,18,34,18,52
CLIZA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,22,14,22,14,36
COBIJA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,45,37,45,37,82
COCAPATA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,5,20,5,20,25
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,1085,73,1085,73,1158
COIPASA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,0,2,0,2,2
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,105,10,105,10,115
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,25,37,25,37,62
COLLANA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,0,3,0,3,3
COLOMI,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,11,6,11,6,17
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,11,7,11,7,18
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,11,117,11,117,128
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,1,17,1,17,18
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,2,26,2,26,28
COMANCHE,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,0,7,0,7,7
COMARAPA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,16,32,16,32,48
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,21,1,21,1,22
COPACABANA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,3,16,3,16,19
CORIPATA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,0,2,0,2,2
CORO CORO,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,3,12,3,12,15
COROICO,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,6,17,6,17,23
CORQUE,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,4,6,4,6,10
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,9,42,9,42,51
COTOCA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,66,17,66,17,83
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,14,61,14,61,75
CUEVO,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,2,8,2,8,10
CULPINA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,21,19,21,19,40
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,2,3,2,3,5
CURVA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,0,1,0,1,1
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,3,2,3,2,5
EL ALTO,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,1046,35,1046,35,1081
EL CHORO,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,0,9,0,9,9
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,15,14,15,14,29
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,8,12,8,12,20
EL TORNO,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,33,21,33,21,54
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,7,2,7,2,9
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,4,48,4,48,52
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,59,6,59,6,65
ESCARA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,1,0,1,0,1
ESCOMA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,2,2,2,2,4
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,5,6,5,6,11
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,0,3,0,3,3
EXALTACION,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,0,16,0,16,16
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,5,5,5,5,10
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,0,15,0,15,15
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,13,11,13,11,24
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,2,13,2,13,15
GUANAY,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,10,6,10,6,16
GUAQUI,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,6,11,6,11,17
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,17,69,17,69,86
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,6,53,6,53,59
HUACARETA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,7,10,7,10,17
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,0,1,0,1,1
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,1,1,1,1,2
HUANUNI,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,47,3,47,3,50
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,1,5,1,5,6
HUARINA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,3,6,3,6,9
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,3,1,3,1,4
HUMANATA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,1,3,1,3,4
ICHOCA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,2,10,2,10,12
ICLA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,7,6,7,6,13
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,10,12,10,12,22
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,5,7,5,7,12
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,12,3,12,3,15
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,10,9,10,9,19
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,21,6,21,6,27
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,51,23,51,23,74
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,109,19,109,19,128
LA PAZ,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,1061,106,1061,106,1167
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,1,7,1,7,8
LAJA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,22,25,22,25,47
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,1,3,1,3,4
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,5,0,5,0,5
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,36,20,36,20,56
LLICA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,1,1,1,1,2
LORETO,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,0,30,0,30,30
LURIBAY,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,8,11,8,11,19
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,11,9,11,9,20
MACHARETI,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,12,2,12,2,14
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,1,32,1,32,33
MAIRANA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,19,0,19,0,19
MAPIRI,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,0,19,0,19,19
MECAPACA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,6,12,6,12,18
MINEROS,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,32,27,32,27,59
MIZQUE,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,19,16,19,16,35
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,4,13,4,13,17
MOJINETE,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,0,1,0,1,1
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,8,5,8,5,13
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,33,14,33,14,47
MONTERO,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,189,15,189,15,204
MORO MORO,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,0,3,0,3,3
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,0,20,0,20,20
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,0,7,0,7,7
NAZACARA DE PACAJES,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,2,0,2,0,2
OCURI,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,14,29,14,29,43
OKINAWA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,9,0,9,0,9
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,5,5,5,5,10
ORURO,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,424,27,424,27,451
PADCAYA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,11,17,11,17,28
PADILLA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,11,4,11,4,15
PAILON,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,54,98,54,98,152
PALCA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,24,7,24,7,31
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,14,7,14,7,21
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,5,5,5,5,10
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,5,0,5,0,5
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,1,2,1,2,3
PASORAPA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,1,0,1,0,1
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,20,3,20,3,23
PAZÑA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,4,3,4,3,7
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,1,3,1,3,4
POCOATA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,18,62,18,62,80
POCONA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,0,9,0,9,9
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,5,24,5,24,29
POOPO,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,11,3,11,3,14
PORCO,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,0,8,0,8,8
POROMA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,8,8,8,8,16
PORONGO,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,13,10,13,10,23
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,18,5,18,5,23
PORVENIR,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,5,16,5,16,21
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,3,0,3,0,3
POTOSI,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,344,34,344,34,378
PRESTO,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,4,6,4,6,10
PUCARA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,1,0,1,0,1
PUCARANI,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,12,25,12,25,37
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,0,20,0,20,20
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,2,18,2,18,20
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,5,6,5,6,11
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,4,2,4,2,6
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,19,15,19,15,34
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,9,13,9,13,22
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,18,12,18,12,30
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,69,13,69,13,82
PUNA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,13,29,13,29,42
PUNATA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,40,4,40,4,44
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,0,2,0,2,2
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,196,27,196,27,223
QUIME,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,3,3,3,3,6
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,3,0,3,0,3
RAVELO,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,12,21,12,21,33
REYES,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,26,40,26,40,66
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,111,49,111,49,160
ROBORE,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,11,16,11,16,27
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,27,58,27,58,85
SABAYA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,1,0,1,0,1
SACABA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,177,45,177,45,222
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,2,7,2,7,9
SACACA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,26,57,26,57,83
SAIPINA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,1,9,1,9,10
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,9,10,9,10,19
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,6,17,6,17,23
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,15,9,15,9,24
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,4,0,4,0,4
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,3,0,3,0,3
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,2,5,2,5,7
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,6,4,6,4,10
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,27,42,27,42,69
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,11,12,11,12,23
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,21,16,21,16,37
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,28,36,28,36,64
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,90,12,90,12,102
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,0,34,0,34,34
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,23,3,23,3,26
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,9,17,9,17,26
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,26,112,26,112,138
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,10,7,10,7,17
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,13,5,13,5,18
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,0,5,0,5,5
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,16,23,16,23,39
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,56,34,56,34,90
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,11,11,11,11,22
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,21,15,21,15,36
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,2,0,2,0,2
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,39,9,39,9,48
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,31,84,31,84,115
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,4,4,4,4,8
SAN PEDRO DE QUEMES,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,0,3,0,3,3
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,2,2,2,2,4
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,2,16,2,16,18
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,2,10,2,10,12
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,10,3,10,3,13
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,9,41,9,41,50
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,1857,279,1857,279,2136
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,19,0,19,0,19
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,27,19,27,19,46
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,1,6,1,6,7
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,l 18.2       anti amarilica,2012-12-01,6,15,6,15,21
