,group,variable,month,L 1910 ANTI AMARÍLICA CANTIDAD,L 1910 ANTI AMARÍLICA CANTIDAD,TOTALES
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,0,8,8
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,4,0,4
EXALTACION,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,0,1,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,0,3,3
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,2,25,27
HUACHACALLA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,2,0,2
HUARINA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,0,2,2
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,0,1,1
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,4,5,9
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,7,2,9
LA PAZ,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,87,63,150
LAJA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,1,2,3
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,0,1,1
LLICA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,0,1,1
LORETO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,0,5,5
MAIRANA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,1,0,1
MINEROS,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,1,0,1
MIZQUE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,4,0,4
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,1,0,1
MONTERO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,9,12,21
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,0,1,1
OCURI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,1,0,1
ORURO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,34,40,74
PADCAYA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,7,2,9
PAILON,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,5,26,31
PALCA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,0,4,4
PATACAMAYA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,0,1,1
POCONA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,0,1,1
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,1,0,1
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,5,0,5
PORVENIR,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,0,1,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,19,10,29
PUCARANI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,1,1,2
PUERTO CARABUCO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,0,1,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,0,1,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,7,2,9
PUNA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,0,13,13
PUNATA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,4,0,4
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,51,74,125
RAVELO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,4,7,11
REYES,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,3,0,3
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,2,2,4
ROBORE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,0,1,1
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,3,27,30
SACABA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,20,3,23
SACABAMBA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,0,10,10
SACACA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,0,1,1
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,0,1,1
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,2,2,4
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,5,13,18
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,1,8,9
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,2,7,9
SAN JAVIER(STC),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,3,3,6
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,0,1,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,6,49,55
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,0,1,1
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,1,1,2
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,3,5,8
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,0,4,4
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,283,151,434
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,3,0,3
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,1,1,2
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,0,3,3
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,2,1,3
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,1,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,15,1,16
SUCRE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,43,4,47
TAPACARI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,0,1,1
TARIJA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,23,12,35
TEOPONTE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,3,0,3
TIPUANI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,0,1,1
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,8,38,46
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,1,0,1
TOLATA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,0,1,1
TOLEDO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,0,4,4
TOMAVE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,2,3,5
TORO TORO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,1,0,1
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,0,4,4
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,12,19,31
TUPIZA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,0,18,18
UMALA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,0,1,1
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,1,4,5
VACAS,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,0,1,1
VALLEGRANDE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,1,0,1
VIACHA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,5,3,8
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,5,4,9
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,4,2,6
VILLAZON,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,1,0,1
VINTO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,12,0,12
WARNES,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,7,2,9
YACUIBA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,19,17,36
YOCALLA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,1,0,1
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,0,2,2
