,group,variable,month,PRIMER CONTROL POST PARTO < A 10,PRIMER CONTROL POST PARTO < A 10,PRIMER CONTROL POST PARTO 10 A 14,PRIMER CONTROL POST PARTO 10 A 14,PRIMER CONTROL POST PARTO 15 A 19,PRIMER CONTROL POST PARTO 15 A 19,PRIMER CONTROL POST PARTO 20 A 34,PRIMER CONTROL POST PARTO 20 A 34,PRIMER CONTROL POST PARTO 35 A 49,PRIMER CONTROL POST PARTO 35 A 49,PRIMER CONTROL POST PARTO 50 Y +,PRIMER CONTROL POST PARTO 50 Y +,TOTALES,TOTALES,TOTALES
SAMAIPATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,0,0,5,2,2,0,0,0,7,2,9
SAN ANDRES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,2,0,3,0,1,0,0,0,6,0,6
SAN ANTONIO DE LOMERIO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,1,0,1,0,1,0,0,0,3,0,3
SAN BENITO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
SAN BORJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,13,4,28,10,5,1,0,0,46,15,61
SAN BUENA VENTURA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,0,0,9,0,2,2,0,0,11,2,13
SAN CARLOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,1,0,13,0,0,0,0,0,14,0,14
SAN IGNACIO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,1,0,6,0,9,1,2,0,0,0,18,1,19
SAN IGNACIO DE VELASCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,28,2,51,8,11,1,0,0,90,11,101
SAN JAVIER(STC),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,7,0,7,0,2,0,0,0,16,0,16
SAN JOSE DE CHIQUITOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
SAN JUAN DE YAPACANI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SAN JULIAN,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,6,0,51,0,3,0,0,0,60,0,60
SAN LORENZO(PND),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,1,2,3,1,0,0,0,0,4,3,7
SAN LORENZO(TJA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,0,0,5,0,0,0,0,0,5,0,5
SAN LUCAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,7,6,25,5,2,2,0,0,34,13,47
SAN MATIAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,3,2,13,1,2,0,0,0,18,3,21
SAN MIGUEL DE VELASCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,1,1,0,6,0,1,0,0,0,8,1,9
SAN PABLO DE LIPEZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,1,0,0,2,0,0,0,0,1,2,3
SAN PEDRO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4
SAN PEDRO DE BUENA VISTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,1,7,5,14,2,6,0,0,8,27,35
SAN PEDRO DE CURAHUARA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,0,1,0,4,0,0,0,0,0,5,5
SAN PEDRO DE MACHA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,4,2,1,8,1,3,0,0,6,13,19
SAN PEDRO DE TIQUINA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SAN RAFAEL,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SAN RAMON SCZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,0,0,5,0,8,0,0,0,13,0,13
SANTA CRUZ DE LA SIERRA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,72,0,593,4,121,0,0,0,786,4,790
SANTA ROSA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,1,5,0,2,1,1,0,0,0,8,2,10
SANTA ROSA DEL SARA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,0,0,2,0,2,0,0,0,4,0,4
SANTIAGO DE CALLAPA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SANTIAGO DE HUARI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,0,0,2,3,0,0,0,0,2,3,5
SANTIAGO DE HUATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,0,0,1,2,0,0,0,0,1,2,3
SANTIAGO DE MACHACA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SANTIVAÑES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
SANTUARIO DE QUILLACAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAPAHAQUI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,0,0,2,3,0,1,0,0,2,4,6
SENA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,0,1,3,2,0,0,0,0,3,3,6
SHINAOTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,3,0,21,2,6,0,0,0,30,2,32
SICA SICA (VILLA AROMA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,0,1,5,3,1,0,0,0,6,4,10
SICAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,0,0,2,1,0,1,0,0,2,2,4
SIPE SIPE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,4,1,26,0,5,1,0,0,35,2,37
SOPACHUY,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,3,0,1,0,1,0,0,0,5,0,5
SORACACHI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,0,2,2,0,0,1,0,0,2,3,5
SORATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,1,2,8,5,0,2,0,0,9,9,18
SUCRE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,3,0,46,0,327,0,80,0,0,0,456,0,456
TACOBAMBA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,0,1,0,1,0,2,0,0,0,4,4
TACOPAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
TAPACARI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,1,3,1,8,0,3,0,0,2,14,16
TARABUCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,4,2,5,3,1,1,0,0,10,6,16
TARACO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
TARATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,0,0,5,0,1,0,0,0,6,0,6
TARIJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,26,2,184,1,42,1,0,0,252,4,256
TARVITA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,1,0,6,1,0,0,0,0,7,1,8
TEOPONTE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,0,0,11,0,0,0,0,0,11,0,11
TIAHUANACU,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
TINGUIPAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,0,1,1,3,0,2,0,0,1,6,7
TIPUANI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
TIQUIPAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,5,0,35,2,5,0,0,0,45,2,47
TIRAQUE (CBBA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,0,1,3,2,0,1,0,0,3,4,7
TOCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
TOLATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,2,0,3,0,0,0,0,0,5,0,5
TOLEDO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
TOMAVE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,0,0,1,1,1,0,0,0,2,1,3
TOMINA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,1,0,4,0,1,0,0,0,6,0,6
TORO TORO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,1,2,2,2,1,4,0,0,4,8,12
TOTORA(CBBA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,2,1,15,1,1,0,0,0,18,2,20
TRINIDAD,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,2,0,8,0,0,0,0,0,10,0,10
TUPIZA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,10,1,40,1,5,0,0,0,55,2,57
TURCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
UMALA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
UNCIA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,0,0,9,1,0,0,0,0,9,1,10
URIONDO (A. CONCEPCION),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
URUBICHA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,1,0,1,0,1,0,0,0,3,0,3
UYUNI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,3,0,12,0,1,1,0,0,16,1,17
VACAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
VALLEGRANDE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,3,0,9,0,3,0,0,0,15,0,15
VIACHA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,1,0,6,2,4,1,0,0,11,3,14
VILA VILA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,1,0,1,1,0,1,0,0,2,2,4
VILLA CHARCAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,1,0,2,0,4,2,0,2,0,0,7,4,11
VILLA MONTES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,17,0,36,0,5,0,0,0,58,0,58
VILLA NUEVA (LOMA ALTA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,1,0,0,0,1,0,0,0,2,0,2
VILLA RIVERO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
VILLA SERRANO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,1,0,1,0,2,0,0,0,4,0,4
VILLA TUNARI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,1,0,15,1,62,11,15,0,0,0,93,12,105
VILLA VACA GUZMAN (MUYUPAMPA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,0,0,2,1,1,1,0,0,3,2,5
VILLAZON,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,2,0,29,1,9,1,0,0,40,2,42
VINTO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,10,0,37,0,12,0,0,0,59,0,59
VITICHI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,0,1,3,3,1,0,0,0,4,4,8
WALDO BALLIVIAN,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
WARNES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,7,0,136,4,14,0,0,0,157,4,161
YACUIBA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,2,0,16,0,8,0,0,0,26,0,26
YAMPARAEZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,1,0,3,0,0,0,0,0,4,0,4
YANACACHI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
YAPACANI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,1,0,8,0,45,0,5,0,0,0,59,0,59
YOCALLA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
YOTALA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,0,0,5,0,1,0,0,0,6,0,6
YUNCHARA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,0,0,1,1,1,0,0,0,2,1,3
ZUDAÑEZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-11-01,0,0,0,0,1,0,3,1,0,0,0,0,4,1,5
ACACIO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-12-01,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2
ACHACACHI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-12-01,0,0,0,0,4,0,19,8,5,1,0,0,28,9,37
ACHOCALLA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-12-01,0,0,0,0,5,0,18,0,0,0,0,0,23,0,23
AIQUILE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-12-01,0,0,0,0,1,0,7,1,2,0,0,0,10,1,11
ALALAY,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-12-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
ALCALA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-12-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
ALTO BENI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-12-01,0,0,0,0,0,0,8,1,0,0,0,0,8,1,9
ANCORAIMES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-12-01,0,0,0,0,0,0,3,3,0,2,0,0,3,5,8
ANDAMARCA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-12-01,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2
