,group,variable,month,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 5 A 9 - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 5 A 9 - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 5 A 9 - F,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 5 A 9 - F,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 10 AÑOS - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 10 AÑOS - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 10 AÑOS - F,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 10 AÑOS - F,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 11 AÑOS - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 11 AÑOS - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 11 AÑOS - F,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 11 AÑOS - F,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 12 A 20 - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 12 A 20 - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 12 A 20 - F,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 12 A 20 - F,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 21 A 59 - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 21 A 59 - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 21 A 59 - F,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 21 A 59 - F,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 60 Y MAS - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 60 Y MAS - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 60 Y MAS - F,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 60 Y MAS - F,TOTALES,TOTALES,TOTALES
CONCEPCION,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,16,15,4,1,3,2,0,0,4,3,0,0,18,30,2,0,7,32,1,1,0,0,0,0,55,84,139
COPACABANA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,1,2,1,2,7,9,16
CORIPATA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,2,3,5
COROICO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,13,26,14,7,3,0,1,0,32,37,69
CORQUE,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COTAGAITA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,3,2,5
COTOCA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,4,11,2,0,0,1,9,17,26
CUATRO CAÑADAS,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,3,5,8
EL ALTO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,2,1,3,5,0,0,0,0,1,0,0,1,6,5,29,46,67,120,157,211,22,24,28,32,315,445,760
EL PUENTE(TJA),otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,1,3
EL TORNO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,2,1,7,6,0,0,1,1,2,0,0,0,2,2,7,9,8,21,33,58,0,0,0,10,62,108,170
ESCOMA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,1,3
EXALTACION,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
GENERAL SAAVEDRA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,6,4,10
GUAYARAMERIN,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,3,5,0,1,2,3,0,0,2,1,1,0,3,2,3,0,34,11,2,5,6,3,2,1,58,32,90
HUACARETA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,3,1,4
HUANUNI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
HUARINA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,6,10,4,4,0,0,0,1,11,22,33
HUATAJATA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,3,0,0,0,0,4,5,9
HUMANATA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2
ICHOCA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,2,3,5
INCAHUASI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
INQUISIVI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
LA ASUNTA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,14,2,0,1,0,13,14,27
LA GUARDIA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,3,5,14,1,1,4,9,15,32,47
LA PAZ,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,3,2,0,2,0,0,0,1,1,0,2,1,13,25,5,17,120,240,45,68,26,59,11,19,226,434,660
LICOMA PAMPA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
LLICA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,1,2,4,6
LURIBAY,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
MACHACAMARCA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5,0,0,0,0,10,5,15
MAGDALENA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,3,6,0,0,1,0,7,9,16
MAIRANA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,3
MECAPACA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,3,4,6,5,11
MINEROS,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,3,2,5
MOCOMOCO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,1,0,0,0,0,1,5,6
MONTEAGUDO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,2,1,0,0,1,0,0,0,0,0,0,0,1,3,5,8,9,13,23,16,0,3,2,4,43,48,91
MONTERO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,6,2,0,0,3,1,1,0,0,1,0,0,1,4,7,14,20,30,24,69,1,0,0,0,63,121,184
MORO MORO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
OKINAWA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ORURO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,13,14,21,37,1,2,0,0,36,58,94
PADCAYA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,4,4
PAILON,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,19,0,1,0,0,0,1,0,23,23
PAMPA GRANDE,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PAZÑA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,3,1,4
POCONA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,2,2,4
POJO (CBBA),otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,3,0,0,0,0,0,0,2,6,8
PORCO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
POROMA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,3,4
PORONGO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
PORTACHUELO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,2,4,6,13,1,0,0,0,12,19,31
PORVENIR,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2
POTOSI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,2,2,0,0,0,0,1,1,0,0,0,0,6,12,14,10,39,78,29,70,2,2,0,0,93,175,268
PRESTO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2
PUCARA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
PUCARANI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2,3
PUERTO CARABUCO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,3
PUERTO QUIJARRO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,3
PUERTO SUAREZ,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,1,2,0,0,0,0,0,0,0,1,0,0,4,6,1,2,8,13,1,4,1,0,0,0,16,28,44
PUNA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,13,32,0,0,1,0,15,34,49
QUIME,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,10
REYES,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
RIBERALTA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,4,0,0,0,0,0,0,0,0,0,0,3,3,10,12,16,22,9,10,2,1,1,0,41,52,93
ROBORE,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,2,4
SAN ANDRES,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,4
SAN BORJA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,1,4,5
SAN BUENA VENTURA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,9,0,0,1,3,3,16,19
SAN CARLOS,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,5,6,0,0,0,1,0,0,0,1,0,0,0,0,3,1,0,2,0,0,0,0,8,11,19
SAN IGNACIO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,2,0,0,0,0,3,3,6
SAN IGNACIO DE VELASCO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,6,8,7,23,0,0,0,1,15,37,52
SAN JOSE DE CHIQUITOS,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,6,4,0,0,1,0,8,7,15
SAN JUAN DE YAPACANI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,7,3,0,0,0,0,0,0,0,0,7,3,0,1,4,1,0,3,0,0,1,0,19,11,30
SAN LORENZO(TJA),otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,0,1,1,8,4,12
SAN LUCAS,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,5,5
SAN MATIAS,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,1,0,0,0,0,5,5,10
SAN MIGUEL DE VELASCO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
SAN PEDRO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,0,0,3,3,6
SAN PEDRO DE MACHA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,0,0,0,0,3,10,13
SAN RAFAEL,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,1,4,5
SAN RAMON SCZ,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SANTA ANA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,54,47,34,34,12,9,13,4,4,7,8,22,28,47,39,45,217,281,116,249,19,17,23,36,567,798,1365
SANTA ROSA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,4,5
SANTIAGO DE CALLAPA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
SANTIAGO DE HUARI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
SICAYA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,3
SOPACHUY,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,9,0,1,3,1,7,11,18
SORATA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,19,22,0,0,3,0,24,27,51
SUCRE,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13,10,0,0,5,5,1,3,0,0,21,18,39
TACACOMA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,11,20,0,0,2,3,15,24,39
TACOBAMBA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,1,0,0,0,10,8,18
TARIJA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,12,7,11,2,6,3,1,18,31,49
TARVITA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,2,5,7
TINGUIPAYA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TORO TORO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,7,3,10
TRIGAL,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TRINIDAD,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,2,1,0,1,0,0,0,0,0,0,4,0,18,2,9,9,17,21,5,3,9,4,64,41,105
TUPIZA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,1,1,0,1,0,0,0,0,0,1,0,0,2,3,1,0,4,11,5,15,0,0,3,6,16,38,54
UNCIA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,1,3
URIONDO (A. CONCEPCION),otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,3,1,4
URUBICHA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,11,0,0,3,28,0,0,0,0,12,40,52
UYUNI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,17,6,5,0,0,2,2,22,25,47
VALLEGRANDE,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
VILLA CHARCAS,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2
VILLA MONTES,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,3,2,5
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
VILLAZON,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,0,2,2,0,0,1,23,7,30
WALDO BALLIVIAN,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,3,2,5
WARNES,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,1,0,0,0,0,0,0,0,0,0,2,6,1,17,8,12,5,9,2,1,0,1,19,46,65
YACO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,2,3
YACUIBA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,5,13,27,0,0,3,1,17,36,53
YANACACHI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,0,0,0,0,3,2,5
YAPACANI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,1,0,0,0,0,0,7,0,7
YOTALA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,1,2,10,0,0,0,0,4,15,19
ACHACACHI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,14,14,1,1,0,2,18,20,38
APOLO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,1,2,4,6
ASCENCION DE GUARAYOS,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,2,6,8
BATALLAS,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,1,3,4,7
BELEN DE URMIRI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
BUENA VISTA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-10-01,0,0,0,0,1,3,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,3,5,8
CABEZAS,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,10,0,0,0,1,0,14,2,16
CAJUATA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,3,3
CAMIRI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
CAQUIAVIRI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
CARMEN RIVERO TORREZ,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-10-01,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,1,2,3,0,1,1,0,0,0,7,8,15
CHAYANTA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2
COBIJA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1,1,0,0,2,4,6
