,group,variable,month,INFLUENZA ESTACIONAL 5 A 9 - D,INFLUENZA ESTACIONAL 5 A 9 - D,INFLUENZA ESTACIONAL 5 A 9 - F,INFLUENZA ESTACIONAL 5 A 9 - F,INFLUENZA ESTACIONAL 10 AÑOS - D,INFLUENZA ESTACIONAL 10 AÑOS - D,INFLUENZA ESTACIONAL 10 AÑOS - F,INFLUENZA ESTACIONAL 10 AÑOS - F,INFLUENZA ESTACIONAL 11 AÑOS - D,INFLUENZA ESTACIONAL 11 AÑOS - D,INFLUENZA ESTACIONAL 11 AÑOS - F,INFLUENZA ESTACIONAL 11 AÑOS - F,INFLUENZA ESTACIONAL 12 A 20 - D,INFLUENZA ESTACIONAL 12 A 20 - D,INFLUENZA ESTACIONAL 12 A 20 - F,INFLUENZA ESTACIONAL 12 A 20 - F,INFLUENZA ESTACIONAL 21 A 59 - D,INFLUENZA ESTACIONAL 21 A 59 - D,INFLUENZA ESTACIONAL 21 A 59 - F,INFLUENZA ESTACIONAL 21 A 59 - F,INFLUENZA ESTACIONAL 60 Y MAS - D,INFLUENZA ESTACIONAL 60 Y MAS - D,INFLUENZA ESTACIONAL 60 Y MAS - F,INFLUENZA ESTACIONAL 60 Y MAS - F,TOTALES,TOTALES,TOTALES
GENERAL SAAVEDRA,otras vacunaciones,influenza estacional,2024-10-01,0,1,0,3,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,5,0,2,2,1,5,14,19
GIA-TIM,otras vacunaciones,influenza estacional,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,influenza estacional,2024-10-01,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,9,8,17
GUAYARAMERIN,otras vacunaciones,influenza estacional,2024-10-01,8,7,0,0,0,1,0,0,0,0,0,0,7,8,5,2,0,0,0,0,1,0,0,0,21,18,39
HUARINA,otras vacunaciones,influenza estacional,2024-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,5,5
HUMANATA,otras vacunaciones,influenza estacional,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,23,0,0,26,23,49
ICHOCA,otras vacunaciones,influenza estacional,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,6,2,1,0,1,7,9,16
INQUISIVI,otras vacunaciones,influenza estacional,2024-10-01,0,0,15,12,0,0,5,0,0,0,0,2,0,1,0,10,1,1,4,5,9,3,5,4,39,38,77
LA GUARDIA,otras vacunaciones,influenza estacional,2024-10-01,0,1,0,1,0,0,0,0,0,0,0,0,4,2,1,1,6,11,0,3,0,1,0,0,11,20,31
LA PAZ,otras vacunaciones,influenza estacional,2024-10-01,36,29,25,19,7,7,5,2,0,6,2,7,38,36,80,90,120,251,36,38,109,163,24,38,482,686,1168
LLICA,otras vacunaciones,influenza estacional,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
LURIBAY,otras vacunaciones,influenza estacional,2024-10-01,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,4,9
MACHACAMARCA,otras vacunaciones,influenza estacional,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2
MAIRANA,otras vacunaciones,influenza estacional,2024-10-01,4,1,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,8,6,14
MALLA,otras vacunaciones,influenza estacional,2024-10-01,0,0,3,6,0,0,1,2,0,0,0,2,0,0,5,13,0,0,0,0,1,0,0,0,10,23,33
MECAPACA,otras vacunaciones,influenza estacional,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MOCOMOCO,otras vacunaciones,influenza estacional,2024-10-01,0,0,13,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,14,9,23
MONTERO,otras vacunaciones,influenza estacional,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,9,2,10,11,20,17,41,58
OCURI,otras vacunaciones,influenza estacional,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,1,3,0,0,0,0,3,6,9
ORURO,otras vacunaciones,influenza estacional,2024-10-01,1,6,13,11,0,0,2,4,0,0,4,7,4,3,13,22,6,12,30,49,7,11,54,105,134,230,364
PADCAYA,otras vacunaciones,influenza estacional,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,2,5,7
PAILON,otras vacunaciones,influenza estacional,2024-10-01,1,2,3,1,0,0,0,0,4,6,0,0,0,0,0,0,1,1,8,10,0,0,4,11,21,31,52
PALCA,otras vacunaciones,influenza estacional,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,2,4,2,6
POJO (CBBA),otras vacunaciones,influenza estacional,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2
POROMA,otras vacunaciones,influenza estacional,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,4,2,6
PORONGO,otras vacunaciones,influenza estacional,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
PORTACHUELO,otras vacunaciones,influenza estacional,2024-10-01,2,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,1,4,1,3,0,0,1,1,5,13,18
POSTRER VALLE,otras vacunaciones,influenza estacional,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,4,10,7,17
POTOSI,otras vacunaciones,influenza estacional,2024-10-01,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,2,0,0,2,3,7,15,13,22,35
PUCARA,otras vacunaciones,influenza estacional,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
PUCARANI,otras vacunaciones,influenza estacional,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,1,1,0,0,6,5,11
PUERTO ACOSTA,otras vacunaciones,influenza estacional,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,3,2,5
PUERTO CARABUCO,otras vacunaciones,influenza estacional,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
PUERTO GONZALO MORENO,otras vacunaciones,influenza estacional,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
PUERTO PEREZ,otras vacunaciones,influenza estacional,2024-10-01,0,0,1,1,0,0,2,1,0,0,4,5,0,0,2,4,0,0,4,1,1,0,1,1,15,13,28
PUERTO QUIJARRO,otras vacunaciones,influenza estacional,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,4,1,5
PUERTO SUAREZ,otras vacunaciones,influenza estacional,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,6
RIBERALTA,otras vacunaciones,influenza estacional,2024-10-01,3,1,29,31,1,1,2,2,3,1,1,1,6,4,12,21,0,12,0,3,2,2,4,1,63,80,143
ROBORE,otras vacunaciones,influenza estacional,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
RURRENABAQUE,otras vacunaciones,influenza estacional,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,1,0,0,12,1,0,0,0,0,150,2,152
SABAYA,otras vacunaciones,influenza estacional,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,6,2,8
SAN ANDRES,otras vacunaciones,influenza estacional,2024-10-01,0,0,11,14,0,0,3,3,0,0,2,2,0,0,2,2,0,0,0,0,0,0,4,3,22,24,46
SAN BORJA,otras vacunaciones,influenza estacional,2024-10-01,1,1,4,4,0,0,1,1,0,0,0,0,0,1,0,9,0,1,7,11,1,1,12,10,26,39,65
SAN BUENA VENTURA,otras vacunaciones,influenza estacional,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4
SAN CARLOS,otras vacunaciones,influenza estacional,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,otras vacunaciones,influenza estacional,2024-10-01,15,12,0,1,1,0,2,2,0,0,0,0,33,39,0,0,0,0,0,1,5,11,1,0,57,66,123
SAN JOSE DE CHIQUITOS,otras vacunaciones,influenza estacional,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4
SAN JUAN DE YAPACANI,otras vacunaciones,influenza estacional,2024-10-01,2,1,5,5,0,0,1,1,0,0,0,0,1,2,1,1,4,2,15,43,0,1,18,14,47,70,117
SAN MATIAS,otras vacunaciones,influenza estacional,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,23,14,23,37
SAN PEDRO,otras vacunaciones,influenza estacional,2024-10-01,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,9,9,0,7,4,3,3,2,17,23,40
SAN PEDRO DE TIQUINA,otras vacunaciones,influenza estacional,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,8,5,8,13
SAN RAFAEL,otras vacunaciones,influenza estacional,2024-10-01,0,0,4,5,0,0,1,0,0,0,0,2,0,0,2,2,0,0,6,7,0,0,1,0,14,16,30
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional,2024-10-01,128,125,374,373,19,16,86,114,21,20,105,89,98,178,431,612,430,740,896,1055,126,86,195,305,2909,3713,6622
SANTIAGO DE CALLAPA,otras vacunaciones,influenza estacional,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2
SANTIAGO DE HUARI,otras vacunaciones,influenza estacional,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2
SICAYA,otras vacunaciones,influenza estacional,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,20,14,21,35
SOPACHUY,otras vacunaciones,influenza estacional,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,1,3,4
SORATA,otras vacunaciones,influenza estacional,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,7,3,8,11
SUCRE,otras vacunaciones,influenza estacional,2024-10-01,4,3,3,0,1,0,0,0,0,1,0,0,0,2,3,7,17,39,24,23,6,5,2,4,60,84,144
TARIJA,otras vacunaciones,influenza estacional,2024-10-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,4,7,8,8,13,3,5,2,4,23,35,58
TOLEDO,otras vacunaciones,influenza estacional,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2
TRINIDAD,otras vacunaciones,influenza estacional,2024-10-01,0,1,8,3,0,0,5,7,0,0,10,7,3,8,43,85,5,10,53,103,0,0,4,4,131,228,359
TUPIZA,otras vacunaciones,influenza estacional,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,7,0,0,2,11,13
UMALA,otras vacunaciones,influenza estacional,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,4
UNCIA,otras vacunaciones,influenza estacional,2024-10-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,6,2,2,0,0,2,2,8,12,20
URUBICHA,otras vacunaciones,influenza estacional,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2
VILLAZON,otras vacunaciones,influenza estacional,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,2,0,0,3,4,7
WALDO BALLIVIAN,otras vacunaciones,influenza estacional,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,2,3
WARNES,otras vacunaciones,influenza estacional,2024-10-01,2,2,10,6,0,1,5,2,0,0,1,3,6,4,7,6,16,21,9,32,2,5,4,1,62,83,145
YACO,otras vacunaciones,influenza estacional,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,6,15,0,0,2,0,12,20,32
YACUIBA,otras vacunaciones,influenza estacional,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,15,7,4,11,1,7,22,19,48,49,97
ACHACACHI,otras vacunaciones,influenza estacional,2024-11-01,0,0,2,0,0,0,0,1,0,0,1,0,0,2,7,4,1,0,2,2,2,1,7,8,22,18,40
ACHOCALLA,otras vacunaciones,influenza estacional,2024-11-01,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,4,10,0,0,1,1,0,0,7,14,21
APOLO,otras vacunaciones,influenza estacional,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,2,5,6,11
ASCENCION DE GUARAYOS,otras vacunaciones,influenza estacional,2024-11-01,2,1,19,16,0,1,4,3,0,0,1,4,2,2,10,16,1,6,12,35,0,0,15,13,66,97,163
AUCAPATA,otras vacunaciones,influenza estacional,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0,0,1,3,5,6,11
AYO AYO,otras vacunaciones,influenza estacional,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,3,1,8,9
BATALLAS,otras vacunaciones,influenza estacional,2024-11-01,1,0,3,5,0,0,0,1,0,0,4,1,0,1,2,0,0,1,3,6,8,10,31,31,52,56,108
BERMEJO,otras vacunaciones,influenza estacional,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
BETANZOS,otras vacunaciones,influenza estacional,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
CABEZAS,otras vacunaciones,influenza estacional,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
CAIROMA,otras vacunaciones,influenza estacional,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,2,0,1,0,6,3,9
CAMIRI,otras vacunaciones,influenza estacional,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CARACOLLO,otras vacunaciones,influenza estacional,2024-11-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7,4,9,5,14
CARANGAS,otras vacunaciones,influenza estacional,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
CHOQUE COTA,otras vacunaciones,influenza estacional,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,2,6
CHUMA,otras vacunaciones,influenza estacional,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,8,6,14
COBIJA,otras vacunaciones,influenza estacional,2024-11-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,3
COCHABAMBA,otras vacunaciones,influenza estacional,2024-11-01,1,4,8,7,0,0,7,6,0,0,1,1,8,15,12,15,23,54,30,52,0,4,15,18,105,176,281
COLPA BELGICA,otras vacunaciones,influenza estacional,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COLQUIRI,otras vacunaciones,influenza estacional,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,12,7,19
CONCEPCION,otras vacunaciones,influenza estacional,2024-11-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,3
COPACABANA,otras vacunaciones,influenza estacional,2024-11-01,0,0,2,2,0,0,3,1,0,0,0,1,0,0,3,9,0,0,0,0,1,0,1,2,10,15,25
CORIPATA,otras vacunaciones,influenza estacional,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,6,9
CORO CORO,otras vacunaciones,influenza estacional,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,7,10
CORQUE,otras vacunaciones,influenza estacional,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,1,0,0,1,2,13,3,16
COTOCA,otras vacunaciones,influenza estacional,2024-11-01,3,1,16,9,1,0,2,2,2,1,2,0,2,3,1,2,3,12,1,3,1,1,0,1,34,35,69
CUATRO CAÑADAS,otras vacunaciones,influenza estacional,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,2,3,5
EL ALTO,otras vacunaciones,influenza estacional,2024-11-01,32,30,203,180,22,14,21,21,4,25,24,33,34,74,257,283,88,194,197,276,23,46,71,74,976,1250,2226
EL CHORO,otras vacunaciones,influenza estacional,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,5,8,10,8,18
EL TORNO,otras vacunaciones,influenza estacional,2024-11-01,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,8,0,0,1,1,2,9,5,23,28
ESCARA,otras vacunaciones,influenza estacional,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,5,4,9
EXALTACION,otras vacunaciones,influenza estacional,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
FERNANDEZ ALONSO,otras vacunaciones,influenza estacional,2024-11-01,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,5,0,0,1,1,8,10,18
GENERAL SAAVEDRA,otras vacunaciones,influenza estacional,2024-11-01,0,0,11,7,0,0,1,3,0,0,0,0,0,0,1,1,1,0,1,7,1,0,1,0,17,18,35
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,influenza estacional,2024-11-01,0,0,4,7,0,0,1,0,0,0,7,5,0,0,10,5,0,0,0,0,1,1,2,3,25,21,46
GUAYARAMERIN,otras vacunaciones,influenza estacional,2024-11-01,10,13,7,2,0,0,0,3,0,0,0,0,1,3,0,0,1,0,0,4,4,3,1,3,24,31,55
HUARINA,otras vacunaciones,influenza estacional,2024-11-01,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,5,0,0,4,8,12
ICHOCA,otras vacunaciones,influenza estacional,2024-11-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,14,0,0,9,9,0,0,1,1,24,24,48
INQUISIVI,otras vacunaciones,influenza estacional,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,23,0,0,1,0,0,2,0,0,16,25,41
LA GUARDIA,otras vacunaciones,influenza estacional,2024-11-01,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,7,10,0,0,1,0,0,0,10,13,23
LA PAZ,otras vacunaciones,influenza estacional,2024-11-01,24,29,27,39,2,3,3,1,3,4,2,2,33,62,28,37,146,285,64,46,98,144,43,44,473,696,1169
LLALLAGUA,otras vacunaciones,influenza estacional,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,16,15,17,16,33
LURIBAY,otras vacunaciones,influenza estacional,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,5,2,19,19,27,24,51
MACHACAMARCA,otras vacunaciones,influenza estacional,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,7,10,7,17
MAIRANA,otras vacunaciones,influenza estacional,2024-11-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,3
MECAPACA,otras vacunaciones,influenza estacional,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,19,0,0,0,0,0,0,0,0,20,20,40
MINEROS,otras vacunaciones,influenza estacional,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,4,5,0,0,4,2,10,9,19
MOCOMOCO,otras vacunaciones,influenza estacional,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,16,11,17,28
MONTERO,otras vacunaciones,influenza estacional,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,17,12,23,35
OCURI,otras vacunaciones,influenza estacional,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,2,6
ORURO,otras vacunaciones,influenza estacional,2024-11-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,2,4,5,5,7,41,64,53,80,133
PAILON,otras vacunaciones,influenza estacional,2024-11-01,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,32,10,7,0,1,4,11,17,53,70
POJO (CBBA),otras vacunaciones,influenza estacional,2024-11-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,1,1,7,5,12
PORONGO,otras vacunaciones,influenza estacional,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
PORTACHUELO,otras vacunaciones,influenza estacional,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
POTOSI,otras vacunaciones,influenza estacional,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,5,0,4,2,10,6,16
PUCARANI,otras vacunaciones,influenza estacional,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
PUERTO PEREZ,otras vacunaciones,influenza estacional,2024-11-01,0,0,2,0,0,0,1,1,0,0,3,1,0,0,3,4,0,0,0,0,0,0,3,2,12,8,20
PUERTO QUIJARRO,otras vacunaciones,influenza estacional,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3
ROBORE,otras vacunaciones,influenza estacional,2024-11-01,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,4,2,0,0,0,0,0,0,10,2,12
SABAYA,otras vacunaciones,influenza estacional,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,3,5,3,10,13
SALINAS DE GARCI MENDOZA,otras vacunaciones,influenza estacional,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,3
SAN ANDRES,otras vacunaciones,influenza estacional,2024-11-01,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,0,0,1,0,17,14,31
SAN BORJA,otras vacunaciones,influenza estacional,2024-11-01,3,2,15,13,0,1,2,1,0,0,1,0,0,0,2,2,5,3,1,0,6,6,2,3,37,31,68
SAN BUENA VENTURA,otras vacunaciones,influenza estacional,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,5,5
SAN CARLOS,otras vacunaciones,influenza estacional,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN IGNACIO DE VELASCO,otras vacunaciones,influenza estacional,2024-11-01,0,0,2,2,3,1,0,0,0,0,1,0,5,6,3,2,10,23,7,6,9,13,3,1,43,54,97
SAN JOSE DE CHIQUITOS,otras vacunaciones,influenza estacional,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,4
SAN JUAN DE YAPACANI,otras vacunaciones,influenza estacional,2024-11-01,0,0,3,1,0,0,1,4,0,0,0,0,0,0,2,2,2,4,14,22,2,2,6,5,30,40,70
SAN LORENZO(TJA),otras vacunaciones,influenza estacional,2024-11-01,0,0,1,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,4,6,0,0,1,1,9,9,18
SAN MATIAS,otras vacunaciones,influenza estacional,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,1,1,4,8,12
SAN PEDRO,otras vacunaciones,influenza estacional,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional,2024-11-01,101,92,308,324,12,11,81,98,9,11,101,129,168,133,719,859,429,703,602,825,39,69,126,179,2695,3433,6128
SANTA ROSA DEL SARA,otras vacunaciones,influenza estacional,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,2,0,0,0,0,0,0,0,4,3,7
SANTIAGO DE HUARI,otras vacunaciones,influenza estacional,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,6
SENA,otras vacunaciones,influenza estacional,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
SUCRE,otras vacunaciones,influenza estacional,2024-11-01,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,13,0,0,1,2,0,0,13,16,29
TACOBAMBA,otras vacunaciones,influenza estacional,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,3,5,8
TARIJA,otras vacunaciones,influenza estacional,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,3,0,1,2,1,8,8,16
TOLEDO,otras vacunaciones,influenza estacional,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,6,5,7,7,14
TRIGAL,otras vacunaciones,influenza estacional,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2
TRINIDAD,otras vacunaciones,influenza estacional,2024-11-01,0,0,2,1,0,0,0,0,0,0,0,0,0,0,24,3,1,4,11,17,0,0,7,6,45,31,76
TURCO,otras vacunaciones,influenza estacional,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,4,5
UNCIA,otras vacunaciones,influenza estacional,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
