,group,variable,month,DT 1RA DOSIS 5 A 9 - D,DT 1RA DOSIS 5 A 9 - D,DT 1RA DOSIS 5 A 9 - F,DT 1RA DOSIS 5 A 9 - F,DT 1RA DOSIS 10 AÑOS - D,DT 1RA DOSIS 10 AÑOS - D,DT 1RA DOSIS 10 AÑOS - F,DT 1RA DOSIS 10 AÑOS - F,DT 1RA DOSIS 11 AÑOS - D,DT 1RA DOSIS 11 AÑOS - D,DT 1RA DOSIS 11 AÑOS - F,DT 1RA DOSIS 11 AÑOS - F,DT 1RA DOSIS 12 A 20 - D,DT 1RA DOSIS 12 A 20 - D,DT 1RA DOSIS 12 A 20 - F,DT 1RA DOSIS 12 A 20 - F,DT 1RA DOSIS 21 A 59 - D,DT 1RA DOSIS 21 A 59 - D,DT 1RA DOSIS 21 A 59 - F,DT 1RA DOSIS 21 A 59 - F,DT 1RA DOSIS 60 Y MAS - D,DT 1RA DOSIS 60 Y MAS - D,DT 1RA DOSIS 60 Y MAS - F,DT 1RA DOSIS 60 Y MAS - F,TOTALES,TOTALES,TOTALES
SAN CARLOS,otras vacunaciones,dt 1ra dosis,2024-10-01,1,0,1,0,0,0,0,0,0,0,0,1,0,0,47,48,0,1,0,0,0,0,0,0,49,50,99
SAN IGNACIO,otras vacunaciones,dt 1ra dosis,2024-10-01,0,3,8,11,0,0,1,0,1,0,0,5,3,2,15,9,2,12,2,0,0,0,0,0,32,42,74
SAN IGNACIO DE VELASCO,otras vacunaciones,dt 1ra dosis,2024-10-01,1,0,1,1,0,0,0,0,1,3,0,2,0,0,1,1,0,0,0,1,0,1,0,0,4,9,13
SAN JAVIER(BNI),otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,4,0,0,1,0,0,0,0,9,3,12
SAN JAVIER(STC),otras vacunaciones,dt 1ra dosis,2024-10-01,1,2,1,0,0,0,0,0,0,0,0,0,1,4,0,0,4,9,0,0,0,0,0,0,7,15,22
SAN JOAQUIN,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,3,0,0,0,1,1,0,4,3,1,0,1,4,5,0,0,0,0,11,12,23
SAN JOSE DE CHIQUITOS,otras vacunaciones,dt 1ra dosis,2024-10-01,0,3,26,32,0,0,1,3,0,0,1,1,0,1,1,2,0,1,37,4,0,0,0,0,66,47,113
SAN JUAN DE YAPACANI,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,1,0,0,1,2,0,0,0,0,0,0,1,3,2,2,1,2,4,0,0,0,0,10,9,19
SAN JULIAN,otras vacunaciones,dt 1ra dosis,2024-10-01,0,1,0,5,1,1,7,3,0,1,3,4,5,14,149,103,12,46,28,47,0,0,0,0,205,225,430
SAN LORENZO(TJA),otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,2,3,0,0,7,7,0,1,6,6,1,1,39,35,5,16,1,3,0,0,0,0,61,72,133
SAN LUCAS,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,4,7,0,0,0,0,0,0,7,9,16
SAN MATIAS,otras vacunaciones,dt 1ra dosis,2024-10-01,0,1,0,1,0,0,4,5,0,0,3,4,0,0,7,6,3,2,5,9,0,0,0,0,22,28,50
SAN MIGUEL DE VELASCO,otras vacunaciones,dt 1ra dosis,2024-10-01,1,0,2,1,0,0,2,0,0,0,0,0,1,1,2,1,4,11,2,11,0,0,0,0,14,25,39
SAN PABLO DE LIPEZ,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN PEDRO,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,3,0,0,0,8,1,9
SAN PEDRO DE BUENA VISTA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,1,0,0,1,8,1,0,2,15,1,3,0,0,0,0,5,27,32
SAN PEDRO DE CURAHUARA,otras vacunaciones,dt 1ra dosis,2024-10-01,1,1,1,1,0,0,0,0,1,0,1,0,2,2,1,2,0,2,2,4,0,0,0,0,9,12,21
SAN PEDRO DE MACHA,otras vacunaciones,dt 1ra dosis,2024-10-01,1,3,8,8,2,2,5,8,1,0,2,5,5,7,57,52,9,20,1,9,0,0,0,0,91,114,205
SAN PEDRO DE QUEMES,otras vacunaciones,dt 1ra dosis,2024-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2
SAN PEDRO DE TIQUINA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,1,4,1,0,0,0,0,0,0,1,0,0,0,2,4,2,1,2,2,0,0,0,0,11,9,20
SAN RAFAEL,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,3,2,0,0,1,0,0,0,4,0,0,4,7,5,1,6,8,11,0,0,0,0,24,28,52
SAN RAMON BENI,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,20,19,0,0,19,11,0,0,11,7,0,0,7,17,0,4,0,2,0,0,0,0,57,60,117
SAN RAMON SCZ,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,15,0,0,0,0,0,0,0,18,18
SANTA ANA,otras vacunaciones,dt 1ra dosis,2024-10-01,1,0,0,0,0,0,0,0,1,0,0,0,2,1,6,5,6,6,1,0,0,0,0,0,17,12,29
SANTA CRUZ DE LA SIERRA,otras vacunaciones,dt 1ra dosis,2024-10-01,57,36,156,153,18,23,42,66,19,13,57,59,103,228,424,441,301,734,213,261,0,0,0,0,1390,2014,3404
SANTA ROSA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,3,2,0,0,0,1,0,0,2,2,0,3,7,3,1,4,4,13,0,0,0,0,17,28,45
SANTA ROSA DEL SARA,otras vacunaciones,dt 1ra dosis,2024-10-01,1,0,13,12,1,0,5,7,0,1,4,5,4,6,55,78,12,12,4,2,0,0,0,0,99,123,222
SANTIAGO DE CALLAPA,otras vacunaciones,dt 1ra dosis,2024-10-01,2,2,0,1,0,1,0,0,0,0,0,0,0,4,0,2,4,3,0,2,0,0,0,0,6,15,21
SANTIAGO DE HUARI,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,1,2,0,0,0,0,0,0,0,0,0,1,4,1,1,0,1,3,0,0,0,0,7,7,14
SANTIAGO DE HUATA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,1,0,0,0,0,0,0,0,14,14,28
SANTIAGO DE MACHACA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,1,0,0,0,1,1,0,0,0,2,1,3,3,0,1,1,1,0,0,0,0,7,8,15
SANTIVAÑES,otras vacunaciones,dt 1ra dosis,2024-10-01,0,2,0,1,0,0,0,0,0,0,0,0,1,0,6,4,12,5,78,34,0,0,0,0,97,46,143
SANTUARIO DE QUILLACAS,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,1,0,0,0,0,0,0,0,1,0,0,1,4,3,0,0,3,3,0,0,0,0,9,7,16
SAPAHAQUI,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,3,0,0,0,0,0,0,3,5,8
SENA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,4,6
SHINAOTA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,2,75,61,0,0,9,19,0,0,4,3,2,3,45,10,5,3,9,7,0,0,0,0,149,108,257
SICA SICA (VILLA AROMA),otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,1,0,0,1,0,0,0,0,0,9,6,10,29,10,10,5,4,0,0,0,0,35,50,85
SICAYA,otras vacunaciones,dt 1ra dosis,2024-10-01,1,0,0,0,0,2,2,2,0,0,4,5,1,0,4,3,0,0,0,0,0,0,0,0,12,12,24
SIPE SIPE,otras vacunaciones,dt 1ra dosis,2024-10-01,2,0,46,63,0,0,19,27,0,0,33,24,2,2,54,49,1,3,9,15,0,0,0,0,166,183,349
SOPACHUY,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,2,3
SORACACHI,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,7,11,0,2,0,0,0,0,9,16,25
SORATA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,1,0,0,0,0,0,0,0,1,0,0,2,19,10,1,8,3,15,0,0,0,0,25,35,60
SUCRE,otras vacunaciones,dt 1ra dosis,2024-10-01,8,5,13,11,5,0,5,5,3,3,3,3,27,24,48,31,70,81,28,18,0,0,0,0,210,181,391
TACACHI,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,2,4
TACACOMA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,4,3,7
TACOBAMBA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,3,5,8
TACOPAYA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,4,3,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,8,7,15
TAPACARI,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,7,7,0,0,4,3,0,0,3,4,2,2,16,25,4,9,9,12,0,0,0,0,45,62,107
TARABUCO,otras vacunaciones,dt 1ra dosis,2024-10-01,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,0,2,0,0,0,0,3,6,9
TARATA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,6,0,0,0,0,0,0,4,6,10
TARIJA,otras vacunaciones,dt 1ra dosis,2024-10-01,3,3,3,4,2,1,5,2,4,1,4,7,20,45,177,80,96,229,266,359,0,0,0,0,580,731,1311
TARVITA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2
TEOPONTE,otras vacunaciones,dt 1ra dosis,2024-10-01,13,3,30,39,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,42,96
TIAHUANACU,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,2,0,0,0,0,0,0,1,6,7
TINGUIPAYA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,8,0,2,0,1,0,0,0,0,16,15,31
TIPUANI,otras vacunaciones,dt 1ra dosis,2024-10-01,0,3,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,20
TIQUIPAYA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,1,19,27,1,1,6,20,2,1,15,31,4,5,146,166,9,13,13,24,0,0,0,0,215,289,504
TIRAQUE (CBBA),otras vacunaciones,dt 1ra dosis,2024-10-01,0,1,3,7,0,0,2,0,1,1,0,1,1,0,3,3,10,6,9,13,0,0,0,0,29,32,61
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,dt 1ra dosis,2024-10-01,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
TOCO,otras vacunaciones,dt 1ra dosis,2024-10-01,0,1,0,2,0,0,0,0,0,0,0,1,1,3,2,1,3,1,2,2,0,0,0,0,8,11,19
TOLATA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,42,3,0,2,11,5,0,0,0,0,54,12,66
TOLEDO,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,2,3,5,0,0,0,0,7,8,15
TOMAVE,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,1,1,0,0,0,0,3,4,7
TOMINA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,1,0,0,1,2,0,0,2,4,0,0,0,0,0,0,0,0,3,7,10
TORO TORO,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,1,2,0,2,0,0,0,0,5,10,15
TOTORA(CBBA),otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,0,2,10,14,0,7,11,1,0,0,0,0,21,25,46
TOTORA(ORR),otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,2,0,1,0,0,0,0,2,6,8
TRIGAL,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
TRINIDAD,otras vacunaciones,dt 1ra dosis,2024-10-01,0,1,4,2,1,2,0,0,0,0,1,0,13,48,11,11,27,109,89,75,0,0,0,0,146,248,394
TUPIZA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,1,0,0,0,1,2,0,0,5,6,3,1,26,67,1,3,0,0,0,0,37,79,116
TURCO,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,2,6,8
UMALA,otras vacunaciones,dt 1ra dosis,2024-10-01,1,4,13,12,0,0,4,6,0,0,3,8,0,2,1,2,0,2,0,0,0,0,0,0,22,36,58
UNCIA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,3,4,3,4,7,22,0,9,0,0,0,0,14,39,53
URIONDO (A. CONCEPCION),otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,5,9,14
URUBICHA,otras vacunaciones,dt 1ra dosis,2024-10-01,1,0,19,29,0,0,2,2,2,3,0,1,0,1,4,3,3,1,4,7,0,0,0,0,35,47,82
UYUNI,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,1,1,0,0,0,0,0,0,1,4,14,5,10,22,10,18,0,0,0,0,36,50,86
VACAS,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,2,5,7
VALLEGRANDE,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,2,0,0,0,0,0,0,0,1,3,0,11,3,3,4,3,0,0,0,0,10,20,30
VIACHA,otras vacunaciones,dt 1ra dosis,2024-10-01,1,1,3,2,1,4,19,30,0,3,25,34,8,14,60,87,23,61,21,31,0,0,0,0,161,267,428
VILA VILA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,10,16,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,12,18,30
VILLA CHARCAS,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,14,14,0,0,4,2,0,0,3,8,2,4,2,2,0,1,2,7,0,0,0,0,27,38,65
VILLA MONTES,otras vacunaciones,dt 1ra dosis,2024-10-01,0,2,0,0,0,0,0,0,0,0,0,0,3,12,16,0,39,45,5,7,0,0,0,0,63,66,129
VILLA NUEVA (LOMA ALTA),otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,8,3,0,0,0,0,1,0,5,1,0,0,7,6,1,0,0,0,0,0,0,0,22,10,32
VILLA RIVERO,otras vacunaciones,dt 1ra dosis,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,4,6,4,0,1,0,0,0,0,16,10,26
VILLA SERRANO,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
VILLA TUNARI,otras vacunaciones,dt 1ra dosis,2024-10-01,2,2,55,57,0,1,59,44,3,2,57,52,17,24,123,131,30,55,79,67,0,0,0,0,425,435,860
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3
VILLAZON,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,1,7,27,31,6,0,0,0,0,46,38,84
VINTO,otras vacunaciones,dt 1ra dosis,2024-10-01,7,2,9,14,2,0,19,15,0,2,19,28,6,13,41,39,9,22,35,47,0,0,0,0,147,182,329
VITICHI,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,4,4,0,0,1,5,0,2,2,2,0,10,0,2,0,0,0,0,7,25,32
WALDO BALLIVIAN,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,0,0,0,0,0,0,5,1,6
WARNES,otras vacunaciones,dt 1ra dosis,2024-10-01,6,3,40,20,5,2,7,10,1,2,7,9,8,21,14,18,21,33,67,36,0,0,0,0,176,154,330
YACO,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,6,2,0,0,1,0,0,0,1,0,1,2,17,24,2,8,5,14,0,0,0,0,33,50,83
YACUIBA,otras vacunaciones,dt 1ra dosis,2024-10-01,3,1,11,10,0,0,7,3,1,0,1,1,6,21,10,14,32,89,24,40,0,0,0,0,95,179,274
YAMPARAEZ,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,5,3,8
YANACACHI,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,1,1,1,0,0,0,0,3,5,8
YAPACANI,otras vacunaciones,dt 1ra dosis,2024-10-01,2,1,1,5,0,1,24,18,1,0,22,31,3,19,183,163,9,32,6,19,0,0,0,0,251,289,540
YOCALLA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6,0,1,0,0,0,0,1,8,9
YOTALA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
YUNCHARA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,0,2,0,1,0,0,0,0,6,6,12
ACACIO,otras vacunaciones,dt 1ra dosis,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,3,3
ACHACACHI,otras vacunaciones,dt 1ra dosis,2024-11-01,0,1,3,9,0,0,1,3,0,0,0,1,1,4,38,60,4,13,8,21,0,0,0,0,55,112,167
ACHOCALLA,otras vacunaciones,dt 1ra dosis,2024-11-01,0,0,0,1,0,0,0,0,1,0,0,0,1,5,0,1,7,26,0,3,0,0,0,0,9,36,45
AIQUILE,otras vacunaciones,dt 1ra dosis,2024-11-01,0,0,7,1,0,0,0,3,1,0,1,2,4,7,9,4,5,5,2,3,0,0,0,0,29,25,54
ALTO BENI,otras vacunaciones,dt 1ra dosis,2024-11-01,1,1,0,0,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11
ANCORAIMES,otras vacunaciones,dt 1ra dosis,2024-11-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,2,4
ANDAMARCA,otras vacunaciones,dt 1ra dosis,2024-11-01,0,0,1,1,0,0,0,0,0,0,2,0,1,0,2,2,0,0,4,2,0,0,1,0,11,5,16
ANTEQUERA,otras vacunaciones,dt 1ra dosis,2024-11-01,0,0,0,0,0,0,1,2,0,0,1,0,0,0,2,9,0,0,10,27,0,0,0,0,14,38,52
ANZALDO,otras vacunaciones,dt 1ra dosis,2024-11-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,2,0,0,0,0,2,7,9
APOLO,otras vacunaciones,dt 1ra dosis,2024-11-01,0,0,13,14,0,1,0,3,0,0,5,3,3,1,56,0,1,2,8,0,0,0,0,0,86,24,110
ARAMPAMPA,otras vacunaciones,dt 1ra dosis,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,4,4
ARANI,otras vacunaciones,dt 1ra dosis,2024-11-01,1,0,18,15,0,0,8,17,0,0,4,15,2,2,0,2,2,2,1,1,0,0,0,0,36,54,90
ARBIETO,otras vacunaciones,dt 1ra dosis,2024-11-01,1,2,13,13,0,1,1,2,0,0,3,1,2,3,5,5,3,4,4,11,0,0,0,0,32,42,74
ARQUE,otras vacunaciones,dt 1ra dosis,2024-11-01,0,0,6,1,0,0,0,0,0,0,0,0,0,1,4,9,1,0,1,1,0,0,0,0,12,12,24
ASCENCION DE GUARAYOS,otras vacunaciones,dt 1ra dosis,2024-11-01,2,0,0,1,0,0,2,0,0,0,1,1,5,12,5,1,15,14,7,0,0,0,0,0,37,29,66
ATOCHA,otras vacunaciones,dt 1ra dosis,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,8,0,1,0,0,0,0,4,10,14
AYATA,otras vacunaciones,dt 1ra dosis,2024-11-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
AYO AYO,otras vacunaciones,dt 1ra dosis,2024-11-01,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,2,0,5,0,0,0,0,1,13,14
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,dt 1ra dosis,2024-11-01,1,1,4,1,0,0,0,2,0,0,0,4,1,2,52,42,0,3,2,10,0,0,0,0,60,65,125
BATALLAS,otras vacunaciones,dt 1ra dosis,2024-11-01,0,2,3,11,0,0,5,3,0,0,6,3,0,2,66,56,5,13,2,6,0,0,2,0,89,96,185
BAURES,otras vacunaciones,dt 1ra dosis,2024-11-01,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,4,2,6
BELEN DE ANDAMARCA,otras vacunaciones,dt 1ra dosis,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,14,0,1,4,4,0,0,0,0,15,20,35
BELLA FLOR,otras vacunaciones,dt 1ra dosis,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
BERMEJO,otras vacunaciones,dt 1ra dosis,2024-11-01,0,1,0,0,0,0,0,0,0,0,0,0,3,9,0,0,14,26,0,0,0,0,0,0,17,36,53
BETANZOS,otras vacunaciones,dt 1ra dosis,2024-11-01,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,3,4,5,0,0,0,0,0,0,8,9,17
BOLIVAR,otras vacunaciones,dt 1ra dosis,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,2,1,2,6,1,0,0,1,0,0,0,0,0,8,5,13
BOLPEBRA,otras vacunaciones,dt 1ra dosis,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2
BOYUIBE,otras vacunaciones,dt 1ra dosis,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
BUENA VISTA,otras vacunaciones,dt 1ra dosis,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,2,6,26,0,6,15,3,0,0,0,0,0,37,21,58
CABEZAS,otras vacunaciones,dt 1ra dosis,2024-11-01,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,4,6,3,1,1,0,0,0,0,11,10,21
CAIROMA,otras vacunaciones,dt 1ra dosis,2024-11-01,1,0,0,0,1,0,0,0,0,1,0,0,0,3,2,3,2,6,1,0,0,0,0,0,7,13,20
"CAIZA ""D""",otras vacunaciones,dt 1ra dosis,2024-11-01,0,0,0,0,3,4,0,0,3,0,0,0,0,1,0,0,2,9,8,6,0,0,0,0,16,20,36
CAJUATA,otras vacunaciones,dt 1ra dosis,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,4,9,0,1,0,0,0,0,5,12,17
CALACOTO,otras vacunaciones,dt 1ra dosis,2024-11-01,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,6,14,20
CALAMARCA,otras vacunaciones,dt 1ra dosis,2024-11-01,0,0,1,3,0,0,1,1,0,0,0,0,1,1,3,3,2,6,1,4,0,0,0,0,9,18,27
CAMARGO,otras vacunaciones,dt 1ra dosis,2024-11-01,0,0,3,4,0,0,3,4,0,0,4,2,0,2,7,5,2,3,11,3,0,0,0,0,30,23,53
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,dt 1ra dosis,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CAMIRI,otras vacunaciones,dt 1ra dosis,2024-11-01,0,0,0,1,0,0,0,1,0,0,1,5,0,2,1,2,3,4,4,2,0,0,0,0,9,17,26
CAPINOTA,otras vacunaciones,dt 1ra dosis,2024-11-01,1,2,10,8,0,0,0,0,0,0,0,0,1,2,7,6,11,7,4,5,0,0,0,0,34,30,64
CAQUIAVIRI,otras vacunaciones,dt 1ra dosis,2024-11-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,3,11,14
CARACOLLO,otras vacunaciones,dt 1ra dosis,2024-11-01,1,0,3,0,0,0,0,2,1,0,0,0,0,3,1,1,4,12,5,2,0,0,0,0,15,20,35
CARANAVI,otras vacunaciones,dt 1ra dosis,2024-11-01,1,0,4,3,0,0,2,1,0,1,2,2,4,8,59,16,7,24,19,8,0,0,0,0,98,63,161
CARANGAS,otras vacunaciones,dt 1ra dosis,2024-11-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,6,12
CARAPARI,otras vacunaciones,dt 1ra dosis,2024-11-01,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,2,5,12,6,10,0,0,0,0,15,27,42
CARIPUYO,otras vacunaciones,dt 1ra dosis,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,3
CARMEN RIVERO TORREZ,otras vacunaciones,dt 1ra dosis,2024-11-01,1,0,0,0,0,0,0,0,0,1,0,0,2,0,3,1,3,6,4,3,0,0,0,0,13,11,24
CATACORA,otras vacunaciones,dt 1ra dosis,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0,3,0,0,0,0,0,7,2,9
CHACARILLA,otras vacunaciones,dt 1ra dosis,2024-11-01,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1,1,0,0,0,0,0,6,3,9
CHALLAPATA,otras vacunaciones,dt 1ra dosis,2024-11-01,1,1,1,1,0,0,0,0,0,0,0,0,1,7,2,4,5,21,3,6,0,0,0,0,13,40,53
CHAQUI,otras vacunaciones,dt 1ra dosis,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,2,5,7
