,group,variable,month,COVID-19 DOSIS UNICA 5 A 9 - D,COVID-19 DOSIS UNICA 5 A 9 - D,COVID-19 DOSIS UNICA 5 A 9 - F,COVID-19 DOSIS UNICA 5 A 9 - F,COVID-19 DOSIS UNICA 10 AÑOS - D,COVID-19 DOSIS UNICA 10 AÑOS - D,COVID-19 DOSIS UNICA 10 AÑOS - F,COVID-19 DOSIS UNICA 10 AÑOS - F,COVID-19 DOSIS UNICA 11 AÑOS - D,COVID-19 DOSIS UNICA 11 AÑOS - D,COVID-19 DOSIS UNICA 11 AÑOS - F,COVID-19 DOSIS UNICA 11 AÑOS - F,COVID-19 DOSIS UNICA 12 A 20 - D,COVID-19 DOSIS UNICA 12 A 20 - D,COVID-19 DOSIS UNICA 12 A 20 - F,COVID-19 DOSIS UNICA 12 A 20 - F,COVID-19 DOSIS UNICA 21 A 59 - D,COVID-19 DOSIS UNICA 21 A 59 - D,COVID-19 DOSIS UNICA 21 A 59 - F,COVID-19 DOSIS UNICA 21 A 59 - F,COVID-19 DOSIS UNICA 60 Y MAS - D,COVID-19 DOSIS UNICA 60 Y MAS - D,COVID-19 DOSIS UNICA 60 Y MAS - F,COVID-19 DOSIS UNICA 60 Y MAS - F,TOTALES,TOTALES,TOTALES
CURAHUARA DE CARANGAS,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,3,0,0,0,0,0,24,0,24
EL ALTO,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,5,11,20,26,28,22,35,45,0,1,8,8,96,113,209
EL CHORO,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,1,3
EL TORNO,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,5,1,6
ENTRE RIOS CBBA,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,2,2,4
ESCARA,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
ESMERALDA,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,4,5
EUREKA (SANTOS MERCADO),otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,3
FILADELFIA,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3,3
GENERAL SAAVEDRA,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,5,1,6
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,2,3
GUANAY,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,18,12,2,3,6,8,4,1,5,3,0,0,0,6,0,0,0,0,0,0,0,0,35,33,68
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,6
HUACHACALLA,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,6,0,0,0,0,0,25,0,25
HUANUNI,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,2,0,0,0,0,0,0,3,4,7
HUARINA,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
HUATAJATA,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,2,3
HUAYLLAMARCA,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,4,1,5
HUMANATA,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
ICLA,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,2,2,0,0,1,4,6,10
INCAHUASI,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,1,0,2,3,5
INQUISIVI,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,1,3
IRUPANA (VILLA DE LANZA),otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,1,0,0,2,0,6,2,8
LA ASUNTA,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,8,1,2,19,19,0,0,2,0,31,30,61
LA GUARDIA,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,9,1,0,0,2,0,0,16,12,28
LA PAZ,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,12,19,6,18,74,59,38,24,35,29,3,3,168,152,320
LA RIVERA,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
LAGUNILLAS,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,3,2,5
LAJA,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,2,1,0,0,0,2,6,8
LLALLAGUA,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,1,3,0,0,0,0,2,10,12
LURIBAY,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,6,6,0,0,0,2,1,9,9,18
MALLA,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
MAPIRI,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,15,21,16,3,0,0,0,0,0,32,39,71
MINEROS,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,6,0,0,0,1,7,11,18
MIZQUE,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,2,3
MOCOMOCO,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,3,2,1,1,3,4,14,13,27
MONTEAGUDO,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
MONTERO,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,1,1,4,16,0,0,0,1,6,30,36
OCURI,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2
ORURO,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,4,29,30,9,12,2,1,0,0,45,50,95
PADILLA,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
PALCA,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,2,2,6,5,0,0,0,1,17,14,31
PALOS BLANCOS,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,3,11,9,1,0,2,3,18,18,36
PASORAPA,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,3,3,6
PELECHUCO,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
POCOATA,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,4,1,1,0,0,1,7,4,11
POCONA,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,4,2,6
POOPO,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,3,16,14,4,5,0,0,11,11,35,38,73
PORCO,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,0,1,0,4,3,7
PORONGO,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
POTOSI,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,6,0,0,0,1,6,11,17
PRESTO,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
PUCARANI,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,3,1,5,0,0,1,3,7,12,19
PUERTO ACOSTA,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PUERTO CARABUCO,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,3,3,5,6,11
PUERTO GONZALO MORENO,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
PUERTO PEREZ,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
PUERTO VILLARROEL,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,2,4,6,9,13,0,0,0,0,38,24,62
PUNATA,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,5,4,8,0,1,1,1,14,15,29
QUILLACOLLO,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,6,0,0,0,0,3,8,11
QUIME,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,1,0,8,2,10
RIBERALTA,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,3,0,0,0,0,0,0,1,7,8
ROBORE,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,0,0,3,1,0,0,0,0,0,23,4,27
RURRENABAQUE,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
SABAYA,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,3,3
SACABA,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,2,9,3,0,8,22,6,14,1,0,0,0,20,45,65
SACABAMBA,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
SALINAS DE GARCI MENDOZA,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,1,0,4,2,6
SAMAIPATA,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
SAN ANDRES DE MACHACA,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,1,2,0,0,1,1,12,3,15
SAN BENITO,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,2,2,4
SAN BUENA VENTURA,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
SAN IGNACIO DE VELASCO,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,1,4,0,0,3,6,9
SAN JUAN DE YAPACANI,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SAN JULIAN,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,2,1,3,6,9
SAN LORENZO(PND),otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,2,3,0,0,0,0,6,6,12
SAN LORENZO(TJA),otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
SAN MATIAS,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,0,1,8,5,0,0,1,1,18,24,42
SAN MIGUEL DE VELASCO,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,2,2,0,4,4,8
SAN PEDRO DE MACHA,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SAN PEDRO DE TIQUINA,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2
SAN RAFAEL,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,2,4,6
SANTA CRUZ DE LA SIERRA,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,7,4,5,2,54,43,30,10,0,0,1,2,97,61,158
SANTA ROSA DEL SARA,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,1,0,0,0,0,0,0,5,1,6
SANTIAGO DE CALLAPA,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,3,2,5
SANTIVAÑES,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,10,0,10
SANTUARIO DE QUILLACAS,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,1,3,3,6
SAPAHAQUI,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,2
SICAYA,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SIPE SIPE,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,0,0,1,0,2,3,6,9
SORATA,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,1,2,2,0,0,0,0,6,4,10
SUCRE,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,1,0,4,4,8
TACACOMA,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,11,19,0,0,0,0,13,20,33
TAPACARI,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,1,2,0,0,0,0,6,9,15
TARABUCO,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2
TARATA,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,3,3,6
TARIJA,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,1,5,5,5,3,1,1,0,0,42,11,53
TIAHUANACU,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,12,0,0,0,0,7,13,20
TINGUIPAYA,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,2,0,0,0,1,4,4,8
TIPUANI,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,34,35,5,0,0,0,0,0,0,0,39,40,79
TIQUIPAYA,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,3,3,3,0,0,1,0,6,9,15
TIRAQUE (CBBA),otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,6,1,2,4,5,0,1,1,5,15,21,36
TOCO,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,4,0,0,0,2,1,11,12
TOLATA,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
TOLEDO,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,4,0,1,0,0,0,0,4,5,9
TOMAVE,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,2,3,4,7
TOMINA,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,0,0,0,0,2,4,6
TORO TORO,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,2,0,0,0,6,0,6
TOTORA(CBBA),otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,4,5
TOTORA(ORR),otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,2
TUPIZA,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,3,1,4
TURCO,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
UNCIA,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,29,0,1,3,3,0,0,0,2,33,35,68
UYUNI,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
VALLEGRANDE,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,5,1,6
VILLA CHARCAS,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,1,6,7
VILLA MONTES,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46,0,7,3,8,0,0,0,0,0,61,4,65
VILLA SERRANO,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
VILLA TUNARI,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41,5,1,6,25,25,0,1,1,0,68,38,106
VILLAZON,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,3
VINTO,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
WARNES,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,5,0,0,0,0,0,0,4,5,9
YACUIBA,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
YAPACANI,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4,2,0,0,0,0,0,6,5,11
YUNGUYO DE LITORAL,otras vacunaciones,covid-19 dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,8,4,12
ACACIO,otras vacunaciones,covid-19 dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
ACHACACHI,otras vacunaciones,covid-19 dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,2,1,0,0,0,0,0,0,1,16,3,19
AIQUILE,otras vacunaciones,covid-19 dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,3,3
ALALAY,otras vacunaciones,covid-19 dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,2,3
ANCORAIMES,otras vacunaciones,covid-19 dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,3,2,12,8,13,5,2,7,12,28,42,70
ANTEQUERA,otras vacunaciones,covid-19 dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0,5,1,6
ANZALDO,otras vacunaciones,covid-19 dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,1,1,3,3,6
ARANI,otras vacunaciones,covid-19 dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,3,2,6,8
ARBIETO,otras vacunaciones,covid-19 dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3,3
ARQUE,otras vacunaciones,covid-19 dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,4
AYO AYO,otras vacunaciones,covid-19 dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,covid-19 dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,5,1,1,0,1,4,0,7,9,16
BERMEJO,otras vacunaciones,covid-19 dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,9,1,0,0,0,0,0,11,9,20
BUENA VISTA,otras vacunaciones,covid-19 dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
CALACOTO,otras vacunaciones,covid-19 dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,1,1,1,0,4,4,8
CAMARGO,otras vacunaciones,covid-19 dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
CAPINOTA,otras vacunaciones,covid-19 dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
CAQUIAVIRI,otras vacunaciones,covid-19 dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,1,4
CARACOLLO,otras vacunaciones,covid-19 dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,8,4,0,0,12,7,19
CARAPARI,otras vacunaciones,covid-19 dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CARIPUYO,otras vacunaciones,covid-19 dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CARMEN RIVERO TORREZ,otras vacunaciones,covid-19 dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1,0,0,0,0,0,3,3,6
CHACARILLA,otras vacunaciones,covid-19 dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,4,2,0,0,2,5,8,14,22
