,group,variable,month,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 5 A 9 - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 5 A 9 - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 5 A 9 - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 5 A 9 - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 10 AÑOS - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 10 AÑOS - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 10 AÑOS - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 10 AÑOS - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 11 AÑOS - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 11 AÑOS - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 11 AÑOS - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 11 AÑOS - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 12 A 20 - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 12 A 20 - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 12 A 20 - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 12 A 20 - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 21 A 59 - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 21 A 59 - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 21 A 59 - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 21 A 59 - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 60 Y MAS - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 60 Y MAS - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 60 Y MAS - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 60 Y MAS - F,TOTALES,TOTALES,TOTALES
SACABAMBA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2
SALINAS DE GARCI MENDOZA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN BENITO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
SAN BORJA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,3,1,4
SAN BUENA VENTURA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,2,0,1,0,0,0,3,6,9
SAN CARLOS,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
SAN IGNACIO DE VELASCO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,3
SAN JAVIER(STC),otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN JOSE DE CHIQUITOS,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN JULIAN,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
SAN LORENZO(TJA),otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
SAN LUCAS,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
SAN MIGUEL DE VELASCO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SAN PEDRO DE BUENA VISTA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN PEDRO DE MACHA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,5,27,0,0,63,211,18,33,1,0,0,0,87,271,358
SANTIAGO DE HUARI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,3
SANTIAGO DE HUATA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SANTIVAÑES,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
SAPAHAQUI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,2,2,4
SHINAOTA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,4,5
SICA SICA (VILLA AROMA),otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SICAYA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SIPE SIPE,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,4,1,3,0,0,0,0,2,10,12
SORACACHI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
SORATA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SUCRE,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,16,46,0,3,0,1,0,0,18,53,71
TACOPAYA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TAPACARI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2
TARATA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,2,3
TARIJA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,15,14,43,11,40,0,0,0,0,34,98,132
TARVITA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
TEOPONTE,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,4,7
TIPUANI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
TIQUIPAYA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,1,0,0,0,0,5,10,15
TIRAQUE (CBBA),otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,4,0,0,0,0,3,7,10
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
TOCO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TOMINA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TORO TORO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
TOTORA(CBBA),otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,3,2,5
TOTORA(ORR),otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
TRINIDAD,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0,0,0,2,12,14
TUPIZA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,2,2,4
TURCO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
UYUNI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4,1,0,0,0,0,0,6,4,10
VALLEGRANDE,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,4
VIACHA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,4
VILA VILA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,4,0,4
VILLA MONTES,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
VILLA RIVERO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
VILLA TUNARI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,2,7,0,0,1,0,6,18,24
VILLAZON,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,0,0,0,0,3,5,8
VINTO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,11,11
WALDO BALLIVIAN,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
WARNES,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,8,15,0,0,0,0,0,0,9,21,30
YACUIBA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,4,5,9
YANACACHI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ACHOCALLA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,4
AIQUILE,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,2,3
ALTO BENI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
ANDAMARCA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ANZALDO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
ARANI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,2,3
ASCENCION DE GUARAYOS,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
ATOCHA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
AZURDUY,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,23,0,0,0,0,0,0,5,24,29
BATALLAS,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
BAURES,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
BERMEJO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,0,0,0,0,0,0,5,19,24
BETANZOS,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
BUENA VISTA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CAJUATA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
CALACOTO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
CAMARGO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
CAPINOTA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,6,7
CAQUIAVIRI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
CARACOLLO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,2,7,9
CARANAVI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,3,5
CARAPARI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
CHALLAPATA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,1,5,6
CHAQUI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,4
CHIMORE,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
CHIPAYA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,3
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,1,5,6
CKOCHAS,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
CLIZA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,2,4,6
COBIJA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22,1,2,0,0,0,0,12,24,36
COCAPATA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,3
COCHABAMBA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,34,39,154,0,0,1,2,60,191,251
COLCAPIRHUA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,0,1,0,0,0,0,5,20,25
"COLCHA ""K""",otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,3,1,4
COLQUECHACA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
COLQUIRI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,4
CONCEPCION,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CORIPATA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,4,5
CORO CORO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
COROICO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
COTAGAITA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
COTOCA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,1,11,12
CUATRO CAÑADAS,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
EL ALTO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,2,73,173,54,46,0,0,2,0,131,225,356
EL PUENTE(STC),otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
EL PUENTE(TJA),otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,0,0,0,0,0,0,2,6,8
EL TORNO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,5,0,0,0,0,0,0,2,6,8
ENTRE RIOS TRJ,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,3,11,14
ENTRE RIOS CBBA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5
EUCALIPTUS,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
FERNANDEZ ALONSO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2
FILADELFIA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
GAIOC JATUN AYLLU YURA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
GENERAL SAAVEDRA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
GUANAY,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
HUANUNI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
ICLA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
INCAHUASI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,1,0,0,2,5,7
INQUISIVI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2
LA ASUNTA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,4,3,7
LA GUARDIA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,10,0,0,0,0,0,0,1,11,12
LA PAZ,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,46,116,10,19,3,2,1,0,62,141,203
LICOMA PAMPA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
LLALLAGUA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,2,0,0,0,0,3,15,18
LURIBAY,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MIZQUE,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MOCOMOCO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MONTERO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
MOROCHATA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
OCURI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
OKINAWA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
