,group,variable,month,COVID-19 DOSIS ANUAL 5 A 9 - D,COVID-19 DOSIS ANUAL 5 A 9 - D,COVID-19 DOSIS ANUAL 5 A 9 - F,COVID-19 DOSIS ANUAL 5 A 9 - F,COVID-19 DOSIS ANUAL 10 AÑOS - D,COVID-19 DOSIS ANUAL 10 AÑOS - D,COVID-19 DOSIS ANUAL 10 AÑOS - F,COVID-19 DOSIS ANUAL 10 AÑOS - F,COVID-19 DOSIS ANUAL 11 AÑOS - D,COVID-19 DOSIS ANUAL 11 AÑOS - D,COVID-19 DOSIS ANUAL 11 AÑOS - F,COVID-19 DOSIS ANUAL 11 AÑOS - F,COVID-19 DOSIS ANUAL 12 A 20 - D,COVID-19 DOSIS ANUAL 12 A 20 - D,COVID-19 DOSIS ANUAL 12 A 20 - F,COVID-19 DOSIS ANUAL 12 A 20 - F,COVID-19 DOSIS ANUAL 21 A 59 - D,COVID-19 DOSIS ANUAL 21 A 59 - D,COVID-19 DOSIS ANUAL 21 A 59 - F,COVID-19 DOSIS ANUAL 21 A 59 - F,COVID-19 DOSIS ANUAL 60 Y MAS - D,COVID-19 DOSIS ANUAL 60 Y MAS - D,COVID-19 DOSIS ANUAL 60 Y MAS - F,COVID-19 DOSIS ANUAL 60 Y MAS - F,TOTALES,TOTALES,TOTALES
PUERTO ACOSTA,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,8,9,2,3,1,1,8,2,21,17,38
PUERTO CARABUCO,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,0,0,5,0,10,5,15
PUERTO PEREZ,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,11,2,3,0,0,4,1,11,17,28
PUERTO SUAREZ,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,1,3,16,0,0,0,0,0,121,3,124
PUERTO VILLARROEL,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,4,17,29,6,11,25,10,16,0,3,0,1,54,68,122
PUNA,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,5,0,2,11,7,14,16,30
PUNATA,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,9,15,27,0,0,1,2,19,42,61
QUIABAYA,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,9,6,15
QUILLACOLLO,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,16,6,7,17,22,2,1,3,4,34,51,85
QUIME,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,18,5,0,0,2,1,22,8,30
RAQAYPAMPA(ETA),otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,1,2,4,4,8,12
RAVELO,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,0,0,0,0,4,3,7
RIBERALTA,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,6,6
ROBORE,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,0,1,11,1,0,0,0,0,0,18,17,35
RURRENABAQUE,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2
SABAYA,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,3,3
SACABA,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,5,26,37,16,20,4,7,2,5,59,79,138
SALINAS DE GARCI MENDOZA,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,11,13,6,4,0,0,3,3,22,21,43
SAMAIPATA,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,1,2,2,0,4,3,9,13,22
SAN ANDRES DE MACHACA,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,3,1,0,1,4,7,11,18
SAN BENITO,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12,0,0,0,0,2,12,14
SAN BORJA,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,2,3,5
SAN BUENA VENTURA,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,3,4
SAN CARLOS,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN IGNACIO,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,1,9,2,11
SAN IGNACIO DE VELASCO,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,20,21,0,0,9,4,0,0,29,29,58
SAN JOSE DE CHIQUITOS,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SAN JUAN DE YAPACANI,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,4,0,4
SAN JULIAN,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,3,0,2,0,0,1,1,16,6,22
SAN LORENZO(PND),otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,8,6,0,0,0,0,11,7,18
SAN LORENZO(TJA),otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,2,6,0,0,0,0,4,9,13
SAN MIGUEL DE VELASCO,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,12,9,1,5,0,1,7,4,21,20,41
SAN PABLO DE LIPEZ,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,2,0,0,0,16,0,16
SAN PEDRO,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN PEDRO DE MACHA,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,3,1,3,3,7,9,15,17,32
SAN PEDRO DE TIQUINA,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,5,4,2,5,0,0,1,3,10,18,28
SAN RAFAEL,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,48,0,0,0,0,0,0,0,0,41,48,89
SAN RAMON SCZ,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,2,24,42,14,21,458,294,169,122,15,18,13,11,693,510,1203
SANTA ROSA DEL SARA,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,1,0,0,0,0,0,0,5,1,6
SANTIAGO DE HUARI,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,6,4,8,14,13,0,0,15,13,40,40,80
SANTIVAÑES,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,17,0,17
SANTUARIO DE QUILLACAS,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,16,0,0,0,0,0,0,8,16,24
SAPAHAQUI,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,8,0,0,1,1,5,9,14
SHINAOTA,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,9,13,1,0,4,1,1,0,15,17,32
SICAYA,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,3,4
SIPE SIPE,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,5,6,6,5,0,2,5,11,16,34,50
SORACACHI,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,5,1,6
SORATA,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,1,5,5,2,1,5,4,20,13,33
SUCRE,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,9,31,46,35,26,5,4,15,17,90,105,195
TACACOMA,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,3,8,0,0,2,0,8,11,19
TACOBAMBA,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,2,0,0,5,5,9,8,17
TAPACARI,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,1,5,6,16,16,23,26,49
TARABUCO,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,2,4,5,3,4,0,0,18,15,33
TARATA,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,3,1,1,2,0,0,1,1,8,5,13
TARIJA,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,2,2,76,1,22,45,16,9,10,12,5,4,131,73,204
TARVITA,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,0,0,1,3,3,7,10
TIAHUANACU,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,8,0,0,2,6,6,16,22
TINGUIPAYA,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
TIQUIPAYA,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,12,13,31,27,0,0,3,10,49,54,103
TIRAQUE (CBBA),otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9,16,10,14,15,16,4,1,6,13,45,64,109
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,8,12,0,0,1,1,12,19,31
TOCO,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,0,1,2,5,5,18,23
TOLATA,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,0,3
TOLEDO,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,8,2,1,3,1,0,0,10,12,22
TOMAVE,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,0,1,0,1,9,5,14,9,23
TOMINA,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,6,5,2,1,0,1,5,14,14,28
TORO TORO,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,1,1,0,0,4,3,7
TOTORA(CBBA),otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,0,2,3,5
TOTORA(ORR),otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,9,16,1,5,11,23,34
TRIGAL,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2
TUPIZA,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,6,15,1,10,3,5,4,5,14,44,58
TURCO,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,4,5
UNCIA,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,4,3,23,36,12,10,6,7,0,1,1,0,46,57,103
UYUNI,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,2,6,2,8
VALLEGRANDE,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,6,1,1,1,0,0,3,7,10,17
VILLA CHARCAS,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,6,10,16
VILLA MONTES,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,35,0,32,13,15,9,0,2,1,3,84,29,113
VILLA RIVERO,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,4
VILLA SERRANO,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,2,0,1,2,0,3,7,10
VILLA TUNARI,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,2,3,39,9,27,40,47,67,5,5,6,6,126,130,256
VILLAZON,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,15,6,2,4,13,2,0,17,35,52
VINTO,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,1,3,3,6
VITICHI,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,5,5,10
WALDO BALLIVIAN,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
WARNES,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,13,8,0,1,3,1,0,0,17,13,30
YACUIBA,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,2,2,0,0,0,0,10,7,17
YAMPARAEZ,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
YAPACANI,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,2,0,0,0,0,9,3,12
ZUDAÑEZ,otras vacunaciones,covid-19 dosis anual,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2
ACACIO,otras vacunaciones,covid-19 dosis anual,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,3,0,5,3,8
ACHACACHI,otras vacunaciones,covid-19 dosis anual,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,4,0,0,6,9,0,0,2,2,13,15,28
ACHOCALLA,otras vacunaciones,covid-19 dosis anual,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
AIQUILE,otras vacunaciones,covid-19 dosis anual,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,7,5,4,3,7,6,2,9,21,25,46
ALALAY,otras vacunaciones,covid-19 dosis anual,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,2,2,4
ANCORAIMES,otras vacunaciones,covid-19 dosis anual,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8,1,5,6,3,2,8,8,26,19,45
ANDAMARCA,otras vacunaciones,covid-19 dosis anual,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,3,1,4
ANTEQUERA,otras vacunaciones,covid-19 dosis anual,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ANZALDO,otras vacunaciones,covid-19 dosis anual,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,1,2,4,6
ARAMPAMPA,otras vacunaciones,covid-19 dosis anual,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,5,2,6,8
ARANI,otras vacunaciones,covid-19 dosis anual,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,3,2,4,6,10
ARBIETO,otras vacunaciones,covid-19 dosis anual,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,0,1,0,0,4,5,9
ARQUE,otras vacunaciones,covid-19 dosis anual,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,6,8,3,3,1,0,4,6,15,19,34
AYO AYO,otras vacunaciones,covid-19 dosis anual,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,0,0,0,0,4,3,7
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,covid-19 dosis anual,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,9,6,13,1,3,4,8,12,36,48
BATALLAS,otras vacunaciones,covid-19 dosis anual,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
BERMEJO,otras vacunaciones,covid-19 dosis anual,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,42,41,0,1,1,1,0,0,46,43,89
BOLIVAR,otras vacunaciones,covid-19 dosis anual,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,0,3
BOLPEBRA,otras vacunaciones,covid-19 dosis anual,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,8,11,3,0,1,1,13,15,28
CALACOTO,otras vacunaciones,covid-19 dosis anual,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2,3
CALAMARCA,otras vacunaciones,covid-19 dosis anual,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CAMARGO,otras vacunaciones,covid-19 dosis anual,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,4,5
CAPINOTA,otras vacunaciones,covid-19 dosis anual,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,14,1,3,5,3,0,1,1,2,21,25,46
CAQUIAVIRI,otras vacunaciones,covid-19 dosis anual,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,2,3,3,6
CARACOLLO,otras vacunaciones,covid-19 dosis anual,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,2,10,8,0,3,2,1,0,0,19,17,36
CARIPUYO,otras vacunaciones,covid-19 dosis anual,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,5,7,0,0,0,1,0,0,7,10,17
CARMEN RIVERO TORREZ,otras vacunaciones,covid-19 dosis anual,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,6,1,3,2,1,0,0,0,0,10,10,20
CHALLAPATA,otras vacunaciones,covid-19 dosis anual,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,5,7,4,6,0,0,0,0,12,14,26
CHAQUI,otras vacunaciones,covid-19 dosis anual,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,2,2,0,0,0,0,4,11,15
CHARAÑA,otras vacunaciones,covid-19 dosis anual,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3,0,3
CHAYANTA,otras vacunaciones,covid-19 dosis anual,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,2,4
CHIMORE,otras vacunaciones,covid-19 dosis anual,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,4,18,11,24,23,0,0,1,3,92,41,133
CHIPAYA,otras vacunaciones,covid-19 dosis anual,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,1,0,0,0,0,2,4,6
CHUA COCANI,otras vacunaciones,covid-19 dosis anual,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,8,0,24,1,0,0,3,1,0,0,0,0,35,2,37
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,covid-19 dosis anual,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,5,20,23,3,5,8,12,41,48,89
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,covid-19 dosis anual,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,7,0,0,0,0,0,0,3,10,13
CKOCHAS,otras vacunaciones,covid-19 dosis anual,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,4,5
COBIJA,otras vacunaciones,covid-19 dosis anual,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,16,44,13,8,1,0,0,0,32,55,87
COCAPATA,otras vacunaciones,covid-19 dosis anual,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,1,12,11,4,13,3,3,5,4,28,41,69
COCHABAMBA,otras vacunaciones,covid-19 dosis anual,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,28,15,14,20,196,195,61,136,43,19,29,29,371,414,785
COLCAPIRHUA,otras vacunaciones,covid-19 dosis anual,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,4,2,101,29,26,39,63,89,1,1,17,15,212,175,387
"COLCHA ""K""",otras vacunaciones,covid-19 dosis anual,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
COLLANA,otras vacunaciones,covid-19 dosis anual,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,3,3,6
COLOMI,otras vacunaciones,covid-19 dosis anual,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,3,6,12,1,2,3,1,1,75,11,86
COLQUENCHA,otras vacunaciones,covid-19 dosis anual,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,5,1,0,0,1,0,0,7,6,13
COLQUIRI,otras vacunaciones,covid-19 dosis anual,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,2,2,4
COMBAYA,otras vacunaciones,covid-19 dosis anual,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,1,2,1,14,16,20,23,43
CONCEPCION,otras vacunaciones,covid-19 dosis anual,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,13,0,0,0,0,0,0,0,17,17
CORIPATA,otras vacunaciones,covid-19 dosis anual,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,5,5,3,11,4,5,25,21,37,46,83
CORO CORO,otras vacunaciones,covid-19 dosis anual,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,2
COROICO,otras vacunaciones,covid-19 dosis anual,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,2,3,12,0,0,0,0,5,16,21
CORQUE,otras vacunaciones,covid-19 dosis anual,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,12,6,6,5,4,4,1,2,26,21,47
COTAGAITA,otras vacunaciones,covid-19 dosis anual,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,4,6,2,2,0,2,4,2,11,15,26
COTOCA,otras vacunaciones,covid-19 dosis anual,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,10,5,15
EL ALTO,otras vacunaciones,covid-19 dosis anual,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,76,45,14,17,150,275,74,105,27,25,10,21,351,488,839
EL CHORO,otras vacunaciones,covid-19 dosis anual,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
EL TORNO,otras vacunaciones,covid-19 dosis anual,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,3,4
