,group,variable,month,DT 2DA DOSIS 5 A 9 - D,DT 2DA DOSIS 5 A 9 - D,DT 2DA DOSIS 5 A 9 - F,DT 2DA DOSIS 5 A 9 - F,DT 2DA DOSIS 10 AÑOS - D,DT 2DA DOSIS 10 AÑOS - D,DT 2DA DOSIS 10 AÑOS - F,DT 2DA DOSIS 10 AÑOS - F,DT 2DA DOSIS 11 AÑOS - D,DT 2DA DOSIS 11 AÑOS - D,DT 2DA DOSIS 11 AÑOS - F,DT 2DA DOSIS 11 AÑOS - F,DT 2DA DOSIS 12 A 20 - D,DT 2DA DOSIS 12 A 20 - D,DT 2DA DOSIS 12 A 20 - F,DT 2DA DOSIS 12 A 20 - F,DT 2DA DOSIS 21 A 59 - D,DT 2DA DOSIS 21 A 59 - D,DT 2DA DOSIS 21 A 59 - F,DT 2DA DOSIS 21 A 59 - F,DT 2DA DOSIS 60 Y MAS - D,DT 2DA DOSIS 60 Y MAS - D,DT 2DA DOSIS 60 Y MAS - F,DT 2DA DOSIS 60 Y MAS - F,TOTALES,TOTALES,TOTALES
CURVA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,4,4
DESAGUADERO,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
EL ALTO,otras vacunaciones,dt 2da dosis,2024-10-01,11,8,49,73,4,2,33,57,7,4,52,72,41,134,226,391,126,563,199,369,0,0,0,0,748,1673,2421
EL CHORO,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
EL PUENTE(STC),otras vacunaciones,dt 2da dosis,2024-10-01,4,8,1,1,1,0,0,0,3,0,2,0,1,1,0,2,3,2,3,6,0,0,0,0,18,20,38
EL PUENTE(TJA),otras vacunaciones,dt 2da dosis,2024-10-01,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,2,7,2,1,0,0,0,0,8,10,18
EL TORNO,otras vacunaciones,dt 2da dosis,2024-10-01,0,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,5,10,3,2,0,0,0,0,11,15,26
EL VILLAR,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
ENTRE RIOS TRJ,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,7,4,11
ENTRE RIOS CBBA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,10,0,0,0,1,0,0,0,0,1,7,139,152,9,32,12,20,0,0,0,0,161,222,383
ESCOMA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,2,3
ESMERALDA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,2,2,4
EUCALIPTUS,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,6,0,0,0,0,4,8,12
EUREKA (SANTOS MERCADO),otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
EXALTACION,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,3
FERNANDEZ ALONSO,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,5,0,0,0,0,1,9,10
FILADELFIA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
GAIOC JATUN AYLLU YURA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,0,0,0,0,0,6,6
GENERAL SAAVEDRA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,6,0,0,0,0,0,0,1,9,10
GIA-TIM,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,3,0,2,0,0,0,0,1,8,9
GUANAY,otras vacunaciones,dt 2da dosis,2024-10-01,2,3,4,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,16
GUAQUI,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,2,3,5
GUAYARAMERIN,otras vacunaciones,dt 2da dosis,2024-10-01,0,5,0,0,0,0,1,1,0,1,1,1,0,4,0,1,1,16,0,1,0,0,0,0,3,30,33
HUACARAJE,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,5,5
HUACARETA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2
HUANUNI,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,1,0,0,0,0,0,0,0,1,0,8,5,1,3,6,5,2,3,0,0,0,0,19,16,35
HUARINA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,1,2,0,0,0,0,0,7,4,11
HUATAJATA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,5,1,6
HUAYLLAMARCA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,4,2,6
ICLA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,3,1,0,0,0,0,0,0,0,0,0,2,8,7,0,7,0,2,0,0,0,0,11,19,30
INCAHUASI,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,11,0,1,0,0,0,0,2,14,16
INQUISIVI,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,6,0,0,0,0,0,8,4,12
IRUPANA (VILLA DE LANZA),otras vacunaciones,dt 2da dosis,2024-10-01,0,0,14,5,0,0,9,8,0,0,7,12,0,0,27,36,2,5,18,13,0,0,0,0,77,79,156
IXIAMAS,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,1,0,1,0,1,1,1,1,0,1,3,5,8,8,1,3,4,5,0,0,0,0,20,24,44
JESUS DE MACHACA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
LA ASUNTA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,5,4,0,0,3,3,0,0,2,2,5,4,22,27,1,23,5,9,0,0,0,0,43,72,115
LA GUARDIA,otras vacunaciones,dt 2da dosis,2024-10-01,1,0,1,7,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,4,11,15
LA PAZ,otras vacunaciones,dt 2da dosis,2024-10-01,3,4,15,23,5,4,7,15,5,4,7,11,39,125,95,130,143,440,99,164,0,0,0,0,418,920,1338
LAJA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,1,4,5
LAS CARRERAS,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,2,2,4
LICOMA PAMPA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
LLALLAGUA,otras vacunaciones,dt 2da dosis,2024-10-01,0,1,1,1,0,0,0,0,0,0,0,0,2,13,11,12,14,34,14,16,0,0,0,0,42,77,119
LLICA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,5,10,0,3,0,0,0,0,6,15,21
LORETO,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2,3,2,1,0,0,0,0,6,6,12
LURIBAY,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,3,0,1,0,1,0,1,33,24,1,3,1,1,0,0,0,0,35,34,69
MACHACAMARCA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
MACHARETI,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,3,0,2,0,0,0,0,1,7,8
MAGDALENA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,2,11,0,0,1,7,0,0,2,17,0,2,18,27,1,6,6,4,0,0,0,0,30,74,104
MAIRANA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
MALLA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,2,4,0,0,1,0,0,0,0,1,0,0,7,6,0,0,0,4,0,0,0,0,10,15,25
MAPIRI,otras vacunaciones,dt 2da dosis,2024-10-01,1,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,13
MECAPACA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,1,4,5
MINEROS,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,1,0,0,0,0,0,0,0,1,0,7,1,0,0,11,1,0,0,0,0,0,2,20,22
MIZQUE,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,4,49,63,2,6,1,0,0,0,0,0,53,73,126
MOCOMOCO,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,0,1,0,0,0,0,3,7,10
MOJINETE,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,3,4
MOJOCOYA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
MONTEAGUDO,otras vacunaciones,dt 2da dosis,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,3
MONTERO,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,4,5,0,1,26,23,1,1,23,25,3,31,170,193,8,113,10,20,0,0,0,0,245,412,657
MOROCHATA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,2,3
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,1,0,0,0,0,0,4,2,6
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,1,3
OCURI,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,3,3,0,0,1,1,0,0,5,1,3,8,3,2,1,11,0,3,0,0,0,0,16,29,45
OKINAWA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,1,1,0,1,0,0,0,0,0,0,0,0,5,3,0,1,9,12,0,0,0,0,15,18,33
OMEREQUE,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,5,5,6,0,0,0,0,5,14,19
ORURO,otras vacunaciones,dt 2da dosis,2024-10-01,1,0,2,7,1,1,5,5,0,1,7,4,51,55,89,81,76,219,111,134,0,0,0,0,343,507,850
PADCAYA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,7,1,1,0,0,0,0,4,12,16
PAILON,otras vacunaciones,dt 2da dosis,2024-10-01,3,0,6,6,1,1,2,0,0,0,2,1,0,0,7,15,3,8,13,20,0,0,0,0,37,51,88
PALCA,otras vacunaciones,dt 2da dosis,2024-10-01,1,0,1,0,0,1,0,1,0,0,0,0,3,1,0,3,0,7,1,2,0,0,0,0,6,15,21
PALOS BLANCOS,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,2,4,12,1,4,0,0,0,0,5,25,30
PAMPA AULLAGAS,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,3,1,4
PAMPA GRANDE,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,2,4
PAPEL PAMPA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,4,1,5
PASORAPA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,4,0,0,0,0,4,5,9
PATACAMAYA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,20,0,3,0,0,0,0,2,23,25
PAZÑA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,1,4,5
PELECHUCO,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,5,5
POCOATA,otras vacunaciones,dt 2da dosis,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,8,0,4,0,0,0,0,1,28,29
POCONA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,8,11,0,0,1,2,0,0,0,1,0,0,11,15,5,4,6,11,0,0,0,0,31,44,75
POJO (CBBA),otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,0,1,0,0,0,0,4,4,8
POOPO,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,1,0,0,0,0,0,0,1,1,13,1,0,2,1,3,0,0,0,0,15,8,23
PORCO,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,8,0,0,0,0,0,0,1,13,14
POROMA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,3,0,0,0,0,2,6,8
PORTACHUELO,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,7,5,34,6,10,0,0,0,0,14,60,74
PORVENIR,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
POSTRER VALLE,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
POTOSI,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,3,5,3,3,7,17,0,0,8,7,15,49,81,37,33,172,18,50,0,0,0,0,168,340,508
PUCARANI,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,6,6,0,0,1,2,0,0,0,0,0,4,28,33,3,6,3,3,0,0,0,0,41,54,95
PUERTO ACOSTA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2
PUERTO CARABUCO,otras vacunaciones,dt 2da dosis,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,4,4,8
PUERTO GONZALO MORENO,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,3,3,6
PUERTO PEREZ,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,1,0,0,0,1,1,0,0,1,0,0,1,11,10,1,2,0,3,0,0,0,0,15,17,32
PUERTO QUIJARRO,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,0,1,39,42,3,15,15,6,0,0,0,0,58,64,122
PUERTO SILES,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PUERTO SUAREZ,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,14,8,6,2,0,0,0,0,23,14,37
PUERTO VILLARROEL,otras vacunaciones,dt 2da dosis,2024-10-01,1,1,79,87,0,1,27,22,0,2,24,15,1,7,85,64,14,34,39,30,0,0,0,0,270,263,533
PUNA,otras vacunaciones,dt 2da dosis,2024-10-01,1,0,0,3,0,0,0,1,0,0,0,0,0,2,5,3,1,10,0,2,0,0,0,0,7,21,28
PUNATA,otras vacunaciones,dt 2da dosis,2024-10-01,2,0,14,20,0,0,2,3,0,0,2,4,1,4,6,22,6,18,16,30,0,0,0,0,49,101,150
QUIABAYA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,3,2,5
QUILLACOLLO,otras vacunaciones,dt 2da dosis,2024-10-01,6,7,11,9,3,1,5,6,1,5,10,10,55,86,133,175,58,66,204,228,0,0,0,0,486,593,1079
QUIME,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,0,3,0,3,0,0,0,0,3,13,16
RAQAYPAMPA(ETA),otras vacunaciones,dt 2da dosis,2024-10-01,0,0,1,1,0,0,0,2,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,0,2,8,10
RAVELO,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,4,2,0,0,2,2,0,0,6,3,1,5,30,28,1,7,3,13,0,0,0,0,47,60,107
REYES,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,1,1,5,0,0,0,0,1,14,15
RIBERALTA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,1,19,4,2,4,42,1,5,0,0,0,0,11,68,79
ROBORE,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,1,4,0,0,0,0,0,0,1,6,13,1,2,5,1,1,0,0,0,0,18,17,35
RURRENABAQUE,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,1,0,0,0,0,0,0,0,0,1,4,2,6,5,16,0,6,0,0,0,0,8,33,41
SACABA,otras vacunaciones,dt 2da dosis,2024-10-01,2,2,48,53,0,2,22,45,2,1,35,40,10,35,208,265,32,103,182,198,0,0,0,0,541,744,1285
SACABAMBA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,3,7,0,0,0,0,4,10,14
SACACA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,2,0,1,0,0,0,0,1,9,10
SAIPINA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SALINAS DE GARCI MENDOZA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,2,7,0,0,0,0,3,13,16
SAMAIPATA,otras vacunaciones,dt 2da dosis,2024-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,5,5
SAN ANDRES,otras vacunaciones,dt 2da dosis,2024-10-01,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,1,1,0,0,0,0,3,5,8
SAN ANTONIO DE LOMERIO,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,2,3,5
SAN BENITO,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,1,0,0,0,0,0,0,1,0,1,3,2,3,1,5,9,8,0,0,0,0,14,20,34
SAN BORJA,otras vacunaciones,dt 2da dosis,2024-10-01,1,0,13,17,0,0,5,9,1,0,4,5,0,11,4,9,2,28,13,29,0,0,0,0,43,108,151
SAN BUENA VENTURA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,2,1,4,7,22,0,0,0,0,12,29,41
SAN CARLOS,otras vacunaciones,dt 2da dosis,2024-10-01,1,0,1,0,0,0,1,0,0,0,0,1,0,2,10,16,0,6,2,3,0,0,0,0,15,28,43
SAN IGNACIO,otras vacunaciones,dt 2da dosis,2024-10-01,0,1,11,10,0,0,6,7,0,0,11,6,4,1,30,27,6,16,9,20,0,0,0,0,77,88,165
SAN IGNACIO DE VELASCO,otras vacunaciones,dt 2da dosis,2024-10-01,1,1,2,1,0,0,5,7,1,2,1,1,3,12,1,3,1,11,4,3,0,0,0,0,19,41,60
SAN JAVIER(STC),otras vacunaciones,dt 2da dosis,2024-10-01,1,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,12,0,0,0,0,0,0,2,18,20
SAN JOAQUIN,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,0,1,0,0,0,0,2,5,7
SAN JOSE DE CHIQUITOS,otras vacunaciones,dt 2da dosis,2024-10-01,0,3,10,15,0,0,3,6,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,13,28,41
SAN JUAN DE YAPACANI,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,9,0,0,0,0,8,10,18
SAN JULIAN,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,2,0,0,1,1,0,18,163,20,9,36,4,15,0,0,0,0,177,92,269
SAN LORENZO(PND),otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,1,0,1,2,4,4,0,0,0,0,0,0,0,0,6,6,12
SAN LORENZO(TJA),otras vacunaciones,dt 2da dosis,2024-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,7,0,0,0,0,0,0,2,9,11
SAN LUCAS,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,1,0,0,0,0,0,8,8
SAN MATIAS,otras vacunaciones,dt 2da dosis,2024-10-01,3,3,0,1,1,0,0,1,0,0,3,2,0,1,18,25,0,0,4,12,0,0,0,0,29,45,74
SAN MIGUEL DE VELASCO,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,1,0,0,1,2,0,0,0,1,2,7,0,3,3,8,1,4,0,0,0,0,7,26,33
SAN PABLO DE LIPEZ,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN PEDRO,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,4,5
SAN PEDRO DE BUENA VISTA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,0,4,0,0,0,0,0,20,20
SAN PEDRO DE CURAHUARA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,3
SAN PEDRO DE MACHA,otras vacunaciones,dt 2da dosis,2024-10-01,0,2,0,2,0,1,1,1,0,0,6,7,1,4,9,10,2,7,1,3,0,0,0,0,20,37,57
SAN PEDRO DE TIQUINA,otras vacunaciones,dt 2da dosis,2024-10-01,0,1,0,2,1,0,1,0,1,0,0,2,0,1,2,13,0,3,5,0,0,0,0,0,10,22,32
SAN PEDRO(PND),otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SAN RAFAEL,otras vacunaciones,dt 2da dosis,2024-10-01,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,3,0,5,0,0,0,0,4,10,14
SAN RAMON BENI,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,3,0,0,0,0,0,11,11
SAN RAMON SCZ,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0,6,6
SANTA ANA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4,4,0,0,0,1,6,8,14
SANTA CRUZ DE LA SIERRA,otras vacunaciones,dt 2da dosis,2024-10-01,29,21,53,42,11,10,30,52,11,9,43,48,82,255,212,322,364,872,296,347,0,0,0,0,1131,1978,3109
SANTA ROSA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,2,0,4,1,1,3,1,4,5,0,0,0,0,8,13,21
SANTA ROSA DEL SARA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,18,20,0,0,0,0,0,0,1,0,0,4,6,15,1,8,0,2,0,0,0,0,26,49,75
SANTIAGO DE CALLAPA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,2,0,4,0,0,0,0,0,0,5,10,15
SANTIAGO DE HUARI,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,2,0,0,0,0,4,3,7
SANTIAGO DE HUATA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
SANTIAGO DE MACHACA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,1,3,0,0,0,0,0,1,0,0,1,2,1,1,1,1,0,1,0,0,0,0,4,9,13
SANTIVAÑES,otras vacunaciones,dt 2da dosis,2024-10-01,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,13,9,14,0,0,0,0,12,30,42
