,group,variable,month,VPH 1RA DOSIS (DOSIS UNICA) 5 A 9 - D,VPH 1RA DOSIS (DOSIS UNICA) 5 A 9 - D,VPH 1RA DOSIS (DOSIS UNICA) 5 A 9 - F,VPH 1RA DOSIS (DOSIS UNICA) 5 A 9 - F,VPH 1RA DOSIS (DOSIS UNICA) 10 AÑOS - D,VPH 1RA DOSIS (DOSIS UNICA) 10 AÑOS - D,VPH 1RA DOSIS (DOSIS UNICA) 10 AÑOS - F,VPH 1RA DOSIS (DOSIS UNICA) 10 AÑOS - F,VPH 1RA DOSIS (DOSIS UNICA) 11 AÑOS - D,VPH 1RA DOSIS (DOSIS UNICA) 11 AÑOS - D,VPH 1RA DOSIS (DOSIS UNICA) 11 AÑOS - F,VPH 1RA DOSIS (DOSIS UNICA) 11 AÑOS - F,VPH 1RA DOSIS (DOSIS UNICA) 12 A 20 - D,VPH 1RA DOSIS (DOSIS UNICA) 12 A 20 - D,VPH 1RA DOSIS (DOSIS UNICA) 12 A 20 - F,VPH 1RA DOSIS (DOSIS UNICA) 12 A 20 - F,VPH 1RA DOSIS (DOSIS UNICA) 21 A 59 - D,VPH 1RA DOSIS (DOSIS UNICA) 21 A 59 - D,VPH 1RA DOSIS (DOSIS UNICA) 21 A 59 - F,VPH 1RA DOSIS (DOSIS UNICA) 21 A 59 - F,VPH 1RA DOSIS (DOSIS UNICA) 60 Y MAS - D,VPH 1RA DOSIS (DOSIS UNICA) 60 Y MAS - D,VPH 1RA DOSIS (DOSIS UNICA) 60 Y MAS - F,VPH 1RA DOSIS (DOSIS UNICA) 60 Y MAS - F,TOTALES,TOTALES,TOTALES
PALCA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
PALOS BLANCOS,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9
PAMPA AULLAGAS,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2
PATACAMAYA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,22,24,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,22,26,48
PAZÑA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PELECHUCO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
POCOATA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
POJO (CBBA),otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
POOPO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
PORCO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
POROMA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,7,13,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,28,39
PORONGO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
PORTACHUELO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
PORVENIR,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2
POTOSI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,3,20,81,39,0,4,0,29,0,1,0,22,0,0,0,0,0,0,0,0,84,115,199
PRESTO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
PUCARANI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PUERTO ACOSTA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13
PUERTO CARABUCO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PUERTO GONZALO MORENO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
PUERTO QUIJARRO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
PUERTO SUAREZ,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
PUERTO VILLARROEL,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
PUNATA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,1,16,17,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,16,21,37
QUILLACOLLO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,21,20,119,72,0,8,0,38,0,7,0,87,0,0,0,0,0,0,0,0,140,232,372
QUIME,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
RAQAYPAMPA(ETA),otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,2,8
REYES,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
RIBERALTA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,2,0,6,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,4,12
ROBORE,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,1,1,4,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,5,7,12
RURRENABAQUE,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,1,3,18,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,13,32
SABAYA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SACABA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,8,11,84,62,0,0,0,32,0,10,0,59,0,0,0,0,0,0,0,0,92,174,266
SACABAMBA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SAIPINA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,41
SALINAS DE GARCI MENDOZA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,10
SAMAIPATA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
SAN ANDRES,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN ANDRES DE MACHACA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SAN ANTONIO DE ESMORUCO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,10
SAN ANTONIO DE LOMERIO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN BORJA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,3,4,46,23,0,1,0,5,0,0,0,2,0,0,0,0,0,0,0,0,49,35,84
SAN BUENA VENTURA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,8,12
SAN CARLOS,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN IGNACIO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,1,2,3,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,15,19
SAN IGNACIO DE VELASCO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,10,18,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,28,41
SAN JAVIER(BNI),otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
SAN JAVIER(STC),otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN JOAQUIN,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
SAN JOSE DE CHIQUITOS,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,1,0,18,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,21,40
SAN JULIAN,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SAN LORENZO(PND),otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,10
SAN LORENZO(TJA),otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,1,0,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,11,30
SAN LUCAS,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10
SAN PEDRO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN PEDRO DE CURAHUARA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
SAN PEDRO DE MACHA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SAN PEDRO DE TIQUINA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
SAN PEDRO(PND),otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN RAFAEL,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,5,8
SANTA ANA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,2,0,11,15,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,13,17,30
SANTA CRUZ DE LA SIERRA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,62,72,382,403,0,19,0,137,0,38,0,354,0,0,0,0,0,0,0,0,444,1023,1467
SANTA ROSA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,5,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,9,14
SANTA ROSA DEL SARA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SANTIAGO DE CALLAPA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SANTIAGO DE HUATA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
SANTIAGO DE MACHACA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
SANTIVAÑES,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SENA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SHINAOTA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
SICA SICA (VILLA AROMA),otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,7,6,13,13,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,20,21,41
SICAYA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,4,6
SIPE SIPE,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,2,6
SORACACHI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
SORATA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,5,6
SUCRE,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,9,12,98,80,0,4,0,8,0,7,0,32,0,0,0,0,0,0,0,0,107,143,250
TACACHI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TACACOMA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TACOPAYA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
TAPACARI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
TARACO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TARATA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,2,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,22
TARIJA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,2,6,64,58,0,2,0,18,0,4,0,17,0,0,0,0,0,0,0,0,66,105,171
TEOPONTE,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
TIAHUANACU,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TINGUIPAYA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
TIPUANI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
TIQUIPAYA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,8,11,127,71,0,1,0,33,0,2,0,107,0,0,0,0,0,0,0,0,135,225,360
TIRAQUE (CBBA),otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
TOCO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TOLATA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
TOLEDO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,6
TOMAVE,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
TORO TORO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TOTORA(CBBA),otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,36,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36,10,46
TOTORA(ORR),otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
TRIGAL,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10
TRINIDAD,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
TUPIZA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,14,10,0,2,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,14,16,30
UMALA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,1,0,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
UNCIA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17
UYUNI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,1,2,1,1,0,1,0,2,0,0,0,18,0,0,0,0,0,0,0,0,2,24,26
VACAS,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
VALLEGRANDE,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7
VIACHA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,4,0,8,9,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,12,22,34
VILLA MONTES,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,1,1,7,2,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,8,7,15
VILLA RIVERO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,2,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3,5,8
VILLA TUNARI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,4,0,68,9,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,72,12,84
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,36
VILLAZON,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,3,2,13,7,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,16,12,28
VINTO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,25,4,30,26,0,0,0,5,0,12,0,19,0,0,0,0,0,0,0,0,55,66,121
WARNES,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,4,8,48,47,0,0,0,24,0,3,0,17,0,0,0,0,0,0,0,0,52,99,151
YACO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,1,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,14
YACUIBA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,3,5,9,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,12,18,30
YAMPARAEZ,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,1,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,18
YANACACHI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
YAPACANI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
YUNCHARA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ACHACACHI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-11-01,0,0,0,0,2,0,12,19,0,0,0,3,0,0,0,17,0,0,0,0,0,0,0,0,14,39,53
ACHOCALLA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-11-01,0,0,0,0,1,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10
AIQUILE,otras vacunaciones,vph 1ra dosis (dosis unica),2024-11-01,0,0,0,0,2,0,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,24
ALTO BENI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-11-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ANDAMARCA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-11-01,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
ANZALDO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-11-01,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
APOLO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-11-01,0,0,0,0,0,0,27,38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27,39,66
ARANI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-11-01,0,0,0,0,1,0,5,14,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,18,24
ARBIETO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-11-01,0,0,0,0,0,0,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,7
ASCENCION DE GUARAYOS,otras vacunaciones,vph 1ra dosis (dosis unica),2024-11-01,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3,4
ATOCHA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-11-01,0,0,0,0,0,1,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9,10
AUCAPATA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-11-01,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7,7
AYATA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-11-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
AYO AYO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-11-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
BAURES,otras vacunaciones,vph 1ra dosis (dosis unica),2024-11-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BELEN DE ANDAMARCA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
BELLA FLOR,otras vacunaciones,vph 1ra dosis (dosis unica),2024-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
BERMEJO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-11-01,0,0,0,0,0,2,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,5,7
BOLIVAR,otras vacunaciones,vph 1ra dosis (dosis unica),2024-11-01,0,0,0,0,1,0,8,4,0,0,0,4,0,2,0,17,0,0,0,0,0,0,0,0,9,27,36
BOLPEBRA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-11-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
