,group,variable,month,ANTIAMARILICA DOSIS UNICA 5 A 9 - D,ANTIAMARILICA DOSIS UNICA 5 A 9 - D,ANTIAMARILICA DOSIS UNICA 5 A 9 - F,ANTIAMARILICA DOSIS UNICA 5 A 9 - F,ANTIAMARILICA DOSIS UNICA 10 AÑOS - D,ANTIAMARILICA DOSIS UNICA 10 AÑOS - D,ANTIAMARILICA DOSIS UNICA 10 AÑOS - F,ANTIAMARILICA DOSIS UNICA 10 AÑOS - F,ANTIAMARILICA DOSIS UNICA 11 AÑOS - D,ANTIAMARILICA DOSIS UNICA 11 AÑOS - D,ANTIAMARILICA DOSIS UNICA 11 AÑOS - F,ANTIAMARILICA DOSIS UNICA 11 AÑOS - F,ANTIAMARILICA DOSIS UNICA 12 A 20 - D,ANTIAMARILICA DOSIS UNICA 12 A 20 - D,ANTIAMARILICA DOSIS UNICA 12 A 20 - F,ANTIAMARILICA DOSIS UNICA 12 A 20 - F,ANTIAMARILICA DOSIS UNICA 21 A 59 - D,ANTIAMARILICA DOSIS UNICA 21 A 59 - D,ANTIAMARILICA DOSIS UNICA 21 A 59 - F,ANTIAMARILICA DOSIS UNICA 21 A 59 - F,ANTIAMARILICA DOSIS UNICA 60 Y MAS - D,ANTIAMARILICA DOSIS UNICA 60 Y MAS - D,ANTIAMARILICA DOSIS UNICA 60 Y MAS - F,ANTIAMARILICA DOSIS UNICA 60 Y MAS - F,TOTALES,TOTALES,TOTALES
SAN MATIAS,otras vacunaciones,antiamarilica dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN MIGUEL DE VELASCO,otras vacunaciones,antiamarilica dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8,1,1,0,0,0,0,3,10,13
SAN PEDRO DE TIQUINA,otras vacunaciones,antiamarilica dosis unica,2024-11-01,0,0,1,0,0,0,1,1,0,0,0,0,2,2,1,1,1,2,2,7,0,0,0,0,8,13,21
SAN RAMON SCZ,otras vacunaciones,antiamarilica dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,1,3
SANTA ANA,otras vacunaciones,antiamarilica dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,2,3,5
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antiamarilica dosis unica,2024-11-01,10,9,14,9,5,14,10,7,4,6,2,6,81,134,51,60,509,624,194,206,0,0,0,0,880,1075,1955
SANTA ROSA DEL SARA,otras vacunaciones,antiamarilica dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,4,2,6
SANTIAGO DE HUARI,otras vacunaciones,antiamarilica dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SANTIAGO DE HUATA,otras vacunaciones,antiamarilica dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,6,6
SANTIVAÑES,otras vacunaciones,antiamarilica dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SAPAHAQUI,otras vacunaciones,antiamarilica dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
SENA,otras vacunaciones,antiamarilica dosis unica,2024-11-01,1,1,0,0,2,1,0,2,2,2,0,1,0,2,6,10,0,1,5,8,0,0,0,0,16,28,44
SHINAOTA,otras vacunaciones,antiamarilica dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,2,0,0,0,0,0,8,3,11
SICA SICA (VILLA AROMA),otras vacunaciones,antiamarilica dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,7,0,0,0,0,0,0,0,0,9,12,21
SIPE SIPE,otras vacunaciones,antiamarilica dosis unica,2024-11-01,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,1,4,0,0,0,0,1,10,11
SORACACHI,otras vacunaciones,antiamarilica dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,2,4,6
SORATA,otras vacunaciones,antiamarilica dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,3,0,1,0,0,0,0,2,8,10
SUCRE,otras vacunaciones,antiamarilica dosis unica,2024-11-01,4,0,0,0,4,0,0,0,0,0,0,0,47,44,1,3,97,164,16,21,0,0,0,0,169,232,401
TACACOMA,otras vacunaciones,antiamarilica dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,5,0,0,0,0,4,7,11
TACOPAYA,otras vacunaciones,antiamarilica dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
TAPACARI,otras vacunaciones,antiamarilica dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2
TARACO,otras vacunaciones,antiamarilica dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
TARATA,otras vacunaciones,antiamarilica dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
TARIJA,otras vacunaciones,antiamarilica dosis unica,2024-11-01,1,0,1,3,1,0,0,0,0,0,0,0,53,63,0,1,60,123,4,14,0,0,0,0,120,204,324
TARVITA,otras vacunaciones,antiamarilica dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
TEOPONTE,otras vacunaciones,antiamarilica dosis unica,2024-11-01,6,5,0,0,1,3,0,0,0,0,8,14,0,0,0,0,0,0,0,0,0,0,0,0,15,22,37
TIAHUANACU,otras vacunaciones,antiamarilica dosis unica,2024-11-01,2,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,4,8,3,0,0,0,0,14,9,23
TIPUANI,otras vacunaciones,antiamarilica dosis unica,2024-11-01,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,14
TIQUIPAYA,otras vacunaciones,antiamarilica dosis unica,2024-11-01,1,0,0,0,0,0,1,0,0,0,0,0,1,4,0,3,9,22,8,12,0,0,0,0,20,41,61
TIRAQUE (CBBA),otras vacunaciones,antiamarilica dosis unica,2024-11-01,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1,0,0,0,0,5,3,8
TOCO,otras vacunaciones,antiamarilica dosis unica,2024-11-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,1,0,0,0,0,0,3,7,10
TODOS SANTOS,otras vacunaciones,antiamarilica dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
TOLATA,otras vacunaciones,antiamarilica dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
TOMINA,otras vacunaciones,antiamarilica dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,3,3
TRINIDAD,otras vacunaciones,antiamarilica dosis unica,2024-11-01,1,3,1,4,0,0,0,2,1,2,1,0,19,21,24,5,19,33,6,3,0,0,0,0,72,73,145
TUPIZA,otras vacunaciones,antiamarilica dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,7,0,1,0,0,0,0,2,12,14
TURCO,otras vacunaciones,antiamarilica dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,7,2,2,0,0,0,0,5,12,17
UMALA,otras vacunaciones,antiamarilica dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,5
UNCIA,otras vacunaciones,antiamarilica dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
URIONDO (A. CONCEPCION),otras vacunaciones,antiamarilica dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,5,0,0,0,0,2,9,11
UYUNI,otras vacunaciones,antiamarilica dosis unica,2024-11-01,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7,2,0,1,0,0,0,0,8,5,13
VACAS,otras vacunaciones,antiamarilica dosis unica,2024-11-01,0,0,0,0,0,0,0,1,0,0,0,5,0,0,1,1,0,0,1,0,0,0,0,0,2,7,9
VALLEGRANDE,otras vacunaciones,antiamarilica dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,3,4
VIACHA,otras vacunaciones,antiamarilica dosis unica,2024-11-01,3,4,3,2,0,0,0,0,2,1,0,0,0,4,0,1,4,20,0,3,0,0,0,0,12,35,47
VILA VILA,otras vacunaciones,antiamarilica dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,5,0,0,0,0,1,9,10
VILLA MONTES,otras vacunaciones,antiamarilica dosis unica,2024-11-01,0,1,1,1,1,0,0,0,0,0,1,0,1,2,100,2,15,12,23,6,0,0,0,0,142,24,166
VILLA TUNARI,otras vacunaciones,antiamarilica dosis unica,2024-11-01,2,0,1,2,0,0,0,0,0,0,0,1,1,1,2,2,12,10,1,5,0,0,0,0,19,21,40
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,antiamarilica dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,6,7
VILLAZON,otras vacunaciones,antiamarilica dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,6,19,15,10,0,0,0,0,21,34,55
VINTO,otras vacunaciones,antiamarilica dosis unica,2024-11-01,1,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,8,5,1,2,0,0,0,0,12,12,24
WARNES,otras vacunaciones,antiamarilica dosis unica,2024-11-01,0,1,0,0,0,1,0,0,0,1,0,0,4,10,12,5,24,39,6,15,0,0,0,0,46,72,118
YACUIBA,otras vacunaciones,antiamarilica dosis unica,2024-11-01,0,0,2,0,1,0,0,0,0,1,0,0,5,4,1,1,17,9,12,11,0,0,0,0,38,26,64
YANACACHI,otras vacunaciones,antiamarilica dosis unica,2024-11-01,1,0,0,0,0,0,0,0,1,0,0,0,1,4,1,1,1,0,2,6,0,0,0,0,7,11,18
YAPACANI,otras vacunaciones,antiamarilica dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,1,5,2,2,0,0,0,0,4,16,20
YUNCHARA,otras vacunaciones,antiamarilica dosis unica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
YUNGUYO DE LITORAL,otras vacunaciones,antiamarilica dosis unica,2024-11-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ACACIO,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
ACHACACHI,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,1,0,0,10,2,1,1,0,2,2,0,0,0,0,0,13,6,19
ACHOCALLA,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
AIQUILE,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,0,0,0,4,5,9
ALCALA,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,4,1,5
ALTO BENI,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,5,0,0,0,2,2,1,5,0,1,0,0,0,0,0,0,0,0,8,8,16
ANCORAIMES,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
ANZALDO,otras vacunaciones,antiamarilica dosis unica,2024-12-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,2,3,5
APOLO,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ARAMPAMPA,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
ARANI,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,2,3
ARQUE,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ASCENCION DE GUARAYOS,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,2,2,4
ATOCHA,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,1,7,8
BATALLAS,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,5,3,8
BAURES,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
BELLA FLOR,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,1,0,0,0,0,9,1,10
BERMEJO,otras vacunaciones,antiamarilica dosis unica,2024-12-01,1,1,0,0,0,0,0,0,0,0,0,0,6,2,0,0,42,9,10,0,0,0,0,0,59,12,71
BUENA VISTA,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,4,3,0,0,0,0,0,0,29,3,32
CAIROMA,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CAJUATA,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,1,0,4,0,1,0,0,1,0,0,0,1,0,0,0,3,2,0,0,0,0,5,8,13
CAMARGO,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
CARACOLLO,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,5,0,3,0,0,0,0,11,8,19
CARANAVI,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,1,1,1,0,0,0,0,1,0,1,1,0,3,17,1,6,16,13,23,0,0,0,0,39,46,85
CARAPARI,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,0,0,0,0,0,8,2,10
CARMEN RIVERO TORREZ,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2
CHALLAPATA,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,5,0,20,0,3,1,1,0,0,0,0,0,29,1,30
CHIMORE,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,1,0,0,1,0,0,0,1,0,0,2,30,6,3,6,16,10,0,0,0,0,51,25,76
CHUA COCANI,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1,0,0,0,0,0,0,0,0,20,1,21
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,antiamarilica dosis unica,2024-12-01,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,6,7,2,5,0,0,0,0,12,14,26
CKOCHAS,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
CLIZA,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,3,3,6
COBIJA,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,1,1,0,0,1,1,0,0,1,1,4,7,15,16,23,39,13,23,0,0,0,0,58,88,146
COCAPATA,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
COCHABAMBA,otras vacunaciones,antiamarilica dosis unica,2024-12-01,3,7,1,0,2,3,0,1,5,2,1,0,39,45,8,14,114,206,13,30,0,0,0,0,186,308,494
COLCAPIRHUA,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,15,2,4,0,0,0,0,7,19,26
"COLCHA ""K""",otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,6,0,0,0,0,0,0,2,7,9
COLOMI,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,1,1,1,10,0,0,0,0,0,62,2,64
COLPA BELGICA,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
COLQUECHACA,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,2,3
COLQUENCHA,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
COLQUIRI,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,1,3,5,0,0,1,0,0,0,1,0,0,3,2,3,0,9,4,7,0,0,0,0,11,28,39
CONCEPCION,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,3,0,0,0,0,0,8,8
COPACABANA,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2
CORIPATA,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,3,2,7,0,0,0,0,3,13,16
CORO CORO,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,2,0,0,0,0,3,6,9
COROICO,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,1,0,0,0,0,0,1,1,0,0,3,1,1,4,6,1,2,0,0,0,0,7,14,21
CORQUE,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,7,9,0,0,0,0,12,11,23
COTAGAITA,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COTOCA,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3,4,0,3,0,0,0,0,5,9,14
CUATRO CAÑADAS,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,7,7
CULPINA,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,4,7,0,1,0,0,0,0,4,12,16
CURAHUARA DE CARANGAS,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,26,1,0,0,3,0,0,0,0,0,0,0,29,1,30
EL ALTO,otras vacunaciones,antiamarilica dosis unica,2024-12-01,15,12,18,11,6,4,2,2,4,8,2,3,69,59,38,17,158,276,63,145,0,0,0,0,375,537,912
EL TORNO,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,8,14,0,0,0,0,0,0,12,16,28
ENTRE RIOS TRJ,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,4,3,7
ENTRE RIOS CBBA,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,1,0,0,0,0,0,0,0,1,9,3,8,1,20,20,6,12,0,0,0,0,43,38,81
ESCOMA,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2
ESMERALDA,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,0,0,0,0,2,5,7
FILADELFIA,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,2,3,5
GAIOC JATUN AYLLU YURA,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
GENERAL SAAVEDRA,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
GUANAY,otras vacunaciones,antiamarilica dosis unica,2024-12-01,1,1,3,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,14
GUAQUI,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,4,1,0,0,0,0,27,1,28
GUAYARAMERIN,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,1,3,0,1,3,0,0,0,0,20,4,24
HUACARETA,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,3
HUANUNI,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,4,3,8,0,0,0,0,5,14,19
HUARINA,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,4,3,7
HUATAJATA,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
ICHOCA,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,0,1,6,14,0,0,0,0,9,17,26
INCAHUASI,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
INQUISIVI,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,2,0,0,0,0,1,0,0,0,0,0,2,2,1,0,8,12,3,5,0,0,0,0,15,21,36
IRUPANA (VILLA DE LANZA),otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,4,0,4,12,1,0,0,0,0,16,10,26
IXIAMAS,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,2,2,2,0,0,0,0,4,8,12
JESUS DE MACHACA,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,0,0,0,0,4,3,7
LA ASUNTA,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,1,3,2,0,0,0,1,0,0,0,0,0,4,3,6,5,5,4,12,0,0,0,0,15,31,46
LA GUARDIA,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,1,0,0,1,1,0,0,0,0,0,0,1,2,0,0,14,18,0,0,0,0,0,0,16,22,38
LA PAZ,otras vacunaciones,antiamarilica dosis unica,2024-12-01,18,10,3,5,4,6,0,2,3,5,1,14,73,57,16,11,194,359,56,63,0,0,0,0,368,532,900
LAS CARRERAS,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,5,0,0,0,0,0,0,1,7,8
LICOMA PAMPA,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,1,3,1,0,0,0,1,0,0,0,0,1,0,0,0,1,2,3,5,0,0,0,0,8,10,18
LLALLAGUA,otras vacunaciones,antiamarilica dosis unica,2024-12-01,1,1,5,3,0,0,0,2,0,0,0,0,3,3,3,3,49,118,7,8,0,0,0,0,68,138,206
LLICA,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,4,0,1,0,0,0,0,3,10,13
LURIBAY,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,4,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,3,2,3,0,0,0,0,3,14,17
MACHARETI,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
MAGDALENA,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,0,0,0,0,2,4,6
MAIRANA,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MAPIRI,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
MIZQUE,otras vacunaciones,antiamarilica dosis unica,2024-12-01,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,1,0,0,0,0,0,5,3,8
MONTEAGUDO,otras vacunaciones,antiamarilica dosis unica,2024-12-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,0,0,0,0,2,6,8
