,group,variable,month,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 5 A 9 - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 5 A 9 - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 5 A 9 - F,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 5 A 9 - F,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 10 AÑOS - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 10 AÑOS - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 10 AÑOS - F,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 10 AÑOS - F,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 11 AÑOS - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 11 AÑOS - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 11 AÑOS - F,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 11 AÑOS - F,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 12 A 20 - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 12 A 20 - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 12 A 20 - F,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 12 A 20 - F,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 21 A 59 - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 21 A 59 - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 21 A 59 - F,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 21 A 59 - F,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 60 Y MAS - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 60 Y MAS - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 60 Y MAS - F,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 60 Y MAS - F,TOTALES,TOTALES,TOTALES
INQUISIVI,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
LA ASUNTA,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,4,5,9
LA GUARDIA,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,4,4
LA PAZ,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,12,62,141,15,32,2,5,1,0,86,198,284
LLICA,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
MAGDALENA,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,17,0,0,0,0,32,17,49
MAPIRI,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MECAPACA,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
MONTEAGUDO,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2
MONTERO,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,8,0,0,0,0,1,18,19
ORURO,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,5,29,76,12,27,0,0,1,0,46,116,162
PADCAYA,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
PAILON,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,3,6,9
PAZÑA,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
POCOATA,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
POROMA,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,4,3,7
PORTACHUELO,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
PORVENIR,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
POTOSI,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,103,1,9,0,0,0,0,54,112,166
PUERTO PEREZ,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
PUNA,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,2,3
REYES,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
RIBERALTA,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,21,0,1,0,0,0,0,11,22,33
ROBORE,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,6
SACABAMBA,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
SAMAIPATA,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN ANDRES,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
SAN BORJA,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,3,5
SAN BUENA VENTURA,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,0,0,0,0,5,4,9
SAN CARLOS,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN IGNACIO DE VELASCO,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,2,6,8
SAN LORENZO(TJA),otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,1,3
SAN MIGUEL DE VELASCO,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SAN PEDRO DE TIQUINA,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN RAMON SCZ,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,10,44,1,4,90,287,31,55,0,3,0,1,132,394,526
SANTIAGO DE HUARI,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
SOPACHUY,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SORATA,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,5,5
SUCRE,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,14,2,6,0,1,0,0,5,22,27
TARIJA,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,28,98,4,5,2,0,0,0,35,104,139
TARVITA,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2
TINGUIPAYA,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TIQUIPAYA,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,1,3
TRIGAL,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TRINIDAD,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,51,4,10,1,2,0,1,14,66,80
TUPIZA,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,0,0,0,4,3,7
URIONDO (A. CONCEPCION),otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
UYUNI,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,1,4,0,0,0,0,9,17,26
VALLEGRANDE,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
VILLA CHARCAS,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,1,7,8
VILLA MONTES,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,4
VILLAZON,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
WARNES,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,7,0,0,0,1,0,0,4,10,14
YACUIBA,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,25,0,3,0,0,0,0,8,28,36
YANACACHI,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2
YAPACANI,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
YOTALA,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
ACHACACHI,otras vacunaciones,influenza estacional a personal de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,2,3,5
ACHOCALLA,otras vacunaciones,influenza estacional a personal de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
ASCENCION DE GUARAYOS,otras vacunaciones,influenza estacional a personal de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
AYO AYO,otras vacunaciones,influenza estacional a personal de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
BATALLAS,otras vacunaciones,influenza estacional a personal de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
BERMEJO,otras vacunaciones,influenza estacional a personal de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CAIROMA,otras vacunaciones,influenza estacional a personal de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
CAMIRI,otras vacunaciones,influenza estacional a personal de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CARACOLLO,otras vacunaciones,influenza estacional a personal de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,4,3,7
COBIJA,otras vacunaciones,influenza estacional a personal de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,2,3
COCHABAMBA,otras vacunaciones,influenza estacional a personal de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,5,33,9,12,1,0,0,1,16,51,67
COLQUENCHA,otras vacunaciones,influenza estacional a personal de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,4
CORIPATA,otras vacunaciones,influenza estacional a personal de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CORQUE,otras vacunaciones,influenza estacional a personal de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,1,10,11,0,0,0,0,0,0,14,26,40
COTOCA,otras vacunaciones,influenza estacional a personal de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,7,7
EL ALTO,otras vacunaciones,influenza estacional a personal de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,26,81,9,16,1,0,0,1,37,107,144
EL TORNO,otras vacunaciones,influenza estacional a personal de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
FERNANDEZ ALONSO,otras vacunaciones,influenza estacional a personal de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2
HUARINA,otras vacunaciones,influenza estacional a personal de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
LA GUARDIA,otras vacunaciones,influenza estacional a personal de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
LA PAZ,otras vacunaciones,influenza estacional a personal de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,2,9,2,6,46,103,10,30,0,8,0,0,60,156,216
LLICA,otras vacunaciones,influenza estacional a personal de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
MONTERO,otras vacunaciones,influenza estacional a personal de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,14,0,5,0,0,0,0,2,23,25
ORURO,otras vacunaciones,influenza estacional a personal de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,7,31,53,12,50,3,1,0,1,54,124,178
PADCAYA,otras vacunaciones,influenza estacional a personal de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PAILON,otras vacunaciones,influenza estacional a personal de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PORONGO,otras vacunaciones,influenza estacional a personal de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
PORTACHUELO,otras vacunaciones,influenza estacional a personal de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,4
POTOSI,otras vacunaciones,influenza estacional a personal de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,3,7,0,0,0,2,3,15,18
PUERTO ACOSTA,otras vacunaciones,influenza estacional a personal de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PUERTO CARABUCO,otras vacunaciones,influenza estacional a personal de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
PUERTO SUAREZ,otras vacunaciones,influenza estacional a personal de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
RIBERALTA,otras vacunaciones,influenza estacional a personal de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,5,3,8
SABAYA,otras vacunaciones,influenza estacional a personal de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,otras vacunaciones,influenza estacional a personal de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN JOSE DE CHIQUITOS,otras vacunaciones,influenza estacional a personal de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN JUAN DE YAPACANI,otras vacunaciones,influenza estacional a personal de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,3
SAN PEDRO,otras vacunaciones,influenza estacional a personal de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,2,0,0,0,0,1,6,7
SAN PEDRO DE TIQUINA,otras vacunaciones,influenza estacional a personal de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional a personal de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,5,23,0,3,86,226,30,55,1,0,2,0,124,307,431
SANTIAGO DE CALLAPA,otras vacunaciones,influenza estacional a personal de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SOPACHUY,otras vacunaciones,influenza estacional a personal de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,2,6,8
SUCRE,otras vacunaciones,influenza estacional a personal de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,4,0,0,0,1,6,9,15
TARIJA,otras vacunaciones,influenza estacional a personal de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,16,0,1,0,0,0,0,9,20,29
TRINIDAD,otras vacunaciones,influenza estacional a personal de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,1,0,0,0,0,5,3,8
UMALA,otras vacunaciones,influenza estacional a personal de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
VALLEGRANDE,otras vacunaciones,influenza estacional a personal de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
VILLAZON,otras vacunaciones,influenza estacional a personal de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
WALDO BALLIVIAN,otras vacunaciones,influenza estacional a personal de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
WARNES,otras vacunaciones,influenza estacional a personal de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,2,3,5
YACUIBA,otras vacunaciones,influenza estacional a personal de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,6,7
YAPACANI,otras vacunaciones,influenza estacional a personal de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ACHOCALLA,otras vacunaciones,influenza estacional a personal de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
ASCENCION DE GUARAYOS,otras vacunaciones,influenza estacional a personal de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,3,0,0,0,0,0,0,2,6,8
CAIROMA,otras vacunaciones,influenza estacional a personal de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
CAQUIAVIRI,otras vacunaciones,influenza estacional a personal de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
CARACOLLO,otras vacunaciones,influenza estacional a personal de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CHOQUE COTA,otras vacunaciones,influenza estacional a personal de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
COCHABAMBA,otras vacunaciones,influenza estacional a personal de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,1,1,0,0,0,0,4,9,13
COLQUIRI,otras vacunaciones,influenza estacional a personal de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
CONCEPCION,otras vacunaciones,influenza estacional a personal de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3
COPACABANA,otras vacunaciones,influenza estacional a personal de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
CORIPATA,otras vacunaciones,influenza estacional a personal de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
COTOCA,otras vacunaciones,influenza estacional a personal de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
EL ALTO,otras vacunaciones,influenza estacional a personal de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,17,35,9,19,2,0,0,0,30,57,87
EL CHORO,otras vacunaciones,influenza estacional a personal de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
EL TORNO,otras vacunaciones,influenza estacional a personal de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
GENERAL SAAVEDRA,otras vacunaciones,influenza estacional a personal de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,3
GUAYARAMERIN,otras vacunaciones,influenza estacional a personal de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
HUARINA,otras vacunaciones,influenza estacional a personal de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
HUATAJATA,otras vacunaciones,influenza estacional a personal de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
LA GUARDIA,otras vacunaciones,influenza estacional a personal de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,8
LA PAZ,otras vacunaciones,influenza estacional a personal de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,28,73,25,33,0,3,0,0,56,112,168
LURIBAY,otras vacunaciones,influenza estacional a personal de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,4,4
MACHACAMARCA,otras vacunaciones,influenza estacional a personal de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1,0,0,0,0,2,4,6
MAIRANA,otras vacunaciones,influenza estacional a personal de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MONTERO,otras vacunaciones,influenza estacional a personal de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,6,1,0,0,0,7,10,17
ORURO,otras vacunaciones,influenza estacional a personal de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,29,44,6,12,0,1,0,0,38,59,97
POJO (CBBA),otras vacunaciones,influenza estacional a personal de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
PORTACHUELO,otras vacunaciones,influenza estacional a personal de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
POTOSI,otras vacunaciones,influenza estacional a personal de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,0,1,0,0,0,0,3,5,8
PUCARANI,otras vacunaciones,influenza estacional a personal de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,0,0,0,0,0,0,2,4,6
PUERTO PEREZ,otras vacunaciones,influenza estacional a personal de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SAN BORJA,otras vacunaciones,influenza estacional a personal de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
