,group,variable,month,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 5 A 9 - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 5 A 9 - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 5 A 9 - F,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 5 A 9 - F,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 10 AÑOS - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 10 AÑOS - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 10 AÑOS - F,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 10 AÑOS - F,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 11 AÑOS - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 11 AÑOS - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 11 AÑOS - F,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 11 AÑOS - F,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 12 A 20 - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 12 A 20 - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 12 A 20 - F,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 12 A 20 - F,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 21 A 59 - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 21 A 59 - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 21 A 59 - F,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 21 A 59 - F,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 60 Y MAS - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 60 Y MAS - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 60 Y MAS - F,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 60 Y MAS - F,TOTALES,TOTALES,TOTALES
SAN ANDRES,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN BORJA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,20,0,2,0,0,0,0,0,31,31
SAN BUENA VENTURA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3,3
SAN CARLOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,8,8
SAN IGNACIO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2
SAN IGNACIO DE VELASCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,1,0,61,0,0,0,0,0,0,0,86,86
SAN JUAN DE YAPACANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN MATIAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
SAN MIGUEL DE VELASCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,1,0,0,0,0,0,10,10
SAN PEDRO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
SANTA ANA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,5,0,493,0,43,0,0,0,0,0,612,612
SANTA ROSA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
SANTIAGO DE HUARI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
SAPAHAQUI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,4,4
SICAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SORATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,11,11
SUCRE,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
TACACOMA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TACOBAMBA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,5,5
TARIJA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,38,0,5,0,0,0,0,0,48,48
TARVITA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
TOLEDO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3,3
TRINIDAD,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,36,0,15,0,0,0,0,0,63,63
TUPIZA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,6,6
UNCIA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,7,7
URIONDO (A. CONCEPCION),otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
URUBICHA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3,3
UYUNI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
VALLEGRANDE,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
VIACHA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
VILLA CHARCAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,1,0,0,0,0,0,6,6
VILLA MONTES,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,16,0,2,0,0,0,0,0,23,23
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
VILLAZON,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,9,0,0,0,0,0,0,0,12,12
WALDO BALLIVIAN,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
WARNES,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,26,0,1,0,0,0,0,0,31,31
YACUIBA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,53,0,4,0,0,0,0,0,68,68
YANACACHI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
YOTALA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ACHACACHI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,6,6
ACHOCALLA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,18,0,0,0,0,0,0,0,20,20
APOLO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,4,4
ASCENCION DE GUARAYOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,31,0,4,0,0,0,0,0,50,50
ATOCHA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,3
AUCAPATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3
AYO AYO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,4,4
BATALLAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,6,6
BERMEJO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
BETANZOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,3
BUENA VISTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,13,13
CABEZAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
CAJUATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,3
CAQUIAVIRI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
CARACOLLO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,13,0,0,0,0,0,0,0,17,17
CARANGAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CARAPARI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CARMEN RIVERO TORREZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
CHAQUI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
CHOQUE COTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COBIJA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,3
COCHABAMBA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,3,0,80,0,11,0,0,0,0,0,115,115
COLPA BELGICA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,9,9
COLQUENCHA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,6
CONCEPCION,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COPACABANA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
CORIPATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,3
COTOCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,13,0,0,0,0,0,0,0,17,17
EL ALTO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,6,0,167,0,60,0,0,0,0,0,246,246
EL CHORO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
EL TORNO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,19,0,0,0,0,0,0,0,21,21
ESCARA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
FERNANDEZ ALONSO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
GENERAL SAAVEDRA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,3
GIA-TIM,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,3,3
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
GUAYARAMERIN,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,26,0,0,0,0,0,0,0,30,30
HUARINA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
ICHOCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
INQUISIVI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5
LA GUARDIA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
LA PAZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2,0,148,0,15,0,0,0,0,0,180,180
LLALLAGUA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,5,5
LLICA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
MAIRANA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,7,7
MALLA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
MONTERO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,4,0,70,0,6,0,0,0,0,0,106,106
MORO MORO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
OCURI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
ORURO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,4,0,98,0,12,0,0,0,0,0,131,131
PADCAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
PAILON,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,14,0,7,0,0,0,0,0,27,27
PALCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
POJO (CBBA),otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,8,8
POROMA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
PORTACHUELO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,19,0,0,0,0,0,0,0,25,25
POSTRER VALLE,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
POTOSI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,27,0,2,0,0,0,0,0,41,41
PUCARANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
PUERTO ACOSTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,4,4
PUERTO GONZALO MORENO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,5,5
PUERTO PEREZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3,3
PUERTO QUIJARRO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PUERTO SUAREZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,9
PUNA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
RIBERALTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,5,0,0,0,18,0,0,0,59,0,0,0,0,0,0,0,82,82
ROBORE,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN BORJA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,8,0,19,0,0,0,0,0,40,40
SAN BUENA VENTURA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
SAN CARLOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,6,6
SAN IGNACIO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,5
SAN IGNACIO DE VELASCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,25,0,1,0,0,0,0,0,36,36
SAN JOSE DE CHIQUITOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3
SAN JUAN DE YAPACANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,3,0,0,0,0,0,6,6
SAN LORENZO(PND),otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2
SAN MATIAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN PEDRO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,0,0,6,6
SAN PEDRO DE MACHA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN RAFAEL,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
SAN RAMON SCZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,9,0,579,0,41,0,0,0,0,0,735,735
SANTA ROSA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SANTIAGO DE CALLAPA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
SUCRE,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
TACOBAMBA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
TARIJA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,8,8
TOLEDO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TRINIDAD,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,19,0,2,0,0,0,0,0,34,34
UNCIA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,11,11
URUBICHA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,3
WARNES,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,13,0,3,0,0,0,0,0,20,20
YACO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,3,3
YACUIBA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,41,0,7,0,0,0,0,0,53,53
