municipality,group,variable,month,Total 11.3 Nacidos vivos,TOTAL
CAQUIAVIRI,atencion de partos en servicios,nacidos vivos,2014-11-01,1,1
CARACOLLO,atencion de partos en servicios,nacidos vivos,2014-11-01,14,14
CARANAVI,atencion de partos en servicios,nacidos vivos,2014-11-01,85,85
CARAPARI,atencion de partos en servicios,nacidos vivos,2014-11-01,7,7
CARIPUYO,atencion de partos en servicios,nacidos vivos,2014-11-01,3,3
CARMEN RIVERO TORREZ,atencion de partos en servicios,nacidos vivos,2014-11-01,4,4
CATACORA,atencion de partos en servicios,nacidos vivos,2014-11-01,1,1
CHALLAPATA,atencion de partos en servicios,nacidos vivos,2014-11-01,47,47
CHAQUI,atencion de partos en servicios,nacidos vivos,2014-11-01,7,7
CHARAGUA,atencion de partos en servicios,nacidos vivos,2014-11-01,35,35
CHARAÑA,atencion de partos en servicios,nacidos vivos,2014-11-01,1,1
CHAYANTA,atencion de partos en servicios,nacidos vivos,2014-11-01,12,12
CHIMORE,atencion de partos en servicios,nacidos vivos,2014-11-01,10,10
CHIPAYA,atencion de partos en servicios,nacidos vivos,2014-11-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,nacidos vivos,2014-11-01,28,28
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,nacidos vivos,2014-11-01,7,7
CKOCHAS,atencion de partos en servicios,nacidos vivos,2014-11-01,1,1
CLIZA,atencion de partos en servicios,nacidos vivos,2014-11-01,34,34
COBIJA,atencion de partos en servicios,nacidos vivos,2014-11-01,122,122
COCAPATA,atencion de partos en servicios,nacidos vivos,2014-11-01,5,5
COCHABAMBA,atencion de partos en servicios,nacidos vivos,2014-11-01,1593,1593
COLCAPIRHUA,atencion de partos en servicios,nacidos vivos,2014-11-01,41,41
"COLCHA ""K""",atencion de partos en servicios,nacidos vivos,2014-11-01,4,4
COLLANA,atencion de partos en servicios,nacidos vivos,2014-11-01,1,1
COLOMI,atencion de partos en servicios,nacidos vivos,2014-11-01,15,15
COLPA BELGICA,atencion de partos en servicios,nacidos vivos,2014-11-01,3,3
COLQUECHACA,atencion de partos en servicios,nacidos vivos,2014-11-01,12,12
COLQUENCHA,atencion de partos en servicios,nacidos vivos,2014-11-01,2,2
COLQUIRI,atencion de partos en servicios,nacidos vivos,2014-11-01,10,10
COMARAPA,atencion de partos en servicios,nacidos vivos,2014-11-01,30,30
CONCEPCION,atencion de partos en servicios,nacidos vivos,2014-11-01,1,1
COPACABANA,atencion de partos en servicios,nacidos vivos,2014-11-01,9,9
CORIPATA,atencion de partos en servicios,nacidos vivos,2014-11-01,15,15
CORO CORO,atencion de partos en servicios,nacidos vivos,2014-11-01,1,1
COROICO,atencion de partos en servicios,nacidos vivos,2014-11-01,29,29
COTAGAITA,atencion de partos en servicios,nacidos vivos,2014-11-01,5,5
COTOCA,atencion de partos en servicios,nacidos vivos,2014-11-01,82,82
CUATRO CAÑADAS,atencion de partos en servicios,nacidos vivos,2014-11-01,16,16
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en servicios,nacidos vivos,2014-11-01,3,3
CUEVO,atencion de partos en servicios,nacidos vivos,2014-11-01,1,1
CULPINA,atencion de partos en servicios,nacidos vivos,2014-11-01,11,11
CURAHUARA DE CARANGAS,atencion de partos en servicios,nacidos vivos,2014-11-01,6,6
DESAGUADERO,atencion de partos en servicios,nacidos vivos,2014-11-01,10,10
EL ALTO,atencion de partos en servicios,nacidos vivos,2014-11-01,1203,1203
EL CHORO,atencion de partos en servicios,nacidos vivos,2014-11-01,3,3
EL PUENTE(STC),atencion de partos en servicios,nacidos vivos,2014-11-01,5,5
EL PUENTE(TJA),atencion de partos en servicios,nacidos vivos,2014-11-01,6,6
EL TORNO,atencion de partos en servicios,nacidos vivos,2014-11-01,111,111
EL VILLAR,atencion de partos en servicios,nacidos vivos,2014-11-01,5,5
ENTRE RIOS TRJ,atencion de partos en servicios,nacidos vivos,2014-11-01,7,7
ENTRE RIOS CBBA,atencion de partos en servicios,nacidos vivos,2014-11-01,25,25
ESCARA,atencion de partos en servicios,nacidos vivos,2014-11-01,1,1
ESCOMA,atencion de partos en servicios,nacidos vivos,2014-11-01,9,9
EUCALIPTUS,atencion de partos en servicios,nacidos vivos,2014-11-01,2,2
EUREKA (SANTOS MERCADO),atencion de partos en servicios,nacidos vivos,2014-11-01,1,1
EXALTACION,atencion de partos en servicios,nacidos vivos,2014-11-01,3,3
FERNANDEZ ALONSO,atencion de partos en servicios,nacidos vivos,2014-11-01,7,7
FILADELFIA,atencion de partos en servicios,nacidos vivos,2014-11-01,2,2
GENERAL SAAVEDRA,atencion de partos en servicios,nacidos vivos,2014-11-01,16,16
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,nacidos vivos,2014-11-01,4,4
GUANAY,atencion de partos en servicios,nacidos vivos,2014-11-01,15,15
GUAQUI,atencion de partos en servicios,nacidos vivos,2014-11-01,2,2
GUAYARAMERIN,atencion de partos en servicios,nacidos vivos,2014-11-01,107,107
GUTIERREZ,atencion de partos en servicios,nacidos vivos,2014-11-01,9,9
HUACARETA,atencion de partos en servicios,nacidos vivos,2014-11-01,12,12
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,nacidos vivos,2014-11-01,1,1
HUACHACALLA,atencion de partos en servicios,nacidos vivos,2014-11-01,1,1
HUANUNI,atencion de partos en servicios,nacidos vivos,2014-11-01,29,29
HUARACAJE,atencion de partos en servicios,nacidos vivos,2014-11-01,7,7
HUARINA,atencion de partos en servicios,nacidos vivos,2014-11-01,5,5
HUAYLLAMARCA,atencion de partos en servicios,nacidos vivos,2014-11-01,1,1
HUMANATA,atencion de partos en servicios,nacidos vivos,2014-11-01,3,3
ICLA,atencion de partos en servicios,nacidos vivos,2014-11-01,6,6
INCAHUASI,atencion de partos en servicios,nacidos vivos,2014-11-01,6,6
INQUISIVI,atencion de partos en servicios,nacidos vivos,2014-11-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,nacidos vivos,2014-11-01,9,9
IXIAMAS,atencion de partos en servicios,nacidos vivos,2014-11-01,9,9
JESUS DE MACHACA,atencion de partos en servicios,nacidos vivos,2014-11-01,7,7
LA ASUNTA,atencion de partos en servicios,nacidos vivos,2014-11-01,49,49
LA GUARDIA,atencion de partos en servicios,nacidos vivos,2014-11-01,47,47
LA PAZ,atencion de partos en servicios,nacidos vivos,2014-11-01,1619,1619
LAGUNILLAS,atencion de partos en servicios,nacidos vivos,2014-11-01,9,9
LAJA,atencion de partos en servicios,nacidos vivos,2014-11-01,7,7
LAS CARRERAS,atencion de partos en servicios,nacidos vivos,2014-11-01,3,3
LLALLAGUA,atencion de partos en servicios,nacidos vivos,2014-11-01,74,74
LLICA,atencion de partos en servicios,nacidos vivos,2014-11-01,5,5
LORETO,atencion de partos en servicios,nacidos vivos,2014-11-01,1,1
LURIBAY,atencion de partos en servicios,nacidos vivos,2014-11-01,1,1
MACHACAMARCA,atencion de partos en servicios,nacidos vivos,2014-11-01,2,2
MACHARETI,atencion de partos en servicios,nacidos vivos,2014-11-01,3,3
MAGDALENA,atencion de partos en servicios,nacidos vivos,2014-11-01,28,28
MAIRANA,atencion de partos en servicios,nacidos vivos,2014-11-01,28,28
MAPIRI,atencion de partos en servicios,nacidos vivos,2014-11-01,18,18
MINEROS,atencion de partos en servicios,nacidos vivos,2014-11-01,1,1
MIZQUE,atencion de partos en servicios,nacidos vivos,2014-11-01,26,26
MOCOMOCO,atencion de partos en servicios,nacidos vivos,2014-11-01,3,3
MOJOCOYA,atencion de partos en servicios,nacidos vivos,2014-11-01,6,6
MONTEAGUDO,atencion de partos en servicios,nacidos vivos,2014-11-01,57,57
MONTERO,atencion de partos en servicios,nacidos vivos,2014-11-01,254,254
MORO MORO,atencion de partos en servicios,nacidos vivos,2014-11-01,3,3
MOROCHATA,atencion de partos en servicios,nacidos vivos,2014-11-01,3,3
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,nacidos vivos,2014-11-01,4,4
NUEVO MANOA (NUEVA ESPERANZA),atencion de partos en servicios,nacidos vivos,2014-11-01,2,2
OCURI,atencion de partos en servicios,nacidos vivos,2014-11-01,10,10
OKINAWA,atencion de partos en servicios,nacidos vivos,2014-11-01,12,12
OMEREQUE,atencion de partos en servicios,nacidos vivos,2014-11-01,4,4
ORURO,atencion de partos en servicios,nacidos vivos,2014-11-01,672,672
PADCAYA,atencion de partos en servicios,nacidos vivos,2014-11-01,5,5
PADILLA,atencion de partos en servicios,nacidos vivos,2014-11-01,24,24
PAILON,atencion de partos en servicios,nacidos vivos,2014-11-01,26,26
PALCA,atencion de partos en servicios,nacidos vivos,2014-11-01,3,3
PALOS BLANCOS,atencion de partos en servicios,nacidos vivos,2014-11-01,26,26
PAMPA AULLAGAS,atencion de partos en servicios,nacidos vivos,2014-11-01,1,1
PAMPA GRANDE,atencion de partos en servicios,nacidos vivos,2014-11-01,5,5
PASORAPA,atencion de partos en servicios,nacidos vivos,2014-11-01,1,1
PATACAMAYA,atencion de partos en servicios,nacidos vivos,2014-11-01,31,31
PAZÑA,atencion de partos en servicios,nacidos vivos,2014-11-01,3,3
PELECHUCO,atencion de partos en servicios,nacidos vivos,2014-11-01,2,2
POCOATA,atencion de partos en servicios,nacidos vivos,2014-11-01,4,4
POCONA,atencion de partos en servicios,nacidos vivos,2014-11-01,7,7
POJO (CBBA),atencion de partos en servicios,nacidos vivos,2014-11-01,12,12
POOPO,atencion de partos en servicios,nacidos vivos,2014-11-01,1,1
PORCO,atencion de partos en servicios,nacidos vivos,2014-11-01,11,11
POROMA,atencion de partos en servicios,nacidos vivos,2014-11-01,9,9
PORONGO,atencion de partos en servicios,nacidos vivos,2014-11-01,4,4
PORTACHUELO,atencion de partos en servicios,nacidos vivos,2014-11-01,49,49
PORVENIR,atencion de partos en servicios,nacidos vivos,2014-11-01,8,8
POTOSI,atencion de partos en servicios,nacidos vivos,2014-11-01,496,496
PRESTO,atencion de partos en servicios,nacidos vivos,2014-11-01,6,6
PUCARA,atencion de partos en servicios,nacidos vivos,2014-11-01,1,1
PUCARANI,atencion de partos en servicios,nacidos vivos,2014-11-01,8,8
PUERTO ACOSTA,atencion de partos en servicios,nacidos vivos,2014-11-01,2,2
PUERTO CARABUCO,atencion de partos en servicios,nacidos vivos,2014-11-01,2,2
PUERTO GONZALO MORENO,atencion de partos en servicios,nacidos vivos,2014-11-01,3,3
PUERTO QUIJARRO,atencion de partos en servicios,nacidos vivos,2014-11-01,26,26
PUERTO RICO,atencion de partos en servicios,nacidos vivos,2014-11-01,10,10
PUERTO SUAREZ,atencion de partos en servicios,nacidos vivos,2014-11-01,41,41
PUERTO VILLARROEL,atencion de partos en servicios,nacidos vivos,2014-11-01,92,92
PUNA,atencion de partos en servicios,nacidos vivos,2014-11-01,11,11
PUNATA,atencion de partos en servicios,nacidos vivos,2014-11-01,61,61
QUILLACOLLO,atencion de partos en servicios,nacidos vivos,2014-11-01,167,167
QUIME,atencion de partos en servicios,nacidos vivos,2014-11-01,4,4
QUIRUSILLAS,atencion de partos en servicios,nacidos vivos,2014-11-01,1,1
RAVELO,atencion de partos en servicios,nacidos vivos,2014-11-01,5,5
REYES,atencion de partos en servicios,nacidos vivos,2014-11-01,9,9
RIBERALTA,atencion de partos en servicios,nacidos vivos,2014-11-01,288,288
ROBORE,atencion de partos en servicios,nacidos vivos,2014-11-01,25,25
RURRENABAQUE,atencion de partos en servicios,nacidos vivos,2014-11-01,42,42
SABAYA,atencion de partos en servicios,nacidos vivos,2014-11-01,3,3
SACABA,atencion de partos en servicios,nacidos vivos,2014-11-01,175,175
SACABAMBA,atencion de partos en servicios,nacidos vivos,2014-11-01,3,3
SACACA,atencion de partos en servicios,nacidos vivos,2014-11-01,18,18
SAIPINA,atencion de partos en servicios,nacidos vivos,2014-11-01,3,3
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,nacidos vivos,2014-11-01,8,8
SAMAIPATA,atencion de partos en servicios,nacidos vivos,2014-11-01,6,6
SAN ANDRES,atencion de partos en servicios,nacidos vivos,2014-11-01,4,4
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,nacidos vivos,2014-11-01,3,3
SAN BENITO,atencion de partos en servicios,nacidos vivos,2014-11-01,4,4
SAN BORJA,atencion de partos en servicios,nacidos vivos,2014-11-01,77,77
SAN BUENA VENTURA,atencion de partos en servicios,nacidos vivos,2014-11-01,6,6
SAN CARLOS,atencion de partos en servicios,nacidos vivos,2014-11-01,45,45
SAN IGNACIO,atencion de partos en servicios,nacidos vivos,2014-11-01,34,34
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos vivos,2014-11-01,105,105
SAN JAVIER(BNI),atencion de partos en servicios,nacidos vivos,2014-11-01,2,2
SAN JAVIER(STC),atencion de partos en servicios,nacidos vivos,2014-11-01,29,29
SAN JOAQUIN,atencion de partos en servicios,nacidos vivos,2014-11-01,8,8
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,nacidos vivos,2014-11-01,31,31
SAN JUAN DE YAPACANI,atencion de partos en servicios,nacidos vivos,2014-11-01,1,1
SAN JULIAN,atencion de partos en servicios,nacidos vivos,2014-11-01,86,86
SAN LORENZO(PND),atencion de partos en servicios,nacidos vivos,2014-11-01,2,2
SAN LORENZO(TJA),atencion de partos en servicios,nacidos vivos,2014-11-01,6,6
SAN LUCAS,atencion de partos en servicios,nacidos vivos,2014-11-01,18,18
SAN MATIAS,atencion de partos en servicios,nacidos vivos,2014-11-01,24,24
SAN MIGUEL DE VELASCO,atencion de partos en servicios,nacidos vivos,2014-11-01,25,25
SAN PEDRO,atencion de partos en servicios,nacidos vivos,2014-11-01,8,8
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,nacidos vivos,2014-11-01,14,14
SAN PEDRO DE CURAHUARA,atencion de partos en servicios,nacidos vivos,2014-11-01,1,1
SAN PEDRO DE QUEMES,atencion de partos en servicios,nacidos vivos,2014-11-01,1,1
SAN RAFAEL,atencion de partos en servicios,nacidos vivos,2014-11-01,2,2
SAN RAMON BENI,atencion de partos en servicios,nacidos vivos,2014-11-01,6,6
SAN RAMON SCZ,atencion de partos en servicios,nacidos vivos,2014-11-01,17,17
SANTA ANA,atencion de partos en servicios,nacidos vivos,2014-11-01,35,35
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos vivos,2014-11-01,2308,2308
SANTA ROSA,atencion de partos en servicios,nacidos vivos,2014-11-01,10,10
SANTA ROSA DEL SARA,atencion de partos en servicios,nacidos vivos,2014-11-01,12,12
SANTIAGO DE CALLAPA,atencion de partos en servicios,nacidos vivos,2014-11-01,1,1
SANTIAGO DE HUARI,atencion de partos en servicios,nacidos vivos,2014-11-01,3,3
SANTIAGO DE HUATA,atencion de partos en servicios,nacidos vivos,2014-11-01,3,3
SANTIVAÑES,atencion de partos en servicios,nacidos vivos,2014-11-01,2,2
SAPAHAQUI,atencion de partos en servicios,nacidos vivos,2014-11-01,3,3
SENA,atencion de partos en servicios,nacidos vivos,2014-11-01,7,7
SHINAOTA,atencion de partos en servicios,nacidos vivos,2014-11-01,44,44
SICA SICA (VILLA AROMA),atencion de partos en servicios,nacidos vivos,2014-11-01,4,4
SIPE SIPE,atencion de partos en servicios,nacidos vivos,2014-11-01,42,42
SOPACHUY,atencion de partos en servicios,nacidos vivos,2014-11-01,5,5
SORACACHI,atencion de partos en servicios,nacidos vivos,2014-11-01,1,1
SORATA,atencion de partos en servicios,nacidos vivos,2014-11-01,6,6
SUCRE,atencion de partos en servicios,nacidos vivos,2014-11-01,569,569
TACACOMA,atencion de partos en servicios,nacidos vivos,2014-11-01,9,9
TACOBAMBA,atencion de partos en servicios,nacidos vivos,2014-11-01,4,4
TACOPAYA,atencion de partos en servicios,nacidos vivos,2014-11-01,5,5
TAHUA,atencion de partos en servicios,nacidos vivos,2014-11-01,1,1
TAPACARI,atencion de partos en servicios,nacidos vivos,2014-11-01,5,5
TARABUCO,atencion de partos en servicios,nacidos vivos,2014-11-01,15,15
TARACO,atencion de partos en servicios,nacidos vivos,2014-11-01,2,2
TARATA,atencion de partos en servicios,nacidos vivos,2014-11-01,8,8
TARIJA,atencion de partos en servicios,nacidos vivos,2014-11-01,471,471
TARVITA,atencion de partos en servicios,nacidos vivos,2014-11-01,18,18
TEOPONTE,atencion de partos en servicios,nacidos vivos,2014-11-01,9,9
TIAWANACU,atencion de partos en servicios,nacidos vivos,2014-11-01,8,8
TINGUIPAYA,atencion de partos en servicios,nacidos vivos,2014-11-01,2,2
TIPUANI,atencion de partos en servicios,nacidos vivos,2014-11-01,10,10
TIQUIPAYA,atencion de partos en servicios,nacidos vivos,2014-11-01,78,78
TIRAQUE (CBBA),atencion de partos en servicios,nacidos vivos,2014-11-01,18,18
TOCO,atencion de partos en servicios,nacidos vivos,2014-11-01,3,3
TODOS SANTOS,atencion de partos en servicios,nacidos vivos,2014-11-01,2,2
TOLATA,atencion de partos en servicios,nacidos vivos,2014-11-01,3,3
TOLEDO,atencion de partos en servicios,nacidos vivos,2014-11-01,1,1
TOMAVE,atencion de partos en servicios,nacidos vivos,2014-11-01,8,8
TOMINA,atencion de partos en servicios,nacidos vivos,2014-11-01,17,17
TORO TORO,atencion de partos en servicios,nacidos vivos,2014-11-01,7,7
TOTORA(CBBA),atencion de partos en servicios,nacidos vivos,2014-11-01,21,21
TOTORA(ORR),atencion de partos en servicios,nacidos vivos,2014-11-01,4,4
TRIGAL,atencion de partos en servicios,nacidos vivos,2014-11-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos vivos,2014-11-01,332,332
TUPIZA,atencion de partos en servicios,nacidos vivos,2014-11-01,60,60
TURCO,atencion de partos en servicios,nacidos vivos,2014-11-01,2,2
UNCIA,atencion de partos en servicios,nacidos vivos,2014-11-01,13,13
URIONDO (A. CONCEPCION),atencion de partos en servicios,nacidos vivos,2014-11-01,6,6
URUBICHA,atencion de partos en servicios,nacidos vivos,2014-11-01,9,9
UYUNI,atencion de partos en servicios,nacidos vivos,2014-11-01,64,64
VACAS,atencion de partos en servicios,nacidos vivos,2014-11-01,1,1
VALLEGRANDE,atencion de partos en servicios,nacidos vivos,2014-11-01,19,19
VIACHA,atencion de partos en servicios,nacidos vivos,2014-11-01,39,39
VILA VILA,atencion de partos en servicios,nacidos vivos,2014-11-01,7,7
VILLA CHARCAS,atencion de partos en servicios,nacidos vivos,2014-11-01,18,18
VILLA MONTES,atencion de partos en servicios,nacidos vivos,2014-11-01,99,99
VILLA RIVERO,atencion de partos en servicios,nacidos vivos,2014-11-01,5,5
VILLA SERRANO,atencion de partos en servicios,nacidos vivos,2014-11-01,6,6
VILLA TUNARI,atencion de partos en servicios,nacidos vivos,2014-11-01,142,142
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,nacidos vivos,2014-11-01,6,6
VILLAZON,atencion de partos en servicios,nacidos vivos,2014-11-01,60,60
VINTO,atencion de partos en servicios,nacidos vivos,2014-11-01,61,61
WALDO BALLIVIAN,atencion de partos en servicios,nacidos vivos,2014-11-01,1,1
WARNES,atencion de partos en servicios,nacidos vivos,2014-11-01,123,123
YACO,atencion de partos en servicios,nacidos vivos,2014-11-01,4,4
YACUIBA,atencion de partos en servicios,nacidos vivos,2014-11-01,185,185
YAMPARAEZ,atencion de partos en servicios,nacidos vivos,2014-11-01,2,2
YANACACHI,atencion de partos en servicios,nacidos vivos,2014-11-01,4,4
YAPACANI,atencion de partos en servicios,nacidos vivos,2014-11-01,72,72
YOCALLA,atencion de partos en servicios,nacidos vivos,2014-11-01,5,5
YOTALA,atencion de partos en servicios,nacidos vivos,2014-11-01,8,8
YUNCHARA,atencion de partos en servicios,nacidos vivos,2014-11-01,3,3
ZUDAÑEZ,atencion de partos en servicios,nacidos vivos,2014-11-01,9,9
ACACIO,atencion de partos en servicios,nacidos vivos,2014-12-01,6,6
ACHACACHI,atencion de partos en servicios,nacidos vivos,2014-12-01,20,20
ACHOCALLA,atencion de partos en servicios,nacidos vivos,2014-12-01,1,1
