,group,variable,month,TOTAL N° DE SINTOMÁTICOS RESPIRATORIOS CANTIDAD,TOTAL N° DE SINTOMÁTICOS RESPIRATORIOS CANTIDAD,TOTALES
REYES,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,3,2,5
RIBERALTA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,27,28,55
ROBORE,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,5,2,7
RURRENABAQUE,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,6,7,13
SABAYA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,0,1,1
SACABA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,35,29,64
SACABAMBA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,1,0,1
SACACA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,5,3,8
SAIPINA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,2,1,3
SALINAS DE GARCI MENDOZA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,0,2,2
SAMAIPATA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,0,1,1
SAN ANDRES,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,1,1,2
SAN BENITO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,3,3,6
SAN BORJA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,11,13,24
SAN BUENA VENTURA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,4,0,4
SAN CARLOS,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,12,8,20
SAN IGNACIO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,3,4,7
SAN IGNACIO DE VELASCO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,11,4,15
SAN JAVIER(BNI),tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,1,1,2
SAN JAVIER(STC),tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,1,1,2
SAN JOAQUIN,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,2,1,3
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,10,5,15
SAN JUAN DE YAPACANI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,3,5,8
SAN JULIAN,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,17,9,26
SAN LORENZO(PND),tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,0,1,1
SAN LORENZO(TJA),tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,5,7,12
SAN LUCAS,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,20,40,60
SAN MATIAS,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,4,1,5
SAN MIGUEL DE VELASCO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,3,3,6
SAN PEDRO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,1,1,2
SAN PEDRO DE BUENA VISTA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,7,6,13
SAN PEDRO DE CURAHUARA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,0,3,3
SAN PEDRO DE TIQUINA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,1,1,2
SAN RAFAEL,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,2,0,2
SAN RAMON BENI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,0,1,1
SAN RAMON SCZ,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,4,4,8
SANTA ANA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,3,3,6
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,605,543,1148
SANTA ROSA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,0,1,1
SANTA ROSA DEL SARA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,4,2,6
SANTIAGO DE CALLAPA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,1,0,1
SANTIAGO DE HUARI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,7,0,7
SANTIAGO DE HUATA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,1,0,1
SANTIAGO DE MACHACA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,1,1,2
SANTIVAÑES,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,3,2,5
SANTUARIO DE QUILLACAS,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,1,3,4
SAPAHAQUI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,0,1,1
SHINAOTA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,13,8,21
SICA SICA (VILLA AROMA),tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,3,1,4
SICAYA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,0,3,3
SIPE SIPE,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,2,10,12
SOPACHUY,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,2,1,3
SORACACHI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,4,3,7
SORATA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,12,3,15
SUCRE,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,219,205,424
TACACOMA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,2,0,2
TACOBAMBA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,4,1,5
TACOPAYA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,0,2,2
TAHUA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,1,1,2
TAPACARI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,3,1,4
TARABUCO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,7,9,16
TARACO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,0,2,2
TARATA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,2,2,4
TARIJA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,96,56,152
TARVITA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,8,7,15
TEOPONTE,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,6,10,16
TIAWANACU,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,4,2,6
TINGUIPAYA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,8,8,16
TIPUANI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,19,7,26
TIQUIPAYA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,9,11,20
TIRAQUE (CBBA),tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,4,2,6
TITO YUPANQUI (PARQUIPUJIO),tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,2,0,2
TOCO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,2,4,6
TOLATA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,1,3,4
TOLEDO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,6,2,8
TOMAVE,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,4,4,8
TOMINA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,2,2,4
TORO TORO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,4,6,10
TOTORA(CBBA),tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,2,9,11
TOTORA(ORR),tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,5,2,7
TRIGAL,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,1,1,2
TRINIDAD,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,74,38,112
TUPIZA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,26,14,40
TURCO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,0,1,1
UMALA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,1,0,1
UNCIA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,7,4,11
URIONDO (A. CONCEPCION),tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,1,0,1
URUBICHA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,2,2,4
UYUNI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,2,3,5
VACAS,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,1,0,1
VALLEGRANDE,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,6,5,11
VIACHA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,16,9,25
VILLA CHARCAS,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,9,15,24
VILLA MONTES,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,21,22,43
VILLA RIVERO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,2,2,4
VILLA SERRANO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,3,4,7
VILLA TUNARI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,35,33,68
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,2,5,7
VILLAZON,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,22,16,38
VINTO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,5,14,19
VITICHI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,4,3,7
WALDO BALLIVIAN,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,0,1,1
WARNES,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,39,39,78
YACO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,1,0,1
YACUIBA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,73,72,145
YAMPARAEZ,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,5,4,9
YANACACHI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,2,0,2
YAPACANI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,65,47,112
YOCALLA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,2,5,7
YOTALA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,12,7,19
YUNCHARA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,2,0,2
ZUDAÑEZ,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-11-01,3,1,4
ACACIO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,3,2,5
ACHACACHI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,8,6,14
ACHOCALLA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,5,7,12
AIQUILE,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,6,5,11
ALCALA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,1,0,1
ALTO BENI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,4,2,6
ANCORAIMES,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,2,3,5
ANDAMARCA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,0,3,3
ANTEQUERA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,1,0,1
ANZALDO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,9,6,15
APOLO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,0,1,1
ARAMPAMPA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,1,1,2
ARANI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,0,3,3
ARBIETO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,1,4,5
ARQUE,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,1,1,2
ASCENCION DE GUARAYOS,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,7,7,14
AUCAPATA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,2,0,2
AYATA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,2,3,5
AYO AYO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,11,8,19
AZURDUY,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,2,2,4
BATALLAS,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,3,3,6
BERMEJO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,20,9,29
BETANZOS,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,1,5,6
BOLIVAR,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,2,0,2
BOYUIBE,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,3,2,5
BUENA VISTA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,6,3,9
CABEZAS,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,7,11,18
"CAIZA ""D""",tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,3,3,6
CALACOTO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,1,2,3
CALAMARCA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,1,1,2
CAMARGO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,5,6,11
CAMATAQUI (C. VILLA ABECIA),tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,0,1,1
CAMIRI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,7,14,21
CAPINOTA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,3,6,9
CARACOLLO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,5,5,10
CARANAVI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,61,64,125
CARAPARI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,3,8,11
CARIPUYO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,5,2,7
CARMEN RIVERO TORREZ,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,0,1,1
CHALLAPATA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,14,3,17
CHAQUI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,5,4,9
CHARAGUA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,5,3,8
CHAYANTA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,10,5,15
CHIMORE,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,12,4,16
CHIPAYA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,13,9,22
CHUMA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,3,2,5
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,0,1,1
CKOCHAS,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,2,6,8
CLIZA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,9,8,17
COBIJA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,30,25,55
COCAPATA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,1,2,3
COCHABAMBA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,77,115,192
COLCAPIRHUA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,11,9,20
"COLCHA ""K""",tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,7,3,10
COLOMI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,0,2,2
COLPA BELGICA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,3,1,4
COLQUECHACA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,12,8,20
COLQUIRI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,3,0,3
COMARAPA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,3,3,6
CONCEPCION,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,3,0,3
CORIPATA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,19,38,57
COROICO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,7,5,12
CORQUE,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,3,1,4
COTAGAITA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,10,3,13
COTOCA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,31,20,51
CUATRO CAÑADAS,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,7,7,14
CUEVO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,0,1,1
CULPINA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,13,11,24
CURAHUARA DE CARANGAS,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,1,0,1
DESAGUADERO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,1,0,1
EL ALTO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,193,209,402
EL PUENTE(STC),tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,1,1,2
EL PUENTE(TJA),tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,3,5,8
EL TORNO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,40,39,79
EL VILLAR,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,2,1,3
ENTRE RIOS TRJ,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,3,14,17
ENTRE RIOS CBBA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,23,14,37
ESCOMA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,7,1,8
ESMERALDA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,1,1,2
EUREKA (SANTOS MERCADO),tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,0,1,1
GUANAY,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,7,4,11
GUAQUI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,0,1,1
GUAYARAMERIN,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,7,7,14
GUTIERREZ,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,1,2,3
HUACARETA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,1,2,3
HUACAYA (VILLA DE HUACAYA),tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,4,0,4
HUANUNI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,41,13,54
HUARINA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,3,8,11
HUAYLLAMARCA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,1,1,2
HUMANATA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,1,1,2
ICLA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,1,0,1
INCAHUASI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,4,1,5
INQUISIVI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,2,0,2
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,11,7,18
IXIAMAS,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,2,1,3
JESUS DE MACHACA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,1,2,3
LA ASUNTA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,25,10,35
LA GUARDIA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,34,42,76
LA PAZ,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,285,229,514
LLALLAGUA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,28,12,40
LORETO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,1,0,1
MACHACAMARCA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,2,3,5
MAGDALENA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,1,0,1
MAIRANA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,5,6,11
MAPIRI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,7,2,9
MIZQUE,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,3,4,7
MOCOMOCO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,1,0,1
MOJOCOYA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-12-01,2,0,2
