,group,variable,month,TOTAL 1711 NEUMOCÓCICA 2DA. DOSIS CANTIDAD,TOTAL 1711 NEUMOCÓCICA 2DA. DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,1,6,1,6,7
SAPAHAQUI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,6,7,6,7,13
SENA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,10,2,10,2,12
SHINAOTA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,46,13,46,13,59
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,19,11,19,11,30
SICAYA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,8,0,8,0,8
SIPE SIPE,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,100,2,100,2,102
SOPACHUY,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,12,3,12,3,15
SORACACHI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,17,5,17,5,22
SORATA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,13,14,13,14,27
SUCRE,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,536,3,536,3,539
TACACHI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,1,0,1,0,1
TACACOMA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,4,3,4,3,7
TACOBAMBA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,5,9,5,9,14
TACOPAYA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,4,6,4,6,10
TAHUA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,3,0,3,0,3
TAPACARI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,29,10,29,10,39
TARABUCO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,6,12,6,12,18
TARACO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,3,2,3,2,5
TARATA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,14,3,14,3,17
TARIJA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,390,14,390,14,404
TARVITA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,8,7,8,7,15
TEOPONTE,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,21,0,21,0,21
TIAWANACU,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,14,1,14,1,15
TINGUIPAYA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,29,9,29,9,38
TIPUANI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,17,4,17,4,21
TIQUIPAYA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,103,13,103,13,116
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,14,13,14,13,27
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,1,0,1,0,1
TOCO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,11,1,11,1,12
TOLATA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,8,5,8,5,13
TOLEDO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,1,2,1,2,3
TOMAVE,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,13,10,13,10,23
TOMINA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,8,1,8,1,9
TORO TORO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,11,18,11,18,29
TOTORA(CBBA),vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,18,7,18,7,25
TOTORA(ORR),vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,5,0,5,0,5
TRIGAL,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,2,0,2,0,2
TRINIDAD,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,193,1,193,1,194
TUPIZA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,61,11,61,11,72
TURCO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,3,0,3,0,3
UMALA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,6,5,6,5,11
UNCIA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,25,12,25,12,37
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,23,2,23,2,25
URUBICHA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,12,6,12,6,18
UYUNI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,46,0,46,0,46
VACAS,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,9,7,9,7,16
VALLEGRANDE,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,31,0,31,0,31
VIACHA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,103,3,103,3,106
VILA VILA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,7,5,7,5,12
VILLA CHARCAS,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,17,15,17,15,32
VILLA MONTES,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,74,17,74,17,91
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,1,6,1,6,7
VILLA RIVERO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,9,2,9,2,11
VILLA SERRANO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,10,6,10,6,16
VILLA TUNARI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,137,27,137,27,164
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,9,3,9,3,12
VILLAZON,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,61,4,61,4,65
VINTO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,57,1,57,1,58
VITICHI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,3,0,3,0,3
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,5,1,5,1,6
WARNES,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,204,9,204,9,213
YACO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,1,4,1,4,5
YACUIBA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,154,16,154,16,170
YAMPARAEZ,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,8,4,8,4,12
YANACACHI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,6,0,6,0,6
YAPACANI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,83,27,83,27,110
YOCALLA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,9,4,9,4,13
YOTALA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,4,5,4,5,9
YUNCHARA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,1,6,1,6,7
ZUDAÑEZ,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-11-01,2,4,2,4,6
ACACIO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,2,1,2,1,3
ACHACACHI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,37,13,37,13,50
ACHOCALLA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,16,10,16,10,26
AIQUILE,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,36,10,36,10,46
ALALAY,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,1,5,1,5,6
ALCALA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,3,0,3,0,3
ALTO BENI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,9,2,9,2,11
ANCORAIMES,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,9,1,9,1,10
ANDAMARCA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,1,1,1,1,2
ANTEQUERA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,3,5,3,5,8
ANZALDO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,8,5,8,5,13
APOLO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,21,5,21,5,26
ARAMPAMPA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,1,3,1,3,4
ARANI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,6,0,6,0,6
ARBIETO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,14,10,14,10,24
ARQUE,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,9,3,9,3,12
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,56,2,56,2,58
ATOCHA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,23,6,23,6,29
AUCAPATA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,3,2,3,2,5
AYATA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,8,4,8,4,12
AYO AYO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,8,3,8,3,11
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,15,6,15,6,21
AZURDUY,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,7,12,7,12,19
BATALLAS,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,12,5,12,5,17
BAURES,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,5,0,5,0,5
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,1,0,1,0,1
BELEN DE URMIRI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,1,2,1,2,3
BELLA FLOR,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,1,5,1,5,6
BERMEJO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,47,8,47,8,55
BETANZOS,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,32,16,32,16,48
BOLIVAR,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,1,4,1,4,5
BOLPEBRA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,3,1,3,1,4
BOYUIBE,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,7,6,7,6,13
BUENA VISTA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,13,2,13,2,15
CABEZAS,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,46,21,46,21,67
CAIROMA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,8,3,8,3,11
"CAIZA ""D""",vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,11,3,11,3,14
CAJUATA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,15,2,15,2,17
CALACOTO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,1,2,1,2,3
CALAMARCA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,32,7,32,7,39
CAMARGO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,24,8,24,8,32
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,1,1,1,1,2
CAMIRI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,80,0,80,0,80
CAPINOTA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,36,1,36,1,37
CAQUIAVIRI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,13,2,13,2,15
CARACOLLO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,27,4,27,4,31
CARANAVI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,70,4,70,4,74
CARAPARI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,22,6,22,6,28
CARIPUYO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,2,10,2,10,12
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,6,5,6,5,11
CATACORA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,0,1,0,1,1
CHACARILLA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,0,1,0,1,1
CHALLAPATA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,45,15,45,15,60
CHAQUI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,9,1,9,1,10
CHARAGUA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,34,10,34,10,44
CHARAÑA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,1,0,1,0,1
CHAYANTA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,14,7,14,7,21
CHIMORE,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,40,1,40,1,41
CHIPAYA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,1,0,1,0,1
CHUA COCANI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,6,0,6,0,6
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,31,3,31,3,34
CHUMA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,3,6,3,6,9
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,11,0,11,0,11
CKOCHAS,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,15,6,15,6,21
CLIZA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,29,10,29,10,39
COBIJA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,77,4,77,4,81
COCAPATA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,10,12,10,12,22
COCHABAMBA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,1160,4,1160,4,1164
COLCAPIRHUA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,71,0,71,0,71
"COLCHA ""K""",vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,28,1,28,1,29
COLLANA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,1,1,1,1,2
COLOMI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,19,2,19,2,21
COLPA BELGICA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,9,0,9,0,9
COLQUECHACA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,33,36,33,36,69
COLQUENCHA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,7,1,7,1,8
COLQUIRI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,17,2,17,2,19
COMANCHE,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,3,1,3,1,4
COMARAPA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,17,0,17,0,17
COMBAYA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,1,1,1,1,2
CONCEPCION,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,41,11,41,11,52
COPACABANA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,9,8,9,8,17
CORIPATA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,24,0,24,0,24
CORO CORO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,8,1,8,1,9
COROICO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,18,3,18,3,21
CORQUE,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,0,2,0,2,2
COTAGAITA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,17,8,17,8,25
COTOCA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,90,25,90,25,115
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,26,16,26,16,42
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,1,0,1,0,1
CULPINA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,27,4,27,4,31
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,3,1,3,1,4
CURVA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,1,2,1,2,3
DESAGUADERO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,4,0,4,0,4
EL ALTO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,1130,258,1130,258,1388
EL CHORO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,2,0,2,0,2
EL PUENTE(STC),vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,13,6,13,6,19
EL PUENTE(TJA),vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,22,1,22,1,23
EL TORNO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,81,2,81,2,83
EL VILLAR,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,7,1,7,1,8
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,19,17,19,17,36
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,50,3,50,3,53
ESCOMA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,6,1,6,1,7
ESMERALDA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,0,1,0,1,1
EUCALIPTUS,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,9,2,9,2,11
EXALTACION,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,2,2,2,2,4
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,18,8,18,8,26
FILADELFIA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,5,1,5,1,6
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,17,1,17,1,18
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,9,1,9,1,10
GUANAY,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,16,3,16,3,19
GUAQUI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,4,2,4,2,6
GUAYARAMERIN,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,71,10,71,10,81
GUTIERREZ,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,12,13,12,13,25
HUACARETA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,10,7,10,7,17
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,6,2,6,2,8
HUANUNI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,35,10,35,10,45
HUARACAJE,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,7,0,7,0,7
HUARINA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,7,3,7,3,10
HUATAJATA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,3,0,3,0,3
HUAYLLAMARCA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,6,1,6,1,7
HUMANATA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,2,5,2,5,7
ICHOCA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,6,2,6,2,8
ICLA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,8,10,8,10,18
INCAHUASI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,10,11,10,11,21
INQUISIVI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,9,10,9,10,19
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,13,7,13,7,20
IXIAMAS,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,14,1,14,1,15
JESUS DE MACHACA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,17,0,17,0,17
LA ASUNTA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,64,9,64,9,73
LA GUARDIA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,160,6,160,6,166
LA PAZ,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,1166,13,1166,13,1179
LAGUNILLAS,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,11,3,11,3,14
LAJA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,23,4,23,4,27
LAS CARRERAS,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,3,1,3,1,4
LICOMA PAMPA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,3,2,3,2,5
LLALLAGUA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,46,53,46,53,99
LLICA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,5,1,5,1,6
LORETO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,26,4,26,4,30
LURIBAY,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,2,4,2,4,6
MACHACAMARCA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,6,0,6,0,6
MACHARETI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,12,0,12,0,12
MAGDALENA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,17,4,17,4,21
MAIRANA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,21,0,21,0,21
MALLA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,1,0,1,0,1
MAPIRI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-12-01,25,0,25,0,25
