,group,variable,month,TOTAL 17.2 PENTAVALENTE 1RA. DOSIS CANTIDAD,TOTAL 17.2 PENTAVALENTE 1RA. DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
COCHABAMBA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,1282,5,1282,5,1287
COIPASA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,2,0,2,0,2
COLCAPIRHUA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,68,1,68,1,69
"COLCHA ""K""",vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,21,2,21,2,23
COLLANA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,2,2,2,2,4
COLOMI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,37,4,37,4,41
COLPA BELGICA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,9,1,9,1,10
COLQUECHACA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,34,35,34,35,69
COLQUENCHA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,14,0,14,0,14
COLQUIRI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,18,21,18,21,39
COMANCHE,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,2,0,2,0,2
COMARAPA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,41,1,41,1,42
COMBAYA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,1,2,1,2,3
CONCEPCION,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,3,6,3,6,9
COPACABANA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,11,13,11,13,24
CORIPATA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,33,0,33,0,33
CORO CORO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,12,5,12,5,17
COROICO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,16,6,16,6,22
CORQUE,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,5,2,5,2,7
COTAGAITA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,11,14,11,14,25
COTOCA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,115,11,115,11,126
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,54,4,54,4,58
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,0,1,0,1,1
CUEVO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,7,0,7,0,7
CULPINA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,18,7,18,7,25
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,6,3,6,3,9
CURVA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,2,4,2,4,6
DESAGUADERO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,8,0,8,0,8
EL ALTO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,1330,281,1330,281,1611
EL CHORO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,2,4,2,4,6
EL PUENTE(STC),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,11,1,11,1,12
EL PUENTE(TJA),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,17,1,17,1,18
EL TORNO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,94,4,94,4,98
EL VILLAR,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,5,1,5,1,6
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,11,10,11,10,21
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,81,2,81,2,83
ESCOMA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,3,4,3,4,7
EUCALIPTUS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,5,1,5,1,6
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,1,1,1,1,2
EXALTACION,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,1,0,1,0,1
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,20,1,20,1,21
FILADELFIA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,6,0,6,0,6
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,20,0,20,0,20
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,10,8,10,8,18
GUANAY,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,19,8,19,8,27
GUAQUI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,4,2,4,2,6
GUAYARAMERIN,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,72,18,72,18,90
GUTIERREZ,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,6,13,6,13,19
HUACARETA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,9,3,9,3,12
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,0,3,0,3,3
HUACHACALLA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,1,0,1,0,1
HUANUNI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,55,4,55,4,59
HUARACAJE,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,5,0,5,0,5
HUARINA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,1,4,1,4,5
HUATAJATA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,2,0,2,0,2
HUAYLLAMARCA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,1,0,1,0,1
HUMANATA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,5,4,5,4,9
ICHOCA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,1,2,1,2,3
ICLA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,6,6,6,6,12
INCAHUASI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,9,4,9,4,13
INQUISIVI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,11,13,11,13,24
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,23,4,23,4,27
IXIAMAS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,23,8,23,8,31
JESUS DE MACHACA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,15,1,15,1,16
LA ASUNTA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,89,17,89,17,106
LA GUARDIA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,147,4,147,4,151
LA PAZ,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,1153,32,1153,32,1185
LAGUNILLAS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,10,1,10,1,11
LAJA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,20,4,20,4,24
LAS CARRERAS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,3,1,3,1,4
LICOMA PAMPA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,1,1,1,1,2
LLALLAGUA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,58,55,58,55,113
LLICA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,7,0,7,0,7
LORETO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,3,4,3,4,7
LURIBAY,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,8,11,8,11,19
MACHACAMARCA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,6,1,6,1,7
MACHARETI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,15,0,15,0,15
MAGDALENA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,26,11,26,11,37
MAIRANA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,21,0,21,0,21
MALLA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,0,4,0,4,4
MAPIRI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,23,3,23,3,26
MECAPACA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,10,10,10,10,20
MINEROS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,36,5,36,5,41
MIZQUE,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,47,7,47,7,54
MOCOMOCO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,5,11,5,11,16
MOJINETE,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,2,3,2,3,5
MOJOCOYA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,8,2,8,2,10
MONTEAGUDO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,33,3,33,3,36
MONTERO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,185,1,185,1,186
MORO MORO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,3,0,3,0,3
MOROCHATA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,7,5,7,5,12
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,2,0,2,0,2
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,2,1,2,1,3
OCURI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,17,18,17,18,35
OKINAWA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,25,4,25,4,29
OMEREQUE,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,3,5,3,5,8
ORURO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,513,8,513,8,521
PADCAYA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,30,3,30,3,33
PADILLA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,11,2,11,2,13
PAILON,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,69,0,69,0,69
PALCA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,30,7,30,7,37
PALOS BLANCOS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,31,9,31,9,40
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,6,0,6,0,6
PAMPA GRANDE,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,10,0,10,0,10
PAPEL PAMPA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,4,2,4,2,6
PASORAPA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,0,2,0,2,2
PATACAMAYA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,36,8,36,8,44
PAZÑA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,5,1,5,1,6
PELECHUCO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,11,0,11,0,11
POCOATA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,8,33,8,33,41
POCONA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,15,4,15,4,19
POJO (CBBA),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,9,5,9,5,14
POOPO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,8,0,8,0,8
PORCO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,23,6,23,6,29
POROMA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,10,19,10,19,29
PORONGO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,13,10,13,10,23
PORTACHUELO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,36,2,36,2,38
PORVENIR,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,9,0,9,0,9
POSTRER VALLE,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,2,3,2,3,5
POTOSI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,415,20,415,20,435
PRESTO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,3,4,3,4,7
PUCARA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,1,1,1,1,2
PUCARANI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,37,19,37,19,56
PUERTO ACOSTA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,4,15,4,15,19
PUERTO CARABUCO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,9,7,9,7,16
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,8,7,8,7,15
PUERTO PEREZ,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,7,1,7,1,8
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,23,4,23,4,27
PUERTO RICO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,17,2,17,2,19
PUERTO SILES,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,5,0,5,0,5
PUERTO SUAREZ,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,30,3,30,3,33
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,103,6,103,6,109
PUNA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,15,10,15,10,25
PUNATA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,54,2,54,2,56
QUIABAYA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,2,2,2,2,4
QUILLACOLLO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,203,66,203,66,269
QUIME,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,5,0,5,0,5
QUIRUSILLAS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,2,0,2,0,2
RAVELO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,6,17,6,17,23
REYES,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,14,2,14,2,16
RIBERALTA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,239,6,239,6,245
ROBORE,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,27,0,27,0,27
RURRENABAQUE,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,40,1,40,1,41
SABAYA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,3,1,3,1,4
SACABA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,237,9,237,9,246
SACABAMBA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,7,0,7,0,7
SACACA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,22,16,22,16,38
SAIPINA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,9,1,9,1,10
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,9,6,9,6,15
SAMAIPATA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,18,2,18,2,20
SAN AGUSTIN,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,0,1,0,1,1
SAN ANDRES,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,12,6,12,6,18
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,1,1,1,1,2
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,2,0,2,0,2
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,3,2,3,2,5
SAN BENITO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,15,4,15,4,19
SAN BORJA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,90,15,90,15,105
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,17,3,17,3,20
SAN CARLOS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,21,1,21,1,22
SAN IGNACIO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,29,1,29,1,30
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,76,23,76,23,99
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,2,16,2,16,18
SAN JAVIER(STC),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,19,4,19,4,23
SAN JOAQUIN,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,12,0,12,0,12
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,28,42,28,42,70
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,15,2,15,2,17
SAN JULIAN,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,91,36,91,36,127
SAN LORENZO(PND),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,0,5,0,5,5
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,27,6,27,6,33
SAN LUCAS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,33,33,33,33,66
SAN MATIAS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,31,3,31,3,34
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,15,1,15,1,16
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,6,0,6,0,6
SAN PEDRO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,21,0,21,0,21
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,32,24,32,24,56
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,10,1,10,1,11
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,3,1,3,1,4
SAN PEDRO(PND),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,0,4,0,4,4
SAN RAFAEL,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,9,1,9,1,10
SAN RAMON BENI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,1,7,1,7,8
SAN RAMON SCZ,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,15,0,15,0,15
SANTA ANA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,24,2,24,2,26
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,2261,41,2261,41,2302
SANTA ROSA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,16,2,16,2,18
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,15,2,15,2,17
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,4,1,4,1,5
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,6,6,6,6,12
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,9,2,9,2,11
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,2,3,2,3,5
SANTIVAÑES,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,11,1,11,1,12
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,1,2,1,2,3
SAPAHAQUI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,8,5,8,5,13
SENA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,9,3,9,3,12
SHINAOTA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,35,3,35,3,38
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,20,23,20,23,43
SICAYA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,5,2,5,2,7
SIPE SIPE,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,84,3,84,3,87
SOPACHUY,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,6,4,6,4,10
SORACACHI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,12,4,12,4,16
SORATA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,15,29,15,29,44
SUCRE,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,547,11,547,11,558
TACACHI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,2,1,2,1,3
TACACOMA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,7,3,7,3,10
TACOBAMBA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,6,8,6,8,14
TACOPAYA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,4,12,4,12,16
TAHUA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,2,1,2,1,3
TAPACARI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,17,13,17,13,30
TARABUCO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,14,11,14,11,25
TARACO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,7,1,7,1,8
TARATA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,12,5,12,5,17
TARIJA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,372,17,372,17,389
TARVITA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,11,6,11,6,17
TEOPONTE,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,17,2,17,2,19
TIAWANACU,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,25,2,25,2,27
TINGUIPAYA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,28,7,28,7,35
TIPUANI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,13,3,13,3,16
TIQUIPAYA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,88,25,88,25,113
