,group,variable,month,TOTAL 17.4 PENTAVALENTE 3RA. DOSIS CANTIDAD,TOTAL 17.4 PENTAVALENTE 3RA. DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
PRESTO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,6,9,6,9,15
PUCARA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,2,0,2,0,2
PUCARANI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,37,16,37,16,53
PUERTO ACOSTA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,7,15,7,15,22
PUERTO CARABUCO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,9,7,9,7,16
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,7,8,7,8,15
PUERTO PEREZ,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,8,4,8,4,12
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,35,6,35,6,41
PUERTO RICO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,22,5,22,5,27
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,105,7,105,7,112
PUNA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,9,12,9,12,21
PUNATA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,49,0,49,0,49
QUIABAYA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,2,1,2,1,3
QUILLACOLLO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,159,94,159,94,253
QUIME,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,16,2,16,2,18
QUIRUSILLAS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,1,0,1,0,1
RAVELO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,10,19,10,19,29
REYES,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,20,44,20,44,64
RIBERALTA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,270,28,270,28,298
ROBORE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,36,0,36,0,36
RURRENABAQUE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,32,5,32,5,37
SABAYA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,4,0,4,0,4
SACABA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,245,13,245,13,258
SACABAMBA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,7,1,7,1,8
SACACA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,24,10,24,10,34
SAIPINA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,13,9,13,9,22
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,10,11,10,11,21
SAMAIPATA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,11,1,11,1,12
SAN AGUSTIN,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,1,0,1,0,1
SAN ANDRES,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,12,10,12,10,22
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,3,2,3,2,5
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,3,0,3,0,3
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,3,9,3,9,12
SAN BENITO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,18,1,18,1,19
SAN BORJA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,75,4,75,4,79
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,18,6,18,6,24
SAN CARLOS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,29,6,29,6,35
SAN IGNACIO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,40,10,40,10,50
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,105,30,105,30,135
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,4,3,4,3,7
SAN JAVIER(STC),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,17,1,17,1,18
SAN JOAQUIN,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,6,0,6,0,6
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,67,0,67,0,67
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,22,4,22,4,26
SAN JULIAN,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,91,19,91,19,110
SAN LORENZO(PND),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,6,3,6,3,9
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,22,2,22,2,24
SAN LUCAS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,24,6,24,6,30
SAN MATIAS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,37,0,37,0,37
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,34,0,34,0,34
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,3,0,3,0,3
SAN PEDRO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,33,1,33,1,34
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,33,22,33,22,55
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,4,1,4,1,5
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,2,0,2,0,2
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,4,1,4,1,5
SAN PEDRO(PND),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,2,0,2,0,2
SAN RAFAEL,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,7,4,7,4,11
SAN RAMON BENI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,18,0,18,0,18
SAN RAMON SCZ,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,27,0,27,0,27
SANTA ANA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,42,3,42,3,45
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,2547,57,2547,57,2604
SANTA ROSA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,16,3,16,3,19
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,24,4,24,4,28
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,3,2,3,2,5
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,11,9,11,9,20
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,5,1,5,1,6
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,1,2,1,2,3
SANTIVAÑES,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,12,2,12,2,14
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,1,4,1,4,5
SAPAHAQUI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,14,9,14,9,23
SENA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,10,7,10,7,17
SHINAOTA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,34,2,34,2,36
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,28,14,28,14,42
SICAYA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,6,2,6,2,8
SIPE SIPE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,81,4,81,4,85
SOPACHUY,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,9,2,9,2,11
SORACACHI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,5,3,5,3,8
SORATA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,5,19,5,19,24
SUCRE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,598,7,598,7,605
TACACHI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,2,1,2,1,3
TACACOMA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,3,1,3,1,4
TACOBAMBA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,4,5,4,5,9
TACOPAYA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,10,8,10,8,18
TAHUA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,2,0,2,0,2
TAPACARI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,18,13,18,13,31
TARABUCO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,8,14,8,14,22
TARACO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,2,2,2,2,4
TARATA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,10,5,10,5,15
TARIJA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,425,27,425,27,452
TARVITA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,12,14,12,14,26
TEOPONTE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,11,15,11,15,26
TIAWANACU,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,4,2,4,2,6
TINGUIPAYA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,20,13,20,13,33
TIPUANI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,17,15,17,15,32
TIQUIPAYA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,89,14,89,14,103
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,14,19,14,19,33
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,1,2,1,2,3
TOCO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,6,2,6,2,8
TOLATA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,10,0,10,0,10
TOLEDO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,5,2,5,2,7
TOMAVE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,6,11,6,11,17
TOMINA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,9,7,9,7,16
TORO TORO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,7,9,7,9,16
TOTORA(CBBA),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,20,9,20,9,29
TOTORA(ORR),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,7,0,7,0,7
TRINIDAD,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,252,2,252,2,254
TUPIZA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,52,10,52,10,62
TURCO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,1,0,1,0,1
UMALA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,3,6,3,6,9
UNCIA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,31,15,31,15,46
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,26,6,26,6,32
URUBICHA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,14,0,14,0,14
UYUNI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,40,5,40,5,45
VACAS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,1,12,1,12,13
VALLEGRANDE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,24,2,24,2,26
VIACHA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,90,7,90,7,97
VILA VILA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,1,1,1,1,2
VILLA CHARCAS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,17,16,17,16,33
VILLA MONTES,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,88,16,88,16,104
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,5,6,5,6,11
VILLA RIVERO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,16,1,16,1,17
VILLA SERRANO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,9,4,9,4,13
VILLA TUNARI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,143,5,143,5,148
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,13,4,13,4,17
VILLAZON,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,73,3,73,3,76
VINTO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,100,4,100,4,104
VITICHI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,6,0,6,0,6
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,5,1,5,1,6
WARNES,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,237,14,237,14,251
YACO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,7,4,7,4,11
YACUIBA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,171,9,171,9,180
YAMPARAEZ,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,9,3,9,3,12
YANACACHI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,8,1,8,1,9
YAPACANI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,109,27,109,27,136
YOCALLA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,11,7,11,7,18
YOTALA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,8,7,8,7,15
YUNCHARA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,2,2,2,2,4
ZUDAÑEZ,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,1,4,1,4,5
ACACIO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,1,5,1,5,6
ACHACACHI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,46,16,46,16,62
ACHOCALLA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,17,5,17,5,22
AIQUILE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,20,12,20,12,32
ALCALA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,4,6,4,6,10
ALTO BENI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,14,0,14,0,14
ANCORAIMES,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,11,2,11,2,13
ANTEQUERA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,6,3,6,3,9
ANZALDO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,7,2,7,2,9
APOLO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,20,10,20,10,30
ARAMPAMPA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,0,1,0,1,1
ARANI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,13,1,13,1,14
ARBIETO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,13,15,13,15,28
ARQUE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,14,6,14,6,20
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,37,1,37,1,38
ATOCHA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,14,13,14,13,27
AUCAPATA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,2,3,2,3,5
AYATA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,13,6,13,6,19
AYO AYO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,9,6,9,6,15
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,21,22,21,22,43
AZURDUY,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,6,9,6,9,15
BATALLAS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,25,5,25,5,30
BAURES,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,9,7,9,7,16
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,1,0,1,0,1
BELEN DE URMIRI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,0,4,0,4,4
BELLA FLOR,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,1,2,1,2,3
BERMEJO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,63,4,63,4,67
BETANZOS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,37,14,37,14,51
BOLIVAR,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,5,5,5,5,10
BOLPEBRA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,0,1,0,1,1
BOYUIBE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,11,1,11,1,12
BUENA VISTA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,16,1,16,1,17
CABEZAS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,40,28,40,28,68
CAIROMA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,8,3,8,3,11
"CAIZA ""D""",vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,12,2,12,2,14
CAJUATA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,12,2,12,2,14
CALACOTO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,0,5,0,5,5
CALAMARCA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,16,1,16,1,17
CAMARGO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,16,9,16,9,25
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,3,1,3,1,4
CAMIRI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,51,7,51,7,58
CAPINOTA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,26,4,26,4,30
CAQUIAVIRI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,10,2,10,2,12
CARACOLLO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,17,12,17,12,29
CARANAVI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,69,13,69,13,82
CARAPARI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,20,8,20,8,28
CARIPUYO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,3,8,3,8,11
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,5,4,5,4,9
CATACORA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,1,0,1,0,1
CHALLAPATA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,30,5,30,5,35
CHAQUI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,8,2,8,2,10
CHARAGUA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,38,56,38,56,94
CHARAÑA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,2,0,2,0,2
CHAYANTA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,12,10,12,10,22
CHIMORE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,30,6,30,6,36
CHIPAYA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,1,0,1,0,1
CHOQUE COTA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,1,0,1,0,1
CHUA COCANI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,0,3,0,3,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,25,8,25,8,33
CHUMA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,10,7,10,7,17
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,7,5,7,5,12
CKOCHAS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,9,9,9,9,18
CLIZA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,23,3,23,3,26
COBIJA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,96,7,96,7,103
COCAPATA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,8,15,8,15,23
COCHABAMBA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,1085,6,1085,6,1091
COLCAPIRHUA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,58,0,58,0,58
"COLCHA ""K""",vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,22,5,22,5,27
COLOMI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,28,9,28,9,37
COLPA BELGICA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,8,0,8,0,8
COLQUECHACA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,25,37,25,37,62
COLQUENCHA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,12,0,12,0,12
COLQUIRI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,12,20,12,20,32
COMANCHE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,4,0,4,0,4
COMARAPA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,30,3,30,3,33
COMBAYA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,1,1,1,1,2
CONCEPCION,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,5,7,5,7,12
COPACABANA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-11-01,6,11,6,11,17
