,group,variable,month,TOTAL 17.6 (O.P.V.) ANTIPOLIOMIELÍTICA 2DA DOSIS CANTIDAD,TOTAL 17.6 (O.P.V.) ANTIPOLIOMIELÍTICA 2DA DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
PUERTO SILES,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,6,0,6,0,6
PUERTO SUAREZ,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,41,2,41,2,43
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,109,4,109,4,113
PUNA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,14,9,14,9,23
PUNATA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,31,2,31,2,33
QUIABAYA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,3,1,3,1,4
QUILLACOLLO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,165,76,165,76,241
QUIME,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,6,0,6,0,6
RAVELO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,5,13,5,13,18
REYES,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,27,3,27,3,30
RIBERALTA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,221,18,221,18,239
ROBORE,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,17,0,17,0,17
RURRENABAQUE,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,36,5,36,5,41
SABAYA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,2,0,2,0,2
SACABA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,228,12,228,12,240
SACABAMBA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,6,0,6,0,6
SACACA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,21,12,21,12,33
SAIPINA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,15,2,15,2,17
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,11,10,11,10,21
SAMAIPATA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,19,0,19,0,19
SAN AGUSTIN,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,1,2,1,2,3
SAN ANDRES,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,11,4,11,4,15
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,3,0,3,0,3
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,3,1,3,1,4
SAN BENITO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,19,11,19,11,30
SAN BORJA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,106,16,106,16,122
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,16,6,16,6,22
SAN CARLOS,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,29,2,29,2,31
SAN IGNACIO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,42,2,42,2,44
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,94,15,94,15,109
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,0,11,0,11,11
SAN JAVIER(STC),vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,23,0,23,0,23
SAN JOAQUIN,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,12,0,12,0,12
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,26,23,26,23,49
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,12,5,12,5,17
SAN JULIAN,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,66,23,66,23,89
SAN LORENZO(PND),vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,1,6,1,6,7
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,34,6,34,6,40
SAN LUCAS,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,26,19,26,19,45
SAN MATIAS,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,15,2,15,2,17
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,11,4,11,4,15
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,3,0,3,0,3
SAN PEDRO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,23,2,23,2,25
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,34,32,34,32,66
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,6,1,6,1,7
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,1,4,1,4,5
SAN PEDRO(PND),vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,0,4,0,4,4
SAN RAFAEL,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,9,0,9,0,9
SAN RAMON BENI,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,4,3,4,3,7
SAN RAMON SCZ,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,15,0,15,0,15
SANTA ANA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,40,2,40,2,42
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,2229,49,2229,49,2278
SANTA ROSA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,17,2,17,2,19
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,22,2,22,2,24
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,1,5,1,5,6
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,4,6,4,6,10
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,4,6,4,6,10
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,6,2,6,2,8
SANTIVAÑES,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,13,1,13,1,14
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,1,5,1,5,6
SAPAHAQUI,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,7,2,7,2,9
SENA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,10,2,10,2,12
SHINAOTA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,46,13,46,13,59
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,18,15,18,15,33
SICAYA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,6,0,6,0,6
SIPE SIPE,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,85,2,85,2,87
SOPACHUY,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,12,3,12,3,15
SORACACHI,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,13,4,13,4,17
SORATA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,14,14,14,14,28
SUCRE,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,537,3,537,3,540
TACACHI,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,1,0,1,0,1
TACACOMA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,4,3,4,3,7
TACOBAMBA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,5,9,5,9,14
TACOPAYA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,4,6,4,6,10
TAHUA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,4,0,4,0,4
TAPACARI,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,29,14,29,14,43
TARABUCO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,7,14,7,14,21
TARACO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,2,0,2,0,2
TARATA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,13,3,13,3,16
TARIJA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,387,9,387,9,396
TARVITA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,7,7,7,7,14
TEOPONTE,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,21,0,21,0,21
TIAWANACU,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,14,1,14,1,15
TINGUIPAYA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,29,11,29,11,40
TIPUANI,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,14,3,14,3,17
TIQUIPAYA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,92,18,92,18,110
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,14,15,14,15,29
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,2,1,2,1,3
TOCO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,11,2,11,2,13
TOLATA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,8,5,8,5,13
TOLEDO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,2,1,2,1,3
TOMAVE,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,8,13,8,13,21
TOMINA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,8,1,8,1,9
TORO TORO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,7,17,7,17,24
TOTORA(CBBA),vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,19,9,19,9,28
TOTORA(ORR),vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,6,0,6,0,6
TRIGAL,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,2,0,2,0,2
TRINIDAD,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,183,1,183,1,184
TUPIZA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,69,14,69,14,83
TURCO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,3,0,3,0,3
UMALA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,5,5,5,5,10
UNCIA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,21,15,21,15,36
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,18,1,18,1,19
URUBICHA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,12,6,12,6,18
UYUNI,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,46,4,46,4,50
VACAS,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,8,7,8,7,15
VALLEGRANDE,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,33,2,33,2,35
VIACHA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,102,2,102,2,104
VILA VILA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,7,3,7,3,10
VILLA CHARCAS,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,17,15,17,15,32
VILLA MONTES,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,72,16,72,16,88
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,1,6,1,6,7
VILLA RIVERO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,9,2,9,2,11
VILLA SERRANO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,10,6,10,6,16
VILLA TUNARI,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,126,17,126,17,143
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,12,4,12,4,16
VILLAZON,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,61,4,61,4,65
VINTO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,71,2,71,2,73
VITICHI,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,4,0,4,0,4
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,5,1,5,1,6
WARNES,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,182,10,182,10,192
YACO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,1,4,1,4,5
YACUIBA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,145,13,145,13,158
YAMPARAEZ,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,8,4,8,4,12
YANACACHI,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,6,0,6,0,6
YAPACANI,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,92,19,92,19,111
YOCALLA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,9,5,9,5,14
YOTALA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,4,5,4,5,9
YUNCHARA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,1,5,1,5,6
ZUDAÑEZ,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-11-01,2,4,2,4,6
ACACIO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-12-01,2,1,2,1,3
ACHACACHI,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-12-01,39,12,39,12,51
ACHOCALLA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-12-01,11,11,11,11,22
AIQUILE,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-12-01,27,10,27,10,37
ALALAY,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-12-01,1,5,1,5,6
ALCALA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-12-01,3,0,3,0,3
ALTO BENI,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-12-01,9,2,9,2,11
ANCORAIMES,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-12-01,10,1,10,1,11
ANDAMARCA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-12-01,4,1,4,1,5
ANTEQUERA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-12-01,3,5,3,5,8
ANZALDO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-12-01,6,7,6,7,13
APOLO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-12-01,22,4,22,4,26
ARAMPAMPA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-12-01,1,3,1,3,4
ARANI,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-12-01,6,0,6,0,6
ARBIETO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-12-01,16,8,16,8,24
ARQUE,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-12-01,8,3,8,3,11
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-12-01,47,3,47,3,50
ATOCHA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-12-01,26,4,26,4,30
AUCAPATA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-12-01,3,2,3,2,5
AYATA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-12-01,8,4,8,4,12
AYO AYO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-12-01,7,0,7,0,7
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-12-01,14,13,14,13,27
AZURDUY,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-12-01,7,12,7,12,19
BATALLAS,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-12-01,12,3,12,3,15
BAURES,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-12-01,5,0,5,0,5
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-12-01,1,0,1,0,1
BELEN DE URMIRI,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-12-01,1,2,1,2,3
BELLA FLOR,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-12-01,1,5,1,5,6
BERMEJO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-12-01,22,3,22,3,25
BETANZOS,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-12-01,33,15,33,15,48
BOLIVAR,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-12-01,1,4,1,4,5
BOLPEBRA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-12-01,3,2,3,2,5
BOYUIBE,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-12-01,7,6,7,6,13
BUENA VISTA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-12-01,20,3,20,3,23
CABEZAS,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-12-01,40,27,40,27,67
CAIROMA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-12-01,8,3,8,3,11
"CAIZA ""D""",vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-12-01,10,3,10,3,13
CAJUATA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-12-01,13,4,13,4,17
CALACOTO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-12-01,1,3,1,3,4
CALAMARCA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-12-01,10,7,10,7,17
CAMARGO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-12-01,24,8,24,8,32
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-12-01,1,1,1,1,2
CAMIRI,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-12-01,76,0,76,0,76
CAPINOTA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-12-01,36,1,36,1,37
CAQUIAVIRI,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-12-01,10,1,10,1,11
CARACOLLO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-12-01,28,4,28,4,32
CARANAVI,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-12-01,71,7,71,7,78
CARAPARI,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-12-01,24,6,24,6,30
CARIPUYO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-12-01,2,10,2,10,12
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-12-01,6,6,6,6,12
CATACORA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-12-01,0,1,0,1,1
CHACARILLA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-12-01,0,2,0,2,2
CHALLAPATA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-12-01,45,12,45,12,57
CHAQUI,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-12-01,9,1,9,1,10
CHARAGUA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-12-01,42,6,42,6,48
CHARAÑA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-12-01,0,1,0,1,1
CHAYANTA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-12-01,14,8,14,8,22
CHIMORE,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-12-01,42,1,42,1,43
CHIPAYA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-12-01,1,0,1,0,1
CHUA COCANI,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-12-01,6,0,6,0,6
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-12-01,28,3,28,3,31
CHUMA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-12-01,3,6,3,6,9
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-12-01,11,0,11,0,11
CKOCHAS,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-12-01,15,8,15,8,23
