,group,variable,month,TOTAL 1710 NEUMOCÓCICA 1RA. DOSIS CANTIDAD,TOTAL 1710 NEUMOCÓCICA 1RA. DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
POJO (CBBA),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,9,6,9,6,15
POOPO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,8,0,8,0,8
PORCO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,23,6,23,6,29
POROMA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,10,19,10,19,29
PORONGO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,13,11,13,11,24
PORTACHUELO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,29,2,29,2,31
PORVENIR,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,10,0,10,0,10
POSTRER VALLE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,2,3,2,3,5
POTOSI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,417,17,417,17,434
PRESTO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,3,4,3,4,7
PUCARA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,1,1,1,1,2
PUCARANI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,41,21,41,21,62
PUERTO ACOSTA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,4,15,4,15,19
PUERTO CARABUCO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,9,6,9,6,15
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,8,7,8,7,15
PUERTO PEREZ,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,6,1,6,1,7
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,23,4,23,4,27
PUERTO RICO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,17,3,17,3,20
PUERTO SILES,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,1,0,1,0,1
PUERTO SUAREZ,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,28,3,28,3,31
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,105,6,105,6,111
PUNA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,13,10,13,10,23
PUNATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,55,2,55,2,57
QUIABAYA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,1,3,1,3,4
QUILLACOLLO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,216,72,216,72,288
QUIME,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,5,0,5,0,5
QUIRUSILLAS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,2,0,2,0,2
RAVELO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,6,15,6,15,21
REYES,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,15,2,15,2,17
RIBERALTA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,268,10,268,10,278
ROBORE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,16,0,16,0,16
RURRENABAQUE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,31,1,31,1,32
SABAYA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,2,0,2,0,2
SACABA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,237,9,237,9,246
SACABAMBA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,7,0,7,0,7
SACACA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,22,15,22,15,37
SAIPINA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,10,2,10,2,12
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,9,6,9,6,15
SAMAIPATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,13,0,13,0,13
SAN AGUSTIN,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,0,1,0,1,1
SAN ANDRES,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,12,5,12,5,17
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,2,1,2,1,3
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,2,0,2,0,2
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,3,2,3,2,5
SAN BENITO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,16,4,16,4,20
SAN BORJA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,98,16,98,16,114
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,17,2,17,2,19
SAN CARLOS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,24,0,24,0,24
SAN IGNACIO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,27,1,27,1,28
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,75,23,75,23,98
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,2,25,2,25,27
SAN JAVIER(STC),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,14,2,14,2,16
SAN JOAQUIN,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,13,0,13,0,13
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,27,39,27,39,66
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,15,3,15,3,18
SAN JULIAN,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,71,12,71,12,83
SAN LORENZO(PND),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,1,5,1,5,6
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,24,6,24,6,30
SAN LUCAS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,34,33,34,33,67
SAN MATIAS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,31,3,31,3,34
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,15,1,15,1,16
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,4,0,4,0,4
SAN PEDRO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,25,0,25,0,25
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,33,28,33,28,61
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,5,1,5,1,6
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,2,1,2,1,3
SAN PEDRO(PND),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,0,4,0,4,4
SAN RAFAEL,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,9,1,9,1,10
SAN RAMON BENI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,3,7,3,7,10
SAN RAMON SCZ,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,11,0,11,0,11
SANTA ANA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,25,2,25,2,27
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,2084,33,2084,33,2117
SANTA ROSA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,20,2,20,2,22
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,17,2,17,2,19
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,4,0,4,0,4
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,6,6,6,6,12
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,9,2,9,2,11
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,2,3,2,3,5
SANTIVAÑES,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,11,1,11,1,12
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,1,2,1,2,3
SAPAHAQUI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,11,9,11,9,20
SENA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,9,3,9,3,12
SHINAOTA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,36,3,36,3,39
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,19,18,19,18,37
SICAYA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,12,1,12,1,13
SIPE SIPE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,95,3,95,3,98
SOPACHUY,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,6,2,6,2,8
SORACACHI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,14,4,14,4,18
SORATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,14,29,14,29,43
SUCRE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,543,11,543,11,554
TACACHI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,2,1,2,1,3
TACACOMA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,6,4,6,4,10
TACOBAMBA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,6,8,6,8,14
TACOPAYA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,4,12,4,12,16
TAHUA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,1,1,1,1,2
TAPACARI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,18,12,18,12,30
TARABUCO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,17,11,17,11,28
TARACO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,7,3,7,3,10
TARATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,17,5,17,5,22
TARIJA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,373,18,373,18,391
TARVITA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,11,6,11,6,17
TEOPONTE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,17,2,17,2,19
TIAWANACU,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,25,1,25,1,26
TINGUIPAYA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,32,6,32,6,38
TIPUANI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,15,4,15,4,19
TIQUIPAYA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,96,25,96,25,121
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,24,15,24,15,39
TOCO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,12,0,12,0,12
TOLATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,5,4,5,4,9
TOLEDO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,5,2,5,2,7
TOMAVE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,10,15,10,15,25
TOMINA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,6,2,6,2,8
TORO TORO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,5,21,5,21,26
TOTORA(CBBA),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,21,6,21,6,27
TOTORA(ORR),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,4,0,4,0,4
TRIGAL,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,2,0,2,0,2
TRINIDAD,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,164,3,164,3,167
TUPIZA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,62,13,62,13,75
TURCO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,4,1,4,1,5
UMALA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,9,8,9,8,17
UNCIA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,23,10,23,10,33
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,19,2,19,2,21
URUBICHA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,7,4,7,4,11
UYUNI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,35,3,35,3,38
VACAS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,6,9,6,9,15
VALLEGRANDE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,25,0,25,0,25
VIACHA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,127,2,127,2,129
VILA VILA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,4,5,4,5,9
VILLA CHARCAS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,19,8,19,8,27
VILLA MONTES,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,71,18,71,18,89
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,0,8,0,8,8
VILLA RIVERO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,17,4,17,4,21
VILLA SERRANO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,17,8,17,8,25
VILLA TUNARI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,119,16,119,16,135
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,12,6,12,6,18
VILLAZON,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,68,3,68,3,71
VINTO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,66,0,66,0,66
VITICHI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,7,0,7,0,7
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,5,1,5,1,6
WARNES,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,175,6,175,6,181
YACO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,3,12,3,12,15
YACUIBA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,176,20,176,20,196
YAMPARAEZ,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,4,1,4,1,5
YANACACHI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,9,0,9,0,9
YAPACANI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,95,26,95,26,121
YOCALLA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,8,3,8,3,11
YOTALA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,7,4,7,4,11
YUNCHARA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,1,4,1,4,5
YUNGUYO DE LITORAL,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,1,0,1,0,1
ZUDAÑEZ,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,6,8,6,8,14
ACACIO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,2,3,2,3,5
ACHACACHI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,32,15,32,15,47
ACHOCALLA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,11,13,11,13,24
AIQUILE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,29,7,29,7,36
ALALAY,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,1,2,1,2,3
ALCALA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,10,2,10,2,12
ALTO BENI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,14,2,14,2,16
ANCORAIMES,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,7,0,7,0,7
ANDAMARCA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,2,2,2,2,4
ANTEQUERA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,0,1,0,1,1
ANZALDO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,8,0,8,0,8
APOLO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,29,5,29,5,34
ARAMPAMPA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,3,6,3,6,9
ARANI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,6,1,6,1,7
ARBIETO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,10,8,10,8,18
ARQUE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,9,2,9,2,11
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,55,6,55,6,61
ATOCHA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,14,5,14,5,19
AUCAPATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,1,2,1,2,3
AYATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,9,2,9,2,11
AYO AYO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,5,2,5,2,7
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,12,13,12,13,25
AZURDUY,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,8,6,8,6,14
BATALLAS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,20,0,20,0,20
BAURES,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,3,0,3,0,3
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,2,0,2,0,2
BELEN DE URMIRI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,1,0,1,0,1
BELLA FLOR,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,2,4,2,4,6
BERMEJO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,42,16,42,16,58
BETANZOS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,35,10,35,10,45
BOLIVAR,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,4,10,4,10,14
BOLPEBRA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,1,2,1,2,3
BOYUIBE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,1,1,1,1,2
BUENA VISTA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,17,1,17,1,18
CABEZAS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,29,27,29,27,56
CAIROMA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,10,4,10,4,14
"CAIZA ""D""",vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,6,4,6,4,10
CAJUATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,15,2,15,2,17
CALACOTO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,1,0,1,0,1
CALAMARCA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,13,2,13,2,15
CAMARGO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,17,3,17,3,20
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,6,0,6,0,6
CAMIRI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,46,1,46,1,47
CAPINOTA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,29,1,29,1,30
CAQUIAVIRI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,6,3,6,3,9
CARACOLLO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,26,3,26,3,29
CARANAVI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,73,7,73,7,80
CARAPARI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,18,2,18,2,20
CARIPUYO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,4,5,4,5,9
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,9,0,9,0,9
CATACORA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,1,0,1,0,1
CHACARILLA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,1,0,1,0,1
CHALLAPATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,48,13,48,13,61
CHAQUI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,6,4,6,4,10
CHARAGUA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,28,15,28,15,43
CHARAÑA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,2,0,2,0,2
CHAYANTA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,13,12,13,12,25
CHIMORE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,27,3,27,3,30
CHIPAYA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,2,2,2,2,4
CHOQUE COTA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,2,0,2,0,2
CHUA COCANI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,1,2,1,2,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,18,4,18,4,22
CHUMA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,6,6,6,6,12
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,1,1,1,1,2
CKOCHAS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,17,9,17,9,26
CLIZA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,17,6,17,6,23
COBIJA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,48,8,48,8,56
COCAPATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,8,17,8,17,25
COCHABAMBA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-12-01,1302,4,1302,4,1306
