,group,variable,month,TOTAL 17.8 ANTIROTAVIRICA 1RA. DOSIS CANTIDAD,TOTAL 17.8 ANTIROTAVIRICA 1RA. DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,1,1,1,1,2
OCURI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,11,14,11,14,25
OKINAWA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,23,3,23,3,26
OMEREQUE,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,3,6,3,6,9
ORURO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,623,26,623,26,649
PADCAYA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,33,5,33,5,38
PADILLA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,10,0,10,0,10
PAILON,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,113,0,113,0,113
PALCA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,27,6,27,6,33
PALOS BLANCOS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,46,11,46,11,57
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,3,2,3,2,5
PAMPA GRANDE,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,17,1,17,1,18
PAPEL PAMPA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,5,3,5,3,8
PASORAPA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,2,3,2,3,5
PATACAMAYA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,32,6,32,6,38
PAZÑA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,7,4,7,4,11
PELECHUCO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,8,2,8,2,10
POCOATA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,12,31,12,31,43
POCONA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,8,8,8,8,16
POJO (CBBA),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,21,8,21,8,29
POOPO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,8,0,8,0,8
PORCO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,20,6,20,6,26
POROMA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,11,10,11,10,21
PORONGO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,8,4,8,4,12
PORTACHUELO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,37,4,37,4,41
PORVENIR,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,11,1,11,1,12
POTOSI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,398,25,398,25,423
PRESTO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,7,7,7,7,14
PUCARA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,1,0,1,0,1
PUCARANI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,27,12,27,12,39
PUERTO ACOSTA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,6,12,6,12,18
PUERTO CARABUCO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,6,3,6,3,9
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,8,8,8,8,16
PUERTO PEREZ,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,7,4,7,4,11
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,34,6,34,6,40
PUERTO RICO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,11,5,11,5,16
PUERTO SILES,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,1,0,1,0,1
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,102,3,102,3,105
PUNA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,17,16,17,16,33
PUNATA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,50,0,50,0,50
QUIABAYA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,5,2,5,2,7
QUILLACOLLO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,184,97,184,97,281
QUIME,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,10,1,10,1,11
QUIRUSILLAS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,1,0,1,0,1
RAVELO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,14,27,14,27,41
REYES,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,17,23,17,23,40
RIBERALTA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,160,5,160,5,165
ROBORE,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,27,0,27,0,27
RURRENABAQUE,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,41,0,41,0,41
SABAYA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,3,0,3,0,3
SACABA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,249,8,249,8,257
SACABAMBA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,7,0,7,0,7
SACACA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,24,20,24,20,44
SAIPINA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,14,4,14,4,18
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,16,6,16,6,22
SAMAIPATA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,18,1,18,1,19
SAN AGUSTIN,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,3,1,3,1,4
SAN ANDRES,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,18,10,18,10,28
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,7,4,7,4,11
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,4,1,4,1,5
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,7,7,7,7,14
SAN BENITO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,13,5,13,5,18
SAN BORJA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,68,2,68,2,70
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,18,2,18,2,20
SAN CARLOS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,31,6,31,6,37
SAN IGNACIO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,47,9,47,9,56
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,111,24,111,24,135
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,17,11,17,11,28
SAN JOAQUIN,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,14,0,14,0,14
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,88,0,88,0,88
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,17,1,17,1,18
SAN JULIAN,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,67,22,67,22,89
SAN LORENZO(PND),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,3,3,3,3,6
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,25,3,25,3,28
SAN LUCAS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,32,20,32,20,52
SAN MATIAS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,25,0,25,0,25
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,25,0,25,0,25
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,7,0,7,0,7
SAN PEDRO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,30,0,30,0,30
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,37,18,37,18,55
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,8,2,8,2,10
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,2,0,2,0,2
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,5,4,5,4,9
SAN RAFAEL,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,9,0,9,0,9
SAN RAMON BENI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,12,0,12,0,12
SAN RAMON SCZ,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,13,0,13,0,13
SANTA ANA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,44,0,44,0,44
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,2483,54,2483,54,2537
SANTA ROSA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,10,5,10,5,15
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,20,0,20,0,20
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,5,2,5,2,7
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,11,11,11,11,22
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,4,2,4,2,6
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,2,2,2,2,4
SANTIVAÑES,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,7,1,7,1,8
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,6,3,6,3,9
SAPAHAQUI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,15,4,15,4,19
SENA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,9,6,9,6,15
SHINAOTA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,32,5,32,5,37
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,9,11,9,11,20
SICAYA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,7,4,7,4,11
SIPE SIPE,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,68,6,68,6,74
SOPACHUY,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,7,5,7,5,12
SORACACHI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,13,5,13,5,18
SORATA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,21,13,21,13,34
SUCRE,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,559,5,559,5,564
TACACHI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,2,0,2,0,2
TACACOMA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,3,0,3,0,3
TACOBAMBA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,6,9,6,9,15
TACOPAYA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,3,5,3,5,8
TAHUA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,1,0,1,0,1
TAPACARI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,32,15,32,15,47
TARABUCO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,9,20,9,20,29
TARACO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,6,0,6,0,6
TARATA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,18,4,18,4,22
TARIJA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,440,14,440,14,454
TARVITA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,13,10,13,10,23
TEOPONTE,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,12,4,12,4,16
TIAWANACU,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,9,2,9,2,11
TINGUIPAYA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,25,11,25,11,36
TIPUANI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,18,3,18,3,21
TIQUIPAYA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,102,20,102,20,122
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,19,18,19,18,37
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,1,1,1,1,2
TOCO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,7,1,7,1,8
TOLATA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,7,0,7,0,7
TOLEDO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,6,3,6,3,9
TOMAVE,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,10,4,10,4,14
TOMINA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,8,6,8,6,14
TORO TORO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,3,14,3,14,17
TOTORA(CBBA),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,23,7,23,7,30
TOTORA(ORR),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,11,2,11,2,13
TRINIDAD,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,254,2,254,2,256
TUPIZA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,49,7,49,7,56
TURCO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,1,0,1,0,1
UMALA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,5,6,5,6,11
UNCIA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,33,15,33,15,48
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,15,5,15,5,20
URUBICHA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,15,0,15,0,15
UYUNI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,35,1,35,1,36
VACAS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,3,5,3,5,8
VALLEGRANDE,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,30,2,30,2,32
VIACHA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,93,4,93,4,97
VILA VILA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,5,4,5,4,9
VILLA CHARCAS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,23,19,23,19,42
VILLA MONTES,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,86,13,86,13,99
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,4,6,4,6,10
VILLA RIVERO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,19,2,19,2,21
VILLA SERRANO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,13,6,13,6,19
VILLA TUNARI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,124,6,124,6,130
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,12,3,12,3,15
VILLAZON,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,63,2,63,2,65
VINTO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,112,2,112,2,114
VITICHI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,5,0,5,0,5
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,3,0,3,0,3
WARNES,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,223,7,223,7,230
YACO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,6,5,6,5,11
YACUIBA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,121,6,121,6,127
YAMPARAEZ,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,6,5,6,5,11
YANACACHI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,11,0,11,0,11
YAPACANI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,80,15,80,15,95
YOCALLA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,6,3,6,3,9
YOTALA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,5,5,5,5,10
YUNCHARA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,0,8,0,8,8
ZUDAÑEZ,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,8,7,8,7,15
ACACIO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-11-01,2,5,2,5,7
ACHACACHI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-11-01,41,14,41,14,55
ACHOCALLA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-11-01,16,14,16,14,30
AIQUILE,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-11-01,27,10,27,10,37
ALCALA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-11-01,3,2,3,2,5
ALTO BENI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-11-01,11,1,11,1,12
ANCORAIMES,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-11-01,10,1,10,1,11
ANDAMARCA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-11-01,3,0,3,0,3
ANTEQUERA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-11-01,4,3,4,3,7
ANZALDO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-11-01,5,5,5,5,10
APOLO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-11-01,28,2,28,2,30
ARAMPAMPA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-11-01,2,2,2,2,4
ARANI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-11-01,10,1,10,1,11
ARBIETO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-11-01,18,13,18,13,31
ARQUE,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-11-01,14,10,14,10,24
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-11-01,60,5,60,5,65
ATOCHA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-11-01,8,11,8,11,19
AUCAPATA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-11-01,4,3,4,3,7
AYATA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-11-01,7,2,7,2,9
AYO AYO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-11-01,7,3,7,3,10
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-11-01,26,14,26,14,40
AZURDUY,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-11-01,5,6,5,6,11
BATALLAS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-11-01,19,14,19,14,33
BAURES,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-11-01,8,2,8,2,10
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-11-01,2,1,2,1,3
BELEN DE URMIRI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-11-01,0,2,0,2,2
BELLA FLOR,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-11-01,0,3,0,3,3
BERMEJO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-11-01,58,6,58,6,64
BETANZOS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-11-01,30,11,30,11,41
BOLIVAR,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-11-01,8,6,8,6,14
BOLPEBRA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-11-01,1,2,1,2,3
BOYUIBE,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-11-01,6,1,6,1,7
BUENA VISTA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-11-01,9,1,9,1,10
CABEZAS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-11-01,35,28,35,28,63
CAIROMA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-11-01,23,0,23,0,23
"CAIZA ""D""",vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-11-01,5,4,5,4,9
CAJUATA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-11-01,25,0,25,0,25
CALACOTO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-11-01,2,4,2,4,6
CALAMARCA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-11-01,12,1,12,1,13
CAMARGO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-11-01,11,4,11,4,15
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-11-01,2,3,2,3,5
CAMIRI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-11-01,58,9,58,9,67
CAPINOTA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-11-01,32,0,32,0,32
CAQUIAVIRI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-11-01,10,5,10,5,15
CARACOLLO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-11-01,19,6,19,6,25
CARANAVI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-11-01,60,13,60,13,73
CARAPARI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-11-01,20,5,20,5,25
CARIPUYO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-11-01,5,6,5,6,11
