,group,variable,month,TOTAL 17.1 BCG CANTIDAD,TOTAL 17.1 BCG CANTIDAD,TOTALES,TOTALES,TOTALES
BELEN DE URMIRI,vacunaciones en menores de 1 ano,      bcg,2014-11-01,0,1,0,1,1
BELLA FLOR,vacunaciones en menores de 1 ano,      bcg,2014-11-01,1,1,1,1,2
BERMEJO,vacunaciones en menores de 1 ano,      bcg,2014-11-01,47,1,47,1,48
BETANZOS,vacunaciones en menores de 1 ano,      bcg,2014-11-01,27,23,27,23,50
BOLIVAR,vacunaciones en menores de 1 ano,      bcg,2014-11-01,1,13,1,13,14
BOLPEBRA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,0,1,0,1,1
BOYUIBE,vacunaciones en menores de 1 ano,      bcg,2014-11-01,7,2,7,2,9
BUENA VISTA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,7,0,7,0,7
CABEZAS,vacunaciones en menores de 1 ano,      bcg,2014-11-01,28,39,28,39,67
CAIROMA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,6,7,6,7,13
"CAIZA ""D""",vacunaciones en menores de 1 ano,      bcg,2014-11-01,3,4,3,4,7
CAJUATA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,4,5,4,5,9
CALACOTO,vacunaciones en menores de 1 ano,      bcg,2014-11-01,1,7,1,7,8
CALAMARCA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,6,9,6,9,15
CAMARGO,vacunaciones en menores de 1 ano,      bcg,2014-11-01,33,1,33,1,34
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,      bcg,2014-11-01,1,1,1,1,2
CAMIRI,vacunaciones en menores de 1 ano,      bcg,2014-11-01,69,3,69,3,72
CAPINOTA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,11,4,11,4,15
CAQUIAVIRI,vacunaciones en menores de 1 ano,      bcg,2014-11-01,1,8,1,8,9
CARACOLLO,vacunaciones en menores de 1 ano,      bcg,2014-11-01,15,5,15,5,20
CARANAVI,vacunaciones en menores de 1 ano,      bcg,2014-11-01,97,6,97,6,103
CARANGAS,vacunaciones en menores de 1 ano,      bcg,2014-11-01,0,2,0,2,2
CARAPARI,vacunaciones en menores de 1 ano,      bcg,2014-11-01,8,4,8,4,12
CARIPUYO,vacunaciones en menores de 1 ano,      bcg,2014-11-01,2,13,2,13,15
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,      bcg,2014-11-01,2,9,2,9,11
CATACORA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,1,0,1,0,1
CHACARILLA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,0,1,0,1,1
CHALLAPATA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,52,14,52,14,66
CHAQUI,vacunaciones en menores de 1 ano,      bcg,2014-11-01,5,4,5,4,9
CHARAGUA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,7,55,7,55,62
CHARAÑA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,2,0,2,0,2
CHAYANTA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,9,9,9,9,18
CHIMORE,vacunaciones en menores de 1 ano,      bcg,2014-11-01,15,4,15,4,19
CHIPAYA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,1,4,1,4,5
CHOQUE COTA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,0,1,0,1,1
CHUA COCANI,vacunaciones en menores de 1 ano,      bcg,2014-11-01,1,1,1,1,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,      bcg,2014-11-01,29,0,29,0,29
CHUMA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,0,3,0,3,3
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,      bcg,2014-11-01,4,4,4,4,8
CKOCHAS,vacunaciones en menores de 1 ano,      bcg,2014-11-01,5,4,5,4,9
CLIZA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,26,10,26,10,36
COBIJA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,155,1,155,1,156
COCAPATA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,9,28,9,28,37
COCHABAMBA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,1471,14,1471,14,1485
COLCAPIRHUA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,73,0,73,0,73
"COLCHA ""K""",vacunaciones en menores de 1 ano,      bcg,2014-11-01,8,13,8,13,21
COLLANA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,2,1,2,1,3
COLOMI,vacunaciones en menores de 1 ano,      bcg,2014-11-01,23,8,23,8,31
COLPA BELGICA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,3,2,3,2,5
COLQUECHACA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,9,36,9,36,45
COLQUENCHA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,3,8,3,8,11
COLQUIRI,vacunaciones en menores de 1 ano,      bcg,2014-11-01,1,37,1,37,38
COMARAPA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,37,0,37,0,37
CONCEPCION,vacunaciones en menores de 1 ano,      bcg,2014-11-01,7,0,7,0,7
COPACABANA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,19,3,19,3,22
CORIPATA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,25,2,25,2,27
CORO CORO,vacunaciones en menores de 1 ano,      bcg,2014-11-01,3,1,3,1,4
COROICO,vacunaciones en menores de 1 ano,      bcg,2014-11-01,29,4,29,4,33
CORQUE,vacunaciones en menores de 1 ano,      bcg,2014-11-01,0,2,0,2,2
COTAGAITA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,10,12,10,12,22
COTOCA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,94,5,94,5,99
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,      bcg,2014-11-01,25,3,25,3,28
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,      bcg,2014-11-01,5,0,5,0,5
CUEVO,vacunaciones en menores de 1 ano,      bcg,2014-11-01,1,3,1,3,4
CULPINA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,17,4,17,4,21
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,      bcg,2014-11-01,1,8,1,8,9
CURVA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,0,15,0,15,15
DESAGUADERO,vacunaciones en menores de 1 ano,      bcg,2014-11-01,11,1,11,1,12
EL ALTO,vacunaciones en menores de 1 ano,      bcg,2014-11-01,1248,132,1248,132,1380
EL CHORO,vacunaciones en menores de 1 ano,      bcg,2014-11-01,3,2,3,2,5
EL PUENTE(STC),vacunaciones en menores de 1 ano,      bcg,2014-11-01,10,2,10,2,12
EL PUENTE(TJA),vacunaciones en menores de 1 ano,      bcg,2014-11-01,5,6,5,6,11
EL TORNO,vacunaciones en menores de 1 ano,      bcg,2014-11-01,108,2,108,2,110
EL VILLAR,vacunaciones en menores de 1 ano,      bcg,2014-11-01,5,1,5,1,6
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,      bcg,2014-11-01,5,3,5,3,8
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,41,1,41,1,42
ESCARA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,2,1,2,1,3
ESCOMA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,9,2,9,2,11
ESMERALDA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,0,1,0,1,1
EUCALIPTUS,vacunaciones en menores de 1 ano,      bcg,2014-11-01,5,2,5,2,7
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,      bcg,2014-11-01,1,2,1,2,3
EXALTACION,vacunaciones en menores de 1 ano,      bcg,2014-11-01,3,0,3,0,3
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,      bcg,2014-11-01,12,5,12,5,17
FILADELFIA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,5,1,5,1,6
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,24,0,24,0,24
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,      bcg,2014-11-01,9,8,9,8,17
GUANAY,vacunaciones en menores de 1 ano,      bcg,2014-11-01,19,5,19,5,24
GUAQUI,vacunaciones en menores de 1 ano,      bcg,2014-11-01,3,7,3,7,10
GUAYARAMERIN,vacunaciones en menores de 1 ano,      bcg,2014-11-01,107,1,107,1,108
GUTIERREZ,vacunaciones en menores de 1 ano,      bcg,2014-11-01,5,17,5,17,22
HUACARETA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,11,2,11,2,13
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,      bcg,2014-11-01,1,4,1,4,5
HUACHACALLA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,1,0,1,0,1
HUANUNI,vacunaciones en menores de 1 ano,      bcg,2014-11-01,36,3,36,3,39
HUARACAJE,vacunaciones en menores de 1 ano,      bcg,2014-11-01,3,1,3,1,4
HUARINA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,0,7,0,7,7
HUMANATA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,0,7,0,7,7
ICHOCA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,0,5,0,5,5
ICLA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,6,4,6,4,10
INCAHUASI,vacunaciones en menores de 1 ano,      bcg,2014-11-01,6,8,6,8,14
INQUISIVI,vacunaciones en menores de 1 ano,      bcg,2014-11-01,0,12,0,12,12
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,      bcg,2014-11-01,10,3,10,3,13
IXIAMAS,vacunaciones en menores de 1 ano,      bcg,2014-11-01,16,11,16,11,27
JESUS DE MACHACA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,5,4,5,4,9
LA ASUNTA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,76,8,76,8,84
LA GUARDIA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,91,28,91,28,119
LA PAZ,vacunaciones en menores de 1 ano,      bcg,2014-11-01,1763,25,1763,25,1788
LAGUNILLAS,vacunaciones en menores de 1 ano,      bcg,2014-11-01,11,0,11,0,11
LAJA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,11,10,11,10,21
LICOMA PAMPA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,2,0,2,0,2
LLALLAGUA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,24,63,24,63,87
LLICA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,6,1,6,1,7
LORETO,vacunaciones en menores de 1 ano,      bcg,2014-11-01,2,3,2,3,5
LURIBAY,vacunaciones en menores de 1 ano,      bcg,2014-11-01,4,12,4,12,16
MACHACAMARCA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,2,0,2,0,2
MACHARETI,vacunaciones en menores de 1 ano,      bcg,2014-11-01,3,1,3,1,4
MAGDALENA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,24,2,24,2,26
MAIRANA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,24,0,24,0,24
MALLA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,1,5,1,5,6
MAPIRI,vacunaciones en menores de 1 ano,      bcg,2014-11-01,15,2,15,2,17
MECAPACA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,5,4,5,4,9
MINEROS,vacunaciones en menores de 1 ano,      bcg,2014-11-01,31,0,31,0,31
MIZQUE,vacunaciones en menores de 1 ano,      bcg,2014-11-01,26,13,26,13,39
MOCOMOCO,vacunaciones en menores de 1 ano,      bcg,2014-11-01,7,14,7,14,21
MOJINETE,vacunaciones en menores de 1 ano,      bcg,2014-11-01,1,1,1,1,2
MOJOCOYA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,2,8,2,8,10
MONTEAGUDO,vacunaciones en menores de 1 ano,      bcg,2014-11-01,60,0,60,0,60
MONTERO,vacunaciones en menores de 1 ano,      bcg,2014-11-01,56,5,56,5,61
MORO MORO,vacunaciones en menores de 1 ano,      bcg,2014-11-01,3,1,3,1,4
MOROCHATA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,1,12,1,12,13
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,      bcg,2014-11-01,3,1,3,1,4
OCURI,vacunaciones en menores de 1 ano,      bcg,2014-11-01,8,10,8,10,18
OKINAWA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,11,4,11,4,15
OMEREQUE,vacunaciones en menores de 1 ano,      bcg,2014-11-01,5,1,5,1,6
ORURO,vacunaciones en menores de 1 ano,      bcg,2014-11-01,637,11,637,11,648
PADCAYA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,9,4,9,4,13
PADILLA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,24,1,24,1,25
PAILON,vacunaciones en menores de 1 ano,      bcg,2014-11-01,65,0,65,0,65
PALCA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,27,17,27,17,44
PALOS BLANCOS,vacunaciones en menores de 1 ano,      bcg,2014-11-01,22,8,22,8,30
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,      bcg,2014-11-01,1,4,1,4,5
PAMPA GRANDE,vacunaciones en menores de 1 ano,      bcg,2014-11-01,9,0,9,0,9
PAPEL PAMPA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,1,4,1,4,5
PASORAPA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,1,0,1,0,1
PATACAMAYA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,30,11,30,11,41
PAZÑA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,2,3,2,3,5
PELECHUCO,vacunaciones en menores de 1 ano,      bcg,2014-11-01,1,2,1,2,3
POCOATA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,7,33,7,33,40
POCONA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,6,0,6,0,6
POJO (CBBA),vacunaciones en menores de 1 ano,      bcg,2014-11-01,14,7,14,7,21
POOPO,vacunaciones en menores de 1 ano,      bcg,2014-11-01,3,1,3,1,4
PORCO,vacunaciones en menores de 1 ano,      bcg,2014-11-01,22,2,22,2,24
POROMA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,8,19,8,19,27
PORONGO,vacunaciones en menores de 1 ano,      bcg,2014-11-01,4,6,4,6,10
PORTACHUELO,vacunaciones en menores de 1 ano,      bcg,2014-11-01,47,0,47,0,47
PORVENIR,vacunaciones en menores de 1 ano,      bcg,2014-11-01,6,1,6,1,7
POTOSI,vacunaciones en menores de 1 ano,      bcg,2014-11-01,455,15,455,15,470
PRESTO,vacunaciones en menores de 1 ano,      bcg,2014-11-01,6,15,6,15,21
PUCARA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,1,0,1,0,1
PUCARANI,vacunaciones en menores de 1 ano,      bcg,2014-11-01,11,22,11,22,33
PUERTO ACOSTA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,5,14,5,14,19
PUERTO CARABUCO,vacunaciones en menores de 1 ano,      bcg,2014-11-01,7,16,7,16,23
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,      bcg,2014-11-01,3,7,3,7,10
PUERTO PEREZ,vacunaciones en menores de 1 ano,      bcg,2014-11-01,7,2,7,2,9
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,      bcg,2014-11-01,22,6,22,6,28
PUERTO RICO,vacunaciones en menores de 1 ano,      bcg,2014-11-01,7,2,7,2,9
PUERTO SILES,vacunaciones en menores de 1 ano,      bcg,2014-11-01,1,0,1,0,1
PUERTO SUAREZ,vacunaciones en menores de 1 ano,      bcg,2014-11-01,27,1,27,1,28
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,      bcg,2014-11-01,101,8,101,8,109
PUNA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,11,13,11,13,24
PUNATA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,70,0,70,0,70
QUIABAYA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,2,3,2,3,5
QUILLACOLLO,vacunaciones en menores de 1 ano,      bcg,2014-11-01,214,17,214,17,231
QUIME,vacunaciones en menores de 1 ano,      bcg,2014-11-01,2,1,2,1,3
QUIRUSILLAS,vacunaciones en menores de 1 ano,      bcg,2014-11-01,0,1,0,1,1
RAVELO,vacunaciones en menores de 1 ano,      bcg,2014-11-01,7,14,7,14,21
REYES,vacunaciones en menores de 1 ano,      bcg,2014-11-01,15,1,15,1,16
RIBERALTA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,246,1,246,1,247
ROBORE,vacunaciones en menores de 1 ano,      bcg,2014-11-01,27,0,27,0,27
RURRENABAQUE,vacunaciones en menores de 1 ano,      bcg,2014-11-01,42,5,42,5,47
SABAYA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,1,0,1,0,1
SACABA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,221,1,221,1,222
SACABAMBA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,4,1,4,1,5
SACACA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,25,16,25,16,41
SAIPINA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,4,2,4,2,6
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,8,5,8,5,13
SAMAIPATA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,6,3,6,3,9
SAN AGUSTIN,vacunaciones en menores de 1 ano,      bcg,2014-11-01,1,4,1,4,5
SAN ANDRES,vacunaciones en menores de 1 ano,      bcg,2014-11-01,6,4,6,4,10
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,0,1,0,1,1
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,      bcg,2014-11-01,6,2,6,2,8
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,      bcg,2014-11-01,2,2,2,2,4
SAN BENITO,vacunaciones en menores de 1 ano,      bcg,2014-11-01,5,6,5,6,11
SAN BORJA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,88,7,88,7,95
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,12,3,12,3,15
SAN CARLOS,vacunaciones en menores de 1 ano,      bcg,2014-11-01,33,10,33,10,43
SAN IGNACIO,vacunaciones en menores de 1 ano,      bcg,2014-11-01,43,2,43,2,45
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,      bcg,2014-11-01,120,5,120,5,125
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,      bcg,2014-11-01,0,14,0,14,14
SAN JAVIER(STC),vacunaciones en menores de 1 ano,      bcg,2014-11-01,31,2,31,2,33
SAN JOAQUIN,vacunaciones en menores de 1 ano,      bcg,2014-11-01,8,1,8,1,9
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,      bcg,2014-11-01,29,43,29,43,72
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,      bcg,2014-11-01,5,0,5,0,5
SAN JULIAN,vacunaciones en menores de 1 ano,      bcg,2014-11-01,93,29,93,29,122
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,      bcg,2014-11-01,14,1,14,1,15
SAN LUCAS,vacunaciones en menores de 1 ano,      bcg,2014-11-01,31,32,31,32,63
SAN MATIAS,vacunaciones en menores de 1 ano,      bcg,2014-11-01,26,2,26,2,28
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,      bcg,2014-11-01,24,0,24,0,24
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,      bcg,2014-11-01,3,1,3,1,4
SAN PEDRO,vacunaciones en menores de 1 ano,      bcg,2014-11-01,12,0,12,0,12
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,26,25,26,25,51
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,4,3,4,3,7
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,      bcg,2014-11-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,0,6,0,6,6
SAN PEDRO(PND),vacunaciones en menores de 1 ano,      bcg,2014-11-01,0,4,0,4,4
SAN RAFAEL,vacunaciones en menores de 1 ano,      bcg,2014-11-01,4,1,4,1,5
SAN RAMON BENI,vacunaciones en menores de 1 ano,      bcg,2014-11-01,2,4,2,4,6
SAN RAMON SCZ,vacunaciones en menores de 1 ano,      bcg,2014-11-01,19,0,19,0,19
SANTA ANA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,39,0,39,0,39
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,2830,41,2830,41,2871
SANTA ROSA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,13,11,13,11,24
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,14,3,14,3,17
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,1,0,1,0,1
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,      bcg,2014-11-01,2,7,2,7,9
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,1,6,1,6,7
SANTIVAÑES,vacunaciones en menores de 1 ano,      bcg,2014-11-01,4,0,4,0,4
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,      bcg,2014-11-01,0,1,0,1,1
SAPAHAQUI,vacunaciones en menores de 1 ano,      bcg,2014-11-01,3,5,3,5,8
SENA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,6,5,6,5,11
SHINAOTA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,45,1,45,1,46
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,      bcg,2014-11-01,7,13,7,13,20
SICAYA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,3,0,3,0,3
SIPE SIPE,vacunaciones en menores de 1 ano,      bcg,2014-11-01,58,1,58,1,59
SOPACHUY,vacunaciones en menores de 1 ano,      bcg,2014-11-01,3,1,3,1,4
SORACACHI,vacunaciones en menores de 1 ano,      bcg,2014-11-01,4,9,4,9,13
SORATA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,14,21,14,21,35
SUCRE,vacunaciones en menores de 1 ano,      bcg,2014-11-01,564,1,564,1,565
TACACOMA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,3,0,3,0,3
TACOBAMBA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,1,13,1,13,14
TACOPAYA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,5,11,5,11,16
TAHUA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,1,2,1,2,3
TAPACARI,vacunaciones en menores de 1 ano,      bcg,2014-11-01,15,13,15,13,28
TARABUCO,vacunaciones en menores de 1 ano,      bcg,2014-11-01,19,4,19,4,23
TARACO,vacunaciones en menores de 1 ano,      bcg,2014-11-01,2,2,2,2,4
TARATA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,11,1,11,1,12
TARIJA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,420,3,420,3,423
TARVITA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,15,6,15,6,21
TEOPONTE,vacunaciones en menores de 1 ano,      bcg,2014-11-01,7,4,7,4,11
TIAWANACU,vacunaciones en menores de 1 ano,      bcg,2014-11-01,14,4,14,4,18
TINGUIPAYA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,15,14,15,14,29
TIPUANI,vacunaciones en menores de 1 ano,      bcg,2014-11-01,7,4,7,4,11
TIQUIPAYA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,90,18,90,18,108
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,      bcg,2014-11-01,13,17,13,17,30
TOCO,vacunaciones en menores de 1 ano,      bcg,2014-11-01,8,0,8,0,8
TODOS SANTOS,vacunaciones en menores de 1 ano,      bcg,2014-11-01,0,2,0,2,2
TOLATA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,4,0,4,0,4
TOLEDO,vacunaciones en menores de 1 ano,      bcg,2014-11-01,1,3,1,3,4
TOMAVE,vacunaciones en menores de 1 ano,      bcg,2014-11-01,2,17,2,17,19
TOMINA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,9,8,9,8,17
TORO TORO,vacunaciones en menores de 1 ano,      bcg,2014-11-01,5,16,5,16,21
TOTORA(CBBA),vacunaciones en menores de 1 ano,      bcg,2014-11-01,19,3,19,3,22
TOTORA(ORR),vacunaciones en menores de 1 ano,      bcg,2014-11-01,4,2,4,2,6
TRIGAL,vacunaciones en menores de 1 ano,      bcg,2014-11-01,1,1,1,1,2
TRINIDAD,vacunaciones en menores de 1 ano,      bcg,2014-11-01,336,0,336,0,336
TUPIZA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,83,10,83,10,93
TURCO,vacunaciones en menores de 1 ano,      bcg,2014-11-01,0,2,0,2,2
UMALA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,1,14,1,14,15
UNCIA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,21,9,21,9,30
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,      bcg,2014-11-01,6,1,6,1,7
URUBICHA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,4,5,4,5,9
UYUNI,vacunaciones en menores de 1 ano,      bcg,2014-11-01,49,6,49,6,55
VACAS,vacunaciones en menores de 1 ano,      bcg,2014-11-01,1,12,1,12,13
VALLEGRANDE,vacunaciones en menores de 1 ano,      bcg,2014-11-01,18,0,18,0,18
VIACHA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,76,6,76,6,82
VILA VILA,vacunaciones en menores de 1 ano,      bcg,2014-11-01,2,7,2,7,9
VILLA CHARCAS,vacunaciones en menores de 1 ano,      bcg,2014-11-01,11,12,11,12,23
VILLA MONTES,vacunaciones en menores de 1 ano,      bcg,2014-11-01,109,3,109,3,112
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,      bcg,2014-11-01,0,4,0,4,4
VILLA RIVERO,vacunaciones en menores de 1 ano,      bcg,2014-11-01,6,3,6,3,9
VILLA SERRANO,vacunaciones en menores de 1 ano,      bcg,2014-11-01,7,2,7,2,9
VILLA TUNARI,vacunaciones en menores de 1 ano,      bcg,2014-11-01,155,29,155,29,184
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,      bcg,2014-11-01,4,8,4,8,12
VILLAZON,vacunaciones en menores de 1 ano,      bcg,2014-11-01,69,2,69,2,71
VINTO,vacunaciones en menores de 1 ano,      bcg,2014-11-01,78,0,78,0,78
VITICHI,vacunaciones en menores de 1 ano,      bcg,2014-11-01,0,1,0,1,1
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,      bcg,2014-11-01,0,3,0,3,3
WARNES,vacunaciones en menores de 1 ano,      bcg,2014-11-01,148,1,148,1,149
