,group,variable,month,TOTAL 17.7 (O.P.V.) ANTIPOLIOMIELÍTICA 3RA DOSIS CANTIDAD,TOTAL 17.7 (O.P.V.) ANTIPOLIOMIELÍTICA 3RA DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,21,22,21,22,43
AZURDUY,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,6,9,6,9,15
BATALLAS,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,25,5,25,5,30
BAURES,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,9,7,9,7,16
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,1,0,1,0,1
BELEN DE URMIRI,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,0,4,0,4,4
BELLA FLOR,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,1,2,1,2,3
BERMEJO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,64,3,64,3,67
BETANZOS,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,37,14,37,14,51
BOLIVAR,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,5,4,5,4,9
BOLPEBRA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,0,1,0,1,1
BOYUIBE,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,11,0,11,0,11
BUENA VISTA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,16,1,16,1,17
CABEZAS,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,43,28,43,28,71
CAIROMA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,8,3,8,3,11
"CAIZA ""D""",vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,12,2,12,2,14
CAJUATA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,12,2,12,2,14
CALACOTO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,0,5,0,5,5
CALAMARCA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,16,1,16,1,17
CAMARGO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,16,9,16,9,25
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,3,1,3,1,4
CAMIRI,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,51,7,51,7,58
CAPINOTA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,26,5,26,5,31
CAQUIAVIRI,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,10,2,10,2,12
CARACOLLO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,17,12,17,12,29
CARANAVI,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,69,13,69,13,82
CARAPARI,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,22,6,22,6,28
CARIPUYO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,3,8,3,8,11
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,5,4,5,4,9
CATACORA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,1,0,1,0,1
CHALLAPATA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,30,5,30,5,35
CHAQUI,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,8,2,8,2,10
CHARAGUA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,38,56,38,56,94
CHARAÑA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,2,0,2,0,2
CHAYANTA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,11,10,11,10,21
CHIMORE,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,30,6,30,6,36
CHIPAYA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,1,0,1,0,1
CHOQUE COTA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,1,0,1,0,1
CHUA COCANI,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,0,3,0,3,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,25,8,25,8,33
CHUMA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,10,7,10,7,17
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,7,5,7,5,12
CKOCHAS,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,14,8,14,8,22
CLIZA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,23,3,23,3,26
COBIJA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,106,7,106,7,113
COCAPATA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,8,14,8,14,22
COCHABAMBA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,1087,6,1087,6,1093
COLCAPIRHUA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,59,0,59,0,59
"COLCHA ""K""",vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,22,5,22,5,27
COLOMI,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,28,9,28,9,37
COLPA BELGICA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,8,0,8,0,8
COLQUECHACA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,25,35,25,35,60
COLQUENCHA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,12,0,12,0,12
COLQUIRI,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,11,20,11,20,31
COMANCHE,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,4,0,4,0,4
COMARAPA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,30,3,30,3,33
COMBAYA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,1,1,1,1,2
CONCEPCION,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,5,7,5,7,12
COPACABANA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,6,11,6,11,17
CORIPATA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,24,0,24,0,24
CORO CORO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,7,3,7,3,10
COROICO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,21,5,21,5,26
CORQUE,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,6,2,6,2,8
COTAGAITA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,16,7,16,7,23
COTOCA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,128,13,128,13,141
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,68,5,68,5,73
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,0,2,0,2,2
CUEVO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,7,9,7,9,16
CULPINA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,18,9,18,9,27
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,6,3,6,3,9
CURVA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,3,5,3,5,8
DESAGUADERO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,5,0,5,0,5
EL ALTO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,1109,279,1109,279,1388
EL CHORO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,1,3,1,3,4
EL PUENTE(STC),vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,26,5,26,5,31
EL PUENTE(TJA),vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,8,1,8,1,9
EL TORNO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,107,0,107,0,107
EL VILLAR,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,3,1,3,1,4
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,22,11,22,11,33
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,71,3,71,3,74
ESCOMA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,4,1,4,1,5
EUCALIPTUS,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,5,2,5,2,7
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,2,3,2,3,5
EXALTACION,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,2,0,2,0,2
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,18,6,18,6,24
FILADELFIA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,10,1,10,1,11
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,20,0,20,0,20
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,9,5,9,5,14
GUANAY,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,23,13,23,13,36
GUAQUI,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,3,4,3,4,7
GUAYARAMERIN,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,71,16,71,16,87
GUTIERREZ,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,5,12,5,12,17
HUACARETA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,4,5,4,5,9
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,1,1,1,1,2
HUANUNI,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,29,6,29,6,35
HUARACAJE,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,9,3,9,3,12
HUARINA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,4,3,4,3,7
HUATAJATA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,2,1,2,1,3
HUAYLLAMARCA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,6,2,6,2,8
HUMANATA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,1,5,1,5,6
ICHOCA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,1,4,1,4,5
ICLA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,10,8,10,8,18
INCAHUASI,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,10,10,10,10,20
INQUISIVI,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,7,10,7,10,17
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,15,3,15,3,18
IXIAMAS,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,18,5,18,5,23
JESUS DE MACHACA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,10,0,10,0,10
LA ASUNTA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,59,8,59,8,67
LA GUARDIA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,166,5,166,5,171
LA PAZ,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,992,63,992,63,1055
LAGUNILLAS,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,3,5,3,5,8
LAJA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,15,6,15,6,21
LAS CARRERAS,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,1,2,1,2,3
LICOMA PAMPA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,3,0,3,0,3
LLALLAGUA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,36,51,36,51,87
LLICA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,6,0,6,0,6
LORETO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,1,3,1,3,4
LURIBAY,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,9,6,9,6,15
MACHACAMARCA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,6,0,6,0,6
MACHARETI,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,12,4,12,4,16
MAGDALENA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,30,13,30,13,43
MAIRANA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,20,0,20,0,20
MALLA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,0,3,0,3,3
MAPIRI,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,32,7,32,7,39
MECAPACA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,12,10,12,10,22
MINEROS,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,36,14,36,14,50
MIZQUE,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,43,4,43,4,47
MOCOMOCO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,11,7,11,7,18
MOJINETE,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,1,0,1,0,1
MOJOCOYA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,4,1,4,1,5
MONTEAGUDO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,46,3,46,3,49
MONTERO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,196,2,196,2,198
MOROCHATA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,3,11,3,11,14
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,2,0,2,0,2
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,5,2,5,2,7
OCURI,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,10,10,10,10,20
OKINAWA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,24,5,24,5,29
OMEREQUE,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,4,3,4,3,7
ORURO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,446,1,446,1,447
PADCAYA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,16,8,16,8,24
PADILLA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,10,2,10,2,12
PAILON,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,53,0,53,0,53
PALCA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,32,3,32,3,35
PALOS BLANCOS,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,37,9,37,9,46
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,5,0,5,0,5
PAMPA GRANDE,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,16,2,16,2,18
PAPEL PAMPA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,3,2,3,2,5
PASORAPA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,2,0,2,0,2
PATACAMAYA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,33,8,33,8,41
PAZÑA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,7,3,7,3,10
PELECHUCO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,14,2,14,2,16
POCOATA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,13,24,13,24,37
POCONA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,7,4,7,4,11
POJO (CBBA),vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,16,0,16,0,16
POOPO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,7,2,7,2,9
PORCO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,16,3,16,3,19
POROMA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,12,14,12,14,26
PORONGO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,9,8,9,8,17
PORTACHUELO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,41,5,41,5,46
PORVENIR,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,8,0,8,0,8
POSTRER VALLE,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,0,3,0,3,3
POTOSI,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,392,21,392,21,413
PRESTO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,8,13,8,13,21
PUCARA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,2,1,2,1,3
PUCARANI,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,18,11,18,11,29
PUERTO ACOSTA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,5,17,5,17,22
PUERTO CARABUCO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,5,7,5,7,12
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,5,2,5,2,7
PUERTO PEREZ,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,3,2,3,2,5
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,26,6,26,6,32
PUERTO RICO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,18,2,18,2,20
PUERTO SILES,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,2,0,2,0,2
PUERTO SUAREZ,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,23,5,23,5,28
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,112,7,112,7,119
PUNA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,12,18,12,18,30
PUNATA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,40,1,40,1,41
QUIABAYA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,3,1,3,1,4
QUILLACOLLO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,147,93,147,93,240
QUIME,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,6,0,6,0,6
QUIRUSILLAS,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,1,0,1,0,1
RAVELO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,10,9,10,9,19
REYES,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,15,6,15,6,21
RIBERALTA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,180,23,180,23,203
ROBORE,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,31,0,31,0,31
RURRENABAQUE,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,32,2,32,2,34
SABAYA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,4,0,4,0,4
SACABA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,203,9,203,9,212
SACABAMBA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,7,0,7,0,7
SACACA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,21,12,21,12,33
SAIPINA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,8,6,8,6,14
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,7,6,7,6,13
SAMAIPATA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,16,0,16,0,16
SAN AGUSTIN,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,3,0,3,0,3
SAN ANDRES,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,16,3,16,3,19
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,4,0,4,0,4
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,4,0,4,0,4
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 3ra dosis,2014-11-01,2,6,2,6,8
