,group,variable,month,TOTAL 17.3 PENTAVALENTE 2DA. DOSIS CANTIDAD,TOTAL 17.3 PENTAVALENTE 2DA. DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
TIQUIPAYA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-11-01,92,18,92,18,110
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-11-01,14,15,14,15,29
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-11-01,2,1,2,1,3
TOCO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-11-01,11,2,11,2,13
TOLATA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-11-01,8,5,8,5,13
TOLEDO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-11-01,2,1,2,1,3
TOMAVE,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-11-01,8,13,8,13,21
TOMINA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-11-01,8,1,8,1,9
TORO TORO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-11-01,7,17,7,17,24
TOTORA(CBBA),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-11-01,18,8,18,8,26
TOTORA(ORR),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-11-01,6,0,6,0,6
TRIGAL,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-11-01,2,0,2,0,2
TRINIDAD,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-11-01,181,1,181,1,182
TUPIZA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-11-01,69,14,69,14,83
TURCO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-11-01,3,0,3,0,3
UMALA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-11-01,6,5,6,5,11
UNCIA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-11-01,21,15,21,15,36
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-11-01,18,1,18,1,19
URUBICHA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-11-01,12,6,12,6,18
UYUNI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-11-01,46,4,46,4,50
VACAS,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-11-01,8,7,8,7,15
VALLEGRANDE,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-11-01,32,2,32,2,34
VIACHA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-11-01,104,2,104,2,106
VILA VILA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-11-01,7,3,7,3,10
VILLA CHARCAS,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-11-01,17,15,17,15,32
VILLA MONTES,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-11-01,75,17,75,17,92
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-11-01,1,6,1,6,7
VILLA RIVERO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-11-01,9,2,9,2,11
VILLA SERRANO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-11-01,10,6,10,6,16
VILLA TUNARI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-11-01,126,19,126,19,145
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-11-01,9,2,9,2,11
VILLAZON,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-11-01,61,4,61,4,65
VINTO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-11-01,71,2,71,2,73
VITICHI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-11-01,4,0,4,0,4
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-11-01,5,1,5,1,6
WARNES,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-11-01,181,10,181,10,191
YACO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-11-01,1,4,1,4,5
YACUIBA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-11-01,143,14,143,14,157
YAMPARAEZ,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-11-01,8,4,8,4,12
YANACACHI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-11-01,6,0,6,0,6
YAPACANI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-11-01,92,19,92,19,111
YOCALLA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-11-01,9,5,9,5,14
YOTALA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-11-01,4,5,4,5,9
YUNCHARA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-11-01,1,5,1,5,6
ZUDAÑEZ,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-11-01,2,4,2,4,6
ACACIO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,2,1,2,1,3
ACHACACHI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,39,12,39,12,51
ACHOCALLA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,11,11,11,11,22
AIQUILE,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,26,11,26,11,37
ALALAY,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,1,5,1,5,6
ALCALA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,3,0,3,0,3
ALTO BENI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,10,2,10,2,12
ANCORAIMES,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,10,1,10,1,11
ANDAMARCA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,4,1,4,1,5
ANTEQUERA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,3,5,3,5,8
ANZALDO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,6,7,6,7,13
APOLO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,22,5,22,5,27
ARAMPAMPA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,1,3,1,3,4
ARANI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,6,0,6,0,6
ARBIETO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,16,8,16,8,24
ARQUE,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,9,3,9,3,12
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,47,3,47,3,50
ATOCHA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,23,4,23,4,27
AUCAPATA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,3,2,3,2,5
AYATA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,8,4,8,4,12
AYO AYO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,8,2,8,2,10
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,16,13,16,13,29
AZURDUY,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,7,12,7,12,19
BATALLAS,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,12,3,12,3,15
BAURES,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,5,0,5,0,5
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,1,0,1,0,1
BELEN DE URMIRI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,1,2,1,2,3
BELLA FLOR,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,1,5,1,5,6
BERMEJO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,44,9,44,9,53
BETANZOS,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,33,15,33,15,48
BOLIVAR,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,1,4,1,4,5
BOLPEBRA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,3,2,3,2,5
BOYUIBE,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,7,6,7,6,13
BUENA VISTA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,19,3,19,3,22
CABEZAS,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,41,26,41,26,67
CAIROMA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,8,3,8,3,11
"CAIZA ""D""",vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,9,3,9,3,12
CAJUATA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,13,4,13,4,17
CALACOTO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,1,3,1,3,4
CALAMARCA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,10,7,10,7,17
CAMARGO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,24,8,24,8,32
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,1,1,1,1,2
CAMIRI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,77,0,77,0,77
CAPINOTA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,36,1,36,1,37
CAQUIAVIRI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,10,1,10,1,11
CARACOLLO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,28,4,28,4,32
CARANAVI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,71,7,71,7,78
CARAPARI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,24,5,24,5,29
CARIPUYO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,2,10,2,10,12
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,6,6,6,6,12
CATACORA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,0,1,0,1,1
CHACARILLA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,0,2,0,2,2
CHALLAPATA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,45,12,45,12,57
CHAQUI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,9,1,9,1,10
CHARAGUA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,42,6,42,6,48
CHARAÑA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,0,1,0,1,1
CHAYANTA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,14,8,14,8,22
CHIMORE,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,42,1,42,1,43
CHIPAYA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,1,0,1,0,1
CHUA COCANI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,6,0,6,0,6
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,28,3,28,3,31
CHUMA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,3,6,3,6,9
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,11,0,11,0,11
CKOCHAS,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,14,8,14,8,22
CLIZA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,29,10,29,10,39
COBIJA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,123,7,123,7,130
COCAPATA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,10,13,10,13,23
COCHABAMBA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,1193,10,1193,10,1203
COLCAPIRHUA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,75,0,75,0,75
"COLCHA ""K""",vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,28,3,28,3,31
COLLANA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,2,1,2,1,3
COLOMI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,23,4,23,4,27
COLPA BELGICA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,9,0,9,0,9
COLQUECHACA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,31,31,31,31,62
COLQUENCHA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,7,1,7,1,8
COLQUIRI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,11,2,11,2,13
COMANCHE,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,2,1,2,1,3
COMARAPA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,21,0,21,0,21
COMBAYA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,1,3,1,3,4
CONCEPCION,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,43,9,43,9,52
COPACABANA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,9,9,9,9,18
CORIPATA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,23,0,23,0,23
CORO CORO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,9,1,9,1,10
COROICO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,18,3,18,3,21
CORQUE,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,4,2,4,2,6
COTAGAITA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,18,8,18,8,26
COTOCA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,93,12,93,12,105
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,31,19,31,19,50
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,1,0,1,0,1
CULPINA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,25,5,25,5,30
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,5,2,5,2,7
CURVA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,1,2,1,2,3
DESAGUADERO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,4,0,4,0,4
EL ALTO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,1184,302,1184,302,1486
EL CHORO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,2,0,2,0,2
EL PUENTE(STC),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,15,8,15,8,23
EL PUENTE(TJA),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,20,2,20,2,22
EL TORNO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,94,3,94,3,97
EL VILLAR,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,6,2,6,2,8
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,27,24,27,24,51
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,70,2,70,2,72
ESCOMA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,6,2,6,2,8
ESMERALDA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,0,1,0,1,1
EUCALIPTUS,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,10,2,10,2,12
EXALTACION,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,2,1,2,1,3
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,18,3,18,3,21
FILADELFIA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,6,2,6,2,8
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,16,3,16,3,19
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,10,2,10,2,12
GUANAY,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,16,1,16,1,17
GUAQUI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,4,3,4,3,7
GUAYARAMERIN,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,83,13,83,13,96
GUTIERREZ,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,11,12,11,12,23
HUACARETA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,9,7,9,7,16
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,5,2,5,2,7
HUANUNI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,33,10,33,10,43
HUARACAJE,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,1,0,1,0,1
HUARINA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,7,2,7,2,9
HUATAJATA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,3,0,3,0,3
HUAYLLAMARCA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,4,1,4,1,5
HUMANATA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,2,5,2,5,7
ICHOCA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,5,2,5,2,7
ICLA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,7,7,7,7,14
INCAHUASI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,11,10,11,10,21
INQUISIVI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,9,10,9,10,19
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,13,7,13,7,20
IXIAMAS,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,13,1,13,1,14
JESUS DE MACHACA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,15,0,15,0,15
LA ASUNTA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,64,12,64,12,76
LA GUARDIA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,148,3,148,3,151
LA PAZ,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,1167,16,1167,16,1183
LAGUNILLAS,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,12,3,12,3,15
LAJA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,22,4,22,4,26
LAS CARRERAS,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,3,1,3,1,4
LICOMA PAMPA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,3,2,3,2,5
LLALLAGUA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,45,40,45,40,85
LLICA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,5,1,5,1,6
LORETO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,15,4,15,4,19
LURIBAY,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,2,4,2,4,6
MACHACAMARCA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,7,0,7,0,7
MACHARETI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,11,0,11,0,11
MAGDALENA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,16,4,16,4,20
MAIRANA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,23,0,23,0,23
MALLA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,1,0,1,0,1
MAPIRI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,24,1,24,1,25
MECAPACA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,9,3,9,3,12
MINEROS,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,48,1,48,1,49
MIZQUE,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,30,5,30,5,35
MOCOMOCO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,15,4,15,4,19
MOJINETE,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,2,1,2,1,3
MOJOCOYA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,6,4,6,4,10
MONTEAGUDO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,42,2,42,2,44
MONTERO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,229,10,229,10,239
MORO MORO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,6,0,6,0,6
MOROCHATA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,3,8,3,8,11
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,0,7,0,7,7
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,1,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,0,2,0,2,2
OCURI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,4,10,4,10,14
OKINAWA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,23,4,23,4,27
OMEREQUE,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,3,3,3,3,6
ORURO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,596,9,596,9,605
PADCAYA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,30,3,30,3,33
PADILLA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,13,2,13,2,15
PAILON,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,89,0,89,0,89
PALCA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,35,1,35,1,36
PALOS BLANCOS,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,44,4,44,4,48
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,8,2,8,2,10
PAMPA GRANDE,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,19,0,19,0,19
PAPEL PAMPA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-12-01,3,4,3,4,7
