,group,variable,month,TOTAL 17.9 ANTIROTAVIRICA 2RA. DOSIS CANTIDAD,TOTAL 17.9 ANTIROTAVIRICA 2RA. DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
AYO AYO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,7,0,7,0,7
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,15,10,15,10,25
AZURDUY,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,7,12,7,12,19
BATALLAS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,12,2,12,2,14
BAURES,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,5,0,5,0,5
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,1,0,1,0,1
BELEN DE URMIRI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,1,2,1,2,3
BELLA FLOR,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,1,5,1,5,6
BERMEJO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,44,9,44,9,53
BETANZOS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,31,15,31,15,46
BOLIVAR,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,1,4,1,4,5
BOLPEBRA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,3,2,3,2,5
BOYUIBE,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,6,5,6,5,11
BUENA VISTA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,20,3,20,3,23
CABEZAS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,39,18,39,18,57
CAIROMA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,8,3,8,3,11
"CAIZA ""D""",vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,10,4,10,4,14
CAJUATA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,15,2,15,2,17
CALACOTO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,1,3,1,3,4
CALAMARCA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,9,7,9,7,16
CAMARGO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,24,8,24,8,32
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,1,1,1,1,2
CAMIRI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,68,0,68,0,68
CAPINOTA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,33,0,33,0,33
CAQUIAVIRI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,10,1,10,1,11
CARACOLLO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,27,4,27,4,31
CARANAVI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,69,7,69,7,76
CARAPARI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,23,4,23,4,27
CARIPUYO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,2,10,2,10,12
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,7,5,7,5,12
CATACORA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,0,1,0,1,1
CHACARILLA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,0,1,0,1,1
CHALLAPATA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,45,12,45,12,57
CHAQUI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,10,1,10,1,11
CHARAGUA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,42,15,42,15,57
CHARAÑA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,0,1,0,1,1
CHAYANTA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,14,8,14,8,22
CHIMORE,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,39,1,39,1,40
CHIPAYA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,1,0,1,0,1
CHUA COCANI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,5,0,5,0,5
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,27,3,27,3,30
CHUMA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,3,6,3,6,9
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,11,0,11,0,11
CKOCHAS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,14,8,14,8,22
CLIZA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,28,10,28,10,38
COBIJA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,114,3,114,3,117
COCAPATA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,12,17,12,17,29
COCHABAMBA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,1157,4,1157,4,1161
COLCAPIRHUA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,66,0,66,0,66
"COLCHA ""K""",vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,28,1,28,1,29
COLLANA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,2,1,2,1,3
COLOMI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,20,4,20,4,24
COLPA BELGICA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,9,0,9,0,9
COLQUECHACA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,30,32,30,32,62
COLQUENCHA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,6,1,6,1,7
COLQUIRI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,5,2,5,2,7
COMANCHE,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,2,1,2,1,3
COMARAPA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,19,0,19,0,19
COMBAYA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,1,1,1,1,2
CONCEPCION,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,42,9,42,9,51
COPACABANA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,9,8,9,8,17
CORIPATA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,21,0,21,0,21
CORO CORO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,6,1,6,1,7
COROICO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,22,3,22,3,25
CORQUE,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,0,2,0,2,2
COTAGAITA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,16,6,16,6,22
COTOCA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,111,11,111,11,122
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,31,19,31,19,50
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,1,0,1,0,1
CULPINA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,23,4,23,4,27
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,5,2,5,2,7
CURVA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,1,2,1,2,3
DESAGUADERO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,4,0,4,0,4
EL ALTO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,1118,256,1118,256,1374
EL CHORO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,2,0,2,0,2
EL PUENTE(STC),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,15,8,15,8,23
EL PUENTE(TJA),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,19,2,19,2,21
EL TORNO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,91,4,91,4,95
EL VILLAR,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,7,2,7,2,9
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,27,25,27,25,52
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,61,3,61,3,64
ESCARA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,1,0,1,0,1
ESCOMA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,6,1,6,1,7
EUCALIPTUS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,9,2,9,2,11
EXALTACION,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,2,1,2,1,3
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,18,3,18,3,21
FILADELFIA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,7,1,7,1,8
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,17,3,17,3,20
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,10,2,10,2,12
GUANAY,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,17,1,17,1,18
GUAQUI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,4,3,4,3,7
GUAYARAMERIN,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,82,12,82,12,94
GUTIERREZ,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,10,11,10,11,21
HUACARETA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,9,7,9,7,16
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,5,2,5,2,7
HUANUNI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,31,10,31,10,41
HUARACAJE,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,1,0,1,0,1
HUARINA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,7,2,7,2,9
HUATAJATA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,2,0,2,0,2
HUAYLLAMARCA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,4,1,4,1,5
HUMANATA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,1,5,1,5,6
ICHOCA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,5,2,5,2,7
ICLA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,7,7,7,7,14
INCAHUASI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,10,8,10,8,18
INQUISIVI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,8,6,8,6,14
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,12,7,12,7,19
IXIAMAS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,10,0,10,0,10
JESUS DE MACHACA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,15,0,15,0,15
LA ASUNTA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,58,11,58,11,69
LA GUARDIA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,134,3,134,3,137
LA PAZ,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,1187,16,1187,16,1203
LAGUNILLAS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,11,4,11,4,15
LAJA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,24,3,24,3,27
LAS CARRERAS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,3,1,3,1,4
LICOMA PAMPA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,3,2,3,2,5
LLALLAGUA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,45,41,45,41,86
LLICA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,5,0,5,0,5
LORETO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,26,7,26,7,33
LURIBAY,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,2,4,2,4,6
MACHACAMARCA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,6,0,6,0,6
MACHARETI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,9,0,9,0,9
MAGDALENA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,14,5,14,5,19
MAIRANA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,23,0,23,0,23
MALLA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,1,0,1,0,1
MAPIRI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,24,1,24,1,25
MECAPACA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,10,3,10,3,13
MINEROS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,48,1,48,1,49
MIZQUE,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,29,5,29,5,34
MOCOMOCO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,14,4,14,4,18
MOJINETE,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,1,1,1,1,2
MOJOCOYA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,6,4,6,4,10
MONTEAGUDO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,41,2,41,2,43
MONTERO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,222,6,222,6,228
MORO MORO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,6,0,6,0,6
MOROCHATA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,3,8,3,8,11
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,0,3,0,3,3
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,1,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,0,2,0,2,2
OCURI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,4,8,4,8,12
OKINAWA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,23,4,23,4,27
OMEREQUE,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,3,4,3,4,7
ORURO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,575,3,575,3,578
PADCAYA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,29,4,29,4,33
PADILLA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,13,2,13,2,15
PAILON,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,80,0,80,0,80
PALCA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,31,0,31,0,31
PALOS BLANCOS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,42,3,42,3,45
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,8,1,8,1,9
PAMPA GRANDE,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,19,0,19,0,19
PAPEL PAMPA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,3,4,3,4,7
PASORAPA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,2,2,2,2,4
PATACAMAYA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,38,4,38,4,42
PAZÑA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,12,1,12,1,13
PELECHUCO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,8,4,8,4,12
POCOATA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,19,46,19,46,65
POCONA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,8,5,8,5,13
POJO (CBBA),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,15,5,15,5,20
POOPO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,9,3,9,3,12
PORCO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,9,5,9,5,14
POROMA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,10,4,10,4,14
PORONGO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,8,3,8,3,11
PORTACHUELO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,43,0,43,0,43
PORVENIR,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,3,2,3,2,5
POSTRER VALLE,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,0,1,0,1,1
POTOSI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,374,20,374,20,394
PRESTO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,7,8,7,8,15
PUCARA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,1,0,1,0,1
PUCARANI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,23,15,23,15,38
PUERTO ACOSTA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,2,14,2,14,16
PUERTO CARABUCO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,5,5,5,5,10
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,7,6,7,6,13
PUERTO PEREZ,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,10,0,10,0,10
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,25,3,25,3,28
PUERTO RICO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,9,0,9,0,9
PUERTO SILES,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,1,0,1,0,1
PUERTO SUAREZ,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,26,3,26,3,29
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,81,0,81,0,81
PUNA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,10,12,10,12,22
PUNATA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,41,1,41,1,42
QUIABAYA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,5,0,5,0,5
QUILLACOLLO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,142,59,142,59,201
QUIME,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,7,2,7,2,9
QUIRUSILLAS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,1,1,1,1,2
RAVELO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,10,18,10,18,28
REYES,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,18,10,18,10,28
RIBERALTA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,204,11,204,11,215
ROBORE,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,15,0,15,0,15
RURRENABAQUE,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,30,3,30,3,33
SABAYA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,3,0,3,0,3
SACABA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,231,4,231,4,235
SACABAMBA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,4,1,4,1,5
SACACA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,21,17,21,17,38
SAIPINA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,10,2,10,2,12
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,9,11,9,11,20
SAMAIPATA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,13,3,13,3,16
SAN AGUSTIN,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,2,1,2,1,3
SAN ANDRES,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,14,1,14,1,15
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,4,6,4,6,10
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,3,0,3,0,3
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,7,5,7,5,12
SAN BENITO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,14,3,14,3,17
SAN BORJA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,66,31,66,31,97
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,12,1,12,1,13
SAN CARLOS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,34,1,34,1,35
SAN IGNACIO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,32,2,32,2,34
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,95,14,95,14,109
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,6,3,6,3,9
SAN JAVIER(STC),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,20,0,20,0,20
SAN JOAQUIN,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,15,0,15,0,15
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,50,0,50,0,50
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,14,0,14,0,14
SAN JULIAN,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,71,6,71,6,77
SAN LORENZO(PND),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,5,0,5,0,5
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,24,1,24,1,25
