,group,variable,month,TOTAL 22.2 N° DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,TOTAL 22.2 N° DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES
SANTUARIO DE QUILLACAS,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,2,2
SHINAOTA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,110,110
SICAYA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,1,1
SIPE SIPE,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,41,41
SOPACHUY,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,8,8
SORACACHI,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,3,3
SUCRE,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,990,990
TACOBAMBA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,6,6
TACOPAYA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,10,10
TAPACARI,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,14,14
TARABUCO,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,33,33
TARATA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,21,21
TARIJA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,272,272
TARVITA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,9,9
TEOPONTE,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,9,9
TIAWANACU,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,11,11
TIPUANI,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,13,13
TIQUIPAYA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,180,180
TIRAQUE (CBBA),vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,25,25
TOCO,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,3,3
TOLATA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,11,11
TOMINA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,7,7
TOTORA(CBBA),vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,61,61
TOTORA(ORR),vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,2,2
TRINIDAD,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,80,80
TUPIZA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,38,38
UNCIA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,13,13
URUBICHA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,18,18
UYUNI,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,67,67
VACAS,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,9,9
VALLEGRANDE,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,38,38
VIACHA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,4,4
VILLA CHARCAS,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,18,18
VILLA MONTES,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,67,67
VILLA NUEVA (LOMA ALTA),vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,10,10
VILLA RIVERO,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,7,7
VILLA SERRANO,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,28,28
VILLA TUNARI,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,27,27
VILLA VACA GUZMAN (MUYUPAMPA),vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,15,15
VILLAZON,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,40,40
VINTO,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,164,164
WARNES,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,207,207
YACUIBA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,129,129
YAMPARAEZ,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,5,5
YANACACHI,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,2,2
YAPACANI,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,153,153
YOTALA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,13,13
YUNCHARA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,12,12
ZUDAÑEZ,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,11,11
ACACIO,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,2,2
ACHACACHI,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,77,77
AIQUILE,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,49,49
ALCALA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,4,4
ANDAMARCA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,4,4
ANTEQUERA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,4,4
ARANI,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,2,2
ARBIETO,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,17,17
ARQUE,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,3,3
ASCENCION DE GUARAYOS,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,98,98
ATOCHA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,5,5
AYOPAYA (V. DE INDEPENDENCIA),vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,24,24
AZURDUY,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,6,6
BELEN DE ANDAMARCA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,1,1
BERMEJO,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,61,61
BETANZOS,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,44,44
BOYUIBE,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,9,9
BUENA VISTA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,16,16
CABEZAS,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,48,48
CALAMARCA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,9,9
CAMARGO,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,27,27
CAMATAQUI (C. VILLA ABECIA),vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,4,4
CAMIRI,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,129,129
CAPINOTA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,43,43
CARACOLLO,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,26,26
CARANAVI,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,19,19
CARAPARI,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,20,20
CARMEN RIVERO TORREZ,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,17,17
CHALLAPATA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,166,166
CHARAGUA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,52,52
CHIMORE,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,40,40
CHIPAYA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,4,4
CHULUMANI (V. DE LA LIBERTAD),vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,51,51
CHUMA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,1,1
CHUQUIHUTA AYLLU JUCUMANI,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,11,11
CLIZA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,96,96
COBIJA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,155,155
COCHABAMBA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,2182,2182
COLCAPIRHUA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,67,67
COLOMI,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,11,11
COLPA BELGICA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,8,8
COLQUIRI,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,2,2
COMARAPA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,41,41
CORIPATA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,6,6
COROICO,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,70,70
CORQUE,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,10,10
COTAGAITA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,20,20
COTOCA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,93,93
CULPINA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,30,30
DESAGUADERO,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,3,3
EL ALTO,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,2240,2240
EL PUENTE(STC),vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,16,16
EL TORNO,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,155,155
EL VILLAR,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,7,7
ENTRE RIOS TRJ,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,28,28
ENTRE RIOS CBBA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,106,106
ESCOMA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,7,7
EUREKA (SANTOS MERCADO),vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,7,7
FERNANDEZ ALONSO,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,14,14
FILADELFIA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,14,14
GUANAY,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,33,33
GUAQUI,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,5,5
GUAYARAMERIN,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,205,205
GUTIERREZ,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,35,35
HUACARETA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,8,8
HUACAYA (VILLA DE HUACAYA),vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,1,1
HUACHACALLA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,1,1
HUANUNI,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,75,75
HUAYLLAMARCA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,3,3
ICLA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,3,3
INCAHUASI,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,18,18
INGAVI (HUMAITA),vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,3,3
IRUPANA (VILLA DE LANZA),vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,13,13
LA ASUNTA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,75,75
LA GUARDIA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,141,141
LA PAZ,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,1911,1911
LAGUNILLAS,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,5,5
LAJA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,3,3
LAS CARRERAS,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,2,2
LLALLAGUA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,192,192
MACHARETI,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,7,7
MAIRANA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,19,19
MINEROS,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,92,92
MIZQUE,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,51,51
MOJOCOYA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,2,2
MONTEAGUDO,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,47,47
MONTERO,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,394,394
MOROCHATA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,1,1
OCURI,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,4,4
OMEREQUE,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,7,7
ORURO,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,606,606
PADCAYA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,91,91
PADILLA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,15,15
PAILON,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,80,80
PASORAPA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,1,1
PATACAMAYA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,57,57
POCONA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,1,1
POROMA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,18,18
PORONGO,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,6,6
PORTACHUELO,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,57,57
PORVENIR,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,10,10
POTOSI,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,602,602
PRESTO,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,2,2
PUCARANI,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,13,13
PUERTO GONZALO MORENO,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,9,9
PUERTO PEREZ,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,33,33
PUERTO QUIJARRO,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,29,29
PUERTO RICO,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,8,8
PUERTO VILLARROEL,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,243,243
PUNA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,8,8
PUNATA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,172,172
QUILLACOLLO,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,588,588
QUIME,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,9,9
QUIRUSILLAS,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,2,2
RAVELO,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,9,9
REYES,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,7,7
RIBERALTA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,615,615
ROBORE,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,32,32
RURRENABAQUE,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,25,25
SABAYA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,4,4
SACABA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,416,416
SACACA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,2,2
SAIPINA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,10,10
SALINAS DE GARCI MENDOZA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,5,5
SAN ANDRES,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,1,1
SAN ANDRES DE MACHACA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,1,1
SAN BENITO,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,5,5
SAN BORJA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,44,44
SAN BUENA VENTURA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,15,15
SAN CARLOS,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,91,91
SAN IGNACIO,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,28,28
SAN IGNACIO DE VELASCO,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,99,99
SAN JAVIER(STC),vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,37,37
SAN JOSE DE CHIQUITOS,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,91,91
SAN JUAN DE YAPACANI,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,17,17
SAN JULIAN,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,75,75
SAN LORENZO(PND),vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,6,6
SAN LORENZO(TJA),vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,28,28
SAN LUCAS,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,42,42
SAN MATIAS,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,25,25
SAN MIGUEL DE VELASCO,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,12,12
SAN PEDRO,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,16,16
SAN RAFAEL,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,12,12
SAN RAMON SCZ,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,19,19
SANTA ANA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,28,28
SANTA CRUZ DE LA SIERRA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,2723,2723
SANTA ROSA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,2,2
SANTA ROSA DEL SARA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,8,8
SANTIVAÑES,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,6,6
SENA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,18,18
SHINAOTA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,7,7
SICA SICA (VILLA AROMA),vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,6,6
SIPE SIPE,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,26,26
SOPACHUY,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,20,20
SORACACHI,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,1,1
SORATA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,14,14
SUCRE,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,893,893
TACOBAMBA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,1,1
TACOPAYA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,3,3
TAPACARI,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,20,20
TARABUCO,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,15,15
TARACO,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,2,2
TARATA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,25,25
TARIJA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,298,298
TARVITA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,5,5
TEOPONTE,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,12,12
TIAWANACU,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,5,5
TIPUANI,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,13,13
TIQUIPAYA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,195,195
TIRAQUE (CBBA),vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,28,28
TOCO,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,14,14
TOLATA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,13,13
TOLEDO,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,1,1
TOMAVE,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,42,42
TOMINA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,8,8
TOTORA(CBBA),vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,75,75
TOTORA(ORR),vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,3,3
TRINIDAD,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,97,97
TUPIZA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,44,44
UNCIA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,13,13
URIONDO (A. CONCEPCION),vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,1,1
URUBICHA,vih,       n de mujeres embarazadas con prueba rapida,2014-12-01,0,11,11
