,group,variable,month,TOTAL 22.1 PERSONAS CON PRE-CONSEJERIA REALIZADAS PARA ACCESO A LA PRUEBA RÁPIDA CANTIDAD,TOTAL 22.1 PERSONAS CON PRE-CONSEJERIA REALIZADAS PARA ACCESO A LA PRUEBA RÁPIDA CANTIDAD,TOTALES
BELEN DE ANDAMARCA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,0.0,9.0,9.0
BELLA FLOR,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,1.0,5.0,6.0
BERMEJO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,0.0,10.0,10.0
CABEZAS,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,2.0,71.0,73.0
CALAMARCA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,3.0,12.0,15.0
CAMARGO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,55.0,119.0,174.0
CAMATAQUI (C. VILLA ABECIA),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,1.0,9.0,10.0
CAMIRI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,9.0,143.0,152.0
CAPINOTA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,14.0,3.0,17.0
CARACOLLO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,2.0,27.0,29.0
CARANAVI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,45.0,150.0,195.0
CARAPARI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,1.0,36.0,37.0
CARMEN RIVERO TORREZ,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,0.0,4.0,4.0
CHALLAPATA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,1.0,1.0,2.0
CHIMORE,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,1.0,43.0,44.0
CHULUMANI (V. DE LA LIBERTAD),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,8.0,72.0,80.0
CHUMA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,2.0,3.0,5.0
CLIZA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,5.0,72.0,77.0
COBIJA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,24.0,374.0,398.0
COCHABAMBA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,149.0,1107.0,1256.0
COIPASA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,0.0,1.0,1.0
COLCAPIRHUA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,1.0,13.0,14.0
"COLCHA ""K""",vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,0.0,3.0,3.0
COLOMI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,1.0,12.0,13.0
COLQUENCHA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,2.0,8.0,10.0
COMARAPA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,3.0,43.0,46.0
CONCEPCION,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,0.0,52.0,52.0
CORO CORO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,5.0,30.0,35.0
COROICO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,0.0,76.0,76.0
CORQUE,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,0.0,2.0,2.0
COTOCA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,10.0,100.0,110.0
CUEVO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,0.0,7.0,7.0
CULPINA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,1.0,34.0,35.0
DESAGUADERO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,1.0,6.0,7.0
EL ALTO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,148.0,2829.0,2977.0
EL CHORO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,0.0,2.0,2.0
EL PUENTE(STC),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,23.0,40.0,63.0
EL PUENTE(TJA),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,0.0,7.0,7.0
EL TORNO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,62.0,287.0,349.0
EL VILLAR,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,5.0,12.0,17.0
ENTRE RIOS TRJ,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,2.0,7.0,9.0
ENTRE RIOS CBBA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,10.0,107.0,117.0
ESCOMA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,0.0,10.0,10.0
EUREKA (SANTOS MERCADO),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,0.0,9.0,9.0
FERNANDEZ ALONSO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,11.0,36.0,47.0
FILADELFIA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,4.0,12.0,16.0
GUANAY,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,2.0,0.0,2.0
GUAQUI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,1.0,8.0,9.0
GUAYARAMERIN,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,12.0,71.0,83.0
GUTIERREZ,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,0.0,4.0,4.0
HUACARETA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,0.0,15.0,15.0
HUACAYA (VILLA DE HUACAYA),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,1.0,8.0,9.0
HUACHACALLA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,0.0,3.0,3.0
HUANUNI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,2.0,73.0,75.0
HUAYLLAMARCA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,1.0,4.0,5.0
ICLA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,1.0,16.0,17.0
INCAHUASI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,0.0,47.0,47.0
INGAVI (HUMAITA),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,0.0,3.0,3.0
IRUPANA (VILLA DE LANZA),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,0.0,20.0,20.0
LA GUARDIA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,4.0,134.0,138.0
LA PAZ,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,601.0,1448.0,2049.0
LAS CARRERAS,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,8.0,23.0,31.0
LLALLAGUA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,9.0,10.0,19.0
MACHACAMARCA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,0.0,7.0,7.0
MACHARETI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,6.0,12.0,18.0
MAIRANA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,1.0,2.0,3.0
MAPIRI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,3.0,2.0,5.0
MINEROS,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,3.0,128.0,131.0
MIZQUE,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,5.0,15.0,20.0
MOJOCOYA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,1.0,13.0,14.0
MONTEAGUDO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,2.0,120.0,122.0
MONTERO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,183.0,809.0,992.0
NACEBE (SANTA ROSA DEL ABUNA),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,1.0,8.0,9.0
OCURI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,0.0,7.0,7.0
OKINAWA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,0.0,46.0,46.0
ORURO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,40.0,705.0,745.0
PADCAYA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,13.0,40.0,53.0
PADILLA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,15.0,52.0,67.0
PAILON,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,11.0,29.0,40.0
PAMPA GRANDE,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,8.0,85.0,93.0
PATACAMAYA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,28.0,44.0,72.0
PAZÑA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,13.0,20.0,33.0
POCONA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,0.0,4.0,4.0
POROMA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,0.0,28.0,28.0
PORTACHUELO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,5.0,9.0,14.0
POTOSI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,6.0,205.0,211.0
PRESTO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,15.0,30.0,45.0
PUCARANI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,1.0,16.0,17.0
PUERTO GONZALO MORENO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,3.0,18.0,21.0
PUERTO QUIJARRO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,4.0,10.0,14.0
PUERTO RICO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,0.0,9.0,9.0
PUERTO SUAREZ,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,7.0,3.0,10.0
PUERTO VILLARROEL,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,42.0,343.0,385.0
PUNA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,1.0,42.0,43.0
PUNATA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,25.0,256.0,281.0
QUILLACOLLO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,1.0,4.0,5.0
QUIRUSILLAS,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,0.0,1.0,1.0
REYES,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,1.0,10.0,11.0
RIBERALTA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,10.0,486.0,496.0
ROBORE,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,7.0,0.0,7.0
RURRENABAQUE,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,1.0,38.0,39.0
SABAYA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,2.0,7.0,9.0
SACABA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,16.0,529.0,545.0
SACACA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,0.0,2.0,2.0
SALINAS DE GARCI MENDOZA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,2.0,15.0,17.0
SAMAIPATA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,3.0,14.0,17.0
SAN ANDRES,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,0.0,1.0,1.0
SAN BENITO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,0.0,17.0,17.0
SAN BORJA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,2.0,29.0,31.0
SAN CARLOS,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,12.0,25.0,37.0
SAN IGNACIO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,3.0,39.0,42.0
SAN IGNACIO DE VELASCO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,14.0,214.0,228.0
SAN JAVIER(STC),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,0.0,34.0,34.0
SAN JOSE DE CHIQUITOS,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,20.0,98.0,118.0
SAN JUAN DE YAPACANI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,2.0,49.0,51.0
SAN JULIAN,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,10.0,105.0,115.0
SAN LORENZO(PND),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,0.0,16.0,16.0
SAN LORENZO(TJA),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,0.0,29.0,29.0
SAN LUCAS,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,33.0,113.0,146.0
SAN MATIAS,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,0.0,33.0,33.0
SAN MIGUEL DE VELASCO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,0.0,20.0,20.0
SAN PEDRO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,0.0,40.0,40.0
SAN RAFAEL,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,0.0,27.0,27.0
SANTA ANA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,2.0,44.0,46.0
SANTA CRUZ DE LA SIERRA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,363.0,2734.0,3097.0
SANTA ROSA DEL SARA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,0.0,36.0,36.0
SENA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,1.0,13.0,14.0
SHINAOTA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,28.0,121.0,149.0
SICAYA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,1.0,1.0,2.0
SIPE SIPE,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,2.0,7.0,9.0
SOPACHUY,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,21.0,43.0,64.0
SORACACHI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,0.0,2.0,2.0
SORATA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,6.0,21.0,27.0
SUCRE,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,137.0,877.0,1014.0
TACOBAMBA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,0.0,6.0,6.0
TAPACARI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,0.0,7.0,7.0
TARABUCO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,20.0,67.0,87.0
TARATA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,1.0,1.0,2.0
TARIJA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,19.0,292.0,311.0
TARVITA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,10.0,31.0,41.0
TEOPONTE,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,3.0,18.0,21.0
TIAWANACU,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,2.0,19.0,21.0
TIPUANI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,10.0,21.0,31.0
TIQUIPAYA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,58.0,276.0,334.0
TOCO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,0.0,7.0,7.0
TOLATA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,0.0,19.0,19.0
TOLEDO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,0.0,9.0,9.0
TOMINA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,1.0,14.0,15.0
TOTORA(CBBA),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,5.0,60.0,65.0
TOTORA(ORR),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,0.0,3.0,3.0
TRIGAL,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,0.0,3.0,3.0
