,group,variable,month,SRP DOSIS ÚNICA,SRP DOSIS ÚNICA,TOTALES,TOTALES,TOTALES
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,8,7,8,7,15
CAJUATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,6,1,6,1,7
CALACOTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,1,5,1,5,6
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,8,8,8,8,16
CAMARGO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,18,8,18,8,26
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,2,2,2,2,4
CAMIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,44,5,44,5,49
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,20,14,20,14,34
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,6,17,6,17,23
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,10,12,10,12,22
CARANAVI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,64,41,64,41,105
CARAPARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,22,11,22,11,33
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,1,24,1,24,25
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,0,1,0,1,1
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,0,1,0,1,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,23,18,23,18,41
CHAQUI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,5,5,5,5,10
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,14,21,14,21,35
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,0,1,0,1,1
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,11,23,11,23,34
CHIMORE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,19,6,19,6,25
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,1,1,1,1,2
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,7,11,7,11,18
CHUMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,8,4,8,4,12
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,9,6,9,6,15
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,17,9,17,9,26
CLIZA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,14,10,14,10,24
COBIJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,73,14,73,14,87
COCAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,12,30,12,30,42
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,925,2,925,2,927
COIPASA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,0,2,0,2,2
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,79,10,79,10,89
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,10,4,10,4,14
COLLANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,1,0,1,0,1
COLOMI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,24,3,24,3,27
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,0,6,0,6,6
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,8,66,8,66,74
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,8,0,8,0,8
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,8,18,8,18,26
COMARAPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,20,32,20,32,52
COMBAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,0,9,0,9,9
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,20,12,20,12,32
COPACABANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,14,14,14,14,28
CORIPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,13,6,13,6,19
CORO CORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,6,7,6,7,13
COROICO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,7,4,7,4,11
CORQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,3,2,3,2,5
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,10,30,10,30,40
COTOCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,68,57,68,57,125
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,13,23,13,23,36
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,1,0,1,0,1
CUEVO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,1,13,1,13,14
CULPINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,27,12,27,12,39
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,2,1,2,1,3
CURVA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,9,7,9,7,16
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,1,9,1,9,10
EL ALTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,1146,561,1146,561,1707
EL CHORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,2,0,2,0,2
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,11,0,11,0,11
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,17,6,17,6,23
EL TORNO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,82,10,82,10,92
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,2,1,2,1,3
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,24,17,24,17,41
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,36,47,36,47,83
ESCOMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,7,17,7,17,24
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,10,1,10,1,11
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,0,7,0,7,7
EXALTACION,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,4,0,4,0,4
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,16,10,16,10,26
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,5,0,5,0,5
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,22,18,22,18,40
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,5,12,5,12,17
GUANAY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,5,13,5,13,18
GUAQUI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,2,9,2,9,11
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,63,108,63,108,171
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,21,15,21,15,36
HUACARETA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,6,8,6,8,14
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,0,1,0,1,1
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,1,0,1,0,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,27,5,27,5,32
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,0,8,0,8,8
HUARINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,7,3,7,3,10
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,7,4,7,4,11
HUMANATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,4,4,4,4,8
ICHOCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,3,4,3,4,7
ICLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,7,17,7,17,24
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,9,13,9,13,22
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,0,5,0,5,5
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,5,16,5,16,21
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,5,18,5,18,23
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,2,0,2,0,2
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,15,3,15,3,18
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,52,6,52,6,58
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,98,15,98,15,113
LA PAZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,1004,30,1004,30,1034
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,5,4,5,4,9
LAJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,22,30,22,30,52
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,4,4,4,4,8
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,1,0,1,0,1
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,38,67,38,67,105
LLICA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,1,0,1,0,1
LORETO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,1,15,1,15,16
LURIBAY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,9,1,9,1,10
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,4,0,4,0,4
MACHARETI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,3,7,3,7,10
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,8,14,8,14,22
MAIRANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,19,1,19,1,20
MALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,0,2,0,2,2
MAPIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,17,10,17,10,27
MECAPACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,14,16,14,16,30
MINEROS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,17,23,17,23,40
MIZQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,14,5,14,5,19
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,12,2,12,2,14
MOJINETE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,4,0,4,0,4
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,2,5,2,5,7
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,26,10,26,10,36
MONTERO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,161,19,161,19,180
MORO MORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,5,2,5,2,7
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,8,19,8,19,27
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,0,15,0,15,15
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,3,4,3,4,7
OCURI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,15,36,15,36,51
OKINAWA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,19,15,19,15,34
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,3,6,3,6,9
ORURO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,419,12,419,12,431
PADCAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,17,9,17,9,26
PADILLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,10,3,10,3,13
PAILON,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,16,45,16,45,61
PALCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,6,10,6,10,16
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,19,8,19,8,27
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,5,0,5,0,5
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,11,1,11,1,12
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,1,1,1,1,2
PASORAPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,3,0,3,0,3
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,23,3,23,3,26
PAZÑA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,3,2,3,2,5
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,4,4,4,4,8
POCOATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,12,45,12,45,57
POCONA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,12,4,12,4,16
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,14,6,14,6,20
POOPO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,7,0,7,0,7
PORCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,7,8,7,8,15
POROMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,12,22,12,22,34
PORONGO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,10,18,10,18,28
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,33,13,33,13,46
PORVENIR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,0,7,0,7,7
POTOSI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,297,20,297,20,317
PRESTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,2,22,2,22,24
PUCARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,0,1,0,1,1
PUCARANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,33,6,33,6,39
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,2,14,2,14,16
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,4,22,4,22,26
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,7,4,7,4,11
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,1,3,1,3,4
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,16,4,16,4,20
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,5,0,5,0,5
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,14,6,14,6,20
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,57,11,57,11,68
PUNA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,19,20,19,20,39
PUNATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,43,2,43,2,45
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,2,0,2,0,2
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,157,10,157,10,167
QUIME,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,1,1,1,1,2
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,1,0,1,0,1
RAVELO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,4,20,4,20,24
REYES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,16,14,16,14,30
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,194,79,194,79,273
ROBORE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,9,1,9,1,10
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,14,0,14,0,14
SABAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,1,0,1,0,1
SACABA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,162,81,162,81,243
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,3,4,3,4,7
SACACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,31,47,31,47,78
SAIPINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,4,11,4,11,15
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,3,3,3,3,6
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,8,8,8,8,16
SAN AGUSTIN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,2,0,2,0,2
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,7,11,7,11,18
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,2,2,2,2,4
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,1,1,1,1,2
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,5,3,5,3,8
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,9,6,9,6,15
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,49,27,49,27,76
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,20,7,20,7,27
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,23,17,23,17,40
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,38,17,38,17,55
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,67,12,67,12,79
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,1,0,1,0,1
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,28,2,28,2,30
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,5,0,5,0,5
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,3,0,3,0,3
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,11,10,11,10,21
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,36,36,36,36,72
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,4,6,4,6,10
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,16,7,16,7,23
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,27,39,27,39,66
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,5,2,5,2,7
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,5,18,5,18,23
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,12,5,12,5,17
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,21,6,21,6,27
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,19,43,19,43,62
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,2,4,2,4,6
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,8,1,8,1,9
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,4,17,4,17,21
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,1,10,1,10,11
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,11,0,11,0,11
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,34,0,34,0,34
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,1592,91,1592,91,1683
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,17,8,17,8,25
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,21,12,21,12,33
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,5,6,5,6,11
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,4,19,4,19,23
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,7,12,7,12,19
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,3,0,3,0,3
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,3,4,3,4,7
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,1,3,1,3,4
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,7,3,7,3,10
SENA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,4,6,4,6,10
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,21,12,21,12,33
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,17,4,17,4,21
SICAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,0,14,0,14,14
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,51,21,51,21,72
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,7,4,7,4,11
SORACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,11,11,11,11,22
SORATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,15,32,15,32,47
SUCRE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,307,46,307,46,353
TACACOMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,1,3,1,3,4
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,4,8,4,8,12
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,5,18,5,18,23
TAHUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,2,3,2,3,5
TAPACARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,18,12,18,12,30
TARABUCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,26,37,26,37,63
TARACO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,4,13,4,13,17
TARATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,10,5,10,5,15
TARIJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,214,16,214,16,230
TARVITA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,9,13,9,13,22
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,3,6,3,6,9
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,6,19,6,19,25
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,28,17,28,17,45
TIPUANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,12,9,12,9,21
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,81,25,81,25,106
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,22,5,22,5,27
TOCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,4,2,4,2,6
TODOS SANTOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,1,0,1,0,1
TOLATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,7,2,7,2,9
TOLEDO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,2,1,2,1,3
