,group,variable,month,TOTAL 18.1 SRP DOSIS ÚNICA CANTIDAD,TOTAL 18.1 SRP DOSIS ÚNICA CANTIDAD,TOTALES,TOTALES,TOTALES
TAHUA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-10-01,1,1,1,1,2
TAPACARI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-10-01,18,13,18,13,31
TARABUCO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-10-01,8,17,8,17,25
TARACO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-10-01,1,5,1,5,6
TARATA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-10-01,15,4,15,4,19
TARIJA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-10-01,375,39,375,39,414
TARVITA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-10-01,14,8,14,8,22
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-10-01,5,9,5,9,14
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-10-01,6,3,6,3,9
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-10-01,26,15,26,15,41
TIPUANI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-10-01,12,9,12,9,21
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-10-01,77,22,77,22,99
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-10-01,33,20,33,20,53
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-10-01,1,2,1,2,3
TOCO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-10-01,0,12,0,12,12
TOLATA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-10-01,5,0,5,0,5
TOLEDO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-10-01,4,2,4,2,6
TOMAVE,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-10-01,10,2,10,2,12
TOMINA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-10-01,8,4,8,4,12
TORO TORO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-10-01,2,22,2,22,24
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-10-01,15,13,15,13,28
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-10-01,3,2,3,2,5
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-10-01,195,15,195,15,210
TUPIZA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-10-01,60,16,60,16,76
TURCO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-10-01,7,0,7,0,7
UMALA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-10-01,2,4,2,4,6
UNCIA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-10-01,25,34,25,34,59
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-10-01,13,11,13,11,24
URUBICHA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-10-01,16,0,16,0,16
UYUNI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-10-01,30,3,30,3,33
VACAS,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-10-01,0,10,0,10,10
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-10-01,14,2,14,2,16
VIACHA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-10-01,90,8,90,8,98
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-10-01,5,19,5,19,24
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-10-01,53,20,53,20,73
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-10-01,7,5,7,5,12
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-10-01,5,16,5,16,21
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-10-01,8,8,8,8,16
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-10-01,82,48,82,48,130
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-10-01,7,8,7,8,15
VILLAZON,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-10-01,52,19,52,19,71
VINTO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-10-01,72,4,72,4,76
VITICHI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-10-01,7,5,7,5,12
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-10-01,6,1,6,1,7
WARNES,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-10-01,247,8,247,8,255
YACO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-10-01,6,5,6,5,11
YACUIBA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-10-01,120,31,120,31,151
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-10-01,4,2,4,2,6
YANACACHI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-10-01,15,3,15,3,18
YAPACANI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-10-01,63,26,63,26,89
YOCALLA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-10-01,13,13,13,13,26
YOTALA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-10-01,1,14,1,14,15
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-10-01,1,8,1,8,9
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-10-01,6,14,6,14,20
ACACIO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,0,12,0,12,12
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,32,18,32,18,50
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,18,10,18,10,28
AIQUILE,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,37,16,37,16,53
ALALAY,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,0,2,0,2,2
ALCALA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,4,3,4,3,7
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,18,0,18,0,18
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,6,3,6,3,9
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,4,0,4,0,4
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,1,5,1,5,6
ANZALDO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,2,8,2,8,10
APOLO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,22,14,22,14,36
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,4,0,4,0,4
ARANI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,24,0,24,0,24
ARBIETO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,18,22,18,22,40
ARQUE,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,13,11,13,11,24
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,56,1,56,1,57
ATOCHA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,12,13,12,13,25
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,2,2,2,2,4
AYATA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,6,9,6,9,15
AYO AYO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,9,8,9,8,17
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,20,21,20,21,41
AZURDUY,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,7,7,7,7,14
BATALLAS,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,26,14,26,14,40
BAURES,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,10,5,10,5,15
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,1,1,1,1,2
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,2,2,2,2,4
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,0,4,0,4,4
BERMEJO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,35,21,35,21,56
BETANZOS,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,35,41,35,41,76
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,0,19,0,19,19
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,0,3,0,3,3
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,2,8,2,8,10
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,8,5,8,5,13
CABEZAS,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,13,46,13,46,59
CAIROMA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,13,8,13,8,21
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,9,6,9,6,15
CAJUATA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,17,4,17,4,21
CALACOTO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,2,8,2,8,10
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,7,10,7,10,17
CAMARGO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,17,10,17,10,27
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,0,1,0,1,1
CAMIRI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,56,5,56,5,61
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,29,4,29,4,33
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,14,1,14,1,15
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,14,7,14,7,21
CARANAVI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,59,15,59,15,74
CARAPARI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,18,26,18,26,44
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,0,3,0,3,3
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,0,11,0,11,11
CATACORA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,1,2,1,2,3
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,2,0,2,0,2
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,28,12,28,12,40
CHAQUI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,9,4,9,4,13
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,4,76,4,76,80
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,1,0,1,0,1
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,4,14,4,14,18
CHIMORE,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,30,16,30,16,46
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,1,0,1,0,1
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,1,0,1,0,1
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,4,1,4,1,5
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,33,13,33,13,46
CHUMA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,1,10,1,10,11
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,11,6,11,6,17
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,7,12,7,12,19
CLIZA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,24,14,24,14,38
COBIJA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,68,11,68,11,79
COCAPATA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,16,13,16,13,29
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,971,17,971,17,988
COIPASA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,0,3,0,3,3
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,71,10,71,10,81
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,14,3,14,3,17
COLLANA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,3,3,3,3,6
COLOMI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,22,18,22,18,40
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,12,9,12,9,21
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,23,33,23,33,56
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,2,6,2,6,8
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,14,14,14,14,28
COMANCHE,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,3,0,3,0,3
COMARAPA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,29,12,29,12,41
COMBAYA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,2,4,2,4,6
COPACABANA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,16,11,16,11,27
CORIPATA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,20,6,20,6,26
CORO CORO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,3,8,3,8,11
COROICO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,18,10,18,10,28
CORQUE,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,2,4,2,4,6
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,14,5,14,5,19
COTOCA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,68,26,68,26,94
CRUZ DE MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,1,0,1,0,1
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,21,3,21,3,24
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,1,0,1,0,1
CUEVO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,3,6,3,6,9
CULPINA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,6,17,6,17,23
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,6,3,6,3,9
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,3,0,3,0,3
EL ALTO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,1068,359,1068,359,1427
EL CHORO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,0,6,0,6,6
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,12,0,12,0,12
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,19,7,19,7,26
EL TORNO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,83,12,83,12,95
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,6,1,6,1,7
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,8,16,8,16,24
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,56,0,56,0,56
ESCOMA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,2,4,2,4,6
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,5,0,5,0,5
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,0,2,0,2,2
EXALTACION,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,6,0,6,0,6
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,10,21,10,21,31
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,1,6,1,6,7
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,27,2,27,2,29
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,12,10,12,10,22
GUANAY,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,13,6,13,6,19
GUAQUI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,1,9,1,9,10
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,35,65,35,65,100
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,0,13,0,13,13
HUACARETA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,12,10,12,10,22
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,1,11,1,11,12
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,1,0,1,0,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,24,30,24,30,54
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,2,0,2,0,2
HUARINA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,4,6,4,6,10
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,3,1,3,1,4
HUMANATA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,0,11,0,11,11
ICHOCA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,0,1,0,1,1
ICLA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,4,9,4,9,13
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,14,15,14,15,29
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,2,5,2,5,7
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,13,13,13,13,26
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,15,10,15,10,25
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,19,8,19,8,27
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,71,21,71,21,92
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,110,30,110,30,140
LA PAZ,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,916,111,916,111,1027
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,4,0,4,0,4
LAJA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,22,12,22,12,34
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,4,0,4,0,4
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,36,52,36,52,88
LLICA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,7,0,7,0,7
LORETO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,7,1,7,1,8
LURIBAY,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,5,7,5,7,12
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,2,4,2,4,6
MACHARETI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,11,3,11,3,14
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,16,14,16,14,30
MAIRANA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,21,0,21,0,21
MALLA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,1,6,1,6,7
MAPIRI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,27,14,27,14,41
MECAPACA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,14,12,14,12,26
MINEROS,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,25,22,25,22,47
MIZQUE,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,18,15,18,15,33
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,9,12,9,12,21
MOJINETE,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,0,1,0,1,1
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,15,1,15,1,16
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,34,8,34,8,42
MONTERO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,123,0,123,0,123
MORO MORO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,1,2,1,2,3
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,5,23,5,23,28
NAZACARA DE PACAJES,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,4,0,4,0,4
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,1,1,1,1,2
OCURI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,10,26,10,26,36
OKINAWA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,12,11,12,11,23
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,0,8,0,8,8
ORURO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,377,30,377,30,407
PADCAYA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,18,13,18,13,31
PADILLA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,19,4,19,4,23
PAILON,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,57,0,57,0,57
PALCA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,24,2,24,2,26
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,26,16,26,16,42
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,1,6,1,6,7
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-11-01,11,1,11,1,12
