,group,variable,month,TOTAL 18.2 ANTI AMARÍLICA CANTIDAD,TOTAL 18.2 ANTI AMARÍLICA CANTIDAD,TOTALES,TOTALES,TOTALES
COIPASA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,0,3,0,3,3
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,73,12,73,12,85
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,12,1,12,1,13
COLLANA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,1,0,1,0,1
COLOMI,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,28,19,28,19,47
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,10,10,10,10,20
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,17,38,17,38,55
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,1,6,1,6,7
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,2,14,2,14,16
COMANCHE,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,4,0,4,0,4
COMARAPA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,25,16,25,16,41
COMBAYA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,2,4,2,4,6
COPACABANA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,12,9,12,9,21
CORIPATA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,21,6,21,6,27
CORO CORO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,0,5,0,5,5
COROICO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,14,11,14,11,25
CORQUE,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,6,7,6,7,13
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,13,9,13,9,22
COTOCA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,66,24,66,24,90
CRUZ DE MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,1,0,1,0,1
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,21,3,21,3,24
CUEVO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,3,6,3,6,9
CULPINA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,6,18,6,18,24
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,0,5,0,5,5
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,4,0,4,0,4
EL ALTO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,1035,369,1035,369,1404
EL CHORO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,0,10,0,10,10
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,12,0,12,0,12
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,10,17,10,17,27
EL TORNO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,86,13,86,13,99
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,6,1,6,1,7
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,6,20,6,20,26
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,56,0,56,0,56
ESCOMA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,1,2,1,2,3
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,1,7,1,7,8
EXALTACION,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,6,0,6,0,6
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,9,21,9,21,30
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,0,6,0,6,6
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,16,2,16,2,18
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,11,11,11,11,22
GUANAY,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,13,6,13,6,19
GUAQUI,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,1,9,1,9,10
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,38,60,38,60,98
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,0,15,0,15,15
HUACARETA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,12,8,12,8,20
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,1,11,1,11,12
HUANUNI,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,24,25,24,25,49
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,2,0,2,0,2
HUARINA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,6,6,6,6,12
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,3,0,3,0,3
HUMANATA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,0,11,0,11,11
ICHOCA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,0,3,0,3,3
ICLA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,4,9,4,9,13
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,9,11,9,11,20
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,0,5,0,5,5
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,10,12,10,12,22
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,10,12,10,12,22
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,15,9,15,9,24
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,67,25,67,25,92
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,129,28,129,28,157
LA PAZ,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,800,43,800,43,843
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,4,0,4,0,4
LAJA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,18,23,18,23,41
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,4,0,4,0,4
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,34,59,34,59,93
LLICA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,11,1,11,1,12
LORETO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,7,1,7,1,8
LURIBAY,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,4,9,4,9,13
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,1,12,1,12,13
MACHARETI,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,6,3,6,3,9
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,15,16,15,16,31
MAIRANA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,19,0,19,0,19
MALLA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,1,7,1,7,8
MAPIRI,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,28,8,28,8,36
MECAPACA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,10,8,10,8,18
MINEROS,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,25,22,25,22,47
MIZQUE,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,18,15,18,15,33
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,7,10,7,10,17
MOJINETE,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,0,1,0,1,1
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,13,0,13,0,13
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,36,11,36,11,47
MONTERO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,126,3,126,3,129
MORO MORO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,1,2,1,2,3
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,0,9,0,9,9
NAZACARA DE PACAJES,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,4,0,4,0,4
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,1,1,1,1,2
OCURI,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,9,32,9,32,41
OKINAWA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,12,11,12,11,23
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,0,8,0,8,8
ORURO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,321,15,321,15,336
PADCAYA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,16,10,16,10,26
PADILLA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,19,3,19,3,22
PAILON,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,57,0,57,0,57
PALCA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,34,16,34,16,50
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,33,26,33,26,59
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,3,10,3,10,13
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,11,1,11,1,12
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,1,2,1,2,3
PASORAPA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,2,1,2,1,3
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,28,4,28,4,32
PAZÑA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,0,4,0,4,4
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,3,3,3,3,6
POCOATA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,1,45,1,45,46
POCONA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,3,2,3,2,5
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,4,2,4,2,6
POOPO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,4,2,4,2,6
PORCO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,12,6,12,6,18
POROMA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,20,23,20,23,43
PORONGO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,5,13,5,13,18
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,38,6,38,6,44
PORVENIR,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,8,5,8,5,13
POTOSI,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,391,30,391,30,421
PRESTO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,1,12,1,12,13
PUCARA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,1,0,1,0,1
PUCARANI,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,20,14,20,14,34
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,1,25,1,25,26
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,2,14,2,14,16
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,1,6,1,6,7
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,5,0,5,0,5
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,20,8,20,8,28
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,3,3,3,3,6
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,3,0,3,0,3
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,18,27,18,27,45
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,75,25,75,25,100
PUNA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,3,23,3,23,26
PUNATA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,49,6,49,6,55
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,0,3,0,3,3
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,162,136,162,136,298
QUIME,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,2,10,2,10,12
RAVELO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,7,13,7,13,20
REYES,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,4,11,4,11,15
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,94,37,94,37,131
ROBORE,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,22,0,22,0,22
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,16,6,16,6,22
SABAYA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,1,0,1,0,1
SACABA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,209,10,209,10,219
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,0,4,0,4,4
SACACA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,30,21,30,21,51
SAIPINA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,2,8,2,8,10
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,4,16,4,16,20
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,11,6,11,6,17
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,5,9,5,9,14
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,2,3,2,3,5
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,5,16,5,16,21
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,38,14,38,14,52
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,5,11,5,11,16
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,22,22,22,22,44
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,25,12,25,12,37
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,62,15,62,15,77
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,0,20,0,20,20
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,13,11,13,11,24
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,3,2,3,2,5
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,22,41,22,41,63
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,9,7,9,7,16
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,53,54,53,54,107
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,0,11,0,11,11
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,25,6,25,6,31
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,34,61,34,61,95
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,11,7,11,7,18
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,17,6,17,6,23
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,1,0,1,0,1
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,15,11,15,11,26
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,23,45,23,45,68
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,2,5,2,5,7
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,4,4,4,4,8
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,0,8,0,8,8
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,5,2,5,2,7
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,1,11,1,11,12
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,6,0,6,0,6
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,31,0,31,0,31
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,1754,65,1754,65,1819
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,8,8,8,8,16
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,25,13,25,13,38
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,4,2,4,2,6
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,3,8,3,8,11
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,4,11,4,11,15
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,0,5,0,5,5
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,3,1,3,1,4
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,0,3,0,3,3
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,3,8,3,8,11
SENA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,3,2,3,2,5
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,36,10,36,10,46
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,5,28,5,28,33
SICAYA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,4,3,4,3,7
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,70,3,70,3,73
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,6,8,6,8,14
SORACACHI,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,7,3,7,3,10
SORATA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,18,26,18,26,44
SUCRE,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,584,47,584,47,631
TACACHI,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,4,3,4,3,7
TACACOMA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,2,0,2,0,2
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,0,8,0,8,8
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,6,11,6,11,17
TAHUA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,0,6,0,6,6
TAPACARI,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,31,18,31,18,49
TARABUCO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,16,14,16,14,30
TARACO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,10,3,10,3,13
TARATA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,10,0,10,0,10
TARIJA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,363,26,363,26,389
TARVITA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,11,15,11,15,26
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,2,5,2,5,7
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,12,0,12,0,12
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,9,13,9,13,22
TIPUANI,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,14,9,14,9,23
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,78,51,78,51,129
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,14,17,14,17,31
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,3,0,3,0,3
TOCO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,6,8,6,8,14
TODOS SANTOS,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,0,3,0,3,3
TOLATA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,7,6,7,6,13
TOLEDO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,3,2,3,2,5
TOMAVE,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,0,29,0,29,29
TOMINA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,6,9,6,9,15
TORO TORO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,9,16,9,16,25
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,10,0,10,0,10
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,4,12,4,12,16
TRIGAL,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,0,2,0,2,2
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,136,16,136,16,152
TUPIZA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,70,15,70,15,85
TURCO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,4,0,4,0,4
UMALA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,2,10,2,10,12
UNCIA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-11-01,5,18,5,18,23
