,group,variable,month,TOTAL 18.7 ANTIPOLIOMIELÍTICA 1RA DOSIS CANTIDAD,TOTAL 18.7 ANTIPOLIOMIELÍTICA 1RA DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,9,11,9,11,20
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,1,4,1,4,5
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,1,4,1,4,5
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,279,19,279,19,298
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,1,4,1,4,5
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,4,3,4,3,7
SUCRE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,2,2,2,2,4
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,1,0,1,0,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,1,0,1,0,1
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,0,1,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,7,0,7,0,7
UNCIA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,2,0,2,0,2
UYUNI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,3,0,3,0,3
VIACHA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,4,0,4,0,4
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,4,0,4,0,4
VILLAZON,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,1,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,3,0,3,0,3
YACUIBA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,1,0,1,0,1
YAPACANI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,0,5,0,5,5
YOCALLA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,0,6,0,6,6
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,0,1,0,1,1
