,group,variable,month,TOTAL 18.6 DPT 4TA DOSIS CANTIDAD,TOTAL 18.6 DPT 4TA DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
SORATA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-11-01,7,17,7,17,24
SUCRE,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-11-01,355,31,355,31,386
TACACHI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-11-01,0,4,0,4,4
TACACOMA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-11-01,7,0,7,0,7
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-11-01,7,17,7,17,24
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-11-01,8,5,8,5,13
TAPACARI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-11-01,16,26,16,26,42
TARABUCO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-11-01,5,13,5,13,18
TARACO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-11-01,3,1,3,1,4
TARATA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-11-01,5,0,5,0,5
TARIJA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-11-01,267,31,267,31,298
TARVITA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-11-01,10,7,10,7,17
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-11-01,4,2,4,2,6
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-11-01,4,1,4,1,5
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-11-01,20,19,20,19,39
TIPUANI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-11-01,10,2,10,2,12
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-11-01,78,21,78,21,99
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-11-01,9,17,9,17,26
TOCO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-11-01,7,4,7,4,11
TODOS SANTOS,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-11-01,0,1,0,1,1
TOLATA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-11-01,6,1,6,1,7
TOLEDO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-11-01,1,0,1,0,1
TOMAVE,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-11-01,31,20,31,20,51
TOMINA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-11-01,9,2,9,2,11
TORO TORO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-11-01,1,9,1,9,10
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-11-01,14,6,14,6,20
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-11-01,5,5,5,5,10
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-11-01,90,11,90,11,101
TUPIZA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-11-01,49,23,49,23,72
TURCO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-11-01,2,0,2,0,2
UMALA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-11-01,2,11,2,11,13
UNCIA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-11-01,2,2,2,2,4
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-11-01,10,6,10,6,16
URUBICHA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-11-01,3,5,3,5,8
UYUNI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-11-01,4,0,4,0,4
VACAS,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-11-01,1,3,1,3,4
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-11-01,13,8,13,8,21
VIACHA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-11-01,83,9,83,9,92
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-11-01,20,2,20,2,22
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-11-01,44,21,44,21,65
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-11-01,0,4,0,4,4
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-11-01,20,2,20,2,22
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-11-01,13,7,13,7,20
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-11-01,83,7,83,7,90
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-11-01,19,4,19,4,23
VILLAZON,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-11-01,68,2,68,2,70
VINTO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-11-01,54,2,54,2,56
VITICHI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-11-01,4,0,4,0,4
WARNES,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-11-01,115,1,115,1,116
YACO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-11-01,1,6,1,6,7
YACUIBA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-11-01,103,20,103,20,123
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-11-01,8,5,8,5,13
YANACACHI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-11-01,2,5,2,5,7
YAPACANI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-11-01,13,17,13,17,30
YOTALA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-11-01,2,7,2,7,9
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-11-01,1,4,1,4,5
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-11-01,10,7,10,7,17
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,5,6,5,6,11
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,9,3,9,3,12
AIQUILE,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,23,22,23,22,45
ALALAY,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,0,1,0,1,1
ALCALA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,0,2,0,2,2
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,15,0,15,0,15
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,1,0,1,0,1
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,3,1,3,1,4
ANZALDO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,0,6,0,6,6
APOLO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,15,1,15,1,16
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,2,18,2,18,20
ARANI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,1,1,1,1,2
ARBIETO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,14,6,14,6,20
ARQUE,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,7,0,7,0,7
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,41,0,41,0,41
ATOCHA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,11,7,11,7,18
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,0,1,0,1,1
AYATA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,15,0,15,0,15
AYO AYO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,8,17,8,17,25
AZURDUY,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,10,8,10,8,18
BATALLAS,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,14,7,14,7,21
BAURES,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,9,0,9,0,9
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,1,3,1,3,4
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,0,2,0,2,2
BERMEJO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,26,6,26,6,32
BETANZOS,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,17,6,17,6,23
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,4,4,4,4,8
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,0,1,0,1,1
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,4,0,4,0,4
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,15,0,15,0,15
CABEZAS,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,20,16,20,16,36
CAIROMA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,2,3,2,3,5
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,1,2,1,2,3
CAJUATA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,2,1,2,1,3
CALACOTO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,0,2,0,2,2
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,7,0,7,0,7
CAMARGO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,21,10,21,10,31
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,0,1,0,1,1
CAMIRI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,47,0,47,0,47
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,24,2,24,2,26
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,4,0,4,0,4
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,22,2,22,2,24
CARANAVI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,34,1,34,1,35
CARAPARI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,16,2,16,2,18
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,5,5,5,5,10
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,2,3,2,3,5
CATACORA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,3,1,3,1,4
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,21,6,21,6,27
CHAQUI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,3,0,3,0,3
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,3,14,3,14,17
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,2,0,2,0,2
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,1,1,1,1,2
CHIMORE,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,18,1,18,1,19
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,2,0,2,0,2
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,7,2,7,2,9
CHUMA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,2,3,2,3,5
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,2,0,2,0,2
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,10,11,10,11,21
CLIZA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,17,3,17,3,20
COBIJA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,32,8,32,8,40
COCAPATA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,3,18,3,18,21
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,647,17,647,17,664
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,39,4,39,4,43
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,7,3,7,3,10
COLLANA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,1,1,1,1,2
COLOMI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,15,4,15,4,19
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,17,27,17,27,44
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,8,0,8,0,8
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,3,4,3,4,7
COMANCHE,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,1,0,1,0,1
COMARAPA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,13,1,13,1,14
COMBAYA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,1,4,1,4,5
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,28,2,28,2,30
COPACABANA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,1,1,1,1,2
CORIPATA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,7,0,7,0,7
CORO CORO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,3,0,3,0,3
COROICO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,2,0,2,0,2
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,15,9,15,9,24
COTOCA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,28,4,28,4,32
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,28,4,28,4,32
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,0,5,0,5,5
CULPINA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,20,33,20,33,53
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,3,2,3,2,5
CURVA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,2,2,2,2,4
EL ALTO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,401,132,401,132,533
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,21,6,21,6,27
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,8,5,8,5,13
EL TORNO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,89,22,89,22,111
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,6,0,6,0,6
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,16,14,16,14,30
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,33,0,33,0,33
ESCOMA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,2,1,2,1,3
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,3,1,3,1,4
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,17,0,17,0,17
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,0,1,0,1,1
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,2,0,2,0,2
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,1,1,1,1,2
GUANAY,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,6,7,6,7,13
GUAQUI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,2,2,2,2,4
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,47,34,47,34,81
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,4,3,4,3,7
HUACARETA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,8,3,8,3,11
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,2,4,2,4,6
HUANUNI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,28,13,28,13,41
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,3,0,3,0,3
HUARINA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,3,1,3,1,4
HUMANATA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,1,1,1,1,2
ICHOCA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,3,10,3,10,13
ICLA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,6,0,6,0,6
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,13,3,13,3,16
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,6,3,6,3,9
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,14,2,14,2,16
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,6,1,6,1,7
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,32,4,32,4,36
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,96,1,96,1,97
LA PAZ,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,550,7,550,7,557
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,2,15,2,15,17
LAJA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,17,1,17,1,18
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,2,5,2,5,7
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,2,0,2,0,2
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,2,26,2,26,28
LORETO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,0,1,0,1,1
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,8,0,8,0,8
MACHARETI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,17,6,17,6,23
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,9,4,9,4,13
MAIRANA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,19,0,19,0,19
MALLA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,1,1,1,1,2
MAPIRI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,3,1,3,1,4
MECAPACA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,7,0,7,0,7
MINEROS,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,18,8,18,8,26
MIZQUE,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,18,3,18,3,21
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,1,0,1,0,1
MOJINETE,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,2,0,2,0,2
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,8,7,8,7,15
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,24,6,24,6,30
MONTERO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,146,11,146,11,157
MORO MORO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,3,0,3,0,3
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,0,2,0,2,2
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,1,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,0,3,0,3,3
OKINAWA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,21,2,21,2,23
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,5,4,5,4,9
ORURO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,304,14,304,14,318
PADCAYA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,12,4,12,4,16
PADILLA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,12,3,12,3,15
PALCA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,6,0,6,0,6
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,16,0,16,0,16
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,0,1,0,1,1
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,17,1,17,1,18
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,1,2,1,2,3
PASORAPA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,0,2,0,2,2
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,0,4,0,4,4
PAZÑA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,2,5,2,5,7
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,4,0,4,0,4
POCOATA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,3,82,3,82,85
POCONA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,3,7,3,7,10
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,15,6,15,6,21
POOPO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,8,0,8,0,8
PORCO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,1,12,1,12,13
POROMA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,13,18,13,18,31
PORONGO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,9,0,9,0,9
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,34,0,34,0,34
PORVENIR,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,0,9,0,9,9
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,2,4,2,4,6
POTOSI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,266,3,266,3,269
PRESTO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,5,4,5,4,9
PUCARA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,5,0,5,0,5
PUCARANI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,14,18,14,18,32
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,5,4,5,4,9
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,5,0,5,0,5
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,10,9,10,9,19
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,3,1,3,1,4
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,33,0,33,0,33
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,1,1,1,1,2
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,17,0,17,0,17
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,61,0,61,0,61
PUNA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,7,10,7,10,17
PUNATA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-12-01,26,1,26,1,27
