,group,variable,month,TOTAL 1810 ANTIPOLIOMIELÍTICA 4TA DOSIS CANTIDAD,TOTAL 1810 ANTIPOLIOMIELÍTICA 4TA DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
YAPACANI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-10-01,10,6,10,6,16
YOCALLA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-10-01,14,0,14,0,14
YOTALA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-10-01,4,2,4,2,6
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-10-01,2,11,2,11,13
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-10-01,2,3,2,3,5
ACACIO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,4,3,4,3,7
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,11,1,11,1,12
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,18,3,18,3,21
AIQUILE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,18,11,18,11,29
ALCALA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,1,1,1,1,2
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,17,2,17,2,19
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,8,3,8,3,11
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,1,0,1,0,1
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,0,3,0,3,3
ANZALDO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,1,5,1,5,6
APOLO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,8,2,8,2,10
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,0,2,0,2,2
ARANI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,12,12,12,12,24
ARBIETO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,15,12,15,12,27
ARQUE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,5,5,5,5,10
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,38,5,38,5,43
ATOCHA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,11,8,11,8,19
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,2,1,2,1,3
AYATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,8,1,8,1,9
AYO AYO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,1,2,1,2,3
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,15,24,15,24,39
AZURDUY,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,6,10,6,10,16
BATALLAS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,23,15,23,15,38
BAURES,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,4,8,4,8,12
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,1,0,1,0,1
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,0,1,0,1,1
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,2,0,2,0,2
BERMEJO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,27,1,27,1,28
BETANZOS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,31,12,31,12,43
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,5,3,5,3,8
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,2,1,2,1,3
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,2,1,2,1,3
CABEZAS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,18,16,18,16,34
CAIROMA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,7,0,7,0,7
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,2,5,2,5,7
CAJUATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,6,0,6,0,6
CALACOTO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,1,1,1,1,2
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,3,3,3,3,6
CAMARGO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,9,5,9,5,14
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,3,3,3,3,6
CAMIRI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,34,18,34,18,52
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,7,6,7,6,13
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,12,6,12,6,18
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,12,5,12,5,17
CARANAVI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,49,5,49,5,54
CARAPARI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,18,3,18,3,21
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,13,27,13,27,40
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,1,4,1,4,5
CATACORA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,2,0,2,0,2
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,2,0,2,0,2
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,18,6,18,6,24
CHAQUI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,1,0,1,0,1
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,2,32,2,32,34
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,6,0,6,0,6
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,6,11,6,11,17
CHIMORE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,8,1,8,1,9
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,2,0,2,0,2
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,1,1,1,1,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,15,1,15,1,16
CHUMA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,12,4,12,4,16
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,9,27,9,27,36
CLIZA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,21,2,21,2,23
COBIJA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,51,10,51,10,61
COCAPATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,21,8,21,8,29
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,531,12,531,12,543
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,37,6,37,6,43
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,13,0,13,0,13
COLLANA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,3,0,3,0,3
COLOMI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,23,4,23,4,27
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,0,3,0,3,3
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,8,28,8,28,36
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,19,0,19,0,19
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,1,10,1,10,11
COMANCHE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,11,0,11,0,11
COMARAPA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,13,1,13,1,14
COMBAYA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,0,2,0,2,2
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,0,3,0,3,3
COPACABANA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,5,7,5,7,12
CORIPATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,20,0,20,0,20
CORO CORO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,7,3,7,3,10
COROICO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,5,7,5,7,12
CORQUE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,1,0,1,0,1
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,18,7,18,7,25
COTOCA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,42,2,42,2,44
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,28,1,28,1,29
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,4,1,4,1,5
CUEVO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,3,1,3,1,4
CULPINA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,14,13,14,13,27
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,5,6,5,6,11
EL ALTO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,447,110,447,110,557
EL CHORO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,1,0,1,0,1
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,15,0,15,0,15
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,13,0,13,0,13
EL TORNO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,77,7,77,7,84
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,1,2,1,2,3
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,4,14,4,14,18
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,56,1,56,1,57
ESCOMA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,0,2,0,2,2
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,8,0,8,0,8
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,0,7,0,7,7
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,3,2,3,2,5
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,3,2,3,2,5
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,6,0,6,0,6
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,1,1,1,1,2
GUANAY,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,13,10,13,10,23
GUAQUI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,2,3,2,3,5
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,43,44,43,44,87
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,4,0,4,0,4
HUACARETA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,15,1,15,1,16
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,3,3,3,3,6
HUANUNI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,15,3,15,3,18
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,4,3,4,3,7
HUARINA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,3,3,3,3,6
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,1,2,1,2,3
HUMANATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,3,0,3,0,3
ICHOCA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,0,2,0,2,2
ICLA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,6,15,6,15,21
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,18,18,18,18,36
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,8,4,8,4,12
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,5,5,5,5,10
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,10,1,10,1,11
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,9,2,9,2,11
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,52,9,52,9,61
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,93,3,93,3,96
LA PAZ,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,487,29,487,29,516
LA RIVERA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,0,1,0,1,1
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,1,0,1,0,1
LAJA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,14,2,14,2,16
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,2,5,2,5,7
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,3,0,3,0,3
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,12,47,12,47,59
LLICA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,1,0,1,0,1
LORETO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,1,1,1,1,2
LURIBAY,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,1,0,1,0,1
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,4,1,4,1,5
MACHARETI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,16,3,16,3,19
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,11,2,11,2,13
MAIRANA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,8,0,8,0,8
MAPIRI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,22,14,22,14,36
MECAPACA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,7,5,7,5,12
MINEROS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,24,3,24,3,27
MIZQUE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,9,6,9,6,15
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,11,3,11,3,14
MOJINETE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,1,4,1,4,5
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,2,1,2,1,3
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,30,1,30,1,31
MONTERO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,125,0,125,0,125
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,2,2,2,2,4
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,1,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,5,0,5,0,5
OCURI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,5,0,5,0,5
OKINAWA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,22,3,22,3,25
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,1,5,1,5,6
ORURO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,248,10,248,10,258
PADCAYA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,18,0,18,0,18
PADILLA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,8,8,8,8,16
PAILON,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,21,0,21,0,21
PALCA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,4,0,4,0,4
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,17,3,17,3,20
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,13,0,13,0,13
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,4,3,4,3,7
PASORAPA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,3,3,3,3,6
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,0,1,0,1,1
PAZÑA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,1,4,1,4,5
POCOATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,3,7,3,7,10
POCONA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,5,1,5,1,6
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,8,6,8,6,14
POOPO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,3,2,3,2,5
POROMA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,13,25,13,25,38
PORONGO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,13,5,13,5,18
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,35,0,35,0,35
PORVENIR,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,12,0,12,0,12
POTOSI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,191,4,191,4,195
PRESTO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,6,12,6,12,18
PUCARA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,1,0,1,0,1
PUCARANI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,23,24,23,24,47
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,8,5,8,5,13
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,1,3,1,3,4
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,3,0,3,0,3
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,2,4,2,4,6
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,70,0,70,0,70
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,4,0,4,0,4
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,2,1,2,1,3
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,22,1,22,1,23
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,79,4,79,4,83
PUNA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,10,20,10,20,30
PUNATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,31,1,31,1,32
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,2,4,2,4,6
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,76,67,76,67,143
QUIME,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,2,0,2,0,2
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,2,0,2,0,2
RAVELO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,3,28,3,28,31
REYES,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,12,0,12,0,12
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,73,4,73,4,77
ROBORE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,24,0,24,0,24
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-11-01,29,14,29,14,43
