,group,variable,month,TOTAL Nº DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,TOTAL Nº DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES
MIZQUE,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,55,55
MOJOCOYA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,5,5
MONTEAGUDO,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,53,53
MONTERO,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,561,561
MOROCHATA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,8,8
NACEBE (SANTA ROSA DEL ABUNA),vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,3,3
NUEVO MANOA (NUEVA ESPERANZA),vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,1,1
OCURI,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,17,17
ORURO,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,800,800
PADCAYA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,37,37
PADILLA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,16,16
PAILON,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,72,72
PAMPA GRANDE,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,2,2
PASORAPA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,2,2
PATACAMAYA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,47,47
POCOATA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,23,23
POCONA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,1,1
POJO (CBBA),vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,10,10
POOPO,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,10,10
PORCO,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,23,23
POROMA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,17,17
PORONGO,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,7,7
PORTACHUELO,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,70,70
PORVENIR,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,10,10
POTOSI,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,399,399
PRESTO,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,8,8
PUCARANI,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,13,13
PUERTO GONZALO MORENO,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,10,10
PUERTO QUIJARRO,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,22,22
PUERTO RICO,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,17,17
PUERTO SUAREZ,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,25,25
PUERTO VILLARROEL,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,183,183
PUNA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,19,19
PUNATA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,149,149
QUILLACOLLO,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,613,613
QUIME,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,7,7
RAVELO,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,27,27
REYES,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,10,10
RIBERALTA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,522,522
ROBORE,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,28,28
RURRENABAQUE,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,44,44
SABAYA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,9,9
SACABA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,539,539
SACABAMBA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,5,5
SACACA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,21,21
SAIPINA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,12,12
SALINAS DE GARCI MENDOZA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,11,11
SAN ANTONIO DE LOMERIO,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,10,10
SAN BORJA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,67,67
SAN BUENA VENTURA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,21,21
SAN CARLOS,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,73,73
SAN IGNACIO,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,21,21
SAN IGNACIO DE VELASCO,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,154,154
SAN JAVIER(STC),vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,20,20
SAN JOSE DE CHIQUITOS,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,73,73
SAN JUAN DE YAPACANI,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,14,14
SAN JULIAN,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,3,3
SAN LORENZO(PND),vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,5,5
SAN LORENZO(TJA),vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,14,14
SAN LUCAS,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,48,48
SAN MATIAS,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,32,32
SAN MIGUEL DE VELASCO,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,25,25
SAN PEDRO DE BUENA VISTA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,10,10
SAN PEDRO(PND),vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,8,8
SAN RAFAEL,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,12,12
SAN RAMON BENI,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,19,19
SAN RAMON SCZ,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,18,18
SANTA ANA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,39,39
SANTA CRUZ DE LA SIERRA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,4855,4855
SANTA ROSA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,6,6
SANTA ROSA DEL SARA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,17,17
SANTIAGO DE HUARI,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,5,5
SANTIVAÑES,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,9,9
SANTUARIO DE QUILLACAS,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,1,1
SENA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,15,15
SHINAOTA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,17,17
SICAYA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,4,4
SIPE SIPE,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,89,89
SORACACHI,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,11,11
SORATA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,20,20
SUCRE,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,1217,1217
TAPACARI,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,8,8
TARABUCO,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,27,27
TARATA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,38,38
TARIJA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,376,376
TARVITA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,8,8
TEOPONTE,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,11,11
TIAWANACU,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,19,19
TINGUIPAYA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,16,16
TIQUIPAYA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,209,209
TIRAQUE (CBBA),vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,50,50
TOCO,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,14,14
TOLATA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,10,10
TOLEDO,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,4,4
TOMINA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,12,12
TORO TORO,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,20,20
TOTORA(CBBA),vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,57,57
TOTORA(ORR),vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,3,3
TRINIDAD,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,120,120
TUPIZA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,41,41
UNCIA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,26,26
URUBICHA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,11,11
UYUNI,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,78,78
VALLEGRANDE,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,60,60
VIACHA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,147,147
VILLA CHARCAS,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,14,14
VILLA MONTES,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,149,149
VILLA NUEVA (LOMA ALTA),vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,5,5
VILLA RIVERO,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,16,16
VILLA SERRANO,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,13,13
VILLA TUNARI,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,283,283
VILLA VACA GUZMAN (MUYUPAMPA),vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,3,3
VILLAZON,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,132,132
VINTO,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,147,147
VITICHI,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,3,3
WARNES,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,277,277
YACUIBA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,85,85
YAMPARAEZ,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,2,2
YAPACANI,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,241,241
YOTALA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,16,16
YUNCHARA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,10,10
ZUDAÑEZ,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,10,10
ACHACACHI,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,64,64
AIQUILE,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,59,59
ALCALA,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,3,3
ANCORAIMES,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,7,7
ANTEQUERA,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,3,3
APOLO,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,14,14
ARBIETO,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,18,18
ARQUE,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,6,6
ASCENCION DE GUARAYOS,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,90,90
ATOCHA,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,5,5
AYOPAYA (V. DE INDEPENDENCIA),vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,34,34
AZURDUY,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,8,8
BELLA FLOR,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,7,7
BERMEJO,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,4,4
BETANZOS,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,31,31
BOLPEBRA,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,1,1
BOYUIBE,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,7,7
BUENA VISTA,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,9,9
CABEZAS,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,31,31
"CAIZA ""D""",vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,9,9
CALAMARCA,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,18,18
CAMARGO,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,20,20
CAMATAQUI (C. VILLA ABECIA),vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,3,3
CAMIRI,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,174,174
CAPINOTA,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,77,77
CARACOLLO,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,1,1
CARANAVI,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,118,118
CARAPARI,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,6,6
CARMEN RIVERO TORREZ,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,11,11
CHALLAPATA,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,124,124
CHAQUI,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,9,9
CHARAGUA,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,51,51
CHIMORE,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,58,58
CHOQUE COTA,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,2,2
CHULUMANI (V. DE LA LIBERTAD),vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,29,29
CHUQUIHUTA AYLLU JUCUMANI,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,9,9
CKOCHAS,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,11,11
CLIZA,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,75,75
COBIJA,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,164,164
COCAPATA,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,13,13
COCHABAMBA,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,876,876
COIPASA,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,2,2
COLCAPIRHUA,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,127,127
"COLCHA ""K""",vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,1,1
COLOMI,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,15,15
COLPA BELGICA,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,13,13
COLQUECHACA,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,3,3
COMARAPA,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,46,46
CONCEPCION,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,52,52
CORIPATA,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,7,7
COROICO,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,57,57
CORQUE,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,8,8
COTAGAITA,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,6,6
COTOCA,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,158,158
CUATRO CAÑADAS,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,78,78
CULPINA,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,20,20
EL ALTO,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,2352,2352
EL PUENTE(STC),vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,12,12
EL PUENTE(TJA),vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,31,31
EL TORNO,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,184,184
ENTRE RIOS TRJ,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,40,40
ENTRE RIOS CBBA,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,97,97
ESCOMA,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,10,10
EUCALIPTUS,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,11,11
FERNANDEZ ALONSO,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,4,4
FILADELFIA,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,9,9
GRAL. J.J. PEREZ (CHARAZANI),vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,3,3
GUANAY,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,19,19
GUAQUI,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,13,13
GUAYARAMERIN,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,208,208
GUTIERREZ,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,9,9
HUACARETA,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,4,4
HUACAYA (VILLA DE HUACAYA),vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,6,6
HUACHACALLA,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,2,2
HUANUNI,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,57,57
HUAYLLAMARCA,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,1,1
ICLA,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,6,6
INCAHUASI,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,20,20
IRUPANA (VILLA DE LANZA),vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,13,13
IXIAMAS,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,10,10
LA ASUNTA,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,58,58
LA GUARDIA,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,126,126
LA PAZ,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,1442,1442
LAGUNILLAS,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,4,4
LAS CARRERAS,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,1,1
LLALLAGUA,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,220,220
MACHACAMARCA,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,5,5
MACHARETI,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,5,5
MAIRANA,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,29,29
MIZQUE,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,54,54
MOJOCOYA,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,5,5
MONTEAGUDO,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,50,50
MONTERO,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,281,281
MOROCHATA,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,15,15
NACEBE (SANTA ROSA DEL ABUNA),vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,3,3
NUEVO MANOA (NUEVA ESPERANZA),vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,5,5
OCURI,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,21,21
ORURO,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,907,907
PADCAYA,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,31,31
PADILLA,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,10,10
PAILON,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,64,64
PALOS BLANCOS,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,2,2
PASORAPA,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,1,1
PAZÑA,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,19,19
POCOATA,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,7,7
POCONA,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,2,2
PORCO,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,7,7
POROMA,vih,total no de mujeres embarazadas con prueba rapida,2015-12-01,0,10,10
