,group,variable,month,VACUNACIONES SRP,VACUNACIONES SRP,TOTALES,TOTALES,TOTALES
SAN PEDRO DE TIQUINA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,7,0,7,0,7
SAN RAFAEL,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,8,8,8,8,16
SAN RAMON,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,20,0,20,0,20
SAN RAMON,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,1,6,1,6,7
SANTA ANA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,1,4,1,4,5
SANTA CRUZ DE LA SIERRA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,1885,148,1885,148,2033
SANTA ROSA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,23,12,23,12,35
SANTA ROSA DEL SARA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,33,5,33,5,38
SANTIAGO DE CALLAPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,5,7,5,7,12
SANTIAGO DE HUARI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,1,5,1,5,6
SANTIAGO DE MACHACA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,0,10,0,10,10
SANTUARIO DE QUILLACAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,4,8,4,8,12
SAPAHAQUI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,6,15,6,15,21
SENA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,6,0,6,0,6
SICA SICA (VILLA AROMA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,15,15,15,15,30
SIPE SIPE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,64,23,64,23,87
SOPACHUY,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,4,5,4,5,9
SORACACHI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,4,13,4,13,17
SORATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,28,63,28,63,91
SUCRE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,465,84,465,84,549
TACACHI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,2,0,2,0,2
TACACOMA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,8,2,8,2,10
TACOBAMBA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,8,11,8,11,19
TACOPAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,7,7,7,7,14
TAPACARI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,28,25,28,25,53
TARABUCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,14,24,14,24,38
TARACO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,0,1,0,1,1
TARATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,14,3,14,3,17
TARIJA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,304,24,304,24,328
TARVITA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,6,21,6,21,27
TEOPONTE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,7,15,7,15,22
TIAWANACU,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,12,9,12,9,21
TINGUIPAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,9,34,9,34,43
TIPUANI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,13,2,13,2,15
TIQUIPAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,131,15,131,15,146
TIRAQUE (CBBA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,59,21,59,21,80
TOCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,1,0,1,0,1
TOLATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,6,3,6,3,9
TOLEDO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,4,0,4,0,4
TOMAVE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,7,14,7,14,21
TOMINA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,9,13,9,13,22
TORO TORO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,4,30,4,30,34
TOTORA(CBBA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,17,21,17,21,38
TOTORA(ORR),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,5,1,5,1,6
TRIGAL,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,0,3,0,3,3
TRINIDAD,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,177,15,177,15,192
TUPIZA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,50,24,50,24,74
TURCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,4,0,4,0,4
UMALA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,0,15,0,15,15
UNCIA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,15,24,15,24,39
URIONDO (A. CONCEPCION),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,16,7,16,7,23
URUBICHA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,0,12,0,12,12
UYUNI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,38,8,38,8,46
VACAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,14,10,14,10,24
VALLEGRANDE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,29,5,29,5,34
VIACHA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,72,8,72,8,80
VILA VILA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,4,6,4,6,10
VILLA MONTES,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,61,17,61,17,78
VILLA NUEVA (LOMA ALTA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,0,3,0,3,3
VILLA RIVERO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,5,0,5,0,5
VILLA SERRANO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,7,9,7,9,16
VILLA TUNARI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,86,46,86,46,132
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,15,5,15,5,20
VILLAZON,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,80,10,80,10,90
VINTO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,91,16,91,16,107
VITICHI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,12,6,12,6,18
WARNES,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,130,49,130,49,179
YACO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,7,7,7,7,14
YACUIBA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,95,75,95,75,170
YAMPARAEZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,5,6,5,6,11
YANACACHI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,12,0,12,0,12
YAPACANI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,73,45,73,45,118
YOCALLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,1,20,1,20,21
YOTALA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,9,8,9,8,17
YUNCHARA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,2,11,2,11,13
ZUDAÑEZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-10-01,9,21,9,21,30
ACACIO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,4,13,4,13,17
ACHACACHI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,51,47,51,47,98
ACHOCALLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,11,7,11,7,18
AIQUILE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,26,8,26,8,34
ALALAY,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,3,7,3,7,10
ALCALA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,1,2,1,2,3
ANCORAIMES,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,5,22,5,22,27
ANDAMARCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,2,0,2,0,2
ANTEQUERA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,6,3,6,3,9
ANZALDO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,10,12,10,12,22
APOLO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,13,12,13,12,25
ARAMPAMPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,2,5,2,5,7
ARANI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,11,8,11,8,19
ARBIETO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,1,9,1,9,10
ARQUE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,16,9,16,9,25
ASCENCION DE GUARAYOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,29,0,29,0,29
ATOCHA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,9,8,9,8,17
AUCAPATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,1,7,1,7,8
AYATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,1,12,1,12,13
AYO AYO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,12,2,12,2,14
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,17,30,17,30,47
AZURDUY,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,11,7,11,7,18
BATALLAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,17,1,17,1,18
BAURES,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,5,0,5,0,5
BELEN DE ANDAMARCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,0,1,0,1,1
BELEN DE URMIRI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,1,3,1,3,4
BELLA FLOR,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,0,1,0,1,1
BERMEJO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,47,36,47,36,83
BETANZOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,26,45,26,45,71
BOLIVAR,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,15,9,15,9,24
BOYUIBE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,0,8,0,8,8
BUENA VISTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,10,21,10,21,31
CABEZAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,26,41,26,41,67
CAIROMA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,3,8,3,8,11
"CAIZA ""D""",vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,2,8,2,8,10
CAJUATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,3,5,3,5,8
CALACOTO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,4,4,4,4,8
CALAMARCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,3,9,3,9,12
CAMARGO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,18,6,18,6,24
CAMATAQUI (C. VILLA ABECIA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,1,0,1,0,1
CAMIRI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,37,2,37,2,39
CAPINOTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,33,13,33,13,46
CAQUIAVIRI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,1,9,1,9,10
CARACOLLO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,30,15,30,15,45
CARANAVI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,84,55,84,55,139
CARAPARI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,8,22,8,22,30
CARIPUYO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,0,31,0,31,31
CARMEN RIVERO TORREZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,10,7,10,7,17
CATACORA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,2,0,2,0,2
CHACARILLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,0,2,0,2,2
CHALLAPATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,34,15,34,15,49
CHAQUI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,9,13,9,13,22
CHARAGUA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,5,9,5,9,14
CHARAÑA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,3,0,3,0,3
CHAYANTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,17,23,17,23,40
CHIMORE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,28,23,28,23,51
CHIPAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,3,0,3,0,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,20,22,20,22,42
CHUMA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,1,10,1,10,11
CLIZA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,20,15,20,15,35
COBIJA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,79,7,79,7,86
COCHABAMBA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,1038,73,1038,73,1111
COIPASA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,0,3,0,3,3
COLCAPIRHUA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,80,6,80,6,86
"COLCHA ""K""",vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,8,12,8,12,20
COLLANA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,3,4,3,4,7
COLOMI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,36,8,36,8,44
COLPA BELGICA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,6,2,6,2,8
COLQUECHACA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,23,73,23,73,96
COLQUENCHA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,10,1,10,1,11
COLQUIRI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,17,25,17,25,42
COMANCHE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,2,2,2,2,4
COMARAPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,34,5,34,5,39
COMBAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,0,10,0,10,10
CONCEPCION,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,26,6,26,6,32
COPACABANA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,20,29,20,29,49
CORIPATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,15,12,15,12,27
CORO CORO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,2,20,2,20,22
COROICO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,20,18,20,18,38
CORQUE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,6,2,6,2,8
COTAGAITA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,9,28,9,28,37
COTOCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,73,17,73,17,90
CUATRO CAÑADAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,34,20,34,20,54
CUCHUMUELA (V. G. VILLARROEL),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,0,2,0,2,2
CUEVO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,2,6,2,6,8
CULPINA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,11,16,11,16,27
CURAHUARA DE CARANGAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,8,2,8,2,10
CURVA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,0,5,0,5,5
DESAGUADERO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,8,8,8,8,16
EL ALTO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,1256,329,1256,329,1585
EL CHORO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,1,5,1,5,6
EL PUENTE(STC),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,12,6,12,6,18
EL PUENTE(TJA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,18,16,18,16,34
EL TORNO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,77,4,77,4,81
EL VILLAR,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,2,1,2,1,3
ENTRE RIOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,45,13,45,13,58
ENTRE RIOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,19,18,19,18,37
ESCARA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,0,1,0,1,1
EUCALIPTUS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,10,0,10,0,10
EUREKA (SANTOS MERCADO),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,0,1,0,1,1
EXALTACION,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,4,0,4,0,4
FERNANDEZ ALONSO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,13,1,13,1,14
FILADELFIA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,2,1,2,1,3
GENERAL SAAVEDRA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,40,15,40,15,55
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,10,22,10,22,32
GUANAY,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,6,7,6,7,13
GUAQUI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,5,6,5,6,11
GUAYARAMERIN,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,79,28,79,28,107
GUTIERREZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,13,22,13,22,35
HUACARETA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,7,0,7,0,7
HUACAYA (VILLA DE HUACAYA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,0,2,0,2,2
HUANUNI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,41,2,41,2,43
HUARACAJE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,12,0,12,0,12
HUAYLLAMARCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,5,12,5,12,17
ICHOCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,6,4,6,4,10
ICLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,11,10,11,10,21
INCAHUASI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,28,32,28,32,60
INGAVI (HUMAITA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,1,0,1,0,1
INQUISIVI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,3,23,3,23,26
IRUPANA (VILLA DE LANZA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,2,12,2,12,14
IXIAMAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,3,19,3,19,22
JESUS DE MACHACA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,7,3,7,3,10
LA ASUNTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,61,30,61,30,91
LA GUARDIA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,115,10,115,10,125
LA PAZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,1138,51,1138,51,1189
LAGUNILLAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,4,9,4,9,13
LAJA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,10,14,10,14,24
LAS CARRERAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,2,1,2,1,3
LLALLAGUA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,39,49,39,49,88
LLICA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,7,8,7,8,15
LORETO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,0,8,0,8,8
LURIBAY,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,14,2,14,2,16
MACHACAMARCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,8,1,8,1,9
MACHARETI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,9,6,9,6,15
MAGDALENA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,24,6,24,6,30
MAIRANA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,18,0,18,0,18
MALLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,0,2,0,2,2
MAPIRI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,16,14,16,14,30
MECAPACA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,14,14,14,14,28
MINEROS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,42,2,42,2,44
MIZQUE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,40,43,40,43,83
MOCOMOCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,15,15,15,15,30
MOJINETE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,2,3,2,3,5
MOJOCOYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,7,11,7,11,18
MONTEAGUDO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,36,10,36,10,46
MONTERO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,169,33,169,33,202
MORO MORO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,0,1,0,1,1
MOROCHATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,25,81,25,81,106
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,3,1,3,1,4
NAZACARA DE PACAJES,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,0,2,0,2,2
OCURI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,18,53,18,53,71
OKINAWA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,21,14,21,14,35
OMEREQUE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,3,1,3,1,4
ORURO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,422,25,422,25,447
PADCAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,14,41,14,41,55
PADILLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,16,4,16,4,20
PAILON,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,31,7,31,7,38
PALCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,8,14,8,14,22
PALOS BLANCOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,36,15,36,15,51
PAMPA AULLAGAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,4,2,4,2,6
PAMPA GRANDE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,17,13,17,13,30
PAPEL PAMPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,3,2,3,2,5
PASORAPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,0,2,0,2,2
PATACAMAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,22,37,22,37,59
PAZÑA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,9,2,9,2,11
PELECHUCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,8,6,8,6,14
POCOATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,5,53,5,53,58
POCONA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,15,18,15,18,33
POJO (CBBA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,13,16,13,16,29
POOPO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,9,8,9,8,17
PORCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,11,5,11,5,16
POROMA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,22,25,22,25,47
PORONGO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,10,17,10,17,27
PORTACHUELO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-11-01,53,5,53,5,58
