,group,variable,month,VACUNACIONES FIEBRE AMARILLA,VACUNACIONES FIEBRE AMARILLA,TOTALES,TOTALES,TOTALES
EXALTACION,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,8,0,8,0,8
FERNANDEZ ALONSO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,0,10,0,10,10
FILADELFIA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,0,6,0,6,6
GENERAL SAAVEDRA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,5,0,5,0,5
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,11,14,11,14,25
GUANAY,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,10,8,10,8,18
GUAQUI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,0,9,0,9,9
GUAYARAMERIN,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,23,17,23,17,40
GUTIERREZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,6,10,6,10,16
HUACARETA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,5,18,5,18,23
HUARACAJE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,4,0,4,0,4
HUAYLLAMARCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,2,4,2,4,6
ICHOCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,6,3,6,3,9
ICLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,4,13,4,13,17
INCAHUASI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,26,19,26,19,45
INQUISIVI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,2,25,2,25,27
IRUPANA (VILLA DE LANZA),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,0,10,0,10,10
IXIAMAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,19,14,19,14,33
JESUS DE MACHACA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,24,3,24,3,27
LA ASUNTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,18,29,18,29,47
LA PAZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,1024,116,1024,116,1140
LAGUNILLAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,1,4,1,4,5
LAJA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,3,21,3,21,24
LAS CARRERAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,4,1,4,1,5
LICOMA PAMPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,1,3,1,3,4
LLICA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,1,2,1,2,3
LURIBAY,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,6,3,6,3,9
MACHARETI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,2,5,2,5,7
MAGDALENA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,2,3,2,3,5
MALLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,0,7,0,7,7
MAPIRI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,5,17,5,17,22
MECAPACA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,0,5,0,5,5
MINEROS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,2,0,2,0,2
MIZQUE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,29,31,29,31,60
MOCOMOCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,0,11,0,11,11
MOJINETE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,1,0,1,0,1
MOJOCOYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,7,3,7,3,10
MONTEAGUDO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,17,30,17,30,47
MONTERO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,64,29,64,29,93
MOROCHATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,11,19,11,19,30
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,2,2,2,2,4
OCURI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,11,48,11,48,59
OKINAWA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,14,7,14,7,21
OMEREQUE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,2,14,2,14,16
ORURO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,24,4,24,4,28
PADCAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,4,13,4,13,17
PADILLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,12,10,12,10,22
PAILON,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,0,7,0,7,7
PALCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,1,11,1,11,12
PALOS BLANCOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,13,11,13,11,24
PAPEL PAMPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,3,8,3,8,11
PASORAPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,2,1,2,1,3
PATACAMAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,37,11,37,11,48
PELECHUCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,4,7,4,7,11
POCOATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,5,36,5,36,41
POCONA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,12,8,12,8,20
POJO (CBBA),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,11,4,11,4,15
PORCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,13,10,13,10,23
POROMA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,3,15,3,15,18
PORONGO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,7,8,7,8,15
POSTRER VALLE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,1,1,1,1,2
POTOSI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,194,25,194,25,219
PRESTO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,6,12,6,12,18
PUCARANI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,13,55,13,55,68
PUERTO ACOSTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,1,33,1,33,34
PUERTO CARABUCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,6,14,6,14,20
PUERTO GONZALO MORENO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,0,15,0,15,15
PUERTO PEREZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,0,4,0,4,4
PUERTO QUIJARRO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,11,28,11,28,39
PUERTO SILES,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,7,0,7,0,7
PUERTO VILLARROEL,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,65,16,65,16,81
PUNA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,24,42,24,42,66
PUNATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,39,2,39,2,41
QUIABAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,1,1,1,1,2
QUILLACOLLO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,20,0,20,0,20
QUIME,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,0,12,0,12,12
RAVELO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,10,14,10,14,24
REYES,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,1,7,1,7,8
RIBERALTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,196,67,196,67,263
ROBORE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,22,0,22,0,22
RURRENABAQUE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,26,15,26,15,41
SABAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,2,0,2,0,2
SACABA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,34,44,34,44,78
SACABAMBA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,0,1,0,1,1
SACACA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,8,29,8,29,37
SALINAS DE GARCI MENDOZA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,6,6,6,6,12
SAMAIPATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,1,1,1,1,2
SAN AGUSTIN,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,8,0,8,0,8
SAN ANDRES,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,5,27,5,27,32
SAN ANDRES DE MACHACA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,3,0,3,0,3
SAN ANTONIO DE ESMORUCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,5,2,5,2,7
SAN ANTONIO DE LOMERIO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,4,6,4,6,10
SAN BENITO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,7,5,7,5,12
SAN BORJA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,0,2,0,2,2
SAN BUENA VENTURA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,6,11,6,11,17
SAN IGNACIO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,5,13,5,13,18
SAN JAVIER(BNI),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,1,4,1,4,5
SAN JOAQUIN,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,2,0,2,0,2
SAN JUAN DE YAPACANI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,0,1,0,1,1
SAN JULIAN,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,59,76,59,76,135
SAN LORENZO(TJA),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,7,11,7,11,18
SAN LUCAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,11,28,11,28,39
SAN MATIAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,11,5,11,5,16
SAN PABLO DE LIPEZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,4,0,4,0,4
SAN PEDRO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,10,9,10,9,19
SAN PEDRO DE BUENA VISTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,12,44,12,44,56
SAN PEDRO DE CURAHUARA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,0,18,0,18,18
SAN PEDRO DE QUEMES,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,2,0,2,0,2
SAN RAMON,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,17,0,17,0,17
SAN RAMON,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,1,6,1,6,7
SANTA ANA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,0,4,0,4,4
SANTA CRUZ DE LA SIERRA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,458,79,458,79,537
SANTA ROSA DEL SARA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,5,1,5,1,6
SANTIAGO DE CALLAPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,5,8,5,8,13
SANTIAGO DE HUARI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,3,4,3,4,7
SANTIAGO DE MACHACA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,0,10,0,10,10
SANTUARIO DE QUILLACAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,3,6,3,6,9
SAPAHAQUI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,1,15,1,15,16
SICA SICA (VILLA AROMA),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,17,39,17,39,56
SIPE SIPE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,33,8,33,8,41
SOPACHUY,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,0,2,0,2,2
SORACACHI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,0,4,0,4,4
SORATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,26,53,26,53,79
SUCRE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,265,69,265,69,334
TACACHI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,0,4,0,4,4
TACACOMA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,4,2,4,2,6
TACOBAMBA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,4,13,4,13,17
TACOPAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,5,6,5,6,11
TAPACARI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,17,18,17,18,35
TARABUCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,9,23,9,23,32
TARACO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,0,1,0,1,1
TARIJA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,131,13,131,13,144
TARVITA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,7,20,7,20,27
TEOPONTE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,6,18,6,18,24
TIAWANACU,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,7,11,7,11,18
TINGUIPAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,6,41,6,41,47
TIPUANI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,16,3,16,3,19
TIQUIPAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,9,0,9,0,9
TIRAQUE (CBBA),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,47,17,47,17,64
TITO YUPANQUI (PARQUIPUJIO),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,1,0,1,0,1
TOLATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,0,1,0,1,1
TOMAVE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,1,12,1,12,13
TOMINA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,10,7,10,7,17
TORO TORO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,3,33,3,33,36
TOTORA(CBBA),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,0,15,0,15,15
TOTORA(ORR),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,3,3,3,3,6
TRIGAL,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,0,4,0,4,4
TRINIDAD,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,44,8,44,8,52
TUPIZA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,69,15,69,15,84
TURCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,1,0,1,0,1
UMALA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,0,14,0,14,14
UNCIA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,1,20,1,20,21
URIONDO (A. CONCEPCION),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,10,9,10,9,19
URUBICHA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,0,12,0,12,12
UYUNI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,19,5,19,5,24
VACAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,11,15,11,15,26
VALLEGRANDE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,20,2,20,2,22
VIACHA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,15,16,15,16,31
VILA VILA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,0,6,0,6,6
VILLA MONTES,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,15,10,15,10,25
VILLA NUEVA (LOMA ALTA),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,0,3,0,3,3
VILLA SERRANO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,5,11,5,11,16
VILLA TUNARI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,70,47,70,47,117
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,7,5,7,5,12
VINTO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,39,24,39,24,63
VITICHI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,12,7,12,7,19
WARNES,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,2,9,2,9,11
YACO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,7,7,7,7,14
YACUIBA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,99,23,99,23,122
YAMPARAEZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,4,5,4,5,9
YANACACHI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,4,0,4,0,4
YAPACANI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,2,7,2,7,9
YOCALLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,2,24,2,24,26
YOTALA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,2,7,2,7,9
YUNCHARA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,2,6,2,6,8
ZUDAÑEZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-10-01,11,23,11,23,34
ACACIO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-11-01,4,20,4,20,24
ACHACACHI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-11-01,20,34,20,34,54
ACHOCALLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-11-01,1,3,1,3,4
AIQUILE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-11-01,20,4,20,4,24
ALALAY,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-11-01,3,9,3,9,12
ANCORAIMES,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-11-01,2,21,2,21,23
ANDAMARCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-11-01,2,0,2,0,2
ANTEQUERA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-11-01,3,2,3,2,5
ANZALDO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-11-01,3,0,3,0,3
APOLO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-11-01,14,11,14,11,25
ARAMPAMPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-11-01,1,4,1,4,5
ARQUE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-11-01,7,10,7,10,17
AUCAPATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-11-01,0,1,0,1,1
AYATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-11-01,0,12,0,12,12
AYO AYO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-11-01,9,21,9,21,30
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-11-01,17,29,17,29,46
AZURDUY,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-11-01,9,12,9,12,21
BATALLAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-11-01,16,1,16,1,17
BERMEJO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-11-01,2,5,2,5,7
BETANZOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-11-01,1,46,1,46,47
BOLIVAR,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-11-01,2,24,2,24,26
BOLPEBRA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-11-01,0,1,0,1,1
BOYUIBE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-11-01,0,8,0,8,8
BUENA VISTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-11-01,2,5,2,5,7
CABEZAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-11-01,1,0,1,0,1
CAIROMA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-11-01,3,8,3,8,11
"CAIZA ""D""",vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-11-01,0,5,0,5,5
CAJUATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-11-01,4,1,4,1,5
CALACOTO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-11-01,0,2,0,2,2
CALAMARCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-11-01,9,15,9,15,24
CAMARGO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-11-01,8,3,8,3,11
CAMATAQUI (C. VILLA ABECIA),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-11-01,1,0,1,0,1
CAPINOTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-11-01,7,0,7,0,7
CAQUIAVIRI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-11-01,1,11,1,11,12
CARACOLLO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-11-01,0,2,0,2,2
CARANAVI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-11-01,9,33,9,33,42
CARAPARI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-11-01,1,13,1,13,14
CARIPUYO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-11-01,0,33,0,33,33
CARMEN RIVERO TORREZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-11-01,4,0,4,0,4
CHACARILLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-11-01,0,1,0,1,1
CHALLAPATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-11-01,1,6,1,6,7
CHAQUI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2009-11-01,6,10,6,10,16
