,group,variable,month,PERSONAS DE 60 AÑOS Y MÁS NUEVOS,PERSONAS DE 60 AÑOS Y MÁS NUEVOS,PERSONAS DE 60 AÑOS Y MÁS REPETIDOS,PERSONAS DE 60 AÑOS Y MÁS REPETIDOS,TOTALES,TOTALES,TOTALES
CAMIRI,consulta externa,personas de 60 anos y mas,2009-11-01,255,318,37,42,292,360,652
CAPINOTA,consulta externa,personas de 60 anos y mas,2009-11-01,82,119,31,29,113,148,261
CAQUIAVIRI,consulta externa,personas de 60 anos y mas,2009-11-01,56,57,1,1,57,58,115
CARACOLLO,consulta externa,personas de 60 anos y mas,2009-11-01,93,61,11,4,104,65,169
CARANAVI,consulta externa,personas de 60 anos y mas,2009-11-01,164,112,9,8,173,120,293
CARANGAS,consulta externa,personas de 60 anos y mas,2009-11-01,4,9,2,2,6,11,17
CARAPARI,consulta externa,personas de 60 anos y mas,2009-11-01,73,60,0,0,73,60,133
CARIPUYO,consulta externa,personas de 60 anos y mas,2009-11-01,17,37,0,1,17,38,55
CARMEN RIVERO TORREZ,consulta externa,personas de 60 anos y mas,2009-11-01,17,25,1,2,18,27,45
CATACORA,consulta externa,personas de 60 anos y mas,2009-11-01,11,9,2,2,13,11,24
CHACARILLA,consulta externa,personas de 60 anos y mas,2009-11-01,7,10,0,0,7,10,17
CHALLAPATA,consulta externa,personas de 60 anos y mas,2009-11-01,138,153,44,41,182,194,376
CHAQUI,consulta externa,personas de 60 anos y mas,2009-11-01,62,89,0,2,62,91,153
CHARAGUA,consulta externa,personas de 60 anos y mas,2009-11-01,113,167,11,17,124,184,308
CHARAÑA,consulta externa,personas de 60 anos y mas,2009-11-01,11,25,0,1,11,26,37
CHAYANTA,consulta externa,personas de 60 anos y mas,2009-11-01,54,138,0,5,54,143,197
CHIMORE,consulta externa,personas de 60 anos y mas,2009-11-01,66,44,3,5,69,49,118
CHIPAYA,consulta externa,personas de 60 anos y mas,2009-11-01,7,2,5,2,12,4,16
CHOQUE COTA,consulta externa,personas de 60 anos y mas,2009-11-01,17,19,1,0,18,19,37
CHULUMANI (V. DE LA LIBERTAD),consulta externa,personas de 60 anos y mas,2009-11-01,115,104,26,30,141,134,275
CHUMA,consulta externa,personas de 60 anos y mas,2009-11-01,49,95,8,7,57,102,159
CLIZA,consulta externa,personas de 60 anos y mas,2009-11-01,107,139,18,37,125,176,301
COBIJA,consulta externa,personas de 60 anos y mas,2009-11-01,132,195,67,134,199,329,528
COCHABAMBA,consulta externa,personas de 60 anos y mas,2009-11-01,5164,6948,6351,8964,11515,15912,27427
COIPASA,consulta externa,personas de 60 anos y mas,2009-11-01,2,4,0,0,2,4,6
COLCAPIRHUA,consulta externa,personas de 60 anos y mas,2009-11-01,110,80,161,96,271,176,447
"COLCHA ""K""",consulta externa,personas de 60 anos y mas,2009-11-01,52,79,4,3,56,82,138
COLLANA,consulta externa,personas de 60 anos y mas,2009-11-01,28,18,14,18,42,36,78
COLOMI,consulta externa,personas de 60 anos y mas,2009-11-01,7,14,0,1,7,15,22
COLPA BELGICA,consulta externa,personas de 60 anos y mas,2009-11-01,103,96,116,70,219,166,385
COLQUECHACA,consulta externa,personas de 60 anos y mas,2009-11-01,90,138,3,1,93,139,232
COLQUENCHA,consulta externa,personas de 60 anos y mas,2009-11-01,83,120,8,23,91,143,234
COLQUIRI,consulta externa,personas de 60 anos y mas,2009-11-01,56,61,1,4,57,65,122
COMANCHE,consulta externa,personas de 60 anos y mas,2009-11-01,35,39,9,14,44,53,97
COMARAPA,consulta externa,personas de 60 anos y mas,2009-11-01,113,163,10,21,123,184,307
COMBAYA,consulta externa,personas de 60 anos y mas,2009-11-01,32,37,2,5,34,42,76
CONCEPCION,consulta externa,personas de 60 anos y mas,2009-11-01,46,49,3,3,49,52,101
COPACABANA,consulta externa,personas de 60 anos y mas,2009-11-01,38,69,20,22,58,91,149
CORIPATA,consulta externa,personas de 60 anos y mas,2009-11-01,72,53,5,8,77,61,138
CORO CORO,consulta externa,personas de 60 anos y mas,2009-11-01,64,33,0,0,64,33,97
COROICO,consulta externa,personas de 60 anos y mas,2009-11-01,102,92,77,76,179,168,347
CORQUE,consulta externa,personas de 60 anos y mas,2009-11-01,78,55,12,2,90,57,147
COTAGAITA,consulta externa,personas de 60 anos y mas,2009-11-01,144,346,4,4,148,350,498
COTOCA,consulta externa,personas de 60 anos y mas,2009-11-01,118,125,16,41,134,166,300
CUATRO CAÑADAS,consulta externa,personas de 60 anos y mas,2009-11-01,38,37,0,3,38,40,78
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 60 anos y mas,2009-11-01,22,15,1,6,23,21,44
CUEVO,consulta externa,personas de 60 anos y mas,2009-11-01,46,78,4,14,50,92,142
CULPINA,consulta externa,personas de 60 anos y mas,2009-11-01,100,177,1,1,101,178,279
CURAHUARA DE CARANGAS,consulta externa,personas de 60 anos y mas,2009-11-01,38,42,0,1,38,43,81
CURVA,consulta externa,personas de 60 anos y mas,2009-11-01,11,18,0,0,11,18,29
DESAGUADERO,consulta externa,personas de 60 anos y mas,2009-11-01,22,18,1,1,23,19,42
EL ALTO,consulta externa,personas de 60 anos y mas,2009-11-01,2763,3217,1418,1510,4181,4727,8908
EL CHORO,consulta externa,personas de 60 anos y mas,2009-11-01,30,31,3,1,33,32,65
EL PUENTE(STC),consulta externa,personas de 60 anos y mas,2009-11-01,41,46,2,3,43,49,92
EL PUENTE(TJA),consulta externa,personas de 60 anos y mas,2009-11-01,61,118,14,61,75,179,254
EL TORNO,consulta externa,personas de 60 anos y mas,2009-11-01,403,372,385,342,788,714,1502
EL VILLAR,consulta externa,personas de 60 anos y mas,2009-11-01,68,88,2,1,70,89,159
ENTRE RIOS,consulta externa,personas de 60 anos y mas,2009-11-01,39,33,1,1,40,34,74
ENTRE RIOS,consulta externa,personas de 60 anos y mas,2009-11-01,117,128,5,5,122,133,255
ESCARA,consulta externa,personas de 60 anos y mas,2009-11-01,4,3,0,0,4,3,7
ESMERALDA,consulta externa,personas de 60 anos y mas,2009-11-01,10,9,0,0,10,9,19
EUCALIPTUS,consulta externa,personas de 60 anos y mas,2009-11-01,38,31,2,6,40,37,77
EUREKA (SANTOS MERCADO),consulta externa,personas de 60 anos y mas,2009-11-01,7,5,0,0,7,5,12
EXALTACION,consulta externa,personas de 60 anos y mas,2009-11-01,6,4,0,0,6,4,10
FERNANDEZ ALONSO,consulta externa,personas de 60 anos y mas,2009-11-01,54,44,1,4,55,48,103
FILADELFIA,consulta externa,personas de 60 anos y mas,2009-11-01,13,9,0,3,13,12,25
GENERAL SAAVEDRA,consulta externa,personas de 60 anos y mas,2009-11-01,37,28,3,2,40,30,70
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 60 anos y mas,2009-11-01,63,66,3,8,66,74,140
GUANAY,consulta externa,personas de 60 anos y mas,2009-11-01,135,115,1,2,136,117,253
GUAQUI,consulta externa,personas de 60 anos y mas,2009-11-01,55,84,3,5,58,89,147
GUAYARAMERIN,consulta externa,personas de 60 anos y mas,2009-11-01,797,685,293,312,1090,997,2087
GUTIERREZ,consulta externa,personas de 60 anos y mas,2009-11-01,73,91,3,8,76,99,175
HUACARETA,consulta externa,personas de 60 anos y mas,2009-11-01,49,81,15,8,64,89,153
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 60 anos y mas,2009-11-01,15,38,0,0,15,38,53
HUACHACALLA,consulta externa,personas de 60 anos y mas,2009-11-01,25,18,2,2,27,20,47
HUANUNI,consulta externa,personas de 60 anos y mas,2009-11-01,147,126,74,82,221,208,429
HUARACAJE,consulta externa,personas de 60 anos y mas,2009-11-01,10,7,1,0,11,7,18
HUAYLLAMARCA,consulta externa,personas de 60 anos y mas,2009-11-01,42,50,1,0,43,50,93
ICHOCA,consulta externa,personas de 60 anos y mas,2009-11-01,22,15,0,0,22,15,37
ICLA,consulta externa,personas de 60 anos y mas,2009-11-01,48,126,1,7,49,133,182
INCAHUASI,consulta externa,personas de 60 anos y mas,2009-11-01,156,236,4,2,160,238,398
INGAVI (HUMAITA),consulta externa,personas de 60 anos y mas,2009-11-01,9,3,0,0,9,3,12
INQUISIVI,consulta externa,personas de 60 anos y mas,2009-11-01,23,35,0,0,23,35,58
IRUPANA (VILLA DE LANZA),consulta externa,personas de 60 anos y mas,2009-11-01,104,123,31,41,135,164,299
IXIAMAS,consulta externa,personas de 60 anos y mas,2009-11-01,17,12,1,0,18,12,30
JESUS DE MACHACA,consulta externa,personas de 60 anos y mas,2009-11-01,238,279,56,68,294,347,641
LA ASUNTA,consulta externa,personas de 60 anos y mas,2009-11-01,51,41,6,4,57,45,102
LA GUARDIA,consulta externa,personas de 60 anos y mas,2009-11-01,219,226,32,26,251,252,503
LA PAZ,consulta externa,personas de 60 anos y mas,2009-11-01,8024,10135,9427,13247,17451,23382,40833
LA RIVERA,consulta externa,personas de 60 anos y mas,2009-11-01,0,4,0,0,0,4,4
LAGUNILLAS,consulta externa,personas de 60 anos y mas,2009-11-01,56,68,4,4,60,72,132
LAJA,consulta externa,personas de 60 anos y mas,2009-11-01,69,69,16,14,85,83,168
LAS CARRERAS,consulta externa,personas de 60 anos y mas,2009-11-01,42,66,8,6,50,72,122
LICOMA PAMPA,consulta externa,personas de 60 anos y mas,2009-11-01,33,27,3,4,36,31,67
LLALLAGUA,consulta externa,personas de 60 anos y mas,2009-11-01,88,145,14,4,102,149,251
LLICA,consulta externa,personas de 60 anos y mas,2009-11-01,48,56,9,10,57,66,123
LORETO,consulta externa,personas de 60 anos y mas,2009-11-01,20,16,0,0,20,16,36
LURIBAY,consulta externa,personas de 60 anos y mas,2009-11-01,71,86,1,2,72,88,160
MACHACAMARCA,consulta externa,personas de 60 anos y mas,2009-11-01,44,63,7,17,51,80,131
MACHARETI,consulta externa,personas de 60 anos y mas,2009-11-01,81,97,5,0,86,97,183
MAGDALENA,consulta externa,personas de 60 anos y mas,2009-11-01,17,19,60,110,77,129,206
MAIRANA,consulta externa,personas de 60 anos y mas,2009-11-01,51,60,1,3,52,63,115
MALLA,consulta externa,personas de 60 anos y mas,2009-11-01,14,5,0,0,14,5,19
MAPIRI,consulta externa,personas de 60 anos y mas,2009-11-01,23,23,0,0,23,23,46
MECAPACA,consulta externa,personas de 60 anos y mas,2009-11-01,47,31,13,9,60,40,100
MINEROS,consulta externa,personas de 60 anos y mas,2009-11-01,30,13,1,0,31,13,44
MIZQUE,consulta externa,personas de 60 anos y mas,2009-11-01,63,90,3,5,66,95,161
MOCOMOCO,consulta externa,personas de 60 anos y mas,2009-11-01,70,59,14,19,84,78,162
MOJINETE,consulta externa,personas de 60 anos y mas,2009-11-01,0,11,0,0,0,11,11
MOJOCOYA,consulta externa,personas de 60 anos y mas,2009-11-01,52,64,6,16,58,80,138
MONTEAGUDO,consulta externa,personas de 60 anos y mas,2009-11-01,1465,607,92,146,1557,753,2310
MONTERO,consulta externa,personas de 60 anos y mas,2009-11-01,471,547,271,539,742,1086,1828
MORO MORO,consulta externa,personas de 60 anos y mas,2009-11-01,31,58,6,13,37,71,108
MOROCHATA,consulta externa,personas de 60 anos y mas,2009-11-01,43,49,0,3,43,52,95
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 60 anos y mas,2009-11-01,14,8,3,0,17,8,25
NAZACARA DE PACAJES,consulta externa,personas de 60 anos y mas,2009-11-01,1,1,0,0,1,1,2
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 60 anos y mas,2009-11-01,9,8,0,0,9,8,17
OCURI,consulta externa,personas de 60 anos y mas,2009-11-01,42,68,0,0,42,68,110
OKINAWA,consulta externa,personas de 60 anos y mas,2009-11-01,69,64,89,74,158,138,296
OMEREQUE,consulta externa,personas de 60 anos y mas,2009-11-01,27,36,3,2,30,38,68
ORURO,consulta externa,personas de 60 anos y mas,2009-11-01,3252,3446,1780,2027,5032,5473,10505
PADCAYA,consulta externa,personas de 60 anos y mas,2009-11-01,55,77,1,5,56,82,138
PADILLA,consulta externa,personas de 60 anos y mas,2009-11-01,187,273,29,47,216,320,536
PAILON,consulta externa,personas de 60 anos y mas,2009-11-01,28,24,3,2,31,26,57
PALCA,consulta externa,personas de 60 anos y mas,2009-11-01,59,54,6,6,65,60,125
PALOS BLANCOS,consulta externa,personas de 60 anos y mas,2009-11-01,67,52,222,9,289,61,350
PAMPA AULLAGAS,consulta externa,personas de 60 anos y mas,2009-11-01,14,15,0,0,14,15,29
PAMPA GRANDE,consulta externa,personas de 60 anos y mas,2009-11-01,25,28,1,2,26,30,56
PAPEL PAMPA,consulta externa,personas de 60 anos y mas,2009-11-01,54,71,1,4,55,75,130
PASORAPA,consulta externa,personas de 60 anos y mas,2009-11-01,20,37,0,1,20,38,58
PATACAMAYA,consulta externa,personas de 60 anos y mas,2009-11-01,100,72,0,0,100,72,172
PAZÑA,consulta externa,personas de 60 anos y mas,2009-11-01,25,28,11,1,36,29,65
PELECHUCO,consulta externa,personas de 60 anos y mas,2009-11-01,21,10,0,0,21,10,31
POCOATA,consulta externa,personas de 60 anos y mas,2009-11-01,85,71,1,1,86,72,158
POCONA,consulta externa,personas de 60 anos y mas,2009-11-01,26,61,0,1,26,62,88
POJO (CBBA),consulta externa,personas de 60 anos y mas,2009-11-01,17,27,0,0,17,27,44
POOPO,consulta externa,personas de 60 anos y mas,2009-11-01,59,54,26,18,85,72,157
PORCO,consulta externa,personas de 60 anos y mas,2009-11-01,18,33,2,1,20,34,54
POROMA,consulta externa,personas de 60 anos y mas,2009-11-01,87,75,2,6,89,81,170
PORONGO,consulta externa,personas de 60 anos y mas,2009-11-01,21,28,4,7,25,35,60
PORTACHUELO,consulta externa,personas de 60 anos y mas,2009-11-01,174,166,53,46,227,212,439
PORVENIR,consulta externa,personas de 60 anos y mas,2009-11-01,17,7,0,0,17,7,24
POSTRER VALLE,consulta externa,personas de 60 anos y mas,2009-11-01,46,52,3,2,49,54,103
POTOSI,consulta externa,personas de 60 anos y mas,2009-11-01,1950,1975,1450,1687,3400,3662,7062
PRESTO,consulta externa,personas de 60 anos y mas,2009-11-01,48,73,0,0,48,73,121
PUCARA,consulta externa,personas de 60 anos y mas,2009-11-01,35,42,1,0,36,42,78
PUCARANI,consulta externa,personas de 60 anos y mas,2009-11-01,137,166,24,13,161,179,340
PUERTO ACOSTA,consulta externa,personas de 60 anos y mas,2009-11-01,100,127,29,29,129,156,285
PUERTO CARABUCO,consulta externa,personas de 60 anos y mas,2009-11-01,46,57,15,7,61,64,125
PUERTO GONZALO MORENO,consulta externa,personas de 60 anos y mas,2009-11-01,27,7,1,1,28,8,36
PUERTO PEREZ,consulta externa,personas de 60 anos y mas,2009-11-01,47,53,1,1,48,54,102
PUERTO QUIJARRO,consulta externa,personas de 60 anos y mas,2009-11-01,68,55,2,2,70,57,127
PUERTO RICO,consulta externa,personas de 60 anos y mas,2009-11-01,40,26,6,5,46,31,77
PUERTO SILES,consulta externa,personas de 60 anos y mas,2009-11-01,3,0,1,0,4,0,4
PUERTO SUAREZ,consulta externa,personas de 60 anos y mas,2009-11-01,42,75,2,6,44,81,125
PUERTO VILLARROEL,consulta externa,personas de 60 anos y mas,2009-11-01,144,142,16,7,160,149,309
PUNA,consulta externa,personas de 60 anos y mas,2009-11-01,280,479,11,29,291,508,799
PUNATA,consulta externa,personas de 60 anos y mas,2009-11-01,142,228,74,116,216,344,560
QUIABAYA,consulta externa,personas de 60 anos y mas,2009-11-01,51,42,3,0,54,42,96
QUILLACOLLO,consulta externa,personas de 60 anos y mas,2009-11-01,567,739,390,576,957,1315,2272
QUIME,consulta externa,personas de 60 anos y mas,2009-11-01,65,53,6,0,71,53,124
QUIRUSILLAS,consulta externa,personas de 60 anos y mas,2009-11-01,15,21,5,10,20,31,51
RAVELO,consulta externa,personas de 60 anos y mas,2009-11-01,111,225,0,0,111,225,336
REYES,consulta externa,personas de 60 anos y mas,2009-11-01,95,103,59,58,154,161,315
RIBERALTA,consulta externa,personas de 60 anos y mas,2009-11-01,425,427,36,41,461,468,929
ROBORE,consulta externa,personas de 60 anos y mas,2009-11-01,183,189,21,25,204,214,418
RURRENABAQUE,consulta externa,personas de 60 anos y mas,2009-11-01,10,9,0,2,10,11,21
SABAYA,consulta externa,personas de 60 anos y mas,2009-11-01,32,53,2,0,34,53,87
SACABA,consulta externa,personas de 60 anos y mas,2009-11-01,266,324,155,191,421,515,936
SACABAMBA,consulta externa,personas de 60 anos y mas,2009-11-01,23,56,2,0,25,56,81
SACACA,consulta externa,personas de 60 anos y mas,2009-11-01,38,82,3,2,41,84,125
SAIPINA,consulta externa,personas de 60 anos y mas,2009-11-01,42,67,19,27,61,94,155
SALINAS DE GARCI MENDOZA,consulta externa,personas de 60 anos y mas,2009-11-01,41,47,2,2,43,49,92
SAMAIPATA,consulta externa,personas de 60 anos y mas,2009-11-01,56,61,1,1,57,62,119
SAN AGUSTIN,consulta externa,personas de 60 anos y mas,2009-11-01,8,19,2,0,10,19,29
SAN ANDRES,consulta externa,personas de 60 anos y mas,2009-11-01,4,12,1,3,5,15,20
SAN ANDRES DE MACHACA,consulta externa,personas de 60 anos y mas,2009-11-01,92,109,3,8,95,117,212
SAN ANTONIO DE ESMORUCO,consulta externa,personas de 60 anos y mas,2009-11-01,9,14,0,1,9,15,24
SAN ANTONIO DE LOMERIO,consulta externa,personas de 60 anos y mas,2009-11-01,36,42,0,0,36,42,78
SAN BENITO,consulta externa,personas de 60 anos y mas,2009-11-01,38,92,16,55,54,147,201
SAN BORJA,consulta externa,personas de 60 anos y mas,2009-11-01,145,197,67,93,212,290,502
SAN BUENA VENTURA,consulta externa,personas de 60 anos y mas,2009-11-01,47,36,3,6,50,42,92
SAN CARLOS,consulta externa,personas de 60 anos y mas,2009-11-01,171,155,11,7,182,162,344
SAN IGNACIO,consulta externa,personas de 60 anos y mas,2009-11-01,129,162,64,70,193,232,425
SAN IGNACIO DE VELASCO,consulta externa,personas de 60 anos y mas,2009-11-01,224,288,65,106,289,394,683
SAN JAVIER(BNI),consulta externa,personas de 60 anos y mas,2009-11-01,4,8,1,1,5,9,14
SAN JAVIER(STC),consulta externa,personas de 60 anos y mas,2009-11-01,53,52,9,6,62,58,120
SAN JOAQUIN,consulta externa,personas de 60 anos y mas,2009-11-01,278,300,137,209,415,509,924
SAN JOSE DE CHIQUITOS,consulta externa,personas de 60 anos y mas,2009-11-01,64,113,8,23,72,136,208
SAN JUAN DE YAPACANI,consulta externa,personas de 60 anos y mas,2009-11-01,66,79,4,15,70,94,164
SAN JULIAN,consulta externa,personas de 60 anos y mas,2009-11-01,151,113,9,2,160,115,275
SAN LORENZO(PND),consulta externa,personas de 60 anos y mas,2009-11-01,14,28,1,0,15,28,43
SAN LORENZO(TJA),consulta externa,personas de 60 anos y mas,2009-11-01,145,229,4,6,149,235,384
SAN LUCAS,consulta externa,personas de 60 anos y mas,2009-11-01,235,451,9,14,244,465,709
SAN MATIAS,consulta externa,personas de 60 anos y mas,2009-11-01,55,65,0,0,55,65,120
SAN MIGUEL DE VELASCO,consulta externa,personas de 60 anos y mas,2009-11-01,30,34,39,66,69,100,169
SAN PABLO DE LIPEZ,consulta externa,personas de 60 anos y mas,2009-11-01,29,23,7,7,36,30,66
SAN PEDRO,consulta externa,personas de 60 anos y mas,2009-11-01,128,103,4,7,132,110,242
SAN PEDRO DE BUENA VISTA,consulta externa,personas de 60 anos y mas,2009-11-01,37,70,0,0,37,70,107
SAN PEDRO DE CURAHUARA,consulta externa,personas de 60 anos y mas,2009-11-01,33,43,4,4,37,47,84
SAN PEDRO DE QUEMES,consulta externa,personas de 60 anos y mas,2009-11-01,14,4,0,0,14,4,18
SAN PEDRO DE TIQUINA,consulta externa,personas de 60 anos y mas,2009-11-01,65,109,3,4,68,113,181
SAN PEDRO(PND),consulta externa,personas de 60 anos y mas,2009-11-01,4,5,0,1,4,6,10
SAN RAFAEL,consulta externa,personas de 60 anos y mas,2009-11-01,31,25,2,5,33,30,63
SAN RAMON,consulta externa,personas de 60 anos y mas,2009-11-01,30,45,12,23,42,68,110
SAN RAMON,consulta externa,personas de 60 anos y mas,2009-11-01,143,156,18,22,161,178,339
SANTA ANA,consulta externa,personas de 60 anos y mas,2009-11-01,63,83,84,118,147,201,348
SANTA CRUZ DE LA SIERRA,consulta externa,personas de 60 anos y mas,2009-11-01,6814,8629,3531,6054,10345,14683,25028
SANTA ROSA,consulta externa,personas de 60 anos y mas,2009-11-01,136,115,0,0,136,115,251
SANTA ROSA DEL SARA,consulta externa,personas de 60 anos y mas,2009-11-01,35,37,2,0,37,37,74
SANTIAGO DE CALLAPA,consulta externa,personas de 60 anos y mas,2009-11-01,22,25,0,0,22,25,47
SANTIAGO DE HUARI,consulta externa,personas de 60 anos y mas,2009-11-01,83,101,35,47,118,148,266
SANTIAGO DE MACHACA,consulta externa,personas de 60 anos y mas,2009-11-01,35,44,5,12,40,56,96
SANTIVAÑES,consulta externa,personas de 60 anos y mas,2009-11-01,26,52,5,11,31,63,94
SANTUARIO DE QUILLACAS,consulta externa,personas de 60 anos y mas,2009-11-01,6,9,0,1,6,10,16
SAPAHAQUI,consulta externa,personas de 60 anos y mas,2009-11-01,73,89,2,5,75,94,169
SENA,consulta externa,personas de 60 anos y mas,2009-11-01,8,2,0,0,8,2,10
SICA SICA (VILLA AROMA),consulta externa,personas de 60 anos y mas,2009-11-01,135,133,10,8,145,141,286
SICAYA,consulta externa,personas de 60 anos y mas,2009-11-01,12,27,0,3,12,30,42
SIPE SIPE,consulta externa,personas de 60 anos y mas,2009-11-01,27,34,6,7,33,41,74
SOPACHUY,consulta externa,personas de 60 anos y mas,2009-11-01,56,119,0,1,56,120,176
SORACACHI,consulta externa,personas de 60 anos y mas,2009-11-01,23,26,2,2,25,28,53
SORATA,consulta externa,personas de 60 anos y mas,2009-11-01,148,129,17,29,165,158,323
SUCRE,consulta externa,personas de 60 anos y mas,2009-11-01,3290,4298,1815,2409,5105,6707,11812
TACACHI,consulta externa,personas de 60 anos y mas,2009-11-01,2,9,0,1,2,10,12
TACACOMA,consulta externa,personas de 60 anos y mas,2009-11-01,56,45,12,11,68,56,124
TACOBAMBA,consulta externa,personas de 60 anos y mas,2009-11-01,65,95,0,2,65,97,162
TACOPAYA,consulta externa,personas de 60 anos y mas,2009-11-01,18,40,0,0,18,40,58
TAHUA,consulta externa,personas de 60 anos y mas,2009-11-01,17,26,0,0,17,26,43
TAPACARI,consulta externa,personas de 60 anos y mas,2009-11-01,60,85,2,1,62,86,148
TARABUCO,consulta externa,personas de 60 anos y mas,2009-11-01,136,233,17,28,153,261,414
TARACO,consulta externa,personas de 60 anos y mas,2009-11-01,41,56,5,2,46,58,104
