,group,variable,month,PERSONAS DE 10 A 20 AÑOS NUEVOS,PERSONAS DE 10 A 20 AÑOS NUEVOS,PERSONAS DE 10 A 20 AÑOS REPETIDOS,PERSONAS DE 10 A 20 AÑOS REPETIDOS,TOTALES,TOTALES,TOTALES
TARABUCO,consulta externa,personas de 10 a 20 anos,2009-11-01,67,90,0,1,67,91,158
TARACO,consulta externa,personas de 10 a 20 anos,2009-11-01,13,13,0,1,13,14,27
TARATA,consulta externa,personas de 10 a 20 anos,2009-11-01,12,16,0,0,12,16,28
TARIJA,consulta externa,personas de 10 a 20 anos,2009-11-01,2008,2910,891,1040,2899,3950,6849
TARVITA,consulta externa,personas de 10 a 20 anos,2009-11-01,99,130,0,1,99,131,230
TEOPONTE,consulta externa,personas de 10 a 20 anos,2009-11-01,107,51,3,2,110,53,163
TIAWANACU,consulta externa,personas de 10 a 20 anos,2009-11-01,38,65,1,0,39,65,104
TINGUIPAYA,consulta externa,personas de 10 a 20 anos,2009-11-01,46,89,2,3,48,92,140
TIPUANI,consulta externa,personas de 10 a 20 anos,2009-11-01,18,38,2,12,20,50,70
TIQUIPAYA,consulta externa,personas de 10 a 20 anos,2009-11-01,105,182,14,45,119,227,346
TIRAQUE (CBBA),consulta externa,personas de 10 a 20 anos,2009-11-01,506,241,4,4,510,245,755
TITO YUPANQUI (PARQUIPUJIO),consulta externa,personas de 10 a 20 anos,2009-11-01,5,10,0,0,5,10,15
TOCO,consulta externa,personas de 10 a 20 anos,2009-11-01,15,23,1,4,16,27,43
TODOS SANTOS,consulta externa,personas de 10 a 20 anos,2009-11-01,6,6,0,1,6,7,13
TOLATA,consulta externa,personas de 10 a 20 anos,2009-11-01,22,35,0,0,22,35,57
TOLEDO,consulta externa,personas de 10 a 20 anos,2009-11-01,19,40,0,4,19,44,63
TOMAVE,consulta externa,personas de 10 a 20 anos,2009-11-01,50,86,5,4,55,90,145
TOMINA,consulta externa,personas de 10 a 20 anos,2009-11-01,125,150,2,1,127,151,278
TORO TORO,consulta externa,personas de 10 a 20 anos,2009-11-01,47,90,0,1,47,91,138
TOTORA(CBBA),consulta externa,personas de 10 a 20 anos,2009-11-01,33,37,16,32,49,69,118
TOTORA(ORR),consulta externa,personas de 10 a 20 anos,2009-11-01,40,54,0,0,40,54,94
TRIGAL,consulta externa,personas de 10 a 20 anos,2009-11-01,8,14,0,0,8,14,22
TRINIDAD,consulta externa,personas de 10 a 20 anos,2009-11-01,387,825,96,206,483,1031,1514
TUPIZA,consulta externa,personas de 10 a 20 anos,2009-11-01,364,500,13,28,377,528,905
TURCO,consulta externa,personas de 10 a 20 anos,2009-11-01,26,28,0,0,26,28,54
UMALA,consulta externa,personas de 10 a 20 anos,2009-11-01,9,25,1,1,10,26,36
UNCIA,consulta externa,personas de 10 a 20 anos,2009-11-01,48,102,1,0,49,102,151
URIONDO (A. CONCEPCION),consulta externa,personas de 10 a 20 anos,2009-11-01,194,284,3,5,197,289,486
URUBICHA,consulta externa,personas de 10 a 20 anos,2009-11-01,32,44,1,0,33,44,77
UYUNI,consulta externa,personas de 10 a 20 anos,2009-11-01,104,172,4,6,108,178,286
VACAS,consulta externa,personas de 10 a 20 anos,2009-11-01,30,56,2,4,32,60,92
VALLEGRANDE,consulta externa,personas de 10 a 20 anos,2009-11-01,47,109,86,106,133,215,348
VIACHA,consulta externa,personas de 10 a 20 anos,2009-11-01,178,222,51,75,229,297,526
VILA VILA,consulta externa,personas de 10 a 20 anos,2009-11-01,12,12,0,0,12,12,24
VILLA MONTES,consulta externa,personas de 10 a 20 anos,2009-11-01,334,479,32,47,366,526,892
VILLA NUEVA (LOMA ALTA),consulta externa,personas de 10 a 20 anos,2009-11-01,11,35,0,11,11,46,57
VILLA RIVERO,consulta externa,personas de 10 a 20 anos,2009-11-01,13,22,0,3,13,25,38
VILLA SERRANO,consulta externa,personas de 10 a 20 anos,2009-11-01,52,72,0,0,52,72,124
VILLA TUNARI,consulta externa,personas de 10 a 20 anos,2009-11-01,247,428,15,91,262,519,781
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,personas de 10 a 20 anos,2009-11-01,73,91,2,8,75,99,174
VILLAZON,consulta externa,personas de 10 a 20 anos,2009-11-01,190,443,18,45,208,488,696
VINTO,consulta externa,personas de 10 a 20 anos,2009-11-01,62,92,10,23,72,115,187
VITICHI,consulta externa,personas de 10 a 20 anos,2009-11-01,65,74,3,3,68,77,145
WALDO BALLIVIAN,consulta externa,personas de 10 a 20 anos,2009-11-01,14,11,0,0,14,11,25
WARNES,consulta externa,personas de 10 a 20 anos,2009-11-01,250,402,7,26,257,428,685
YACO,consulta externa,personas de 10 a 20 anos,2009-11-01,88,105,3,11,91,116,207
YACUIBA,consulta externa,personas de 10 a 20 anos,2009-11-01,802,1220,67,170,869,1390,2259
YAMPARAEZ,consulta externa,personas de 10 a 20 anos,2009-11-01,48,51,4,8,52,59,111
YANACACHI,consulta externa,personas de 10 a 20 anos,2009-11-01,24,15,0,0,24,15,39
YAPACANI,consulta externa,personas de 10 a 20 anos,2009-11-01,199,254,7,61,206,315,521
YOCALLA,consulta externa,personas de 10 a 20 anos,2009-11-01,38,65,2,0,40,65,105
YOTALA,consulta externa,personas de 10 a 20 anos,2009-11-01,56,55,86,9,142,64,206
YUNCHARA,consulta externa,personas de 10 a 20 anos,2009-11-01,89,129,1,0,90,129,219
YUNGUYO DE LITORAL,consulta externa,personas de 10 a 20 anos,2009-11-01,0,2,0,0,0,2,2
ZUDAÑEZ,consulta externa,personas de 10 a 20 anos,2009-11-01,20,28,4,3,24,31,55
ACACIO,consulta externa,personas de 10 a 20 anos,2009-12-01,26,54,0,1,26,55,81
ACHACACHI,consulta externa,personas de 10 a 20 anos,2009-12-01,125,169,23,11,148,180,328
ACHOCALLA,consulta externa,personas de 10 a 20 anos,2009-12-01,9,12,0,0,9,12,21
AIQUILE,consulta externa,personas de 10 a 20 anos,2009-12-01,82,118,17,25,99,143,242
ALALAY,consulta externa,personas de 10 a 20 anos,2009-12-01,7,2,0,0,7,2,9
ALCALA,consulta externa,personas de 10 a 20 anos,2009-12-01,82,69,1,1,83,70,153
ANCORAIMES,consulta externa,personas de 10 a 20 anos,2009-12-01,17,35,0,1,17,36,53
ANDAMARCA,consulta externa,personas de 10 a 20 anos,2009-12-01,13,20,0,3,13,23,36
ANTEQUERA,consulta externa,personas de 10 a 20 anos,2009-12-01,10,23,0,0,10,23,33
ANZALDO,consulta externa,personas de 10 a 20 anos,2009-12-01,11,25,1,1,12,26,38
APOLO,consulta externa,personas de 10 a 20 anos,2009-12-01,23,28,2,0,25,28,53
ARAMPAMPA,consulta externa,personas de 10 a 20 anos,2009-12-01,16,18,0,0,16,18,34
ARANI,consulta externa,personas de 10 a 20 anos,2009-12-01,23,31,0,0,23,31,54
ARBIETO,consulta externa,personas de 10 a 20 anos,2009-12-01,22,35,8,11,30,46,76
ARQUE,consulta externa,personas de 10 a 20 anos,2009-12-01,21,55,1,1,22,56,78
ASCENCION DE GUARAYOS,consulta externa,personas de 10 a 20 anos,2009-12-01,42,41,1,3,43,44,87
ATOCHA,consulta externa,personas de 10 a 20 anos,2009-12-01,31,63,0,2,31,65,96
AUCAPATA,consulta externa,personas de 10 a 20 anos,2009-12-01,18,21,1,0,19,21,40
AYATA,consulta externa,personas de 10 a 20 anos,2009-12-01,43,51,0,0,43,51,94
AYO AYO,consulta externa,personas de 10 a 20 anos,2009-12-01,25,19,1,0,26,19,45
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 10 a 20 anos,2009-12-01,48,99,1,5,49,104,153
AZURDUY,consulta externa,personas de 10 a 20 anos,2009-12-01,32,45,0,2,32,47,79
BATALLAS,consulta externa,personas de 10 a 20 anos,2009-12-01,26,45,0,0,26,45,71
BAURES,consulta externa,personas de 10 a 20 anos,2009-12-01,31,34,4,3,35,37,72
BELEN DE ANDAMARCA,consulta externa,personas de 10 a 20 anos,2009-12-01,7,11,0,0,7,11,18
BELEN DE URMIRI,consulta externa,personas de 10 a 20 anos,2009-12-01,5,8,1,0,6,8,14
BELLA FLOR,consulta externa,personas de 10 a 20 anos,2009-12-01,5,9,1,0,6,9,15
BERMEJO,consulta externa,personas de 10 a 20 anos,2009-12-01,493,716,42,78,535,794,1329
BETANZOS,consulta externa,personas de 10 a 20 anos,2009-12-01,157,221,5,8,162,229,391
BOLIVAR,consulta externa,personas de 10 a 20 anos,2009-12-01,9,11,0,0,9,11,20
BOLPEBRA,consulta externa,personas de 10 a 20 anos,2009-12-01,22,18,2,0,24,18,42
BOYUIBE,consulta externa,personas de 10 a 20 anos,2009-12-01,19,33,4,3,23,36,59
BUENA VISTA,consulta externa,personas de 10 a 20 anos,2009-12-01,60,48,2,1,62,49,111
CABEZAS,consulta externa,personas de 10 a 20 anos,2009-12-01,134,193,6,13,140,206,346
CAIROMA,consulta externa,personas de 10 a 20 anos,2009-12-01,55,73,1,2,56,75,131
"CAIZA ""D""",consulta externa,personas de 10 a 20 anos,2009-12-01,44,59,0,2,44,61,105
CAJUATA,consulta externa,personas de 10 a 20 anos,2009-12-01,27,44,2,1,29,45,74
CALACOTO,consulta externa,personas de 10 a 20 anos,2009-12-01,24,51,0,0,24,51,75
CALAMARCA,consulta externa,personas de 10 a 20 anos,2009-12-01,38,53,7,4,45,57,102
CAMARGO,consulta externa,personas de 10 a 20 anos,2009-12-01,123,161,7,15,130,176,306
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 10 a 20 anos,2009-12-01,13,24,2,0,15,24,39
CAMIRI,consulta externa,personas de 10 a 20 anos,2009-12-01,424,634,60,148,484,782,1266
CAPINOTA,consulta externa,personas de 10 a 20 anos,2009-12-01,66,98,7,27,73,125,198
CAQUIAVIRI,consulta externa,personas de 10 a 20 anos,2009-12-01,17,31,0,0,17,31,48
CARACOLLO,consulta externa,personas de 10 a 20 anos,2009-12-01,79,96,0,1,79,97,176
CARANAVI,consulta externa,personas de 10 a 20 anos,2009-12-01,224,303,9,7,233,310,543
CARANGAS,consulta externa,personas de 10 a 20 anos,2009-12-01,1,1,0,0,1,1,2
CARAPARI,consulta externa,personas de 10 a 20 anos,2009-12-01,192,251,0,1,192,252,444
CARIPUYO,consulta externa,personas de 10 a 20 anos,2009-12-01,33,43,0,1,33,44,77
CARMEN RIVERO TORREZ,consulta externa,personas de 10 a 20 anos,2009-12-01,14,15,0,1,14,16,30
CATACORA,consulta externa,personas de 10 a 20 anos,2009-12-01,4,7,0,0,4,7,11
CHACARILLA,consulta externa,personas de 10 a 20 anos,2009-12-01,5,6,0,0,5,6,11
CHALLAPATA,consulta externa,personas de 10 a 20 anos,2009-12-01,47,100,2,2,49,102,151
CHAQUI,consulta externa,personas de 10 a 20 anos,2009-12-01,39,53,0,2,39,55,94
CHARAGUA,consulta externa,personas de 10 a 20 anos,2009-12-01,77,69,1,7,78,76,154
CHARAÑA,consulta externa,personas de 10 a 20 anos,2009-12-01,10,12,0,0,10,12,22
CHAYANTA,consulta externa,personas de 10 a 20 anos,2009-12-01,28,78,0,0,28,78,106
CHIMORE,consulta externa,personas de 10 a 20 anos,2009-12-01,73,96,9,3,82,99,181
CHIPAYA,consulta externa,personas de 10 a 20 anos,2009-12-01,5,14,2,5,7,19,26
CHOQUE COTA,consulta externa,personas de 10 a 20 anos,2009-12-01,6,12,1,0,7,12,19
CHULUMANI (V. DE LA LIBERTAD),consulta externa,personas de 10 a 20 anos,2009-12-01,47,96,9,22,56,118,174
CHUMA,consulta externa,personas de 10 a 20 anos,2009-12-01,44,57,1,0,45,57,102
CLIZA,consulta externa,personas de 10 a 20 anos,2009-12-01,24,55,2,4,26,59,85
COBIJA,consulta externa,personas de 10 a 20 anos,2009-12-01,286,376,68,78,354,454,808
COCHABAMBA,consulta externa,personas de 10 a 20 anos,2009-12-01,3568,5181,2265,3351,5833,8532,14365
COIPASA,consulta externa,personas de 10 a 20 anos,2009-12-01,3,7,0,1,3,8,11
COLCAPIRHUA,consulta externa,personas de 10 a 20 anos,2009-12-01,147,167,108,76,255,243,498
"COLCHA ""K""",consulta externa,personas de 10 a 20 anos,2009-12-01,72,57,1,0,73,57,130
COLLANA,consulta externa,personas de 10 a 20 anos,2009-12-01,11,12,7,0,18,12,30
COLOMI,consulta externa,personas de 10 a 20 anos,2009-12-01,27,57,5,5,32,62,94
COLPA BELGICA,consulta externa,personas de 10 a 20 anos,2009-12-01,20,72,6,3,26,75,101
COLQUECHACA,consulta externa,personas de 10 a 20 anos,2009-12-01,58,107,0,5,58,112,170
COLQUENCHA,consulta externa,personas de 10 a 20 anos,2009-12-01,60,65,2,1,62,66,128
COLQUIRI,consulta externa,personas de 10 a 20 anos,2009-12-01,36,70,2,5,38,75,113
COMANCHE,consulta externa,personas de 10 a 20 anos,2009-12-01,7,9,0,1,7,10,17
COMARAPA,consulta externa,personas de 10 a 20 anos,2009-12-01,81,143,12,3,93,146,239
COMBAYA,consulta externa,personas de 10 a 20 anos,2009-12-01,12,11,1,1,13,12,25
CONCEPCION,consulta externa,personas de 10 a 20 anos,2009-12-01,4,4,0,0,4,4,8
COPACABANA,consulta externa,personas de 10 a 20 anos,2009-12-01,25,29,0,4,25,33,58
CORIPATA,consulta externa,personas de 10 a 20 anos,2009-12-01,36,54,9,6,45,60,105
CORO CORO,consulta externa,personas de 10 a 20 anos,2009-12-01,29,38,2,2,31,40,71
COROICO,consulta externa,personas de 10 a 20 anos,2009-12-01,75,56,17,19,92,75,167
CORQUE,consulta externa,personas de 10 a 20 anos,2009-12-01,30,38,1,0,31,38,69
COTAGAITA,consulta externa,personas de 10 a 20 anos,2009-12-01,112,161,0,0,112,161,273
COTOCA,consulta externa,personas de 10 a 20 anos,2009-12-01,88,191,2,1,90,192,282
CUATRO CAÑADAS,consulta externa,personas de 10 a 20 anos,2009-12-01,83,177,2,12,85,189,274
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 10 a 20 anos,2009-12-01,2,4,0,0,2,4,6
CUEVO,consulta externa,personas de 10 a 20 anos,2009-12-01,22,42,1,0,23,42,65
CULPINA,consulta externa,personas de 10 a 20 anos,2009-12-01,54,119,0,1,54,120,174
CURAHUARA DE CARANGAS,consulta externa,personas de 10 a 20 anos,2009-12-01,18,28,0,2,18,30,48
CURVA,consulta externa,personas de 10 a 20 anos,2009-12-01,5,9,0,2,5,11,16
DESAGUADERO,consulta externa,personas de 10 a 20 anos,2009-12-01,11,14,0,1,11,15,26
EL ALTO,consulta externa,personas de 10 a 20 anos,2009-12-01,2682,3877,1192,1293,3874,5170,9044
EL CHORO,consulta externa,personas de 10 a 20 anos,2009-12-01,12,25,0,0,12,25,37
EL PUENTE(STC),consulta externa,personas de 10 a 20 anos,2009-12-01,69,84,0,0,69,84,153
EL PUENTE(TJA),consulta externa,personas de 10 a 20 anos,2009-12-01,117,197,1,15,118,212,330
EL TORNO,consulta externa,personas de 10 a 20 anos,2009-12-01,312,457,24,54,336,511,847
EL VILLAR,consulta externa,personas de 10 a 20 anos,2009-12-01,32,40,1,0,33,40,73
ENTRE RIOS,consulta externa,personas de 10 a 20 anos,2009-12-01,102,141,11,5,113,146,259
ENTRE RIOS,consulta externa,personas de 10 a 20 anos,2009-12-01,256,416,4,5,260,421,681
ESMERALDA,consulta externa,personas de 10 a 20 anos,2009-12-01,6,5,0,0,6,5,11
EUCALIPTUS,consulta externa,personas de 10 a 20 anos,2009-12-01,17,30,0,1,17,31,48
EUREKA (SANTOS MERCADO),consulta externa,personas de 10 a 20 anos,2009-12-01,4,12,0,0,4,12,16
EXALTACION,consulta externa,personas de 10 a 20 anos,2009-12-01,27,30,0,2,27,32,59
FERNANDEZ ALONSO,consulta externa,personas de 10 a 20 anos,2009-12-01,31,63,1,3,32,66,98
FILADELFIA,consulta externa,personas de 10 a 20 anos,2009-12-01,29,32,0,0,29,32,61
GENERAL SAAVEDRA,consulta externa,personas de 10 a 20 anos,2009-12-01,32,95,1,0,33,95,128
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 10 a 20 anos,2009-12-01,33,39,0,0,33,39,72
GUANAY,consulta externa,personas de 10 a 20 anos,2009-12-01,66,60,0,1,66,61,127
GUAQUI,consulta externa,personas de 10 a 20 anos,2009-12-01,12,19,0,0,12,19,31
GUAYARAMERIN,consulta externa,personas de 10 a 20 anos,2009-12-01,288,618,55,78,343,696,1039
GUTIERREZ,consulta externa,personas de 10 a 20 anos,2009-12-01,47,112,2,2,49,114,163
HUACARETA,consulta externa,personas de 10 a 20 anos,2009-12-01,44,73,6,2,50,75,125
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 10 a 20 anos,2009-12-01,15,21,0,2,15,23,38
HUACHACALLA,consulta externa,personas de 10 a 20 anos,2009-12-01,6,11,0,0,6,11,17
HUANUNI,consulta externa,personas de 10 a 20 anos,2009-12-01,131,242,41,69,172,311,483
HUARACAJE,consulta externa,personas de 10 a 20 anos,2009-12-01,11,35,5,0,16,35,51
HUAYLLAMARCA,consulta externa,personas de 10 a 20 anos,2009-12-01,6,11,0,0,6,11,17
ICHOCA,consulta externa,personas de 10 a 20 anos,2009-12-01,6,15,0,0,6,15,21
ICLA,consulta externa,personas de 10 a 20 anos,2009-12-01,34,58,1,1,35,59,94
INCAHUASI,consulta externa,personas de 10 a 20 anos,2009-12-01,48,154,1,3,49,157,206
INGAVI (HUMAITA),consulta externa,personas de 10 a 20 anos,2009-12-01,31,48,1,0,32,48,80
INQUISIVI,consulta externa,personas de 10 a 20 anos,2009-12-01,21,49,0,1,21,50,71
IRUPANA (VILLA DE LANZA),consulta externa,personas de 10 a 20 anos,2009-12-01,49,55,0,3,49,58,107
IXIAMAS,consulta externa,personas de 10 a 20 anos,2009-12-01,23,61,3,0,26,61,87
JESUS DE MACHACA,consulta externa,personas de 10 a 20 anos,2009-12-01,83,144,8,17,91,161,252
LA ASUNTA,consulta externa,personas de 10 a 20 anos,2009-12-01,81,92,3,3,84,95,179
LA GUARDIA,consulta externa,personas de 10 a 20 anos,2009-12-01,208,328,15,17,223,345,568
LA PAZ,consulta externa,personas de 10 a 20 anos,2009-12-01,5545,7252,3159,3909,8704,11161,19865
LA RIVERA,consulta externa,personas de 10 a 20 anos,2009-12-01,0,3,0,0,0,3,3
LAGUNILLAS,consulta externa,personas de 10 a 20 anos,2009-12-01,30,56,1,1,31,57,88
LAJA,consulta externa,personas de 10 a 20 anos,2009-12-01,15,38,0,2,15,40,55
LAS CARRERAS,consulta externa,personas de 10 a 20 anos,2009-12-01,27,45,2,0,29,45,74
LICOMA PAMPA,consulta externa,personas de 10 a 20 anos,2009-12-01,15,14,0,2,15,16,31
LLALLAGUA,consulta externa,personas de 10 a 20 anos,2009-12-01,74,225,2,13,76,238,314
LLICA,consulta externa,personas de 10 a 20 anos,2009-12-01,29,32,1,1,30,33,63
LORETO,consulta externa,personas de 10 a 20 anos,2009-12-01,13,20,1,3,14,23,37
LURIBAY,consulta externa,personas de 10 a 20 anos,2009-12-01,29,42,0,0,29,42,71
MACHACAMARCA,consulta externa,personas de 10 a 20 anos,2009-12-01,16,13,0,0,16,13,29
MACHARETI,consulta externa,personas de 10 a 20 anos,2009-12-01,71,106,3,3,74,109,183
MAGDALENA,consulta externa,personas de 10 a 20 anos,2009-12-01,29,35,16,2,45,37,82
MAIRANA,consulta externa,personas de 10 a 20 anos,2009-12-01,36,66,3,12,39,78,117
MALLA,consulta externa,personas de 10 a 20 anos,2009-12-01,21,26,9,3,30,29,59
MAPIRI,consulta externa,personas de 10 a 20 anos,2009-12-01,45,78,0,0,45,78,123
MECAPACA,consulta externa,personas de 10 a 20 anos,2009-12-01,36,52,2,0,38,52,90
MINEROS,consulta externa,personas de 10 a 20 anos,2009-12-01,30,72,0,0,30,72,102
MIZQUE,consulta externa,personas de 10 a 20 anos,2009-12-01,50,82,52,16,102,98,200
MOCOMOCO,consulta externa,personas de 10 a 20 anos,2009-12-01,58,62,0,5,58,67,125
MOJINETE,consulta externa,personas de 10 a 20 anos,2009-12-01,2,7,1,1,3,8,11
MOJOCOYA,consulta externa,personas de 10 a 20 anos,2009-12-01,22,32,0,4,22,36,58
MONTEAGUDO,consulta externa,personas de 10 a 20 anos,2009-12-01,304,360,32,25,336,385,721
MONTERO,consulta externa,personas de 10 a 20 anos,2009-12-01,391,995,116,156,507,1151,1658
MORO MORO,consulta externa,personas de 10 a 20 anos,2009-12-01,19,11,0,0,19,11,30
MOROCHATA,consulta externa,personas de 10 a 20 anos,2009-12-01,11,35,11,5,22,40,62
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 10 a 20 anos,2009-12-01,34,54,2,0,36,54,90
NAZACARA DE PACAJES,consulta externa,personas de 10 a 20 anos,2009-12-01,0,6,0,0,0,6,6
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 10 a 20 anos,2009-12-01,26,17,6,3,32,20,52
OCURI,consulta externa,personas de 10 a 20 anos,2009-12-01,35,61,3,1,38,62,100
OKINAWA,consulta externa,personas de 10 a 20 anos,2009-12-01,44,95,13,26,57,121,178
OMEREQUE,consulta externa,personas de 10 a 20 anos,2009-12-01,46,53,3,4,49,57,106
ORURO,consulta externa,personas de 10 a 20 anos,2009-12-01,2091,2399,431,520,2522,2919,5441
PADCAYA,consulta externa,personas de 10 a 20 anos,2009-12-01,347,488,13,6,360,494,854
PADILLA,consulta externa,personas de 10 a 20 anos,2009-12-01,102,129,1,1,103,130,233
PAILON,consulta externa,personas de 10 a 20 anos,2009-12-01,77,86,2,2,79,88,167
PALCA,consulta externa,personas de 10 a 20 anos,2009-12-01,36,44,2,1,38,45,83
PALOS BLANCOS,consulta externa,personas de 10 a 20 anos,2009-12-01,143,152,18,9,161,161,322
PAMPA AULLAGAS,consulta externa,personas de 10 a 20 anos,2009-12-01,9,14,0,0,9,14,23
PAMPA GRANDE,consulta externa,personas de 10 a 20 anos,2009-12-01,19,49,0,0,19,49,68
PAPEL PAMPA,consulta externa,personas de 10 a 20 anos,2009-12-01,23,36,3,5,26,41,67
PASORAPA,consulta externa,personas de 10 a 20 anos,2009-12-01,9,13,0,0,9,13,22
PATACAMAYA,consulta externa,personas de 10 a 20 anos,2009-12-01,103,141,0,0,103,141,244
PAZÑA,consulta externa,personas de 10 a 20 anos,2009-12-01,9,21,2,2,11,23,34
PELECHUCO,consulta externa,personas de 10 a 20 anos,2009-12-01,24,50,0,0,24,50,74
POCOATA,consulta externa,personas de 10 a 20 anos,2009-12-01,45,79,1,0,46,79,125
POCONA,consulta externa,personas de 10 a 20 anos,2009-12-01,44,55,0,1,44,56,100
POJO (CBBA),consulta externa,personas de 10 a 20 anos,2009-12-01,39,30,0,0,39,30,69
POOPO,consulta externa,personas de 10 a 20 anos,2009-12-01,13,20,0,0,13,20,33
PORCO,consulta externa,personas de 10 a 20 anos,2009-12-01,28,46,1,0,29,46,75
POROMA,consulta externa,personas de 10 a 20 anos,2009-12-01,65,97,1,1,66,98,164
PORONGO,consulta externa,personas de 10 a 20 anos,2009-12-01,30,39,15,27,45,66,111
PORTACHUELO,consulta externa,personas de 10 a 20 anos,2009-12-01,64,101,4,4,68,105,173
PORVENIR,consulta externa,personas de 10 a 20 anos,2009-12-01,28,59,0,0,28,59,87
POSTRER VALLE,consulta externa,personas de 10 a 20 anos,2009-12-01,21,33,3,1,24,34,58
POTOSI,consulta externa,personas de 10 a 20 anos,2009-12-01,1166,1686,593,824,1759,2510,4269
PRESTO,consulta externa,personas de 10 a 20 anos,2009-12-01,20,44,0,0,20,44,64
PUCARA,consulta externa,personas de 10 a 20 anos,2009-12-01,12,19,0,0,12,19,31
PUCARANI,consulta externa,personas de 10 a 20 anos,2009-12-01,56,91,1,3,57,94,151
PUERTO ACOSTA,consulta externa,personas de 10 a 20 anos,2009-12-01,43,56,6,6,49,62,111
PUERTO CARABUCO,consulta externa,personas de 10 a 20 anos,2009-12-01,31,33,1,1,32,34,66
PUERTO GONZALO MORENO,consulta externa,personas de 10 a 20 anos,2009-12-01,13,46,0,2,13,48,61
PUERTO PEREZ,consulta externa,personas de 10 a 20 anos,2009-12-01,23,11,5,0,28,11,39
PUERTO QUIJARRO,consulta externa,personas de 10 a 20 anos,2009-12-01,105,81,1,3,106,84,190
PUERTO RICO,consulta externa,personas de 10 a 20 anos,2009-12-01,75,75,3,6,78,81,159
PUERTO SILES,consulta externa,personas de 10 a 20 anos,2009-12-01,10,30,0,0,10,30,40
PUERTO SUAREZ,consulta externa,personas de 10 a 20 anos,2009-12-01,47,71,6,6,53,77,130
PUERTO VILLARROEL,consulta externa,personas de 10 a 20 anos,2009-12-01,257,362,9,124,266,486,752
