,group,variable,month,SRP DOSIS ÚNICA DENTRO,SRP DOSIS ÚNICA DENTRO,SRP DOSIS ÚNICA FUERA,SRP DOSIS ÚNICA FUERA,TOTALES,TOTALES,TOTALES
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,12,8,7,3,19,11,30
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,48,40,14,10,62,50,112
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,6,9,1,1,7,10,17
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,15,15,31,21,46,36,82
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,7,7,7,4,14,11,25
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,45,34,27,15,72,49,121
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,0,1,0,0,0,1,1
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,11,13,3,5,14,18,32
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,14,12,16,12,30,24,54
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,4,5,7,6,11,11,22
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,5,6,3,2,8,8,16
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,9,3,0,0,9,3,12
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,7,8,7,3,14,11,25
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,7,7,10,9,17,16,33
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,3,4,2,1,5,5,10
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,3,3,1,1,4,4,8
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,0,0,4,3,4,3,7
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,2,2,1,1,3,3,6
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,3,1,2,4,5,5,10
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,14,10,5,8,19,18,37
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,1180,1083,74,38,1254,1121,2375
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,4,6,9,7,13,13,26
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,8,10,3,10,11,20,31
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,0,4,0,1,0,5,5
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,4,0,4,5,8,5,13
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,7,2,2,1,9,3,12
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,2,1,1,2,3,3,6
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,2,5,1,2,3,7,10
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,1,0,0,1,1,1,2
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,4,5,4,5,8,10,18
SENA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,2,5,5,3,7,8,15
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,12,14,3,3,15,17,32
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,4,7,2,5,6,12,18
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,29,25,7,4,36,29,65
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,7,2,2,1,9,3,12
SORACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,4,5,2,7,6,12,18
SORATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,7,3,6,8,13,11,24
SUCRE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,245,245,6,8,251,253,504
TACACOMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,7,4,2,0,9,4,13
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,0,0,9,14,9,14,23
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,2,2,3,10,5,12,17
TAHUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,1,0,0,1,1,1,2
TAPACARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,11,13,12,6,23,19,42
TARABUCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,2,5,4,4,6,9,15
TARACO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,3,4,0,0,3,4,7
TARATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,10,3,1,2,11,5,16
TARIJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,171,172,26,16,197,188,385
TARVITA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,5,2,9,5,14,7,21
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,3,10,7,2,10,12,22
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,6,4,0,0,6,4,10
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,12,9,24,26,36,35,71
TIPUANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,7,3,4,4,11,7,18
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,39,35,13,25,52,60,112
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,3,6,17,15,20,21,41
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,0,0,2,1,2,1,3
TOCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,3,3,4,5,7,8,15
TOLATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,3,2,0,0,3,2,5
TOLEDO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,2,1,1,0,3,1,4
TOMAVE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,5,2,7,12,12,14,26
TOMINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,1,4,3,8,4,12,16
TORO TORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,5,2,10,6,15,8,23
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,5,8,6,4,11,12,23
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,3,2,1,0,4,2,6
TRIGAL,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,0,1,0,0,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,119,93,41,21,160,114,274
TUPIZA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,22,23,12,8,34,31,65
TURCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,0,4,1,3,1,7,8
UMALA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,3,2,4,5,7,7,14
UNCIA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,7,10,20,11,27,21,48
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,4,6,2,4,6,10,16
URUBICHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,3,5,1,0,4,5,9
UYUNI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,13,14,12,5,25,19,44
VACAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,0,0,6,7,6,7,13
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,13,10,1,2,14,12,26
VIACHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,35,33,1,0,36,33,69
VILA VILA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,0,1,2,0,2,1,3
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,1,2,5,7,6,9,15
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,37,43,3,6,40,49,89
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,1,1,4,4,5,5,10
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,0,1,2,1,2,2,4
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,3,6,2,4,5,10,15
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,55,56,21,21,76,77,153
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,7,3,0,2,7,5,12
VILLAZON,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,26,26,4,6,30,32,62
VINTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,18,27,29,20,47,47,94
VITICHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,2,1,4,6,6,7,13
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,1,0,1,1,2,1,3
WARNES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,112,103,14,18,126,121,247
YACO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,2,3,2,2,4,5,9
YACUIBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,36,36,39,46,75,82,157
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,4,3,0,0,4,3,7
YANACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,10,6,1,3,11,9,20
YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,38,37,19,29,57,66,123
YOCALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,2,3,2,2,4,5,9
YOTALA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,3,1,9,2,12,3,15
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,3,1,5,3,8,4,12
YUNGUYO DE LITORAL,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,0,0,1,1,1,1,2
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,1,2,1,1,2,3,5
ACACIO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,1,0,9,10,10,10,20
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,13,16,5,8,18,24,42
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,3,2,18,18,21,20,41
AIQUILE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,8,9,6,6,14,15,29
ALALAY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,1,0,0,3,1,3,4
ALCALA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,4,1,0,0,4,1,5
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,1,3,1,3,2,6,8
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,5,4,0,2,5,6,11
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,3,0,0,0,3,0,3
ANZALDO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,0,0,1,0,1,0,1
APOLO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,15,15,6,2,21,17,38
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,1,1,0,2,1,3,4
ARANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,6,2,3,2,9,4,13
ARBIETO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,3,4,8,11,11,15,26
ARQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,10,6,9,10,19,16,35
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,2,4,0,0,2,4,6
ATOCHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,8,7,3,1,11,8,19
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,5,3,0,0,5,3,8
AYATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,0,0,4,4,4,4,8
AYO AYO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,4,1,6,3,10,4,14
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,7,2,26,13,33,15,48
AZURDUY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,4,8,4,4,8,12,20
BATALLAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,12,10,0,1,12,11,23
BAURES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,0,2,0,0,0,2,2
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,0,0,1,0,1,0,1
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,0,0,0,1,0,1,1
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,3,1,6,4,9,5,14
BERMEJO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,58,29,7,6,65,35,100
BETANZOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,17,13,11,16,28,29,57
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,0,0,12,9,12,9,21
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,0,0,1,1,1,1,2
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,1,3,1,5,2,8,10
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,6,6,5,5,11,11,22
CABEZAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,8,17,14,16,22,33,55
CAIROMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,6,4,2,0,8,4,12
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,0,4,4,9,4,13,17
CAJUATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,3,11,1,1,4,12,16
CALACOTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,0,0,0,3,0,3,3
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,6,6,5,2,11,8,19
CAMARGO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,10,10,6,3,16,13,29
CAMIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,25,25,8,8,33,33,66
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,17,11,11,12,28,23,51
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,4,10,4,3,8,13,21
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,7,16,7,6,14,22,36
CARANAVI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,23,28,4,6,27,34,61
CARAPARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,16,20,22,18,38,38,76
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,0,0,7,8,7,8,15
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,1,1,5,3,6,4,10
CATACORA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,0,0,0,1,0,1,1
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,2,1,0,0,2,1,3
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,10,18,7,14,17,32,49
CHAQUI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,2,4,4,1,6,5,11
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,7,3,17,23,24,26,50
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,1,0,0,0,1,0,1
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,9,4,2,4,11,8,19
CHIMORE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,13,13,20,14,33,27,60
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,0,0,2,0,2,0,2
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,1,1,2,4,3,5,8
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,13,10,4,1,17,11,28
CHUMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,1,4,2,1,3,5,8
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,5,3,0,1,5,4,9
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,8,10,3,11,11,21,32
CLIZA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,13,10,8,9,21,19,40
COBIJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,46,40,23,13,69,53,122
COCAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,3,2,6,11,9,13,22
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,705,654,141,132,846,786,1632
COIPASA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,0,0,1,2,1,2,3
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,35,17,2,6,37,23,60
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,10,4,5,6,15,10,25
COLLANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,2,1,0,0,2,1,3
COLOMI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,18,5,13,12,31,17,48
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,4,1,1,3,5,4,9
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,15,21,8,16,23,37,60
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,5,5,5,3,10,8,18
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,19,15,1,2,20,17,37
COMANCHE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,3,1,0,1,3,2,5
COMARAPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,19,20,1,2,20,22,42
COMBAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,0,1,0,1,0,2,2
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,18,17,7,2,25,19,44
COPACABANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,5,1,6,2,11,3,14
CORIPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,11,5,0,0,11,5,16
CORO CORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,2,4,3,1,5,5,10
COROICO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,8,17,7,10,15,27,42
CORQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,2,5,2,2,4,7,11
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,8,12,9,4,17,16,33
COTOCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,46,43,0,1,46,44,90
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,15,6,5,14,20,20,40
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,0,0,0,2,0,2,2
CUEVO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,1,3,4,6,5,9,14
CULPINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,3,6,7,4,10,10,20
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,2,1,1,2,3,3,6
CURVA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,0,1,2,1,2,2,4
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,2,0,1,0,3,0,3
EL ALTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,479,487,188,196,667,683,1350
EL CHORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,1,1,1,2,2,3,5
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,2,1,0,4,2,5,7
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,3,8,6,9,9,17,26
EL TORNO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,39,34,13,8,52,42,94
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,3,4,0,1,3,5,8
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,13,8,8,6,21,14,35
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,32,26,2,0,34,26,60
ESCARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,0,1,0,0,0,1,1
ESCOMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,2,2,1,0,3,2,5
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,4,4,0,0,4,4,8
EXALTACION,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,3,2,2,3,5,5,10
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,18,22,29,32,47,54,101
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,0,1,8,9,8,10,18
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,16,10,7,3,23,13,36
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,7,5,3,3,10,8,18
GUANAY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,1,4,5,4,6,8,14
GUAQUI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,3,3,0,2,3,5,8
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,35,35,17,22,52,57,109
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,11,14,9,12,20,26,46
HUACARETA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,4,6,4,6,8,12,20
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,0,0,0,2,0,2,2
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,2,0,0,1,2,1,3
HUANUNI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,12,25,6,10,18,35,53
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,0,0,7,3,7,3,10
HUARINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,1,4,3,2,4,6,10
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,0,0,1,0,1,0,1
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,2,0,1,2,3,2,5
HUMANATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,0,3,4,1,4,4,8
ICHOCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,0,1,1,2,1,3,4
ICLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,3,1,3,5,6,6,12
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,3,5,2,1,5,6,11
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,2,0,0,0,2,0,2
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,7,2,2,3,9,5,14
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,4,5,3,2,7,7,14
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,3,2,3,3,6,5,11
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,2,3,3,1,5,4,9
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,28,36,0,1,28,37,65
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,84,59,10,17,94,76,170
LA PAZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,477,507,53,58,530,565,1095
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,4,2,9,8,13,10,23
LAJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,8,9,9,7,17,16,33
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-12-01,0,0,0,3,0,3,3
