,group,variable,month,TOTAL 21.1 MUJERES DE 10 A 49 AÑOS 1RA DOSIS DE DT CANTIDAD,TOTAL 21.1 MUJERES DE 10 A 49 AÑOS 1RA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
BATALLAS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,15,55,15,55,70
BAURES,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,5,2,5,2,7
BELEN DE ANDAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,0,10,0,10,10
BELEN DE URMIRI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,1,0,1,0,1
BELLA FLOR,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,7,48,7,48,55
BERMEJO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,66,12,66,12,78
BETANZOS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,50,36,50,36,86
BOLIVAR,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,3,6,3,6,9
BOLPEBRA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,1,4,1,4,5
BOYUIBE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,12,1,12,1,13
BUENA VISTA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,12,5,12,5,17
CABEZAS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,32,105,32,105,137
CAIROMA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,14,12,14,12,26
"CAIZA ""D""",otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,17,1,17,1,18
CAJUATA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,8,0,8,0,8
CALACOTO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,3,3,3,3,6
CALAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,5,0,5,0,5
CAMARGO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,15,14,15,14,29
CAMIRI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,60,47,60,47,107
CAPINOTA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,36,25,36,25,61
CAQUIAVIRI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,7,0,7,0,7
CARACOLLO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,12,43,12,43,55
CARANAVI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,112,33,112,33,145
CARAPARI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,72,14,72,14,86
CARIPUYO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,2,1,2,1,3
CARMEN RIVERO TORREZ,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,21,1,21,1,22
CHALLAPATA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,46,21,46,21,67
CHAQUI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,23,4,23,4,27
CHARAGUA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,18,2,18,2,20
CHARAÑA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,0,1,0,1,1
CHAYANTA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,22,20,22,20,42
CHIMORE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,29,5,29,5,34
CHIPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,1,0,1,0,1
CHOQUE COTA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,4,0,4,0,4
CHUA COCANI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,8,1,8,1,9
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,33,6,33,6,39
CHUMA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,8,19,8,19,27
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,5,0,5,0,5
CKOCHAS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,4,3,4,3,7
CLIZA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,18,13,18,13,31
COBIJA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,200,43,200,43,243
COCAPATA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,3,21,3,21,24
COCHABAMBA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,1251,288,1251,288,1539
COIPASA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,0,5,0,5,5
COLCAPIRHUA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,71,64,71,64,135
"COLCHA ""K""",otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,34,9,34,9,43
COLLANA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,3,0,3,0,3
COLOMI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,27,17,27,17,44
COLPA BELGICA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,20,0,20,0,20
COLQUECHACA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,37,88,37,88,125
COLQUENCHA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,3,0,3,0,3
COLQUIRI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,4,6,4,6,10
COMARAPA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,10,2,10,2,12
CONCEPCION,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,10,6,10,6,16
COPACABANA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,3,7,3,7,10
CORIPATA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,30,0,30,0,30
CORO CORO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,2,6,2,6,8
COROICO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,3,11,3,11,14
CORQUE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,2,0,2,0,2
COTAGAITA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,26,7,26,7,33
COTOCA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,153,20,153,20,173
CRUZ DE MACHACAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,2,0,2,0,2
CUATRO CAÑADAS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,23,6,23,6,29
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,5,30,5,30,35
CULPINA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,7,3,7,3,10
CURAHUARA DE CARANGAS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,3,0,3,0,3
DESAGUADERO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,3,2,3,2,5
EL ALTO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,1126,1074,1126,1074,2200
EL PUENTE(STC),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,36,0,36,0,36
EL PUENTE(TJA),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,23,4,23,4,27
EL TORNO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,150,29,150,29,179
EL VILLAR,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,0,6,0,6,6
ENTRE RIOS TRJ,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,27,58,27,58,85
ENTRE RIOS CBBA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,123,32,123,32,155
ESCOMA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,6,0,6,0,6
ESMERALDA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,0,1,0,1,1
EUCALIPTUS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,9,0,9,0,9
EUREKA (SANTOS MERCADO),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,0,6,0,6,6
EXALTACION,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,4,5,4,5,9
FERNANDEZ ALONSO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,33,25,33,25,58
FILADELFIA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,14,1,14,1,15
GENERAL SAAVEDRA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,8,22,8,22,30
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,2,2,2,2,4
GUANAY,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,32,18,32,18,50
GUAQUI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,7,3,7,3,10
GUAYARAMERIN,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,72,445,72,445,517
GUTIERREZ,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,13,0,13,0,13
HUACARETA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,12,2,12,2,14
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,5,0,5,0,5
HUACHACALLA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,1,0,1,0,1
HUANUNI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,20,214,20,214,234
HUARACAJE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,3,2,3,2,5
HUATAJATA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,7,1,7,1,8
HUAYLLAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,8,4,8,4,12
HUMANATA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,3,0,3,0,3
ICHOCA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,1,1,1,1,2
ICLA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,4,8,4,8,12
INCAHUASI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,11,14,11,14,25
INQUISIVI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,2,0,2,0,2
IRUPANA (VILLA DE LANZA),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,15,15,15,15,30
IXIAMAS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,16,4,16,4,20
JESUS DE MACHACA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,10,0,10,0,10
LA ASUNTA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,81,81,81,81,162
LA GUARDIA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,31,141,31,141,172
LA PAZ,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,1057,253,1057,253,1310
LAGUNILLAS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,25,16,25,16,41
LAJA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,20,13,20,13,33
LAS CARRERAS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,3,2,3,2,5
LICOMA PAMPA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,4,0,4,0,4
LLALLAGUA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,146,281,146,281,427
LORETO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,20,47,20,47,67
LURIBAY,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,3,0,3,0,3
MACHACAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,7,7,7,7,14
MACHARETI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,4,1,4,1,5
MAGDALENA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,1,3,1,3,4
MAIRANA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,4,0,4,0,4
MALLA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,0,34,0,34,34
MAPIRI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,15,8,15,8,23
MECAPACA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,13,3,13,3,16
MINEROS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,36,5,36,5,41
MIZQUE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,61,28,61,28,89
MOCOMOCO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,14,4,14,4,18
MOJINETE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,2,0,2,0,2
MOJOCOYA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,3,0,3,0,3
MONTEAGUDO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,26,13,26,13,39
MONTERO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,209,63,209,63,272
MOROCHATA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,7,32,7,32,39
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,2,9,2,9,11
OCURI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,16,6,16,6,22
OKINAWA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,7,0,7,0,7
OMEREQUE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,3,15,3,15,18
ORURO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,544,150,544,150,694
PADCAYA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,35,37,35,37,72
PADILLA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,7,4,7,4,11
PAILON,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,148,0,148,0,148
PALCA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,18,2,18,2,20
PALOS BLANCOS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,21,7,21,7,28
PAMPA AULLAGAS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,1,0,1,0,1
PAMPA GRANDE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,17,1,17,1,18
PAPEL PAMPA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,4,2,4,2,6
PASORAPA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,1,1,1,1,2
PATACAMAYA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,27,1,27,1,28
PAZÑA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,4,2,4,2,6
PELECHUCO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,9,1,9,1,10
POCOATA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,15,42,15,42,57
POCONA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,20,20,20,20,40
POJO (CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,26,40,26,40,66
POOPO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,10,2,10,2,12
PORCO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,0,7,0,7,7
POROMA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,41,28,41,28,69
PORONGO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,13,9,13,9,22
PORTACHUELO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,40,0,40,0,40
PORVENIR,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,6,105,6,105,111
POSTRER VALLE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,1,0,1,0,1
POTOSI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,419,89,419,89,508
PRESTO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,6,5,6,5,11
PUCARANI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,24,2,24,2,26
PUERTO ACOSTA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,12,8,12,8,20
PUERTO CARABUCO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,6,4,6,4,10
PUERTO GONZALO MORENO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,5,29,5,29,34
PUERTO PEREZ,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,15,12,15,12,27
PUERTO QUIJARRO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,14,0,14,0,14
PUERTO RICO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,16,0,16,0,16
PUERTO SILES,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,2,0,2,0,2
PUERTO SUAREZ,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,11,0,11,0,11
PUERTO VILLARROEL,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,88,28,88,28,116
PUNA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,35,20,35,20,55
PUNATA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,180,15,180,15,195
QUIABAYA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,4,0,4,0,4
QUILLACOLLO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,99,195,99,195,294
QUIME,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,10,0,10,0,10
QUIRUSILLAS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,3,0,3,0,3
RAVELO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,11,18,11,18,29
REYES,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,33,24,33,24,57
RIBERALTA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,215,11,215,11,226
ROBORE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,7,0,7,0,7
RURRENABAQUE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,11,10,11,10,21
SABAYA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,2,0,2,0,2
SACABA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,188,981,188,981,1169
SACABAMBA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,1,7,1,7,8
SACACA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,49,46,49,46,95
SAIPINA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,4,0,4,0,4
SALINAS DE GARCI MENDOZA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,6,4,6,4,10
SAMAIPATA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,6,6,6,6,12
SAN AGUSTIN,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,8,0,8,0,8
SAN ANDRES,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,13,35,13,35,48
SAN ANDRES DE MACHACA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,1,0,1,0,1
SAN ANTONIO DE LOMERIO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,4,5,4,5,9
SAN BENITO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,28,123,28,123,151
SAN BORJA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,39,367,39,367,406
SAN BUENA VENTURA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,21,15,21,15,36
SAN CARLOS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,24,7,24,7,31
SAN IGNACIO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,45,11,45,11,56
SAN IGNACIO DE VELASCO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,130,5,130,5,135
SAN JAVIER(BNI),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,5,0,5,0,5
SAN JAVIER(STC),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,10,0,10,0,10
SAN JOAQUIN,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,12,0,12,0,12
SAN JOSE DE CHIQUITOS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,33,0,33,0,33
SAN JUAN DE YAPACANI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,1,3,1,3,4
SAN JULIAN,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,54,75,54,75,129
SAN LORENZO(PND),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,6,28,6,28,34
SAN LORENZO(TJA),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,54,11,54,11,65
SAN LUCAS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,37,52,37,52,89
SAN MATIAS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,11,25,11,25,36
SAN MIGUEL DE VELASCO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,9,0,9,0,9
SAN PEDRO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,3,0,3,0,3
SAN PEDRO DE BUENA VISTA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,22,77,22,77,99
SAN PEDRO DE CURAHUARA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,11,6,11,6,17
SAN PEDRO DE TIQUINA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,6,10,6,10,16
SAN RAMON BENI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,5,0,5,0,5
SAN RAMON SCZ,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,7,0,7,0,7
SANTA ANA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,72,0,72,0,72
SANTA CRUZ DE LA SIERRA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,2213,939,2213,939,3152
SANTA ROSA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,4,0,4,0,4
SANTA ROSA DEL SARA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,36,33,36,33,69
SANTIAGO DE CALLAPA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,4,0,4,0,4
SANTIAGO DE HUARI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,4,2,4,2,6
SANTIAGO DE HUATA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,7,2,7,2,9
SANTIAGO DE MACHACA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,1,4,1,4,5
SANTIVAÑES,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,8,39,8,39,47
