,group,variable,month,TOTAL 21.2 MUJERES DE 10 A 49 AÑOS 2DA DOSIS DE DT CANTIDAD,TOTAL 21.2 MUJERES DE 10 A 49 AÑOS 2DA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
MAPIRI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,32,52,32,52,84
MECAPACA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,1,25,1,25,26
MINEROS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,58,1,58,1,59
MIZQUE,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,37,141,37,141,178
MOCOMOCO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,3,37,3,37,40
MOJOCOYA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,6,1,6,1,7
MONTEAGUDO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,53,516,53,516,569
MONTERO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,345,207,345,207,552
MORO MORO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,3,1,3,1,4
MOROCHATA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,8,47,8,47,55
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,12,14,12,14,26
NAZACARA DE PACAJES,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,1,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,0,31,0,31,31
OCURI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,17,19,17,19,36
OKINAWA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,6,9,6,9,15
OMEREQUE,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,7,87,7,87,94
ORURO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,873,2187,873,2187,3060
PADCAYA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,22,3,22,3,25
PADILLA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,6,37,6,37,43
PAILON,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,193,0,193,0,193
PALCA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,14,44,14,44,58
PALOS BLANCOS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,25,100,25,100,125
PAMPA AULLAGAS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,2,1,2,1,3
PAMPA GRANDE,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,12,47,12,47,59
PAPEL PAMPA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,28,4,28,4,32
PASORAPA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,0,41,0,41,41
PATACAMAYA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,37,3,37,3,40
PAZÑA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,3,33,3,33,36
PELECHUCO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,4,6,4,6,10
POCOATA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,13,231,13,231,244
POCONA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,26,112,26,112,138
POJO (CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,20,52,20,52,72
POOPO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,12,3,12,3,15
PORCO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,15,0,15,0,15
POROMA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,14,38,14,38,52
PORONGO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,6,67,6,67,73
PORTACHUELO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,34,16,34,16,50
PORVENIR,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,9,4,9,4,13
POTOSI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,358,211,358,211,569
PRESTO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,8,27,8,27,35
PUCARA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,2,1,2,1,3
PUCARANI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,14,15,14,15,29
PUERTO ACOSTA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,13,20,13,20,33
PUERTO CARABUCO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,3,3,3,3,6
PUERTO GONZALO MORENO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,7,37,7,37,44
PUERTO PEREZ,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,16,3,16,3,19
PUERTO QUIJARRO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,12,0,12,0,12
PUERTO RICO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,11,9,11,9,20
PUERTO SILES,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,0,1,0,1,1
PUERTO VILLARROEL,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,68,250,68,250,318
PUNA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,29,57,29,57,86
PUNATA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,69,500,69,500,569
QUIABAYA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,4,0,4,0,4
QUILLACOLLO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,76,541,76,541,617
QUIME,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,2,0,2,0,2
RAVELO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,14,44,14,44,58
REYES,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,18,217,18,217,235
RIBERALTA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,183,14,183,14,197
ROBORE,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,140,0,140,0,140
RURRENABAQUE,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,7,1,7,1,8
SABAYA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,0,33,0,33,33
SACABA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,219,928,219,928,1147
SACABAMBA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,0,8,0,8,8
SACACA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,30,23,30,23,53
SAIPINA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,9,14,9,14,23
SALINAS DE GARCI MENDOZA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,5,68,5,68,73
SAMAIPATA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,8,56,8,56,64
SAN ANDRES,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,23,68,23,68,91
SAN ANTONIO DE ESMORUCO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,9,0,9,0,9
SAN ANTONIO DE LOMERIO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,26,16,26,16,42
SAN BENITO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,29,11,29,11,40
SAN BORJA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,115,18,115,18,133
SAN BUENA VENTURA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,7,16,7,16,23
SAN CARLOS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,50,103,50,103,153
SAN IGNACIO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,24,62,24,62,86
SAN IGNACIO DE VELASCO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,96,121,96,121,217
SAN JAVIER(BNI),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,9,7,9,7,16
SAN JAVIER(STC),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,10,16,10,16,26
SAN JOAQUIN,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,7,0,7,0,7
SAN JOSE DE CHIQUITOS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,436,0,436,0,436
SAN JUAN DE YAPACANI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,55,70,55,70,125
SAN JULIAN,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,37,120,37,120,157
SAN LORENZO(PND),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,4,2,4,2,6
SAN LORENZO(TJA),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,53,118,53,118,171
SAN LUCAS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,81,149,81,149,230
SAN MATIAS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,18,3,18,3,21
SAN MIGUEL DE VELASCO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,18,2,18,2,20
SAN PEDRO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,13,20,13,20,33
SAN PEDRO DE BUENA VISTA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,13,29,13,29,42
SAN PEDRO DE CURAHUARA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,9,2,9,2,11
SAN PEDRO DE QUEMES,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,4,20,4,20,24
SAN PEDRO(PND),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,1,0,1,0,1
SAN RAFAEL,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,0,10,0,10,10
SAN RAMON BENI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,34,0,34,0,34
SAN RAMON SCZ,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,10,271,10,271,281
SANTA ANA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,11,0,11,0,11
SANTA CRUZ DE LA SIERRA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,2623,2528,2623,2528,5151
SANTA ROSA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,4,4,4,4,8
SANTA ROSA DEL SARA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,28,94,28,94,122
SANTIAGO DE CALLAPA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,2,4,2,4,6
SANTIAGO DE HUARI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,6,89,6,89,95
SANTIAGO DE HUATA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,10,39,10,39,49
SANTIAGO DE MACHACA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,2,6,2,6,8
SANTIVAÑES,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,0,13,0,13,13
SANTUARIO DE QUILLACAS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,0,1,0,1,1
SAPAHAQUI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,7,6,7,6,13
SENA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,9,80,9,80,89
SHINAOTA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,22,489,22,489,511
SICA SICA (VILLA AROMA),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,39,258,39,258,297
SICAYA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,5,5,5,5,10
SIPE SIPE,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,44,432,44,432,476
SOPACHUY,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,14,190,14,190,204
SORACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,6,7,6,7,13
SORATA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,6,68,6,68,74
SUCRE,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,386,2965,386,2965,3351
TACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,0,10,0,10,10
TACACOMA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,6,61,6,61,67
TACOBAMBA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,10,3,10,3,13
TACOPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,0,7,0,7,7
TAHUA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,4,0,4,0,4
TAPACARI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,16,2,16,2,18
TARABUCO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,6,1,6,1,7
TARACO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,10,1,10,1,11
TARATA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,4,18,4,18,22
TARIJA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,708,1148,708,1148,1856
TARVITA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,10,17,10,17,27
TEOPONTE,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,16,145,16,145,161
TIAWANACU,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,5,3,5,3,8
TINGUIPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,8,6,8,6,14
TIPUANI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,17,23,17,23,40
TIQUIPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,46,165,46,165,211
TIRAQUE (CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,62,108,62,108,170
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,2,6,2,6,8
TOCO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,7,49,7,49,56
TOLATA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,4,33,4,33,37
TOLEDO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,6,4,6,4,10
TOMAVE,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,7,39,7,39,46
TOMINA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,0,10,0,10,10
TORO TORO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,15,9,15,9,24
TOTORA(CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,23,171,23,171,194
TOTORA(ORR),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,9,18,9,18,27
TRINIDAD,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,244,471,244,471,715
TUPIZA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,72,34,72,34,106
TURCO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,3,2,3,2,5
UMALA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,2,25,2,25,27
UNCIA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,19,12,19,12,31
URIONDO (A. CONCEPCION),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,11,42,11,42,53
URUBICHA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,16,0,16,0,16
UYUNI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,21,5,21,5,26
VACAS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,4,40,4,40,44
VALLEGRANDE,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,8,6,8,6,14
VIACHA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,79,204,79,204,283
VILA VILA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,1,81,1,81,82
VILLA CHARCAS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,27,81,27,81,108
VILLA MONTES,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,52,91,52,91,143
VILLA NUEVA (LOMA ALTA),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,5,2,5,2,7
VILLA RIVERO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,14,13,14,13,27
VILLA SERRANO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,7,27,7,27,34
VILLA TUNARI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,87,690,87,690,777
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,9,3,9,3,12
VILLAZON,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,87,1779,87,1779,1866
VINTO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,107,89,107,89,196
VITICHI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,11,1,11,1,12
WALDO BALLIVIAN,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,4,0,4,0,4
WARNES,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,353,310,353,310,663
YACO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,4,5,4,5,9
YACUIBA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,193,890,193,890,1083
YAMPARAEZ,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,2,1,2,1,3
YANACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,3,44,3,44,47
YAPACANI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,36,249,36,249,285
YOCALLA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,1,9,1,9,10
YOTALA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,1,28,1,28,29
YUNCHARA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,4,49,4,49,53
ZUDAÑEZ,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,1,0,1,0,1
ACACIO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-11-01,6,10,6,10,16
ACHACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-11-01,5,164,5,164,169
ACHOCALLA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-11-01,21,43,21,43,64
AIQUILE,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-11-01,17,86,17,86,103
ALALAY,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-11-01,1,4,1,4,5
ALCALA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-11-01,0,57,0,57,57
ALTO BENI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-11-01,29,146,29,146,175
ANCORAIMES,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-11-01,11,14,11,14,25
ANDAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-11-01,0,7,0,7,7
ANTEQUERA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-11-01,9,13,9,13,22
ANZALDO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-11-01,2,15,2,15,17
APOLO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-11-01,17,0,17,0,17
ARAMPAMPA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-11-01,8,53,8,53,61
ARANI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-11-01,17,38,17,38,55
ARBIETO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-11-01,23,62,23,62,85
ARQUE,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-11-01,4,11,4,11,15
ASCENCION DE GUARAYOS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-11-01,43,20,43,20,63
ATOCHA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-11-01,12,0,12,0,12
AUCAPATA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-11-01,2,0,2,0,2
AYATA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-11-01,66,7,66,7,73
AYO AYO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-11-01,3,26,3,26,29
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-11-01,33,139,33,139,172
AZURDUY,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-11-01,25,331,25,331,356
BATALLAS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-11-01,3,93,3,93,96
BAURES,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-11-01,23,18,23,18,41
BELEN DE ANDAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-11-01,1,0,1,0,1
BELEN DE URMIRI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-11-01,2,0,2,0,2
BELLA FLOR,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-11-01,8,11,8,11,19
BERMEJO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-11-01,58,21,58,21,79
BETANZOS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-11-01,19,56,19,56,75
BOLIVAR,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-11-01,1,2,1,2,3
BOLPEBRA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-11-01,2,0,2,0,2
BOYUIBE,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-11-01,6,2,6,2,8
BUENA VISTA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-11-01,5,1,5,1,6
CABEZAS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-11-01,38,285,38,285,323
CAIROMA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-11-01,4,1,4,1,5
"CAIZA ""D""",otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-11-01,10,1,10,1,11
CAJUATA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-11-01,16,18,16,18,34
CALACOTO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-11-01,0,9,0,9,9
CALAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-11-01,6,36,6,36,42
CAMARGO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-11-01,16,43,16,43,59
